CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";metals/extraction;2011:Manufacture of basic chemicals;22ca1e4b597f6f8618b1b2e614df2954;SSP5-Base-2050;GLO;tellurium;market for tellurium, semiconductor-grade;tellurium, semiconductor-grade;kilogram
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;76253aca7f4c45701935634546516c34;SSP5-Base-2050;RER;silicon;market for silicon, single crystal, Czochralski process, electronics;silicon, single crystal, Czochralski process, electronics;kilogram
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;e8d657e5131f6518ec076ed4462eaf83;SSP5-Base-2050;GLO;magnesium;market for magnesium factory;magnesium factory;unit
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";56673abed84e84127218c13c4e72a080;SSP5-Base-2050;KZ;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;d63d90279901d49646f8c52e8cee970a;SSP5-Base-2050;CN;magnesium;market for magnesium, for reuse in titanium sponge production;magnesium, for reuse in titanium sponge production;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;92af6228440f2e5259ea92e7e1ddf1e2;SSP5-Base-2050;BR;cement;market for cement, CP II-E;cement, CP II-E;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;fbee7835ea6047c9b12a3babbbc18717;SSP5-Base-2050;USA;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
39368: Waste and scrap of antimony and chromium;;3822:Treatment and disposal of hazardous waste;621405545ab3736c1bc9bb472b919a7e;SSP5-Base-2050;GLO;antimony;market for antimony slag, water-quenched;antimony slag, water-quenched;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";4b274eeccc10ba651ef286d31311ecb1;SSP5-Base-2050;SA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";08141516284e455a8158b587294d75a1;SSP5-Base-2050;REF;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;0729:Mining of other non-ferrous metal ores;d8ba411ea8ac325a4c0b63e1db9b2fed;SSP5-Base-2050;GLO;nickel;market for nickel sulfate;nickel sulfate;kilogram
3741: Plasters;;2395:Manufacture of articles of concrete, cement and plaster;8b249a55f6d53c7ef0cffe0cc2c1f4d6;SSP5-Base-2050;IN;cement;market for cement plaster;cement plaster;cubic meter
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;5298254fa3c87afd6b7e4e8dd48f1635;SSP5-Base-2050;GLO;zirconium;market for zirconium oxide;zirconium oxide;kilogram
53269: Other constructions for manufacturing;chemicals/inorganics;4290:Construction of other civil engineering projects;7fc624aeec8ae8e6134d9cf685d1ed23;SSP5-Base-2050;GLO;silicon;market for silicone factory;silicone factory;unit
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";;2011:Manufacture of basic chemicals;5fd096dcbb65a89cf50578fddef0b39b;SSP5-Base-2050;GLO;lithium;market for lithium chloride;lithium chloride;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;b96f605497729697a6722cf008f1c62b;SSP5-Base-2050;CH;cement;market for cement, unspecified;cement, unspecified;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";af1b9da369e14cc9f20170a17290ac5d;SSP5-Base-2050;RU;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8d7abd98a62c4b94acea0a7638fe4d61;SSP5-Base-2050;World;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […];metals/extraction;0729:Mining of other non-ferrous metal ores;e82e91c0b572e044b71a69b32bf53388;SSP5-Base-2050;GLO;silver;market for silver;silver;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;5559ee59468543ad81d0307c3166c877;SSP5-Base-2050;USA;cement;market for cement mortar;cement mortar;kilogram
11040: Brown coal briquettes and similar solid fuels manufactured from brown coal;lignite/fuels;1920:Manufacture of refined petroleum products;6e183b093b95ebc20c86c672c353b217;SSP5-Base-2050;RER;coal(brown);market for lignite briquettes;lignite briquettes;megajoule
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;79669359a3ac4592890a12c99ad00686;SSP5-Base-2050;SSA;cement;market for cement, CP II-E;cement, CP II-E;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;4ac17abb1e0a437dabaa20a084eb5e50;SSP5-Base-2050;OAS;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;37ed4cf62879b492697eb9ed155b4552;SSP5-Base-2050;GLO;cobalt;market for cobalt acetate;cobalt acetate;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";metals/extraction;2011:Manufacture of basic chemicals;66426d32b54bb1c84aa437f9dedf7d23;SSP5-Base-2050;GLO;lithium;market for lithium;lithium;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;50398071512e169791e8e67a24170dc8;SSP5-Base-2050;PE;cement;market for cement, Portland;cement, Portland;kilogram
39361: Waste and scrap of copper;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;43132c9981a341f24882cecaec1c4dcd;SSP5-Base-2050;RoW;copper;market for copper in car shredder residue;copper in car shredder residue;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";748cb9775bd0446497ac8e7dde867820;SSP5-Base-2050;CAZ;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";bfc72b39858e8987b4662ad78eee6f87;SSP5-Base-2050;GLO;chromium;market for chromium steel removed by turning, average, computer numerical controlled;chromium steel removed by turning, average, computer numerical controlled;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;;2394:Manufacture of cement, lime and plaster;6440efa68a78bad788daef5c273cf73e;SSP5-Base-2050;IN;cement;market for cement mortar;cement mortar;kilogram
39363: Waste and scrap of aluminium;;3821:Treatment and disposal of non-hazardous waste;e645482e15ab3c9a35db09fa55964476;SSP5-Base-2050;CH;aluminium;market for aluminium in car shredder residue;aluminium in car shredder residue;kilogram
39: Wastes or scraps;;3821:Treatment and disposal of non-hazardous waste;ae720df420fbf1940e768a41a05f620b;SSP5-Base-2050;CH;coal(brown);market for lignite ash;lignite ash;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d8acd5a44ca256e03a0b1cb5b6c21484;SSP5-Base-2050;BE;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
34: Basic chemicals;chemicals/inorganics;2011:Manufacture of basic chemicals;5be152c7c362e58e4b995badf4d60371;SSP5-Base-2050;GLO;copper;market for copper carbonate;copper carbonate;kilogram
53262: Power plants;hard coal/power plants;4220:Construction of utility projects;4e17793f5a3e79c60591d0374da2611a;SSP5-Base-2050;GLO;coal(black);market for hard coal power plant;hard coal power plant;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;beb3338856c0755f2fbd6d0e1e22d494;SSP5-Base-2050;CH;cement;market for cement, CEM III/C;cement, CEM III/C;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;206b51565cf389b0dac54370de6d4d6e;SSP5-Base-2050;GLO;uranium;market for uranium, enriched 4.0%, per separative work unit;uranium, enriched 4.0%, per separative work unit;unit
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";;2011:Manufacture of basic chemicals;2c6006720c7fa00572c734d89b177874;SSP5-Base-2050;RER;zinc;market for zinc monosulfate;zinc monosulfate;kilogram
16190: Other chemical minerals;chemicals/inorganics;0891:Mining of chemical and fertilizer minerals;de03d27ded836711c700f636845168d5;SSP5-Base-2050;GLO;borates;market for sodium borates;sodium borates;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;38a319c6bca93e62732365ab2914560f;SSP5-Base-2050;GLO;uranium;market for uranium, enriched 3.9%, per separative work unit;uranium, enriched 3.9%, per separative work unit;unit
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;da3739f4e2604478b2691231ff7697e8;SSP5-Base-2050;CHA;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;4b19aaacef29425db8c7029976858622;SSP5-Base-2050;JPN;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";b9ed569ca351f4620cfe5b8fbd1e3bb7;SSP5-Base-2050;FI;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;1ffe09506f70be4dcd98071865e8a549;SSP5-Base-2050;GLO;silicon;market for silicon, metallurgical grade;silicon, metallurgical grade;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";7646bdd6315743b39e6213955a49cb23;SSP5-Base-2050;LAM;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;f79cbfe6aaeb92ba784a1dc3c906ad21;SSP5-Base-2050;ZA;cement;market for cement, CEM II/B-L;cement, CEM II/B-L;kilogram
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;a9f74c01a31170d381e5607607c3a62a;SSP5-Base-2050;GLO;aluminium;market for aluminium hydroxide factory;aluminium hydroxide factory;unit
4133: Platinum, unwrought or in semi-manufactured forms, or in powder form;metals/extraction;0729:Mining of other non-ferrous metal ores;8a602aa2a9a1d98898748d90d172fcda;SSP5-Base-2050;ZA;platinum;market for platinum group metal concentrate;platinum group metal concentrate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;4bcc323396a349639432ee7ee178e9e2;SSP5-Base-2050;IND;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;6b5fbd50873691cd0c8e02114baa15a7;SSP5-Base-2050;GLO;cobalt;market for cobalt carbonate;cobalt carbonate;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;612a9183c7bac2685fb87a699974c8aa;SSP5-Base-2050;GLO;helium;market for helium;helium;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;3a947eb8762576180cf2679028552d84;SSP5-Base-2050;US;cement;market for cement, type S;cement, type S;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;679853a15494459d8b9184c3dac33f07;SSP5-Base-2050;USA;cement;market for cement, Portland;cement, Portland;kilogram
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;36ee255c9326a9287812b59994bac393;SSP5-Base-2050;GLO;hafnium;market for hafnium tetrachloride;hafnium tetrachloride;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";3ebfc5b53d254ae6a1bd366c21362ab8;SSP5-Base-2050;LAM;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;264ff5d4aab94552aead9790001aca4f;SSP5-Base-2050;USA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;0f956a3d9c79445aa42c8efb44da80ab;SSP5-Base-2050;World;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
11010: Hard coal;hard coal/production;0510:Mining of hard coal;a618878275594be40595ef331189707b;SSP5-Base-2050;RoW;coal(black);market for hard coal, run-of-mine;hard coal, run-of-mine;kilogram
41310: Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder […];metals/extraction;0729:Mining of other non-ferrous metal ores;a20be73eef30e9d555ae126bea5ca4f5;SSP5-Base-2050;GLO;silver;market for silver, unrefined;silver, unrefined;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;cbba1d5c4658c85a617f5173516cc257;SSP5-Base-2050;GLO;titanium;market for titanium;titanium;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;4f52708b451647eca6704ff5b57945a9;SSP5-Base-2050;SSA;cement;market for cement, unspecified;cement, unspecified;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;06b1b09c7ebc4c7d8a693c2cbec6b571;SSP5-Base-2050;LAM;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;48629e0774d44440a3ed60fdb33e995e;SSP5-Base-2050;OAS;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";2ef550fab6f8f901fbcefc15c2cb314b;SSP5-Base-2050;MX;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;e2d89a19c617473db36f7af54cf15241;SSP5-Base-2050;MEA;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);;0729:Mining of other non-ferrous metal ores;da0aef15e575e0900e7eee0297941ba9;SSP5-Base-2050;GLO;lead;market for lead concentrate;lead concentrate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8facccbb038641d5a0659e374fd01a3d;SSP5-Base-2050;USA;cement;market for cement, CP III;cement, CP III;kilogram
11040: Brown coal briquettes and similar solid fuels manufactured from brown coal;lignite/fuels;1920:Manufacture of refined petroleum products;b65c92b8f54ec9ae38c588e1f2cada6c;SSP5-Base-2050;RoW;coal(brown);market for lignite briquettes;lignite briquettes;megajoule
39364: Waste and scrap of lead;;3821:Treatment and disposal of non-hazardous waste;fb332d9f6aa38ed4f871ce03fe30fad9;SSP5-Base-2050;CH;lead;market for lead in car shredder residue;lead in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5c38cc256cf045b5814b151f545cf574;SSP5-Base-2050;NEU;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c3d1157c5530274fa1d58740741ea522;SSP5-Base-2050;US;cement;market for cement, type I (SM);cement, type I (SM);kilogram
15310: Natural sands;construction materials/additives;0810:Quarrying of stone, sand and clay;d864a0190b9688d765c53d3834caff91;SSP5-Base-2050;BR;sand;market for sand;sand;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;6948b468ab23402d89ac89e7f194010d;SSP5-Base-2050;MEA;cement;market for cement mortar;cement mortar;kilogram
"34790: Other plastics in primary forms; ion exchangers";;2013:Manufacture of plastics and synthetic rubber in primary forms;cc100c3247ef1ad4d989ab07c51aeb45;SSP5-Base-2050;RER;latex;market for latex;latex;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;9a6127b2360f44e2928f6b5b96ecde3f;SSP5-Base-2050;IND;cement;market for cement, Portland;cement, Portland;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;0c6ac83a4efd4a84b49821b934baf113;SSP5-Base-2050;LAM;cement;market for cement, unspecified;cement, unspecified;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;b5b432a321174588a6c4f0989dcc8e55;SSP5-Base-2050;OAS;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
3744: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;23a78e3f21c2a544a2654c1b892a6237;SSP5-Base-2050;IN;cement;market for cement, Portland Slag;cement, Portland Slag;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;055f5a895f60a9d0bd0bb5d0b487ba28;SSP5-Base-2050;GLO;chromium;market for chromium oxide, flakes;chromium oxide, flakes;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b613a0b81feac8d2681dbae87afaf18f;SSP5-Base-2050;US;cement;market for cement, type I-PM;cement, type I-PM;kilogram
342: Basic inorganic chemicals n.e.c.;chemicals/inorganics;2011:Manufacture of basic chemicals;d971937192fae29417d670b40a21f603;SSP5-Base-2050;GLO;lithium;market for lithium hexafluorophosphate;lithium hexafluorophosphate;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;51be3ad5c3a143eeba287cd36857b46a;SSP5-Base-2050;World;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
53262: Power plants;lignite/power plants;4220:Construction of utility projects;0fa430579b49f04e1d4cb214c95bd74b;SSP5-Base-2050;GLO;coal(brown);market for lignite power plant;lignite power plant;unit
41441: Lead, unwrought;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;084a22cf5bd15c0027be52d0202101b5;SSP5-Base-2050;GLO;lead;market for lead concentrate stockpiling;lead concentrate stockpiling;kilogram
"41412: Unrefined copper; copper anodes for electrolytic refining";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;6d98d1addce810689dac1580164233ec;SSP5-Base-2050;GLO;copper;market for copper-rich materials;copper-rich materials;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);construction materials/additives;0729:Mining of other non-ferrous metal ores;c3f8dcd117ff5691f137f0957f08e412;SSP5-Base-2050;GLO;strontium;market for strontium sulfate, 90% SrSO4;strontium sulfate, 90% SrSO4;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";ba59723f466444c482923d4e34c16b0c;SSP5-Base-2050;MEA;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
39363: Waste and scrap of aluminium;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;4d8675c96becfc0c67bec09e59b6330d;SSP5-Base-2050;RoW;aluminium;market for aluminium in car shredder residue;aluminium in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;14ed3267e23043b7854764815b9430b2;SSP5-Base-2050;CAZ;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
39367: Waste and scrap of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium […];;2420:Manufacture of basic precious and other non-ferrous metals;ac01f20865b343b1425a1ec8c5dba7f3;SSP5-Base-2050;GLO;cadmium;market for cadmium sludge from zinc electrolysis;cadmium sludge from zinc electrolysis;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;e51f88ce5ea9737b8adabae74879cfeb;SSP5-Base-2050;ZA;cement;market for cement, Portland;cement, Portland;kilogram
34629: Other phosphatic fertilizers, n.e.c.;;0891:Mining of chemical and fertilizer minerals;5fc5f4ad7af6554959c68329538a1d27;SSP5-Base-2050;RoW;phosphate rock;market for phosphate rock, beneficiated;phosphate rock, beneficiated;kilogram
39366: Waste and scrap of tin;;3830:Materials recovery;3c0dace6b21056ea2a99d77d5bfd77b2;SSP5-Base-2050;RoW;tin;market for tinplate, in mixed metal scrap;tinplate, in mixed metal scrap;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8cf7f88e253b2f4a681fc3e67869c216;SSP5-Base-2050;ZA;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d4d1029b141ebc5c9064bf196a373e52;SSP5-Base-2050;BR;cement;market for cement, CP IV;cement, CP IV;kilogram
39363: Waste and scrap of aluminium;;3830:Materials recovery;564ac34ef90827bc16d1920c783e2922;SSP5-Base-2050;Europe without Switzerland;aluminium;market for aluminium, in mixed metal scrap;aluminium, in mixed metal scrap;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";74a91da707d14f5da7955f05b0f2cd88;SSP5-Base-2050;JPN;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";89228ef0c848f289ebaab135ca2524a2;SSP5-Base-2050;GLO;aluminium;market for aluminium removed by turning, primarily dressing, computer numerical controlled;aluminium removed by turning, primarily dressing, computer numerical controlled;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;9f25b201bb61444099e5719a87086bed;SSP5-Base-2050;REF;cement;market for cement, CP II-E;cement, CP II-E;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;24e26531d5f313f55a4923ddf4ce7f12;SSP5-Base-2050;RoW;cobalt;market for cobalt sulfate;cobalt sulfate;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";metals/extraction;2011:Manufacture of basic chemicals;680c75ffbba966f1344cc492eb3bd8ca;SSP5-Base-2050;GLO;aluminium;market for aluminium fluoride;aluminium fluoride;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";63c1ac90c04ce17ee2378c39a2ce6849;SSP5-Base-2050;RoW;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
11020: Patent fuel and similar solid fuels manufactured from hard coal;hard coal/fuels;1920:Manufacture of refined petroleum products;68e452547f1cb7876a3bd4a73a37bb5d;SSP5-Base-2050;RER;coal(black);market for hard coal briquettes;hard coal briquettes;megajoule
53269: Other constructions for manufacturing;hard coal/production;4290:Construction of other civil engineering projects;52ca862477800eba3df8502df41ad2cb;SSP5-Base-2050;GLO;coal(black);market for hard coal coke factory;hard coal coke factory;unit
4132: Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form;metals/extraction;0729:Mining of other non-ferrous metal ores;bbda482e96e321e6b08f53801f89ab5a;SSP5-Base-2050;GLO;gold;market for gold, unrefined;gold, unrefined;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";af6145a3bdd771885af82434140d1b0e;SSP5-Base-2050;QA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;01ed5c20804f429dbf1c7e840b305f40;SSP5-Base-2050;World;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;242:Manufacture of basic precious and other non-ferrous metals;491549b2f0cee302298eaf61bdce8ae0;SSP5-Base-2050;GLO;beryllium;market for beryllium;beryllium;kilogram
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;7fe5d3de64ba6caca2ee91876cf8feac;SSP5-Base-2050;RLA;coal(black);market for hard coal;hard coal;kilogram
34: Basic chemicals;photovoltaic/production of components;2011:Manufacture of basic chemicals;67ece99ef0c5d14c8608c570092a6ee5;SSP5-Base-2050;RoW;silicon;market for silicon, single crystal, Czochralski process, photovoltaics;silicon, single crystal, Czochralski process, photovoltaics;kilogram
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;2a8c9e314c3a23a5cf796f0e8595ee7f;SSP5-Base-2050;RoW;silicon;market for silicon tetrachloride;silicon tetrachloride;kilogram
39365: Waste and scrap of zinc;;3822:Treatment and disposal of hazardous waste;a39374d15e65d69352c643a74d223df0;SSP5-Base-2050;GLO;zinc;market for zinc slag;zinc slag;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;bd652c65050348838f83915bd2213ba7;SSP5-Base-2050;NEU;cement;market for cement, CP III;cement, CP III;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;51688f7bb42a457788f3553e15a8d8a7;SSP5-Base-2050;EUR;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
