location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;emptied;log parameters;activity type
GLO;SSP1-PkBudg500-2020;dbcd34cc6eac2909da3c1435cd5b15c7;market for heat and power co-generation unit, organic Rankine cycle, 3MW electrical;heat and power co-generation unit, organic Rankine cycle, 3MW electrical;unit;1248138.7022592549;3656.675139612989;4457.642793222078;0.0084730304995149;0.0025095120711561;2.8332824144057853;46889.50302007006;;;;
GLO;SSP1-PkBudg500-2020;8dfc0952b7c27b79e1c9c6eeb9774484;market for vinyl carbonate;vinyl carbonate;kilogram;5.325373587494869;0.0817019692346731;0.0164217730429721;1.4939406181316677e-07;3.3256123198624924e-08;1.546388419981832e-05;1.2549319197174305;;;;
GLO;SSP1-PkBudg500-2020;f782568fef537430d6e3237dc6decaf8;market for pinto bean;pinto bean;kilogram;0.5544491807017695;0.0008357025752631;0.0036047312877725;9.072194212138034e-09;3.991067637482229e-08;7.381281498795316e-05;0.1099172785591542;;;;
GLO;SSP1-PkBudg500-2020;53a765a2aa42f94cfc5c92eb81a18291;market for skimmed milk, from cow milk;skimmed milk, from cow milk;kilogram;0.9578335890854794;0.0035427763990876;0.0008514492109931;1.0666581128060508e-08;5.184740754333696e-08;2.3489480276982824e-06;0.0374091299644987;;;;
GLO;SSP1-PkBudg500-2020;66cf55a4fb714d9c6cfbafbdeca8b4c2;market for eucalyptus seedling, for planting;eucalyptus seedling, for planting;unit;0.2504372754633377;0.0001570647188049;0.0002659548934608;1.033977894322587e-09;4.5094707717661125e-10;2.1251262947159533e-07;0.0109328148379667;;;;
GLO;SSP1-PkBudg500-2020;4ad0d1c39071582c4f0126a465493e35;market for holmium oxide;holmium oxide;kilogram;174.3031681107184;18.300699159663075;19.443003099078847;0.0016865320094353;2.480233047049348e-06;0.0010334330128333;66.6371433222928;;;;
GLO;SSP1-PkBudg500-2020;c8d7ec0c8ddf1f114dfa10a5958b24f2;market for oat seed, Swiss integrated production, at farm;oat seed, Swiss integrated production, at farm;kilogram;0.2609623360934616;0.0002433596741986;0.000752120863154;4.304518759582485e-09;1.3357383345950153e-08;1.2291608184604223e-06;0.0315025219281797;;;;
GLO;SSP1-PkBudg500-2020;54f538c893808698cb3a89ae67c76c87;market for capacitor, film type, for through-hole mounting;capacitor, film type, for through-hole mounting;kilogram;17.90061642080707;0.5521508773035114;0.898678216965878;2.3069140959433413e-06;2.679216037485962e-07;0.0001777687709319;3.156331836946729;;;;
GLO;SSP1-PkBudg500-2020;4fa7d0ace170362f96ca12aa3152091f;market for jatropha seed;jatropha seed;kilogram;0.8545238769565011;0.0007712206682428;0.0015893978067393;1.034411833935309e-08;3.6819682165927566e-08;5.113025658385888e-06;0.0864330734935405;;;;
RoW;SSP1-PkBudg500-2020;1c2c1112d2f701572ba1b0efd739eae0;market for slab and siding, hardwood, wet, measured as dry mass;slab and siding, hardwood, wet, measured as dry mass;kilogram;0.0616170743372101;6.171171340082169e-05;0.0001045408161301;3.373690129731619e-10;2.030763940185843e-09;5.778824612263702e-08;0.0027898067564729;;;;
GLO;SSP1-PkBudg500-2020;b80a2050365e1b301657da7679099e7f;market for wind turbine network connection, 2MW, onshore;wind turbine network connection, 2MW, onshore;unit;16624.63118231962;99.29658837088157;44.94393661702095;0.0001483628777816;0.0002483720672706;0.0748042441048713;1282.8797273938042;;;;
GLO;SSP1-PkBudg500-2020;db6cb8bd6ce7414cf5ff72a1c1b00eac;market for daminozide;daminozide;kilogram;2.817282597132789;0.0128168956080282;0.0097847321181175;1.9816460687784938e-07;2.9452083939860116e-08;1.4367051082025064e-05;0.897478106371387;;;;
GLO;SSP1-PkBudg500-2020;19a480d38bf01436495ae2ed74d78fc9;market for inductor, ring core choke type;inductor, ring core choke type;kilogram;12.9315823394328;0.5422158521301597;0.8814796666106641;2.1442038907304457e-06;1.9745185033973835e-07;0.0001096890566817;2.8796509923392635;;;;
GLO;SSP1-PkBudg500-2020;606717c7e4c3ec112c0b03cbce1a5610;market for fibre, kenaf;fibre, kenaf;kilogram;17.132137085065626;0.0006685110426242;0.0013355232698589;1.1433177300175097e-08;3.652705815343144e-08;5.393650160539826e-06;0.0565392313704002;;;;
GLO;SSP1-PkBudg500-2020;26bf40844012f61dbf4cfba27b5f4228;market for fleece, polyethylene;fleece, polyethylene;kilogram;1.960897923442745;0.0677620768553455;0.0140129107787767;4.843167347737997e-08;1.2984592383530033e-08;6.052819663179736e-06;0.7857106037348993;;;;
GLO;SSP1-PkBudg500-2020;94ce79023f7075e5579a8e2984d5059e;market for passenger car, diesel;passenger car, diesel;kilogram;4.951045162325762;0.0295336867421378;0.0252739380546594;1.8810982580135858e-07;3.3799930158923844e-08;2.7883931598458997e-05;0.5808736280441791;;;;
GLO;SSP1-PkBudg500-2020;61164b8b167073e6a282986cd7e670f2;market for methanol;methanol;kilogram;0.1368955845254346;0.0005214655225415;0.001886853593862;5.4654315040910855e-09;2.786123105060425e-09;1.1482981181981829e-06;0.2669898902831501;;;;
RoW;SSP1-PkBudg500-2020;adf0a07677cab677862a2247e802e82e;market for sawnwood, beam, hardwood, raw, dried (u=10%);sawnwood, beam, hardwood, raw, dried (u=10%);cubic meter;139.6487386828786;0.2064594022136953;0.3440291807954661;2.163513201386376e-06;8.341255407312157e-06;0.0005100368972389;8.606804118320609;;;;
GLO;SSP1-PkBudg500-2020;32e6fd05c8b157b17ce0e2dbd39b818a;market for lemon;lemon;kilogram;1.2477666010901576;0.0003756029775309;0.000718864559988;3.799660063637242e-09;6.1910424877461515e-09;1.4775089032435055e-06;0.0265886961916713;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;;
GLO;SSP1-PkBudg500-2020;4856268a9526e6e3922ae86844815bf7;market for skidder;skidder;unit;41607.21594285828;579.7479840681144;85.82145717858825;0.0022003334940406;0.0003158175528794;0.3412047334194375;5782.7117821549145;;;;
GLO;SSP1-PkBudg500-2020;d36b474c7c6ba22c9d5500bab684775b;market for wood preservative, organic, outdoor use, no ground contact;wood preservative, organic, outdoor use, no ground contact;kilogram;0.8399186517689561;0.0011381395410884;0.0163555971368195;1.8949323875671026e-08;7.1573551714600685e-09;2.9938058378047795e-06;0.559889118703376;;;;
GLO;SSP1-PkBudg500-2020;0a2d2f7730cf75e27d4186a31383c933;market for natural gas liquids;natural gas liquids;kilogram;0.1013334209103253;0.0003896757912862;0.0029962492400516;4.16926372545717e-09;2.328509520932853e-09;1.0015583699210595e-06;0.4349648226847376;;;;
GLO;SSP1-PkBudg500-2020;eb9f313559ad6890fd5f6abab280fbac;market for decabromodiphenyl ether;decabromodiphenyl ether;kilogram;2.967591541529819;0.0154722619063118;0.0109370506181711;2.1614603817907977e-07;5.7487641343670555e-08;2.8407918007743405e-05;1.3523770376978534;;;;
RoW;SSP1-PkBudg500-2020;332b08ae55f82bc8af3367ada48e4b8d;market for argon, liquid;argon, liquid;kilogram;0.3247230876773516;0.0007816097317214;0.0006863571206238;1.425245701237314e-07;8.862399651639832e-09;4.129499932586743e-06;0.0815554815906101;;;;
GLO;SSP1-PkBudg500-2020;3e0cd6cd97da0dcba48f4a0c840b4004;market for polyethylene terephthalate, granulate, amorphous;polyethylene terephthalate, granulate, amorphous;kilogram;1.5628002899313258;0.0163128405760453;0.008432987345272;5.4507722988994556e-08;1.266024817393086e-08;6.025928808113926e-06;0.5896449979189249;;;;
GLO;SSP1-PkBudg500-2020;ddc93077ae8be725315752f6dbbc160c;market for stone groundwood pulp;stone groundwood pulp;kilogram;0.3801327834924684;0.0006705333555526;0.000787091493224;8.752415976524644e-08;1.55003569106141e-08;2.729520025699469e-06;0.0566522722913203;;;;
GLO;SSP1-PkBudg500-2020;fcafb73f72bbe64c3ff62efe90cb006e;market for heat and power co-generation unit, 200kW electrical, diesel SCR, common components for heat+electricity;heat and power co-generation unit, 200kW electrical, diesel SCR, common components for heat+electricity;unit;60680.85207139073;236.05252048162515;77.18063952299325;0.0028704775416672;0.0006232918831851;0.4979295472132584;7837.290556521009;;;;
RoW;SSP1-PkBudg500-2020;06cef0e50c8d3a495db73945c9a683bb;market for retention aid, for paper production;retention aid, for paper production;kilogram;0.9496538874328938;0.0011128250675901;0.0064573616913985;3.063681238202286e-08;1.0665507667173822e-08;4.7568068191016425e-06;0.4669089024978335;;;;
GLO;SSP1-PkBudg500-2020;dbf27bde9584b9ffff2fbfd00d5936a1;market for printed wiring board, for power supply unit, desktop computer, Pb free;printed wiring board, for power supply unit, desktop computer, Pb free;kilogram;21.28412695882851;0.3940413264595657;0.8143600930517136;2.1718285935596643e-06;2.66144984773792e-07;0.0002158219309865;3.5205222597062438;;;;
RoW;SSP1-PkBudg500-2020;acbf8c77df3d14c719c7156c91e11190;market for monochlorobenzene;monochlorobenzene;kilogram;1.1205380701865106;0.0072130068225692;0.0078334373787088;4.7398264140883096e-08;1.1890035634996e-08;6.229331925859507e-06;0.5482802778358239;;;;
GLO;SSP1-PkBudg500-2020;c31a19ca95b1cad5376a5536bd9bfa9d;market for samarium-europium-gadolinium oxide;samarium-europium-gadolinium oxide;kilogram;16.269408821532316;1.014993347275754;4.065044236846405;3.3068641840525845e-07;1.5851569594367884e-07;0.0001015366600303;4653.365345636548;;;;
GLO;SSP1-PkBudg500-2020;3e23320272f13769aa8bb00e44e21c6e;market for furnace, logs, average storage area, 100kW;furnace, logs, average storage area, 100kW;unit;9315.627736236827;29.641593408269756;8.474124296258871;7.311547119665053e-05;1.9788690192016167e-05;0.0212416260640953;328.05858060180486;;;;
GLO;SSP1-PkBudg500-2020;a8665246e3e6ad85404b373759a824e9;market for ammonium paratungstate;ammonium paratungstate;kilogram;31.38375692862268;0.282657581557277;2.8574332745534914;2.3773411343286802e-07;2.518488711265473e-07;0.000458277237036;3.741324759467096;;;;
GLO;SSP1-PkBudg500-2020;e3b0cc14979bf8f209b7db5d434477d5;market for inert filler;inert filler;kilogram;0.1019469276240348;5.199668789054559e-05;0.0001347891771969;4.1067977583913844e-10;2.5715817866454345e-10;1.0930750055594395e-07;0.004967357535532;;;;
GLO;SSP1-PkBudg500-2020;a1216e2aebabf2178d9e5b478c027d49;market for fodder beet, Swiss integrated production;fodder beet, Swiss integrated production;kilogram;0.0202688738222853;1.984671300302858e-05;7.644360916925754e-05;1.8183887995280983e-10;1.308390036821371e-09;7.88883931270846e-08;0.0020705237286466;;;;
GLO;SSP1-PkBudg500-2020;ccff740443b5b181a22b4724eab96ed7;market for water pump, 22kW;water pump, 22kW;unit;912.0294993121822;4.0753895210168105;1.2879020011520594;3.756320846555811e-05;1.4355003539348706e-05;0.0153364920579487;118.64850613242606;;;;
GLO;SSP1-PkBudg500-2020;94e21726c4d74fec0a121481ec7a8de5;market for maize silage, organic;maize silage, organic;kilogram;0.0301605639378972;3.016157384382262e-05;0.0001138519695869;2.6947996608714206e-10;2.483193696164989e-09;5.634082236250771e-08;0.0028061206652711;;;;
GLO;SSP1-PkBudg500-2020;617c133ea4ca61c2be1502415527c32e;market for reeled raw silk hank;reeled raw silk hank;kilogram;968.9108324946908;0.4273517827874534;0.2655106731841286;1.8498254477288044e-06;1.9207294365826864e-06;0.0006178287535972;7.9123660898290495;;;;
GLO;SSP1-PkBudg500-2020;18d16ef221c3893a7d21498cb1511e19;market for linseed seed, at farm;linseed seed, at farm;kilogram;0.3426912162650255;0.0003825163348099;0.0011597283308362;7.340978257077026e-09;3.2407910154617334e-08;3.346326168598402e-06;0.0467109202729167;;;;
GLO;SSP1-PkBudg500-2020;d0d5f55f2a07108884fa0f2f758ba6e5;market for ethylvinylacetate, foil;ethylvinylacetate, foil;kilogram;1.4124305226337337;0.0015286575480238;0.0093160317674175;8.59675957500011e-08;1.26036320582666e-08;5.529111404614726e-06;0.6921060296940643;;;;
RoW;SSP1-PkBudg500-2020;2f630420c9f3bcd25d7b8b32bc2c8b42;market for chlorodifluoromethane;chlorodifluoromethane;kilogram;2.771814269104161;0.0138105493138325;0.0157029052023842;1.2963226509275118e-07;2.169758156135725e-07;8.157994007247201e-05;3.449818034598325;;;;
RoW;SSP1-PkBudg500-2020;02b8255b30841e6c8016ee8fce101c05;market for dimethyl sulfate;dimethyl sulfate;kilogram;1.066470758488127;0.0017190818622496;0.0024558542972601;3.4401609264826827e-08;8.564484198684308e-09;5.708694998951026e-06;0.2166473758194422;;;;
GLO;SSP1-PkBudg500-2020;1bfdaa44ca73a2382a97c4f4d3f6f688;market for brass removed by turning, primarily roughing, conventional;brass removed by turning, primarily roughing, conventional;kilogram;14.457338610044523;0.2061986275629361;0.4611795002400765;3.098483698230849e-07;1.706365742289463e-07;0.0001704361870055;0.7158128894711737;;;;
GLO;SSP1-PkBudg500-2020;f7fbbbd4027750c8b3d88c1bf551daef;market for barley seed, organic, for sowing;barley seed, organic, for sowing;kilogram;0.2372241996776288;0.0002565960669736;0.0007700693445367;3.0962637124153587e-09;2.1168702127583213e-08;2.770807675348012e-06;0.0231948040726115;;;;
RoW;SSP1-PkBudg500-2020;bc62c5330286e6df8bfbcf7d03502b2c;market for NMC811 oxide;NMC811 oxide;kilogram;105.41802546382505;0.7605919569570965;1.4350143113298277;2.432032410411224e-06;1.281188854784301e-07;8.532881879468145e-05;5.318111829154624;;;;
GLO;SSP1-PkBudg500-2020;b06f3767f8adb40e883a49c75633b82e;market for avocado;avocado;kilogram;0.6968906581513317;0.00054658636053;0.0014760647985354;8.439316923642685e-09;1.0542302313952647e-08;2.7916117431650075e-06;0.0430094476279457;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;;
RoW;SSP1-PkBudg500-2020;e50d5fc203a587700969ad0c2e059121;market for ammonia, anhydrous, liquid;ammonia, anhydrous, liquid;kilogram;0.4758569314333508;0.0009335150113396;0.0018654509917916;8.461646162941871e-09;1.2228567691928206e-08;5.2517043269268165e-06;0.2418885386378782;;;;
GLO;SSP1-PkBudg500-2020;4db9af889571989d121d634e4862aa99;market for cow milk;cow milk;kilogram;1.4927531804310543;0.0013091821762955;0.0013222804225297;1.3092043936101305e-08;8.669099905087943e-08;3.6346594154163815e-06;0.0547738654894878;;;;
RoW;SSP1-PkBudg500-2020;bd7dddfe46e52010e6555a437bd04f4e;market for sulfuric acid;sulfuric acid;kilogram;0.2949802095034253;0.0007966419850881;0.0007532386936655;5.509122466497228e-09;3.2572056665551887e-09;2.957070488166948e-06;0.0188063910642469;;;;
GLO;SSP1-PkBudg500-2020;9d318a9ed434e9ecc8a8e59eea1789e4;market for zinc oxide;zinc oxide;kilogram;0.6183264022829904;0.0005082484583449;0.000912670316736;2.3768579205495058e-08;3.996404487831839e-09;2.3748487024071115e-06;0.0790576356809326;;;;
RoW;SSP1-PkBudg500-2020;ec2299c0855c59c9b86f582956d9cd9d;market for sodium nitrite;sodium nitrite;kilogram;1.524565849975276;0.0072169767221958;0.0023801355722684;1.1588807216861547e-07;1.3699893400433325e-08;6.600223508237624e-06;0.2346385690844362;;;;
RoW;SSP1-PkBudg500-2020;6349a7ad374eb2a24b5a2fafbf08fc2d;market for cement, CEM V/B;cement, CEM V/B;kilogram;0.2005519272089457;0.0004476659622874;0.0002790307529819;4.84667727180444e-09;1.7881861838474616e-09;7.690783912264002e-07;0.0177095526602451;;;;
GLO;SSP1-PkBudg500-2020;80381ec97509cafefd4b2c9b19eb46f8;market for printed wiring board, surface mounted, unspecified, Pb free;printed wiring board, surface mounted, unspecified, Pb free;kilogram;65.4347819222796;1.6589479861371457;3.79337836789383;1.4712382138292786e-05;1.7878632841438e-06;0.0014184438687357;17.27286575766017;;;;
GLO;SSP1-PkBudg500-2020;04681bb9fe28b4408facb1d721820cd0;market for n-olefins;n-olefins;kilogram;0.6151208926894272;0.0005559917213698;0.0060242189730991;1.76466711393872e-08;8.561880881458838e-09;3.777277289149654e-06;0.6342846783753938;;;;
GLO;SSP1-PkBudg500-2020;cf54c6b909ba08a1c893148bcb94d5db;market for water discharge from petroleum/natural gas extraction, onshore;water discharge from petroleum/natural gas extraction, onshore;kilogram;0.0;0.0;0.0;0.0;-2.1944525769440785e-12;-2.4869284868616664e-08;0.0;;;;
