;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;log parameters;emptied;parameters full
1bc863a377c63072694d33d69f9fd94f;GLO;SSP5-Base-2020;1bc863a377c63072694d33d69f9fd94f;market for tin concentrate;tin concentrate;kilogram;1.934900568879609;0.5507927926384009;0.006682695645576686;1.673197457729966e-07;3.2948220428634745e-08;9.228481825394707e-05;1.1547667433898385;;;
b8b0f0ca4e8e1a99ddae3f6ae610be2e;GLO;SSP5-Base-2020;b8b0f0ca4e8e1a99ddae3f6ae610be2e;market for sunn hemp plant, harvested;sunn hemp plant, harvested;kilogram;1.3975135586085405;9.53449785408102e-05;0.0002080034629127114;9.90080841265243e-10;7.186149410652016e-09;4.5771935251467715e-07;0.00805758388423024;;;
fdc3aa0957da0e3ac1ddc7ecd32be77b;RoW;SSP5-Base-2020;fdc3aa0957da0e3ac1ddc7ecd32be77b;market for ammonium sulfate;ammonium sulfate;kilogram;1.10717580722687;0.006861653437233236;0.008705412821516363;3.939005376067923e-08;9.070575518878726e-09;7.958882416680574e-06;0.09499186148391536;;;
ca82b9c0317b2e80e548f66a998c2b99;GLO;SSP5-Base-2020;ca82b9c0317b2e80e548f66a998c2b99;market for cobwork;cobwork;kilogram;0.225409552784755;0.00012589673835707125;0.00023559468262478314;1.107811167493181e-09;8.578321218186189e-10;2.2710581248527833e-07;0.012502350954270902;;;
90aa1cf7ab6b25320d33a20c3150da18;GLO;SSP5-Base-2020;90aa1cf7ab6b25320d33a20c3150da18;market for platinum;platinum;kilogram;27039.425796357707;88.6441206811692;68.18001491805322;0.000827056965659366;0.0010254874978386824;0.988641027356134;6271.076009598022;;;
bfe0be72ba99530828042b5ccd7d26a9;RoW;SSP5-Base-2020;bfe0be72ba99530828042b5ccd7d26a9;market for alkyd paint, white, without water, in 60% solution state;alkyd paint, white, without water, in 60% solution state;kilogram;5.337529674814701;0.06236898671133151;0.015484384757934292;7.60152422550192e-08;4.190880245010282e-08;1.5091558337601252e-05;0.5831890877955853;;;
6a75c2e5815af212589613fca0468c2b;RoW;SSP5-Base-2020;6a75c2e5815af212589613fca0468c2b;market for sawlog and veneer log, meranti, measured as solid wood under bark;sawlog and veneer log, meranti, measured as solid wood under bark;cubic meter;2.6784662410325377;0.019788677888178362;0.24624788047310836;8.918843723424094e-08;9.030764699194346e-05;0.00348054794606068;4.519078585438082;;;
04583a14a8acc2843e9b6e5a90bf3ba0;GLO;SSP5-Base-2020;04583a14a8acc2843e9b6e5a90bf3ba0;market for liquid packaging board container;liquid packaging board container;kilogram;0.5537356091366957;0.01364038480926956;0.003569385427783928;1.7532933753283497e-08;2.123324662171901e-08;5.229772947466621e-06;0.2513428762218595;;;
db4e48bc6cff689756194e97ab4c84bc;GLO;SSP5-Base-2020;db4e48bc6cff689756194e97ab4c84bc;market for aluminium removed by turning, average, computer numerical controlled;aluminium removed by turning, average, computer numerical controlled;kilogram;9.360720626180463;0.1781396651321988;0.4507314046333214;3.2065346989754156e-07;5.518220781117941e-08;3.439454588791843e-05;0.5937367419987434;;;
8431a1b046d7fbb9e477334b512f76ee;GLO;SSP5-Base-2020;8431a1b046d7fbb9e477334b512f76ee;market for sodium persulfate;sodium persulfate;kilogram;1.2649832721820489;0.004663037707434667;0.0018525449303277931;5.920565714224164e-08;8.818235872084614e-09;5.737363073564042e-06;0.1286485528681287;;;
4856268a9526e6e3922ae86844815bf7;GLO;SSP5-Base-2020;4856268a9526e6e3922ae86844815bf7;market for skidder;skidder;unit;40771.924844785404;484.0142106996964;86.70580042733854;0.0021547790886466776;0.0003261541608485649;0.32464596976725635;6032.695536160266;;;
604c4b123f2751402882a46ebd4bf6aa;GLO;SSP5-Base-2020;604c4b123f2751402882a46ebd4bf6aa;market for maize grain, Swiss integrated production;maize grain, Swiss integrated production;kilogram;0.20610356237331473;0.00016894755217907446;0.0005510300907778356;2.6881052562352563e-09;1.4224380603805174e-08;1.1882204790254175e-06;0.01928177132977628;;;
46521ef24001d33fd5fd7382e293b6cf;GLO;SSP5-Base-2020;46521ef24001d33fd5fd7382e293b6cf;market for textile, woven cotton;textile, woven cotton;kilogram;4.999947496198661;0.01422685504992273;0.0680133994944464;3.1469328292733296e-07;1.298046806714989e-07;4.270370219958976e-05;0.5404611101164516;;;
b5cd957c48b0459347485bb2961acd35;GLO;SSP5-Base-2020;b5cd957c48b0459347485bb2961acd35;market for boric acid, anhydrous, powder;boric acid, anhydrous, powder;kilogram;0.9377540078085917;0.008203449586235076;0.0033406140578147643;3.2006110457212924e-08;1.0104166844353834e-08;6.319716690820626e-06;0.15443882596124442;;;
ab76df4845d8b838daf0933e3bca8885;RoW;SSP5-Base-2020;ab76df4845d8b838daf0933e3bca8885;market for trichloroacetic acid;trichloroacetic acid;kilogram;2.1290748719077994;0.017622699320804833;0.0033831693310681313;1.4659944383933688e-07;1.5830506433792994e-08;7.84723963579304e-06;0.34148868414883027;;;
a8545fdf18ae8f75037b9a345930690e;RoW;SSP5-Base-2020;a8545fdf18ae8f75037b9a345930690e;market for hydrogen fluoride;hydrogen fluoride;kilogram;1.682259723023603;0.004013284785737998;0.007828724477218153;3.665551045558858e-08;1.3503050317515187e-08;1.0367194890280305e-05;5.5948116756407735;;;
af6a972c95e838aff24e2ffb3add846a;RoW;SSP5-Base-2020;af6a972c95e838aff24e2ffb3add846a;market for potash salt;potash salt;kilogram;0.09732783223987511;5.8983014253162873e-05;0.0001345586396059164;3.9553577690922794e-10;2.2164336579047672e-10;1.044414647585638e-07;0.004769035595124337;;;
5a167ccac14e2f430d93a51ef0a2613b;RoW;SSP5-Base-2020;5a167ccac14e2f430d93a51ef0a2613b;market for cottonseed, organic;cottonseed, organic;kilogram;0.12285323797427837;5.674435186373819e-05;0.00012777659546507397;3.4429641022799907e-10;2.2311275885402625e-08;4.390995250400201e-07;0.005174284478990462;;;
4e499b344e793337e882f3698445019f;GLO;SSP5-Base-2020;4e499b344e793337e882f3698445019f;market for fish freezing, small fish;fish freezing, small fish;kilogram;0.30135255595919247;0.01535924304639116;0.0015750528731486614;1.6314804045326223e-08;2.2738066809074206e-09;8.628224777858069e-07;0.07135263426123004;;;
5994c6fa51edf6fb6bb405614dee10fa;GLO;SSP5-Base-2020;5994c6fa51edf6fb6bb405614dee10fa;market for paclobutrazol;paclobutrazol;kilogram;7.1622968949226875;0.0350407965178651;0.017472375805682224;5.730827757262612e-07;7.343638218913387e-08;3.705658071115193e-05;1.5720851981595232;;;
bac40b926656baff52eb60fed430d551;RoW;SSP5-Base-2020;bac40b926656baff52eb60fed430d551;market for slab and siding, softwood, wet, measured as dry mass;slab and siding, softwood, wet, measured as dry mass;kilogram;0.06001306215652761;4.344437348557894e-05;0.00012155093984013303;3.2620104235483457e-10;2.3244386082132614e-09;5.710479702441054e-08;0.002783004075488968;;;
809850cb8729ba9ed956f6e7b6c49780;RoW;SSP5-Base-2020;809850cb8729ba9ed956f6e7b6c49780;market for 4-tert-butyltoluene;4-tert-butyltoluene;kilogram;0.5555300597298521;0.0004137379392775123;0.008306186478445365;1.3753719837349935e-08;9.251860021838497e-09;4.000584693942804e-06;0.6422065481385335;;;
01c0151ec2cf026bdd266f6dbc39eb6e;GLO;SSP5-Base-2020;01c0151ec2cf026bdd266f6dbc39eb6e;market for purified terephthalic acid;purified terephthalic acid;kilogram;0.8305982994470461;0.017831327968449856;0.006349649831172503;2.5833203906879513e-08;7.968786335147683e-09;3.6944762862002133e-06;0.4610952049818957;;;
b19ef859637e81bacd559b636cba136e;GLO;SSP5-Base-2020;b19ef859637e81bacd559b636cba136e;market for petroleum coke;petroleum coke;kilogram;0.1002626671829501;0.00019217104926584137;0.0032686688643576672;3.0482368480359594e-09;2.8174769501237553e-09;1.258427501293542e-06;0.3935438015943804;;;
d3575708df6d299e63624c8d0456c52e;RoW;SSP5-Base-2020;d3575708df6d299e63624c8d0456c52e;market for sulfur trioxide;sulfur trioxide;kilogram;0.7290391991944614;0.0014206609978081532;0.0013179727368417822;2.0032696841303236e-08;6.583385709959407e-09;5.497424438566622e-06;0.040265479607893985;;;
ff80e9885b8f29ad9d81b02221589625;GLO;SSP5-Base-2020;ff80e9885b8f29ad9d81b02221589625;market for N-methyl-2-pyrrolidone;N-methyl-2-pyrrolidone;kilogram;2.297003834255928;0.0034915802483301735;0.005993917644551862;2.0078363141585465e-07;2.82066160878753e-08;1.3578024823015108e-05;0.6964072917009352;;;
19e58c26dde4891b916c0534b3b14f4a;GLO;SSP5-Base-2020;19e58c26dde4891b916c0534b3b14f4a;market for metazachlor;metazachlor;kilogram;5.2470609765756215;0.029003883023025458;0.012236320153750759;3.687456254784121e-07;4.8454806223774455e-08;2.50301917380586e-05;1.0341822367120168;;;
9b9856d732f71b968c9b3f638b62556b;RoW;SSP5-Base-2020;9b9856d732f71b968c9b3f638b62556b;market for propylene, pipeline system;propylene, pipeline system;kilogram;0.03255490381507391;5.339245953090889e-06;0.008813559035303228;4.0253343215477106e-11;5.9560792295769125e-09;2.3217938733166824e-06;0.6543613310380364;;;
686d78fa45898d3084761c9684a6137d;GLO;SSP5-Base-2020;686d78fa45898d3084761c9684a6137d;market for mecoprop;mecoprop;kilogram;2.5184078304440956;0.01142464184041485;0.00888803578012584;1.86774771379865e-07;2.161755697995631e-08;1.0576625996992195e-05;0.7073938950768541;;;
bcf80c50a055605ab66a4aa4df78b196;GLO;SSP5-Base-2020;bcf80c50a055605ab66a4aa4df78b196;market for mini CHP plant, common components for heat+electricity;mini CHP plant, common components for heat+electricity;unit;1614.0331712573184;5.1576529370802024;3.555133014156324;3.8704049029587276e-05;1.2617480143929869e-05;0.008981204779483394;213.30871219058946;;;
45f75757913743e095a46550e2b5c82c;RoW;SSP5-Base-2020;45f75757913743e095a46550e2b5c82c;market for glued solid timber;glued solid timber;cubic meter;238.67279435020467;0.2872129331918524;0.961321818681915;4.862162941086124e-06;1.9165723405634834e-05;0.0007359945349682747;17.937840738934664;;;
79d4b6da91f4d0b639f4c9f8d20661a2;GLO;SSP5-Base-2020;79d4b6da91f4d0b639f4c9f8d20661a2;market for fibre cement facing tile, large format;fibre cement facing tile, large format;kilogram;1.4370699795696742;0.0027702281300447866;0.006583413092562653;1.717314123949054e-08;7.717208980840698e-09;2.856374979661775e-06;0.09027261954191715;;;
2c27b8f0ec0b09c9831ebe8d75501621;GLO;SSP5-Base-2020;2c27b8f0ec0b09c9831ebe8d75501621;market for dimethyl carbonate;dimethyl carbonate;kilogram;1.164500836083037;0.0011265130362121624;0.0049124830553825116;5.192496927754606e-08;9.599849127095092e-09;4.476661230097729e-06;0.3992174128305942;;;
c3f8dcd117ff5691f137f0957f08e412;GLO;SSP5-Base-2020;c3f8dcd117ff5691f137f0957f08e412;market for strontium sulfate, 90% SrSO4;strontium sulfate, 90% SrSO4;kilogram;0.6733805656608252;0.6842476171648109;0.0009500640889066646;9.488839750005143e-08;1.3865454620355953e-08;3.2484403820146133e-06;0.06804188899481363;;;
59c075078e5b21408a28e92c20a98365;GLO;SSP5-Base-2020;59c075078e5b21408a28e92c20a98365;market for electrode, positive, LaNi5;electrode, positive, LaNi5;kilogram;27.467203466597162;2.0904113721361988;2.51279043389845;0.00017444327710348549;3.5158230245930734e-07;0.00019300059157265734;1138.3015042094012;;;
136787bd31d3c98cb88b3dd8e0966d4d;GLO;SSP5-Base-2020;136787bd31d3c98cb88b3dd8e0966d4d;market for nitrous oxide;nitrous oxide;kilogram;0.9032913690779061;0.001318837754126674;0.0022324483863156988;1.2932488849458557e-07;1.5189931137560897e-08;6.88968269701135e-06;0.2562406410084852;;;
0409a01e5c245a0dc2ae585a86d38efc;GLO;SSP5-Base-2020;0409a01e5c245a0dc2ae585a86d38efc;market for iron pellet;iron pellet;kilogram;0.03555020848831801;0.00010586042480004843;0.0018994070818823682;2.840243237800918e-09;5.534465073351768e-10;4.7038449185642945e-07;0.01813961871023391;;;
357931d7166ed6247597aff9d82bbe13;GLO;SSP5-Base-2020;357931d7166ed6247597aff9d82bbe13;market for plug, inlet and outlet, for network cable;plug, inlet and outlet, for network cable;unit;0.20120218750561414;0.0009686500982868658;0.000371253145677276;1.869229158600121e-09;6.883326600639354e-10;5.896280938986898e-07;0.007144633959541708;;;
bffc4169632245b14852bead436245c4;RoW;SSP5-Base-2020;bffc4169632245b14852bead436245c4;market for sawnwood, lath, softwood, raw, dried (u=20%);sawnwood, lath, softwood, raw, dried (u=20%);cubic meter;95.60644214922979;0.0953497555945469;0.3383879639759403;8.949319547286462e-07;8.730127126729204e-06;0.00014276192641780798;6.3045432693905274;;;
51591c2b1893caa90b7fc3479e401c9d;GLO;SSP5-Base-2020;51591c2b1893caa90b7fc3479e401c9d;market for section bar extrusion, aluminium;section bar extrusion, aluminium;kilogram;0.4176474525995627;0.0005477755310523538;0.009507717892428966;9.050914391911254e-08;3.883227144085482e-09;1.7581432153884507e-06;0.05324207730588882;;;
5f8ef94f9fb062bf0ebeb46a255236a0;RoW;SSP5-Base-2020;5f8ef94f9fb062bf0ebeb46a255236a0;market for trichloromethane;trichloromethane;kilogram;0.8517033129018902;0.00638134259040299;0.0017371825575411735;4.9436791311933095e-08;1.3579256143908205e-08;7.617876500084945e-06;0.20826354099251465;;;
1b679dbfde5dc725b337204900d63932;GLO;SSP5-Base-2020;1b679dbfde5dc725b337204900d63932;market for asparagus seedling, for planting;asparagus seedling, for planting;unit;0.013116563299746233;1.4845277552584902e-05;2.3985331995961465e-05;1.2001509112944015e-10;4.3530383497312217e-10;4.8505210557164373e-08;0.0009393696063345765;;;
346503ada1b3a9692c801742198d53a8;GLO;SSP5-Base-2020;346503ada1b3a9692c801742198d53a8;market for flux, for wave soldering;flux, for wave soldering;kilogram;1.1123372294811724;0.00169164527742665;0.030002793881652855;3.6723291602498024e-08;1.184508639976194e-08;5.742586428066616e-06;0.5700118354633965;;;
2550e0f7d78f95ccdca5eb1a5a000f9d;GLO;SSP5-Base-2020;2550e0f7d78f95ccdca5eb1a5a000f9d;market for inverter, 0.5kW;inverter, 0.5kW;unit;22.76765565957814;0.2236249071111648;0.8665542446935784;1.8955798383011876e-06;2.510127296029445e-07;0.00017921750172521543;2.9927678643825564;;;
7baeb4ddb2151becad8e59dcbc22d8cc;GLO;SSP5-Base-2020;7baeb4ddb2151becad8e59dcbc22d8cc;market for hay, organic, intensive;hay, organic, intensive;kilogram;0.4433028042866406;0.00015918727708879888;0.0005227781372720312;6.0505163887186085e-09;8.446176543930712e-09;1.482890141475915e-06;0.013188684784637666;;;
822572aa84d95496441260a2ea733f00;RoW;SSP5-Base-2020;822572aa84d95496441260a2ea733f00;market for potassium chloride;potassium chloride;kilogram;0.7488915807397453;0.0006535414980536141;0.0018473268192573627;9.091810558475555e-09;2.464773328339286e-09;1.2830560914915784e-06;0.05153396089484166;;;
89da54eb733d475b6ff6e7b0b0ee4739;GLO;SSP5-Base-2020;89da54eb733d475b6ff6e7b0b0ee4739;market for brass removed by turning, average, conventional;brass removed by turning, average, conventional;kilogram;14.453473402719583;0.20590595800994452;0.4612059099819949;3.12060782475704e-07;1.7149870914811668e-07;0.0001707234545691165;0.7241865315972481;;;
1dc96cfc8c3bfa1267b2333e725a490f;GLO;SSP5-Base-2020;1dc96cfc8c3bfa1267b2333e725a490f;market for display, cathode ray tube, 17 inches;display, cathode ray tube, 17 inches;unit;374.7993742899415;1.8078352196739593;3.780816380651122;1.27064299355816e-05;1.9075333335364963e-06;0.0015680169366874264;29.957758706259817;;;
e8bcfd4bc2aab6cfae65b5e15fcc9f1d;GLO;SSP5-Base-2020;e8bcfd4bc2aab6cfae65b5e15fcc9f1d;market for furnace, wood chips, softwood storage area, 1000kW;furnace, wood chips, softwood storage area, 1000kW;unit;725300.6339233937;165.4610757720575;60.6125527692413;0.0005308767187188942;0.00021271568586730396;0.15436926388568756;3363.5207195239054;;;
0ac371e2bde82d1137c3937d6845c0d7;GLO;SSP5-Base-2020;0ac371e2bde82d1137c3937d6845c0d7;market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;unit;1916623.801096353;2368.211012944127;6004.979250863236;0.006281632854490142;0.00196961652804317;2.041932158601012;40703.73247954658;;;
99964a681c100dbe482d86bf9e921388;GLO;SSP5-Base-2020;99964a681c100dbe482d86bf9e921388;market for orthophthalic acid based unsaturated polyester resin;orthophthalic acid based unsaturated polyester resin;kilogram;1.6215443623476147;0.005482677817077345;0.009292258274271555;6.723167967787596e-08;1.5837657003578707e-08;7.583403742542608e-06;0.7061329277536247;;;
ef8dc86ad1d73c78cc94b9bd68a2f919;RoW;SSP5-Base-2020;ef8dc86ad1d73c78cc94b9bd68a2f919;market for cement, CEM III/B;cement, CEM III/B;kilogram;0.2713271450874256;0.0008982908430505873;0.0003105359022987273;5.933209223080736e-09;1.7988308454910248e-09;8.111892715115997e-07;0.019782056987760636;;;
3c0b67841df7eeb08912c4c8173ce9c2;RoW;SSP5-Base-2020;3c0b67841df7eeb08912c4c8173ce9c2;market for lightweight concrete block, pumice;lightweight concrete block, pumice;kilogram;0.1538504623714585;0.000521739228142372;0.000276779710208997;1.6846052614973388e-09;1.125166358105237e-09;4.5829014118170767e-07;0.014897764557814332;;;
d2f0454b1e89ac8ed829e6d8df9679c3;RoW;SSP5-Base-2020;d2f0454b1e89ac8ed829e6d8df9679c3;market for sawnwood, beam, hardwood, dried (u=10%), planed;sawnwood, beam, hardwood, dried (u=10%), planed;cubic meter;200.60922071236402;0.2238460390248601;0.3686798262215031;2.479384408904343e-06;8.779588119913398e-06;0.0005582199235609973;9.603431238192947;;;
6fef792602c8862ceb36359d3a5a7e8e;GLO;SSP5-Base-2020;6fef792602c8862ceb36359d3a5a7e8e;market for dinitroaniline-compound;dinitroaniline-compound;kilogram;2.635392675048815;0.009413016718654504;0.009800020902956945;1.2852758675411455e-07;2.7086061838837488e-08;1.2920102411713877e-05;0.7787868539527304;;;
055f5a895f60a9d0bd0bb5d0b487ba28;GLO;SSP5-Base-2020;055f5a895f60a9d0bd0bb5d0b487ba28;market for chromium oxide, flakes;chromium oxide, flakes;kilogram;9.497529324942377;0.003034343639902413;0.0048054053728155705;7.025999103589153e-08;3.16988010134925e-08;0.0004670977238757478;0.3855771787836497;;;
c16dcffc37a27b5c02dee528e97c03e8;RoW;SSP5-Base-2020;c16dcffc37a27b5c02dee528e97c03e8;market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade;kilogram;0.7455029542651688;0.003247376310983438;0.002200050785510369;1.532750597090556e-08;2.7736595316271464e-08;6.148258018280213e-06;0.08845457181314795;;;
f4a27cfc1ea563cc1b8fe86fb14d478a;GLO;SSP5-Base-2020;f4a27cfc1ea563cc1b8fe86fb14d478a;market for barium carbonate;barium carbonate;kilogram;0.7540453790299946;0.0006319887539291227;0.0011800805380282513;2.9187840189112545e-08;6.437323759339797e-09;1.0432828490531211e-05;0.07437099827097754;;;
67630121f211c6ebf74e065e1fda9b78;RoW;SSP5-Base-2020;67630121f211c6ebf74e065e1fda9b78;market for sugarcane;sugarcane;kilogram;0.03948314095557213;3.867817916975834e-05;8.53189423133692e-05;3.9598631251220304e-10;1.472274573302176e-09;2.495617966761329e-07;0.003049439056813076;;;
60fcde0a572fbe1adb52ae447cf3a388;RoW;SSP5-Base-2020;60fcde0a572fbe1adb52ae447cf3a388;market for chlorosulfonic acid;chlorosulfonic acid;kilogram;1.0382737616944904;0.0030870607501572644;0.001451653751050522;2.8295156709207925e-08;7.095590738653777e-09;5.468379331531266e-06;0.06289386088064619;;;
5af832f3a4c6b4a56b3f0197bcd8cf94;RoW;SSP5-Base-2020;5af832f3a4c6b4a56b3f0197bcd8cf94;market for methylamine;methylamine;kilogram;0.8667654954400119;0.0014435893651871348;0.0036543356067073127;2.4720863709188023e-08;1.4302089997069298e-08;6.343956980468874e-06;0.47677870897674535;;;
044e32b4f394444aa796d70f830caf98;World;SSP5-Base-2020;044e32b4f394444aa796d70f830caf98;market for diesel;diesel;kilogram;0.13852076926060974;0.0003773380780625085;0.00544826219795439;4.708949217785911e-09;3.694022803864452e-09;1.620786252891575e-06;0.5410385291132213;{'fossil CO2 per kg fuel': 3.143685158286493, 'non-fossil CO2 per kg fuel': 0.003925538002341971, 'lower heating value': 42.99999999999999};;
45bd3cb10ceb736d2108e63e0e464960;GLO;SSP5-Base-2020;45bd3cb10ceb736d2108e63e0e464960;market for benzaldehyde-2-sulfonic acid;benzaldehyde-2-sulfonic acid;kilogram;4.33002218848638;0.02530272352633381;0.011330475888854177;4.360838228433324e-07;5.3032514781248795e-08;2.6452289141048425e-05;1.0575830404168165;;;
d3fdb6a6f34f19a64d390faf72e223d5;GLO;SSP5-Base-2020;d3fdb6a6f34f19a64d390faf72e223d5;market for hydropower plant, reservoir;hydropower plant, reservoir;unit;539462754475.3966;27967406.342541724;22088115.110220097;223.96330267322668;68.8218936054519;48037.57851136035;1025230720.1889093;;;
27cc727174f9fd906e986abe4c72e758;GLO;SSP5-Base-2020;27cc727174f9fd906e986abe4c72e758;market for dimethyl hexanediol;dimethyl hexanediol;kilogram;1.390602280650025;0.0016005404683954853;0.00519410162060299;1.1519428498842501e-07;1.5004740139560226e-08;7.177588078298376e-06;0.40013984664049074;;;
aa4064688a55d2ab6dba34727ba8bb9a;GLO;SSP5-Base-2020;aa4064688a55d2ab6dba34727ba8bb9a;market for atrazine;atrazine;kilogram;4.106894228230419;0.030031429907225956;0.016307899975064287;2.3197812670599854e-07;3.5263474691218016e-08;1.696717816207346e-05;0.947670710398541;;;
ea3dd77ca03d7deed5d1fa89d1005f3f;GLO;SSP5-Base-2020;ea3dd77ca03d7deed5d1fa89d1005f3f;market for heating and sanitary equipment, mini CHP plant;heating and sanitary equipment, mini CHP plant;unit;308.04094013922884;2.1948542121656582;1.12177536140674;6.0248016592498436e-05;1.065149767465592e-05;0.0056526052924958095;133.82285407201272;;;
8e69addbbecac196e0d3d63a01aad05f;RoW;SSP5-Base-2020;8e69addbbecac196e0d3d63a01aad05f;market for o-dichlorobenzene;o-dichlorobenzene;kilogram;1.116109622210094;0.008457479643193783;0.006163662231379754;5.187146489070897e-08;1.0893707698340162e-08;5.625114018389028e-06;0.4396199820899692;;;
5649dd9b7aa34f1a93f87fabfb7ea516;GLO;SSP5-Base-2020;5649dd9b7aa34f1a93f87fabfb7ea516;market for battery, Li-ion, NCA, rechargeable, prismatic;battery, Li-ion, NCA, rechargeable, prismatic;kilogram;39.95871449901002;0.2602588715350854;0.6907524275275172;1.0187650324473453e-06;1.1225331495672054e-07;8.380419135537312e-05;2.5074382483957414;;;
97c1783a3ec0e3aa0b136ec3cde4c2b6;GLO;SSP5-Base-2020;97c1783a3ec0e3aa0b136ec3cde4c2b6;market for red meat, live weight;red meat, live weight;kilogram;2.648990631674748;0.0019372792266762154;0.003103555806644035;1.8409382135714632e-08;4.150945924372623e-07;0.0004232222857068592;0.12755136072982548;;;
0ca4b03b041b33cef8697c3ee132fd79;GLO;SSP5-Base-2020;0ca4b03b041b33cef8697c3ee132fd79;market for oil power plant, 500MW;oil power plant, 500MW;unit;886443979.6273003;544442.4675937695;427717.08365119336;1.911734388334092;0.9374926897758213;781.4795357611324;16320034.397685502;;;
af38e390f07a4dd5d236623f00186852;GLO;SSP5-Base-2020;af38e390f07a4dd5d236623f00186852;market for blast oxygen furnace converter;blast oxygen furnace converter;unit;2497451365.5357294;765760.6717768346;1392349.2101504186;3.0069764532671055;1.4678954664852417;900.7848656459219;19826740.02280335;;;
7eba4555668563087546d146e049957d;RoW;SSP5-Base-2020;7eba4555668563087546d146e049957d;market for cement, unspecified;cement, unspecified;kilogram;0.20952806523547374;0.00024041453872168493;0.0003727321290654358;3.442694550711311e-09;3.0709852856785176e-09;1.2641331787232162e-06;0.025867871356010073;;True;
ed0e31e286da2179a138ffe2d6ba7eab;GLO;SSP5-Base-2020;ed0e31e286da2179a138ffe2d6ba7eab;market for pyrochlore concentrate;pyrochlore concentrate;kilogram;3.4299125127839796;0.010858276380997466;0.00326519800654441;4.635911550360826e-08;3.0044321371756865e-08;8.382552080481304e-05;1.2757955551036249;;;
4ea14e8f85734f05453981626bcac6d2;RoW;SSP5-Base-2020;4ea14e8f85734f05453981626bcac6d2;market for flat glass, uncoated;flat glass, uncoated;kilogram;0.4227326296934615;0.0012679644733157185;0.000814772700084528;6.133872982131903e-09;5.320729685600022e-09;2.6433612903041873e-06;0.08690103239372395;;;
ffb4e9d0edd50cdac16f2b57d863b563;GLO;SSP5-Base-2020;ffb4e9d0edd50cdac16f2b57d863b563;market for furnace, logs, average storage area, 30kW;furnace, logs, average storage area, 30kW;unit;4306.667103407855;10.515445057816608;4.74179638581758;3.9166331030787035e-05;1.1414375371208857e-05;0.009674575707915927;172.79404062131346;;;
877f7125888d19c6f178027bc373e4d8;GLO;SSP5-Base-2020;877f7125888d19c6f178027bc373e4d8;market for rape seed;rape seed;kilogram;0.5171964162528665;0.0005102245575244414;0.0014367029198690392;8.146774307934789e-09;4.2967572317737153e-08;3.3884973398718803e-06;0.06184133872878826;;;
2f7f69a1f67ab51def901d9e4635fee5;GLO;SSP5-Base-2020;2f7f69a1f67ab51def901d9e4635fee5;market for heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, common components, heat+electricity;heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, common components, heat+electricity;unit;139936.2095777437;325.1963148756315;70.48594248429202;0.0007403407062272023;0.0002522683029038852;0.27539904082384564;5902.353294800171;;;
8dae98bf86fa5271c78942d668f6948a;GLO;SSP5-Base-2020;8dae98bf86fa5271c78942d668f6948a;market for jute plant, harvested;jute plant, harvested;kilogram;0.24664434731508197;8.484368779272097e-05;0.00018851651182693764;1.1108939032412043e-09;7.102907237868554e-09;6.163837792638773e-07;0.010312981415768268;;;
49946336299fce3d89a8e78a96ddedd4;GLO;SSP5-Base-2020;49946336299fce3d89a8e78a96ddedd4;market for copper cake;copper cake;kilogram;26.963582129027298;0.22552905035739312;0.0606156774220674;7.32091953137899e-07;2.9944278509440306e-08;3.51335656633272e-05;0.7542123931967991;;;
1ebd2000ceb1c4b1fcd1886428cedcaa;GLO;SSP5-Base-2020;1ebd2000ceb1c4b1fcd1886428cedcaa;market for wind turbine network connection, 4.5MW, onshore;wind turbine network connection, 4.5MW, onshore;unit;677069.876133072;2959.9965090520213;8345.125288895691;0.017339116647461808;0.007776342753287383;5.776411286067491;38729.65639873322;;;
e4f88200f4dd073266b64dbb07f4d037;GLO;SSP5-Base-2020;e4f88200f4dd073266b64dbb07f4d037;market for burnt shale;burnt shale;kilogram;0.011695016574979443;5.3124865606089615e-06;1.0465978585988825e-05;3.2624365466986145e-11;1.2161285978318634e-09;4.535837612622694e-07;0.023857960064133026;;;
a947a6fbd36a6d46728f905616a73842;GLO;SSP5-Base-2020;a947a6fbd36a6d46728f905616a73842;market for zirconium tetrachloride;zirconium tetrachloride;kilogram;7.544522000328779;0.032464052248966355;0.0075534636022015714;0.00013460895821752568;4.8550959387850596e-08;3.744769288264715e-05;0.8419475640756379;;;
a9c960a0ef664c07b56075445152f70a;World;SSP5-Base-2020;a9c960a0ef664c07b56075445152f70a;market for cement, CEM II/B;cement, CEM II/B;kilogram;0.17671900601544827;0.0001668457701605261;0.0003275156945130456;2.7869326162449326e-09;2.652135113168888e-09;1.0941633426628391e-06;0.022389121555192654;;;
