;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;log parameters;emptied;parameters full
648ca6a8c91e72725e28da0c8b6770d9;GLO;SSP5-Base-2020;648ca6a8c91e72725e28da0c8b6770d9;market for white asparagus;white asparagus;kilogram;1.0455160441649027;0.0006520488722824825;0.0010764819912850287;4.012762082567289e-09;2.3911366864710448e-08;2.9640980575150885e-06;0.04430131629960139;;;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]"
f090c0ac622e3fbbee68f5eb2b704d04;RoW;SSP5-Base-2020;f090c0ac622e3fbbee68f5eb2b704d04;market for lean concrete;lean concrete;cubic meter;206.62684845919244;0.11812692827438777;0.2397754721613914;1.3061509450110264e-06;7.409624434759635e-07;0.000318652345504647;10.286260455136574;;;
2790423bf2bd8a7c4de6bce9a39ff19c;GLO;SSP5-Base-2020;2790423bf2bd8a7c4de6bce9a39ff19c;market for aluminium removed by turning, average, conventional;aluminium removed by turning, average, conventional;kilogram;9.115545310388004;0.17768599458693368;0.4449888728162059;2.3377291638364848e-07;5.0637814344998664e-08;3.2257755561149615e-05;0.549687341785004;;;
8935626f595b071e997e105b20cc88ea;GLO;SSP5-Base-2020;8935626f595b071e997e105b20cc88ea;market for inductor, miniature radio frequency chip;inductor, miniature radio frequency chip;kilogram;23.904838439783397;0.5491765322825239;0.9630389797277394;4.614693349673133e-06;7.317546367409893e-07;0.0006836006428312071;6.515345062588492;;;
14c93a6106e639bb246c06f0a84e2dc7;GLO;SSP5-Base-2020;14c93a6106e639bb246c06f0a84e2dc7;market for rare earth oxide concentrate, 50% REO;rare earth oxide concentrate, 50% REO;kilogram;0.9246787061578484;0.2771595113317217;0.007143728453120531;1.8183396084408043e-08;2.4638197698362385e-08;1.6251320310731736e-05;1481.4278311066535;;;
60eccfb05dccf174b2561c7776f81973;GLO;SSP5-Base-2020;60eccfb05dccf174b2561c7776f81973;market for fosetyl-Al;fosetyl-Al;kilogram;6.190285626208899;0.036367322482613235;0.012691946809428025;3.2830590614295616e-07;4.663821704550636e-08;2.2244354676357297e-05;0.7000040276220185;;;
12a471f5d5d497210a37edb01fb90936;GLO;SSP5-Base-2020;12a471f5d5d497210a37edb01fb90936;market for hexane;hexane;kilogram;0.32130749627003796;0.0004002209505956627;0.0037014035592316803;7.565402083773081e-09;3.824874792654942e-09;1.6893010202033973e-06;0.3983155416268167;;;
50c83afa9a66313c4095e44e711e0521;GLO;SSP5-Base-2020;50c83afa9a66313c4095e44e711e0521;market for aircraft, belly freight, medium haul;aircraft, belly freight, medium haul;unit;859438.6804180176;3673.9712509036394;44819.319039252834;0.06480598151744348;0.01805304055176145;9.126664139638981;1321954.5744525588;;;
f4fc6fc01ac1690b303a13fd31963273;GLO;SSP5-Base-2020;f4fc6fc01ac1690b303a13fd31963273;market for acrolein;acrolein;kilogram;0.5609148512986623;0.0006195353662476789;0.007293819558489855;6.399371145969577e-08;9.734514585833233e-09;4.309619422577881e-06;0.5439337950209652;;;
c9dcdb6b316c46facf0a1e0704bb26e6;GLO;SSP5-Base-2020;c9dcdb6b316c46facf0a1e0704bb26e6;market for sawnwood, softwood, raw;sawnwood, softwood, raw;cubic meter;43.31778453518689;0.07877463912946656;0.27468180095304345;1.0646924087128855e-06;7.658923071645482e-06;9.120007501565582e-05;3.97422661721877;;;
8dedd58e9f3b2406b7356dd61b6389f0;GLO;SSP5-Base-2020;8dedd58e9f3b2406b7356dd61b6389f0;market for reformate;reformate;kilogram;0.10956738152302307;0.0002270766084698728;0.004496938089315375;3.598457242499899e-09;3.9518097331715276e-09;1.7719738553798458e-06;0.5217646093588039;;;
0e3bfee5e2864f33b3a7252ef0f2d773;World;SSP5-Base-2020;0e3bfee5e2864f33b3a7252ef0f2d773;market for clinker;clinker;kilogram;0.0895448209437219;0.00012889937653005998;0.00032483807944941876;6.255579580238837e-09;3.2760336731315213e-09;1.2953615621229037e-06;0.025046016618916825;;;
c00598807ea2bd2b3170d1257ef205e7;GLO;SSP5-Base-2020;c00598807ea2bd2b3170d1257ef205e7;market for 2,6-di-tert-butylphenol;2,6-di-tert-butylphenol;kilogram;1.0467517190925573;0.0008835395591568142;0.010128868736277805;4.6659381359191654e-08;1.8569878462648192e-08;6.46831167003242e-06;0.7184575665449185;;;
5f9233ac392a35f08eff9e3aaa1bed12;GLO;SSP5-Base-2020;5f9233ac392a35f08eff9e3aaa1bed12;market for diethylene glycol;diethylene glycol;kilogram;0.7735872838668167;0.0007453434203393576;0.006239616149367889;4.790053609470825e-08;9.061161122798558e-09;4.193998991928561e-06;0.45256984791789234;;;
f5e51fdbee71525111c12d2a5e894dc6;GLO;SSP5-Base-2020;f5e51fdbee71525111c12d2a5e894dc6;market for refrigerant R134a;refrigerant R134a;kilogram;2.421733287065659;0.011923099201295041;0.020674314615766954;1.4649664351402215e-07;6.179088326179729e-08;2.797536586208489e-05;3.666303381324645;;;
3e4e816ffd97f26dd194e527315df1a3;GLO;SSP5-Base-2020;3e4e816ffd97f26dd194e527315df1a3;market for furnace, pellets, with silo, 300kW;furnace, pellets, with silo, 300kW;unit;175110.56591991722;72.04974857705913;25.28042747638954;0.00021709995797713775;7.801966261840417e-05;0.059937251667448635;1381.9567615800802;;;
4b7b620b2d0bdf7250fa199dee87bc07;GLO;SSP5-Base-2020;4b7b620b2d0bdf7250fa199dee87bc07;market for bitumen seal;bitumen seal;kilogram;0.5495911395447082;0.004765292336344951;0.006415072947119451;1.1267661286763047e-08;5.924213915604692e-09;2.683895491482205e-06;0.4370887905036346;;;
28e171738d4c7eacdda08e946187f43d;RoW;SSP5-Base-2020;28e171738d4c7eacdda08e946187f43d;market for concrete, 50MPa;concrete, 50MPa;cubic meter;325.53381382889324;0.2624410003792047;0.3563662246018171;2.129289473412523e-06;1.5650915187041313e-06;0.0006544311123176827;18.385819673609753;;;
5e6eb11a36779ca8260536862517b2ce;GLO;SSP5-Base-2020;5e6eb11a36779ca8260536862517b2ce;market for ferronickel;ferronickel;kilogram;5.00358324106798;0.011173548210749472;0.006943673151813234;1.8374091486817956e-07;4.4739913602354336e-08;2.595122009010791e-05;0.8108558813796927;;;
fe042390867fff721d6c9b720f0c1894;GLO;SSP5-Base-2020;fe042390867fff721d6c9b720f0c1894;market for power supply unit, for desktop computer;power supply unit, for desktop computer;unit;20.330142599441018;0.28656129173260436;0.5259586546379196;1.4605708754492584e-06;1.9891163775592734e-07;0.00016517434289919838;2.6741306828696314;;;
3f7c004a194983c1e7d4dfcc9ac7971f;GLO;SSP5-Base-2020;3f7c004a194983c1e7d4dfcc9ac7971f;market for terbium-dysprosium oxide;terbium-dysprosium oxide;kilogram;1.0281695173545353;0.033090206943611755;0.25475228189674104;1.2005397172034508e-05;1.0321045965438149e-08;8.993850431473708e-06;106.50657942144528;;;
3d2a7b0214c46d4d1d9f0797306ac627;GLO;SSP5-Base-2020;3d2a7b0214c46d4d1d9f0797306ac627;market for printed wiring board, mounted mainboard, desktop computer, Pb free;printed wiring board, mounted mainboard, desktop computer, Pb free;kilogram;57.87681305240109;1.2447256366835902;2.075099991160888;9.9077042111127e-06;1.2978033145236443e-06;0.0010691745595684293;13.381858854958706;;;
2f1b7fba34cf5cdfd1d134e6c7391eb8;GLO;SSP5-Base-2020;2f1b7fba34cf5cdfd1d134e6c7391eb8;market for blower and heat exchange unit, central, 600-1200 m3/h;blower and heat exchange unit, central, 600-1200 m3/h;unit;739.0682300768583;2.167547672869304;3.862323975012996;2.3748398830302074e-05;5.744440465036163e-06;0.004293763854198559;73.38365645707844;;;
a7d5ae11aeac1ec3ce1f409805e56898;GLO;SSP5-Base-2020;a7d5ae11aeac1ec3ce1f409805e56898;market for sulfuryl chloride;sulfuryl chloride;kilogram;1.1029861987484142;0.004841234046518464;0.002380014619421648;7.218529917377681e-08;1.783505244259583e-08;1.3552695363029859e-05;0.10143039766388631;;;
f8229498ca1b36c8079d2364e35667cb;GLO;SSP5-Base-2020;f8229498ca1b36c8079d2364e35667cb;market for nitrate salts, for solar power application;nitrate salts, for solar power application;kilogram;9.938883188308264;0.0008377377997477557;0.15388881358193482;3.973301004659734e-09;3.702576110887565e-09;1.263595913707169e-06;0.07828809359339206;;;
a1216e2aebabf2178d9e5b478c027d49;GLO;SSP5-Base-2020;a1216e2aebabf2178d9e5b478c027d49;market for fodder beet, Swiss integrated production;fodder beet, Swiss integrated production;kilogram;0.020211408953029822;1.8858186325129806e-05;7.647350593860751e-05;1.779411830625389e-10;1.3084314698853558e-09;7.86984922067551e-08;0.002087116279799101;;;
62ef39aea8f3f2f554fba17e3366437c;GLO;SSP5-Base-2020;62ef39aea8f3f2f554fba17e3366437c;market for train, passenger, long-distance;train, passenger, long-distance;unit;936433.8400697741;6590.932038941531;3227.775296116937;0.047710613712225194;0.011907922584901729;8.389922810190102;159298.0040512287;;;
e64c6f3349808096d48837d8ba8ffe78;GLO;SSP5-Base-2020;e64c6f3349808096d48837d8ba8ffe78;market for heptane;heptane;kilogram;0.43848460284540464;0.0004888727956977827;0.004287549304328253;8.827768134234344e-09;4.449147146954448e-09;1.962529632857079e-06;0.45871368324465217;;;
dc24aacb81956b23d97cf04fae5f19dc;RoW;SSP5-Base-2020;dc24aacb81956b23d97cf04fae5f19dc;market for lithium iron phosphate;lithium iron phosphate;kilogram;21.88400647858112;0.09283718036860192;0.009480766377145834;1.2803962002514147e-07;7.881371238851859e-08;3.52059730389011e-05;3.065411455920748;;;
7bb23e0479d9f6b4ab43bb5a4d43d8f9;GLO;SSP5-Base-2020;7bb23e0479d9f6b4ab43bb5a4d43d8f9;market for precious metal from electronics scrap, in anode slime;precious metal from electronics scrap, in anode slime;kilogram;30.10381945811607;0.02342598346978731;0.05816260214499836;8.296761117142492e-07;2.978677991604488e-07;0.0013761279894774453;4.024448089778124;;;
2f630420c9f3bcd25d7b8b32bc2c8b42;RoW;SSP5-Base-2020;2f630420c9f3bcd25d7b8b32bc2c8b42;market for chlorodifluoromethane;chlorodifluoromethane;kilogram;2.760390650610863;0.013639393512954213;0.015697136547491938;1.2627099884861332e-07;2.1731552105333115e-07;8.166773565085633e-05;3.4519460944156615;;;
bcdc073df248f8e2056607c2d2b53b53;GLO;SSP5-Base-2020;bcdc073df248f8e2056607c2d2b53b53;market for anhydrite, burned;anhydrite, burned;kilogram;0.11362882151529269;7.056431608273411e-05;0.00018940036160162548;1.5175626998451006e-09;5.993657513219334e-10;3.218727275348473e-07;0.01344210395636974;;;
c356fda02086965b25facf1d758ee233;GLO;SSP5-Base-2020;c356fda02086965b25facf1d758ee233;market for triethanolamine;triethanolamine;kilogram;0.8717835306843142;0.0009173741021591079;0.007478812800231035;7.695645319763074e-08;1.180577533755317e-08;5.364472750002488e-06;0.5650600202152631;;;
dc969feea93bb51e6138d2b6e632c3e4;GLO;SSP5-Base-2020;dc969feea93bb51e6138d2b6e632c3e4;market for glucose;glucose;kilogram;1.4738741762800875;0.0032227533264435194;0.0021930185257793993;3.714532699302425e-08;1.2185505408957782e-08;4.257313218823754e-06;0.12640689413148049;;;
4536b44367ab0eea6c7ff445cd2bb1db;GLO;SSP5-Base-2020;4536b44367ab0eea6c7ff445cd2bb1db;market for wheat seed, organic, for sowing;wheat seed, organic, for sowing;kilogram;0.24787512916728954;0.00029035185678723025;0.0008953904320209693;3.6779978746493636e-09;2.220539751782528e-08;3.6748020273809905e-06;0.026179657988094858;;;
d159da75569807fa5869d3a82f5de121;GLO;SSP5-Base-2020;d159da75569807fa5869d3a82f5de121;market for carbon black;carbon black;kilogram;0.4941594961590717;0.0005871910043344628;0.003659711439122278;8.856480559717733e-09;9.426194790968662e-09;4.7071756989706525e-06;0.8112129232413321;;;
b18880bba2369a5e12bd69ad239dcbf9;GLO;SSP5-Base-2020;b18880bba2369a5e12bd69ad239dcbf9;market for battery, Li-ion, NMC111, rechargeable, prismatic;battery, Li-ion, NMC111, rechargeable, prismatic;kilogram;49.335356260787144;0.339563895615127;1.4729631282625215;1.2266474265499824e-06;1.1666803581120335e-07;8.612242945002463e-05;2.7731671563561227;;;
5e7ba1d849f7d41f0fb5bae9ab8ef06d;RoW;SSP5-Base-2020;5e7ba1d849f7d41f0fb5bae9ab8ef06d;market for furnace, logs, 6kW;furnace, logs, 6kW;unit;278.6443053814147;2.0683982184097016;0.5257654096091982;9.002913797925044e-06;1.944072035966566e-06;0.0022799357569520994;40.23495012305918;;;
e39f0296561bf61bd6b45b0a88077030;GLO;SSP5-Base-2020;e39f0296561bf61bd6b45b0a88077030;market for azodicarbonamide;azodicarbonamide;kilogram;8.236305971361006;0.05863746448491816;0.010979840387511836;5.028469423692281e-07;6.411522707238145e-08;3.2723942680338064e-05;0.998422688463366;;;
4bbab70f8c40533af6f5dc3018d8139f;GLO;SSP5-Base-2020;4bbab70f8c40533af6f5dc3018d8139f;market for zinc concentrate;zinc concentrate;kilogram;0.2974690242670939;0.0037564486270664807;0.009253198176574287;2.061482984241129e-08;6.128334153694343e-09;1.8157047787518435e-05;0.08514586487000411;;;
1c793ef5070bf904a9b5942014826747;RoW;SSP5-Base-2020;1c793ef5070bf904a9b5942014826747;market for sawnwood, beam, hardwood, dried (u=20%), planed;sawnwood, beam, hardwood, dried (u=20%), planed;cubic meter;197.83879016452963;0.21190856381110101;0.3548618704580064;2.0823415752264772e-06;8.055658579565521e-06;0.0003917135874636356;9.038048289753203;;;
60b72cd59889a73c2936c468c8627fbf;GLO;SSP5-Base-2020;60b72cd59889a73c2936c468c8627fbf;market for gypsum fibreboard;gypsum fibreboard;kilogram;0.16133591412309234;0.00018794883525012293;0.00024589725726552547;4.817262156115438e-09;1.4920848116120708e-09;7.376706382228461e-07;0.016654698806043294;;;
d6f7338dead4a8e401ce196c235b1f13;GLO;SSP5-Base-2020;d6f7338dead4a8e401ce196c235b1f13;market for strontium carbonate;strontium carbonate;kilogram;1.3511805809499111;0.6623984158629168;0.0018183006566446969;1.1656093274990482e-07;1.9543466030350628e-08;6.454514385543706e-06;0.1491166921640515;;;
570bff4f228cbcba526b273f535884f8;GLO;SSP5-Base-2020;570bff4f228cbcba526b273f535884f8;market for refrigerator;refrigerator;unit;202.59216705311732;1.2515061349485248;1.6919523486566685;4.197078589866772e-06;1.5528383368050008e-06;0.001141078503072506;30.169800313521378;;;
71218481ac8315319b5a9ec48af6a5cc;GLO;SSP5-Base-2020;71218481ac8315319b5a9ec48af6a5cc;market for heat and power co-generation unit, 1MW electrical, components for heat only;heat and power co-generation unit, 1MW electrical, components for heat only;unit;30713.06381310593;402.5999743708887;76.00753412168287;0.0012440070305043123;0.0002363441386625478;0.2154611893813994;5214.035053886355;;;
57e0e55f7829c06e8671b4282612b2aa;RoW;SSP5-Base-2020;57e0e55f7829c06e8671b4282612b2aa;market for ammonium nitrate phosphate;ammonium nitrate phosphate;kilogram;0.8686202890310104;0.0008884789194890285;0.0016022603278264842;1.9453588262184452e-08;9.756814115712317e-09;4.696213793725871e-06;0.1494802303151879;;;
4ef3396c8a1b189617f84c6a339dcbef;GLO;SSP5-Base-2020;4ef3396c8a1b189617f84c6a339dcbef;market for trichloroethylene;trichloroethylene;kilogram;1.3996828468751084;0.011943546811804866;0.0052575036745152;1.0210901744267365e-07;1.8031447500014578e-08;7.4189750750077494e-06;0.5764693805292992;;;
991fdaf15912a9951dc240131af6d7b1;GLO;SSP5-Base-2020;991fdaf15912a9951dc240131af6d7b1;market for geothermal power plant, undefined type;geothermal power plant, undefined type;unit;323810901.8585539;530191.6424462106;3517861.0554644475;1.9141389590614861;1.2258614921831563;856.8124334411386;31402913.226504646;;;
c37f51d47f6f5d1e8d6c8d1eb61d335c;GLO;SSP5-Base-2020;c37f51d47f6f5d1e8d6c8d1eb61d335c;market for synthetic rubber;synthetic rubber;kilogram;1.3200639803012133;0.019947873895168215;0.007792943368257031;9.079563182205899e-08;1.2792290980189203e-08;6.332996588131219e-06;0.680103708377174;;;
bdd978d112a65eaf8af56b7bdbb50282;GLO;SSP5-Base-2020;bdd978d112a65eaf8af56b7bdbb50282;market for [sulfonyl]urea-compound;[sulfonyl]urea-compound;kilogram;5.256897795980331;0.024790602047469957;0.013168946096244551;3.3928540615900823e-07;5.437634914681232e-08;2.9738940127875866e-05;1.379650936202456;;;
d831c302d2613afe2d6c15cf0c45262f;GLO;SSP5-Base-2020;d831c302d2613afe2d6c15cf0c45262f;market for heat and power co-generation unit, 50kW electrical, components for electricity only;heat and power co-generation unit, 50kW electrical, components for electricity only;unit;2834.1202843960314;11.760112303619533;5.550970030307116;0.00016773339002607005;4.131450464902638e-05;0.03429751606408287;407.50289106648063;;;
472e47686853eb37ba8545c20322fdca;GLO;SSP5-Base-2020;472e47686853eb37ba8545c20322fdca;market for building, hostel;building, hostel;unit;6018221.956396164;2280.734030892879;3023.696395796773;0.007158150537813896;0.00550496053240062;1.53657272250067;30479.873446661808;;;
04681bb9fe28b4408facb1d721820cd0;GLO;SSP5-Base-2020;04681bb9fe28b4408facb1d721820cd0;market for n-olefins;n-olefins;kilogram;0.6139636687890127;0.0005211783759009759;0.006024626717512726;1.7334593435315797e-08;8.598244130356205e-09;3.7794331399313417e-06;0.6347200178054407;;;
9fa8305a9e1427207b0399820034bb49;GLO;SSP5-Base-2020;9fa8305a9e1427207b0399820034bb49;market for red kidney bean seed, for sowing;red kidney bean seed, for sowing;kilogram;0.8060421282572816;0.0010151736448812177;0.0044552447641728506;1.1703441899889076e-08;4.7012589613389176e-08;6.0249552523205814e-06;0.1559141615382003;;;
27f701452be69ef529a87361bcf2e5a6;GLO;SSP5-Base-2020;27f701452be69ef529a87361bcf2e5a6;market for funnel glass, for cathode ray tube display;funnel glass, for cathode ray tube display;kilogram;0.8933931077085823;0.003185572425163371;0.0018828462476722522;1.8402497687284712e-08;5.773003533042927e-09;3.9111460696466155e-06;0.12193365466131181;;;
f3f1d6d7d5b472c6bb0d03aad5b12d9f;GLO;SSP5-Base-2020;f3f1d6d7d5b472c6bb0d03aad5b12d9f;market for chloropropionic acid;chloropropionic acid;kilogram;1.6533626789159461;0.009379179647750193;0.005105910203266258;1.618443042923907e-07;1.4155618756377691e-08;6.814202247462294e-06;0.44065249020214653;;;
688e7b96b7e399ae066bc0e946f018a9;GLO;SSP5-Base-2020;688e7b96b7e399ae066bc0e946f018a9;market for light clay brick;light clay brick;kilogram;0.30482742379406047;0.00021822744444128503;0.0004800853055701731;1.390244287265569e-09;9.615588943409055e-10;3.92526687795813e-07;0.0262206667506447;;;
83688436c0c23932481625cbfd01aba0;RoW;SSP5-Base-2020;83688436c0c23932481625cbfd01aba0;market for petrol, low-sulfur;petrol, low-sulfur;kilogram;0.16075581888623205;0.0004621800333419915;0.006045724600634702;8.560758396341751e-09;5.405030708599559e-09;2.1533866689902594e-06;0.5437420456594435;{'fossil CO2 per kg fuel': 3.097626647262805, 'non-fossil CO2 per kg fuel': 0.04210731027515181, 'lower heating value': 42.599999999999994};True;
4a61290db042f90ac7e28c9428ccd272;GLO;SSP5-Base-2020;4a61290db042f90ac7e28c9428ccd272;market for calcium borates;calcium borates;kilogram;0.14577305105235108;0.0035597213523042943;0.0010089879443869287;5.393458907448921e-09;1.995512024586105e-09;8.831627978059808e-07;0.04847715986844646;;;
1eeb40f72123558aa17b6a50b8da5fbe;GLO;SSP5-Base-2020;1eeb40f72123558aa17b6a50b8da5fbe;market for electric motor, for electric scooter;electric motor, for electric scooter;kilogram;4.2370367695095625;0.074848196933124;0.08112889345280806;4.7319518531675875e-06;7.50597436729759e-08;6.219279932275568e-05;22.647335661067846;;;
587e2d91f430d7c260d6b3cb1af958bc;GLO;SSP5-Base-2020;587e2d91f430d7c260d6b3cb1af958bc;market for gas motor, mini CHP plant;gas motor, mini CHP plant;unit;50.498977555337774;0.35095068871165497;0.1952576583111375;4.185906783302741e-06;1.0175145330954683e-06;0.000713854167561453;13.90668472838223;;;
125956b325ebd0216cd54ca18eb694f7;RoW;SSP5-Base-2020;125956b325ebd0216cd54ca18eb694f7;market for containerboard, linerboard;containerboard, linerboard;kilogram;0.66711850142649;0.0006446943779493369;0.0008273544129283379;9.475237201544613e-09;9.822154230573634e-09;2.2822582796909274e-06;0.05436535963444912;;;
4a22bc93a26f5eef2203d28b17abd501;RoW;SSP5-Base-2020;4a22bc93a26f5eef2203d28b17abd501;market for sodium perborate, tetrahydrate, powder;sodium perborate, tetrahydrate, powder;kilogram;0.30378299117115803;0.0001344197360865469;0.00029343721378132914;8.890416521879932e-10;9.137771835243784e-09;5.048777650721039e-06;0.18615986171517873;;;
0a2d2f7730cf75e27d4186a31383c933;GLO;SSP5-Base-2020;0a2d2f7730cf75e27d4186a31383c933;market for natural gas liquids;natural gas liquids;kilogram;0.10065845550676907;0.00034645008869216927;0.002991458856273794;4.117271511979713e-09;2.3416646521445176e-09;9.88688881087422e-07;0.43532693370037145;;;
6bbb367fa3e03a1a151f4277a6fd81ae;GLO;SSP5-Base-2020;6bbb367fa3e03a1a151f4277a6fd81ae;market for perfluoropentane;perfluoropentane;kilogram;2.5547912367390815;0.011992612126839684;0.0208465932611386;1.4702381860135986e-07;6.210205466284396e-08;2.8122216990458512e-05;3.672867801163204;;;
12f88b16014ca0d762f49067dfc099c7;RoW;SSP5-Base-2020;12f88b16014ca0d762f49067dfc099c7;market for isopropanol;isopropanol;kilogram;0.544019883930418;0.000678611923505842;0.007110801403202088;1.4045633560063306e-08;9.603099574427426e-09;4.448930722919725e-06;0.5359636812688804;;;
e82e91c0b572e044b71a69b32bf53388;GLO;SSP5-Base-2020;e82e91c0b572e044b71a69b32bf53388;market for silver;silver;kilogram;122.50019745013648;0.45629999891084816;1.6972896022621948;1.866641293192108e-05;4.375186744808971e-06;0.004595211287017027;48.86251408657884;;;
dbcf3aa8abbcb3dc549d798553a0078b;GLO;SSP5-Base-2020;dbcf3aa8abbcb3dc549d798553a0078b;market for fodder yeast;fodder yeast;kilogram;2.40641339335601;0.0096257909436979;0.002537966537410284;3.0615998688646105e-08;1.1981229196128704e-07;7.065752130671274e-06;0.137913170762385;;;
bad56a905eb6f8bed4e273051a455157;RoW;SSP5-Base-2020;bad56a905eb6f8bed4e273051a455157;market for compressed air, 700 kPa gauge;compressed air, 700 kPa gauge;cubic meter;0.02240669849625713;4.910539867132421e-05;5.3083003059933166e-05;4.578831002781579e-09;4.933237271275822e-10;2.4038697673788485e-07;0.004120520987013093;;;
79e04f0f782eea0d15225b8a6887e916;GLO;SSP5-Base-2020;79e04f0f782eea0d15225b8a6887e916;market for resistor, surface-mounted;resistor, surface-mounted;kilogram;15.854451216370114;0.13422891864053216;0.05857730013427938;2.177633721382822e-06;8.837973789869027e-07;0.0007548254370324776;3.9935549795963268;;;
1dba3337588170fba8f1e1b5d72192ec;RoW;SSP5-Base-2020;1dba3337588170fba8f1e1b5d72192ec;market for energy and auxilliary inputs, metal working machine;energy and auxilliary inputs, metal working machine;kilogram;0.1794484457100241;0.00034936081964773293;0.0018575124890450045;3.5108318131843135e-08;4.982463177222174e-09;2.2035979007310152e-06;0.0817929271656678;;;
c6a6d2b78b57469fae4b82a6a19a69c4;GLO;SSP5-Base-2020;c6a6d2b78b57469fae4b82a6a19a69c4;market for phenoxy-compound;phenoxy-compound;kilogram;3.1586884724728357;0.014450676959454473;0.010150222674693085;2.064837985161869e-07;2.8341211462506108e-08;1.4054413109150037e-05;0.9457281384067794;;;
f32c2d20d3bb4032738b51a09ef73f1b;GLO;SSP5-Base-2020;f32c2d20d3bb4032738b51a09ef73f1b;market for fluosilicic acid, without water, in 22% solution state;fluosilicic acid, without water, in 22% solution state;kilogram;3.666644900639491;0.0038680691059043886;0.004813725184035784;4.4919643668697264e-08;2.8757723550335295e-08;1.5838181133743306e-05;0.24074693646953355;;;
46e81e7bf63d5ad310015aa7c7d2172a;RoW;SSP5-Base-2020;46e81e7bf63d5ad310015aa7c7d2172a;market for 3-methylpyridine;3-methylpyridine;kilogram;1.2454964261016912;0.0013609793827145252;0.010193558789177517;9.881351208562469e-08;2.3242153733289455e-08;5.4772445086000306e-05;0.7844708824797496;;;
