;location;database;code;name;reference product;unit;Hazardous (kg);natural resources;Gallium;Coke;Fluorspar;Rare earth;Indium;Copper;Europium;Tantalum;Vanadium;Latex;Scandium;Phosphate rock;Carbondioxide (kg);Titanium;Palladium;Nickel;Tin;Gold;Recycling (kg);Hydrogen;Electricity;Total (kg);Borates;Antimony;Cement;Strontium;Zirconium;Erbium;Uranium;Landfill (m3);Lithium;Petroleum;Tungsten;Platinum;Dysprosium;Incineration (m3);Hazardous (m3);Gadolinium;Selenium;Radioactive (m3);Natural gas;Incineration (kg);Graphite;Bauxite;Composting (kg);Cerium;Coal(black);Lead;Zinc;Digestion (m3);Silver;Openburning (kg);Cadmium;human health;Helium;Rhodium;Landfill (kg);Holmium;Beryllium;Tellurium;Aluminium;Coal(brown);Cobalt;ecosystem quality;Digestion (kg);Vegetable oil;Total (m3);Sand;Silicon;Magnesium;Water;Chromium;emptied;log parameters;parameters full
9f701d0e384152628ac269a1f41381ab;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;9f701d0e384152628ac269a1f41381ab;market for calcium ammonium nitrate;calcium ammonium nitrate;kilogram;0.0012780344052457048;0.12009039576971384;3.000090101683138e-10;0.12204871847725242;0.00016995147852669272;3.858102679280935e-06;4.2518661036027e-06;0.004817394863313477;0.0;1.5609610994053855e-06;0.0;6.237093369607597e-07;0.0;0.0002542174415469706;0.03365074652400643;8.931795505683508e-05;2.9180714004477682e-09;-0.014629482253595606;7.623508383523906e-05;9.716614210586657e-08;0.04174112626143525;0.00037644726646011;0.10444865871597271;0.7804534390772935;3.664118236952661e-06;-6.343862572217836e-09;0.022387050344367027;2.2456705301078388e-07;1.2918311743244118e-07;0.0;2.06754054992273e-06;1.858044116084689e-11;2.4021571167867857e-05;0.03329752521521251;0.0;4.9231089958424536e-05;0.0;1.6722398083025283e-10;1.279950148973606e-08;0.0;1.6566682130700542e-14;1.279950148973606e-08;0.4515472342016048;0.005196550456864254;2.585193717737266e-06;0.005618438645892415;2.929486787079313e-06;2.4015206330893526e-12;0.14674435151690945;8.71874306486368e-05;0.0007589798804272085;0.0;6.107233653061037e-07;0.0005157334906793836;6.598144706174992e-09;3.465672970150419e-06;7.978603292707068e-07;8.760289891896836e-13;0.20519689626849252;0.0;0.0;4.565803947525439e-09;0.005114618229917952;0.005703442488327668;1.2274605425655807e-06;7.993275492061959e-09;1.9712010338745273e-06;3.1677556265320487e-06;0.0010040843426607092;0.04811829213631244;4.4372796128597686e-05;0.00011201152438972276;1.6420356340885305;4.129813613455659e-07;;;
ce46010872bb7cb6e31db24f472013d9;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;ce46010872bb7cb6e31db24f472013d9;market for high voltage system, for Li-ion battery;high voltage system, for Li-ion battery;kilogram;0.12394474170995816;1.4856092501069775;1.0291650751260741e-08;8.399468595127;0.006011014688686795;0.00016697360542523165;0.0001452135526145878;1.666126029727602;0.0;4.21187938684855e-05;0.0;5.456786226924678e-05;0.0;0.015796989807634183;2.1609388040849145;0.0037932614537129904;7.089977966702869e-08;-0.8818266730514293;0.03608637654996594;2.194064757416799e-06;4.485065722466907;0.009700037567791447;8.877601894221208;53.495616228007094;0.001409941845630551;-5.919580059593516e-06;4.1069021141867195;0.00020731771008148568;2.1884216637673623e-06;0.0;7.958788914902319e-05;7.087733731372669e-10;0.0004513751692833852;0.8358519022551932;0.0;0.001384885703894074;0.0;6.378960754293396e-09;4.927899968276619e-07;0.0;2.2473393642805172e-12;4.927899968276619e-07;1.013452092419874;0.4953943432790451;0.00033099796377147845;0.9316827626325073;0.00047098590096868653;4.415879877498322e-11;1.5116272024894748;0.0062852583394456705;0.9764450916800476;0.0;1.3501913908091457e-05;0.07674598594842785;2.697135444709376e-07;0.0001599693102262784;1.7813891019641292e-05;1.1562146624046e-12;10.557313131073258;0.0;0.0;1.8686534896850318e-07;0.8513379318575056;0.16462314936061784;3.5184217261496676e-05;1.6565402908464507e-07;0.00031626744333617616;0.00016385682828442627;0.13085413648780428;8.33216751507221;0.004011405000005098;0.006477023755143954;52.14440993789438;7.616323177739718e-05;;;
bed662c65b77a2f151383ef73800c74b;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;bed662c65b77a2f151383ef73800c74b;market for nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;kilogram;2.019083166814992;201.81744379030766;4.139152150837813e-07;305.225803714792;9.386478886441582;0.16712274991272985;0.005833615998941281;4.315104448495177;0.0;0.0008171921584536497;0.0;0.001349240642105183;0.0;0.6592743465643697;133.39554939966717;0.1383698609857568;8.278000031903656e-07;-27.829156186814348;0.1593303683379628;1.2738277504914241e-05;34.81823174025074;0.23295218675446921;117.12525174734863;734.5529033408275;0.0025698838745709923;-2.7808545936190076e-05;53.80214385607668;0.0009921478933646326;6.847921069842715e-05;0.0;25.1509014091;0.00016464107202678301;0.014082954217982228;142.6336793741197;0.0;0.03091916040883249;0.0;0.0014817697402414174;0.06555083866797257;0.0;2.5319970451038225e-11;0.06555083866797257;187.76128491446906;3.470442803567934;0.005172936649004721;9.46147775334086;0.007809784591157573;1.3808997972264938e-09;81.11898599414499;0.5809264633977568;2.74852460642002;0.0;0.0004561494367856906;0.498487582371251;1.5610991875126163e-05;0.017011421161068598;8.339985175911753e-05;3.1971209451013696e-11;256.5662094688271;0.0;0.0;1.0847507412206137e-05;8.673915049658898;39.50819680097403;0.0009244478226807133;8.907667257421438e-06;0.005265555082344458;0.00405398950884501;4.30141402846898;111.91246422962615;0.10973530853743299;0.23345825204770135;29973.785881583393;0.6007247350209997;;;
d7ba469b432cb3dae0286448f9499d62;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;d7ba469b432cb3dae0286448f9499d62;market for backlight, for liquid crystal display;backlight, for liquid crystal display;kilogram;0.11547099862379515;1.1320208162866994;3.0259738168774715e-09;1.387390488360736;0.0008190254944633046;2.3114586558522056e-05;4.266279344460841e-05;0.12188412159928413;0.0;2.3848961178631044e-05;0.0;5.245402225612233e-06;0.0;0.0017872257319920366;0.32820222446458486;0.00036849784968877314;4.737265897941454e-08;-0.21470951320449574;0.0008692956561294958;1.6380645652398026e-06;2.040996928304869;0.0018099096685590431;1.8272142964056628;22.14175396357266;0.015104900261783152;-1.4873726674575595e-07;0.6770401111777585;5.297895491304919e-06;5.425207753515316e-07;0.0;2.2675454300337616e-05;1.991240884244977e-10;0.00011231755998160854;0.19710505402215003;0.0;0.0002442718958078294;0.0;1.792116907089737e-09;1.368815768623922e-07;0.0;6.142939857088405e-13;1.368815768623922e-07;0.2593102528623252;0.28020492893121496;0.00010120343694354806;0.29467761791747754;8.809747083967758e-05;1.1013728597786571e-11;0.3411382488856537;0.0020464103160960046;0.02472663891195472;0.0;5.329010992691771e-06;0.03753937541468671;8.922352437964002e-08;3.204684841826957e-05;1.3539779121273383e-05;2.1297644527450304e-13;3.6862347835255016;0.0;0.0;6.1897459948424e-08;0.26341863404149335;0.0550478803037742;1.1134590038463293e-05;5.619580301270951e-08;5.9315136307317224e-05;6.799583819075618e-05;0.28303866235857156;0.9964042163885893;0.001265518269300387;0.0013452432991917754;6.599782569398092;7.929202582311232e-06;;;
bd3a3818f60643fd78eccefa7b4390c1;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;bd3a3818f60643fd78eccefa7b4390c1;market for reinforcing steel;reinforcing steel;kilogram;0.0022202181111692382;0.22919149459322843;5.760549149229506e-10;8.134876014448858;6.900086019407242e-05;6.86116303346432e-05;8.18566270193751e-06;0.0011853950311715496;0.0;1.1230982236359724e-06;0.0;1.2279095773928764e-06;0.0;0.0004980808179304658;1.2446754285569082;4.772059597637422e-05;1.0083657855387496e-09;-0.10013044219309365;0.0035402128077639703;1.030298792655482e-08;0.020034873615390632;0.0009009472776955952;0.06250128071625394;1.5058504824869146;2.682590093252787e-06;-2.1375918662071785e-09;0.12364900636816853;8.04778434485237e-08;2.8489197668150246e-07;0.0;5.27851977229948e-06;4.634236100542571e-11;5.9920156694395566e-05;0.07352851650562939;0.0;7.423297329311368e-05;0.0;4.170812749446441e-10;3.180662124658131e-08;0.0;3.297307806563958e-14;3.180662124658131e-08;0.09064162986183513;0.0034649355857051993;1.0066827477264831e-05;0.003453617546483541;6.123886603214029e-06;5.889155261154993e-12;0.5558939193078978;0.00010020300529950974;0.00030038363729136637;0.0;1.0101179530778276e-06;0.0002267151251809422;1.5947314523076916e-08;1.119544665373549e-05;4.608313643936234e-08;5.731760777054566e-14;0.6813328739076155;0.0;0.0;1.1058493627398127e-08;0.0033596740827125156;0.00969906963149771;4.187912885350664e-06;6.7044137958621485e-09;4.125896568489384e-06;3.641127567010389e-06;0.021766009849524086;0.029696501198963894;7.053245379386506e-05;0.002702127470734233;1.5153744103025237;2.5292724593190504e-06;;;
cd4895fccf44c9734e7e6047e59e5e32;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;cd4895fccf44c9734e7e6047e59e5e32;market for potassium sulfate;potassium sulfate;kilogram;0.002639784278511202;0.07157656094811143;4.3846741564735424e-10;0.1898779906134155;0.0009637008388369159;3.025067004321398e-05;6.253953391600979e-06;0.013583791578029823;0.0;2.852774310084817e-06;0.0;1.263663054285467e-06;0.0;0.00103880219085807;0.0649737595819545;0.00048003446533527753;5.232435224522494e-09;-0.027732987979851416;0.00012987155411460207;1.7228962459178952e-07;0.0749245582592726;0.0010034410351101941;0.14046330182460356;1.5425871910204152;6.854007167753916e-06;-8.344720215494537e-08;0.038658478824390094;2.970383053316272e-06;3.088768399857911e-07;0.0;3.5010417728323525e-06;3.0801531184270597e-11;5.9122224076136715e-05;0.08109422524957267;0.0;8.063772719104536e-05;0.0;2.7721379787013254e-10;2.1158796729413256e-08;0.0;4.600820143589731e-14;2.1158796729413256e-08;0.05612491431937748;0.010820073221552068;4.730502444400923e-06;0.010667853921494951;7.193786712716851e-06;5.869772899525422e-12;0.1541549952626478;0.001672974356429387;0.008133004167728204;0.0;1.3035761887201647e-06;0.0011124084036982663;1.541764896467145e-08;4.460811680526528e-06;1.4076982626529393e-06;1.2750745721731992e-13;0.43925708611001124;0.0;0.0;1.0707504899782951e-08;0.009919073757688076;0.0068744129021323114;3.0034832861317647e-06;6.495052983321145e-09;4.844257280001629e-06;6.518241925007394e-06;0.0019471605939260443;0.06083443719009668;7.812401248131953e-05;0.00020161608555884167;1.110156139235072;9.737716297592464e-07;;;
705e9aa40642f695d5ee96cd9fcf44ef;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;705e9aa40642f695d5ee96cd9fcf44ef;market for 2-cyclopentone;2-cyclopentone;kilogram;0.012494803282114761;0.9994006900380756;1.4947144675036785e-09;0.7376995299262871;0.0003728341168875859;1.2038615620927637e-05;2.1119814607320833e-05;0.011606534529319276;0.0;5.278618461849852e-06;0.0;1.8527440048101555e-06;0.0;0.0007889712753609851;0.12233810888007272;0.00020045537522624303;7.878144001378934e-09;-0.03394353608752908;0.00021759908893445972;2.2040801198365898e-07;0.09503811790296708;0.0737667379855966;0.1502421064225682;2.140276213209337;9.28634740487387e-06;-2.555404206472102e-08;0.061760508858960846;9.087069929987382e-07;4.066856785640448e-07;0.0;1.2270633434943757e-05;1.0553886472104214e-10;8.294939692143641e-05;0.14612051137538232;0.0;0.00012221903393818946;0.0;9.49849841463817e-10;7.221788534497626e-08;0.0;8.873176513365441e-14;7.221788534497626e-08;1.2641890642589684;0.022612492497891865;8.882070232867754e-06;0.014321142414231401;1.2107059306482515e-05;8.170939424109368e-12;1.1669854100956836;0.0004247131378929921;0.002884474373203616;0.0;2.042054399160198e-06;0.001528646277589022;5.5187267365128883e-08;2.199299794542707e-05;1.7294733657589275e-06;3.862097350085403e-14;0.6323625204659744;0.0;0.0;3.835156459902781e-08;0.013287729555462258;0.022262462871509563;4.228921485793881e-06;5.1503415217254804e-08;8.149322823198386e-06;1.6044319995748897e-05;0.004095652248097729;0.15244401227534332;0.00019770189309883447;0.0003117339791210542;6.308022487509483;1.6785416690341523e-06;;;
f131e58b01d481dfa81f6ef6f8c63974;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;f131e58b01d481dfa81f6ef6f8c63974;market for sesame seed;sesame seed;kilogram;0.010191705604604591;0.2826509851758216;4.4148926524018e-10;0.9651152804026212;0.0007763678576274211;2.0174637806492642e-05;6.244730155396653e-06;0.004367581556668122;0.0;1.0736456335927228e-06;0.0;5.544691636052102e-06;0.0;0.06523420279576371;0.337986831410483;0.00026236051407928826;1.226297308433044e-09;-0.032728418160359096;0.00022861883487575171;2.416317067466426e-08;0.09864266753622289;0.0006232235965357108;0.09725840337808801;1.2685409561763565;8.700474207854278e-05;-1.566921636927533e-08;0.039333084657381015;5.610522389483934e-07;1.3610577738353522e-07;0.0;3.5833107062288545e-06;3.15065493915127e-11;0.0002476314969072014;0.4472050613228144;0.0;7.626410298014191e-05;0.0;2.835589621292711e-10;2.1526799210868922e-08;0.0;3.867580541036459e-14;2.1526799210868922e-08;0.10904749892847156;0.018734486569738355;6.856196753077228e-06;0.010043125923959915;6.0756530724438336e-06;2.803844527244329e-12;0.20945162347179383;0.001597305947286222;0.0018142414661207929;0.0;5.765081646298359e-07;0.0029085375423346166;1.5709879988808512e-08;8.724299784797628e-06;1.69916305557736e-07;2.701114578140548e-13;0.3207148474860283;0.0;0.0;1.0913202900850818e-08;0.010946625802301258;0.031816810416250826;1.9330077253455678e-06;2.362313875623865e-08;4.061025561474644e-06;1.4934987205358772e-05;0.0027549856823877675;0.06559542946646821;9.915233319139307e-05;0.000200422996888678;1.1626341318107687;1.2452481482537708e-06;;;
eb5cd88e4206bdeebf5c74933fdea9fd;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;eb5cd88e4206bdeebf5c74933fdea9fd;market for wood preservative, water-based, indoor use, occasionally wet;wood preservative, water-based, indoor use, occasionally wet;kilogram;0.012684278779701935;0.19749868355748246;6.066039968239029e-10;0.16079190331213256;0.000572482220171519;1.1314489956287695e-05;8.613690170512147e-06;0.0055458350247652236;0.0;2.4094494201044467e-06;0.0;8.788746897512438e-07;0.0;0.02458452966093944;0.06084915066581807;0.00010912129897344477;3.756349320623629e-09;-0.016336731051150362;8.894934157171584e-05;1.0922892653300802e-07;0.049151024403324514;0.0011533609726882947;0.06637967629781932;1.275047048805575;0.0002747622355284926;-9.126634144938154e-09;0.026770884066610955;3.247067012627453e-07;2.9078419525054836e-07;0.0;4.957709682447361e-06;4.278369021104774e-11;0.0012214269038966909;0.05991618501325963;0.0;7.43666415156288e-05;0.0;3.850532358066801e-10;2.956843000962331e-08;0.0;2.8471838059102043e-13;2.956843000962331e-08;0.23687923965831004;0.018239161780251034;1.0172842415242627e-05;0.007335000440111068;0.00010861744889500219;5.841350512908056e-12;0.0987065452867478;0.00016162489798864197;0.0010486829792731777;0.0;1.205582616598843e-06;0.0007432261215080966;2.1018678058255036e-08;4.893067402994398e-06;8.647916563459854e-07;1.02327482131697e-13;0.4152192854847746;0.0;0.0;1.4601226271049572e-08;0.006807508693290766;0.007124384322332009;5.872867048023878e-06;2.411195211300411e-08;7.337328297819909e-05;5.934404753279754e-05;0.0023960117142746715;0.04607082190417533;0.00014469013155687618;0.0001393704046245035;1.899758078911862;1.4787154507733833e-06;;;
fbab3177434d78b701a6182d3407868a;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2030 2025-09-04;fbab3177434d78b701a6182d3407868a;market for sawnwood, lath, hardwood, dried (u=20%), planed;sawnwood, lath, hardwood, dried (u=20%), planed;cubic meter;0.38283032859844696;7.906449667864731;7.219136255455184e-08;24.103197584713953;0.00985394275022186;0.0004095892219790972;0.0010344883756149134;0.11929401711895526;0.0;0.00019182991894333616;0.0;0.00011606178236124049;0.0;0.07506197582423205;12.111260655483829;0.0052812746813215745;1.7333112929549956e-07;-0.9221153496822541;0.014463427956278679;1.8293132513283092e-06;10.291261778961516;0.21635694287041607;5.596406841544476;215.0887309901981;0.00035029854607277654;-9.503569912989974e-07;2.9553144316984366;3.328767081432346e-05;6.747372123052063e-05;0.0;0.0005065895950447029;4.384114456048347e-09;0.012719113403254555;12.134045883996144;0.0;0.0158374252514638;0.0;3.945703255425003e-08;2.966874742772069e-06;0.0;4.87016837175925e-12;2.966874742772069e-06;3.026126769045743;1.0925697707311421;0.000425697065686585;0.5568990490553141;0.01455729355964955;1.2515884217304881e-09;5.485846495339501;0.02251937956019702;0.16541462398479295;0.0;0.0002164758365327495;0.09262820334764232;3.1004981459250393e-06;0.0003332506060829836;7.449075037520228e-06;8.525301053192068e-12;76.8796438381259;0.0;0.0;2.1561090403988714e-06;0.5384221945641983;0.706536852949075;0.0006394814392673691;8.309144535101033e-06;0.009836871813949818;0.3620322491006435;0.2928896148131763;6.276504322763938;0.0090972004015561;0.02174852139073146;187.12597914599513;7.27923949351538e-05;;;
