;activity type;database;location;name;reference product;unit;code;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources
56f6adb593a2fc89f4576b93251260e6;market activity;ecoinvent-3.9.1-cutoff;GLO;market for ferromanganese, high-coal, 74.5% Mn;ferromanganese, high-coal, 74.5% Mn;kilogram;56f6adb593a2fc89f4576b93251260e6;8.267534214102628;0.024827705942340253;0.0017216765617588197;7.500509538844771e-08;1.671575694613023e-08;0.00027303265503995585;0.15392622572247988
88dadec1521be00abcbc3dc0325bd0fe;market activity;ecoinvent-3.9.1-cutoff;GLO;market for magnesium chloride, from zirconium sponge production;magnesium chloride, from zirconium sponge production;kilogram;88dadec1521be00abcbc3dc0325bd0fe;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6c802a66fa6db44788fe1160026ad951;market activity;ecoinvent-3.9.1-cutoff;GLO;market for iron(II) chloride;iron(II) chloride;kilogram;6c802a66fa6db44788fe1160026ad951;0.345923446988361;0.0003171716619031961;0.0002836800109952221;1.4272997707383445e-08;1.3419317420797443e-09;8.835349276640677e-07;0.01583373903100964
5dc11bfa4bf1247f83847e5dae499c87;market activity;ecoinvent-3.9.1-cutoff;GLO;market for phenyl acetic acid;phenyl acetic acid;kilogram;5dc11bfa4bf1247f83847e5dae499c87;2.1477925955205004;0.009263227986684719;0.012362490334939455;1.600306821199273e-07;2.3612513563050006e-08;1.1766050896831523e-05;0.8361531125127595
7aa2ccd470a6247189e567b66b199d6c;market activity;ecoinvent-3.9.1-cutoff;GLO;market for lettuce;lettuce;kilogram;7aa2ccd470a6247189e567b66b199d6c;1.008348334488808;0.0007004210584543398;0.001494581031907676;1.9620773985269483e-08;1.7214118454074874e-08;7.988063581334086e-06;0.12284781263080727
bb0287f06c11d715c1a01c7d040a5901;market activity;ecoinvent-3.9.1-cutoff;RoW;market for metal working machine, unspecified;metal working machine, unspecified;kilogram;bb0287f06c11d715c1a01c7d040a5901;5.085086956691961;0.06919705370716828;0.0961239030343785;1.7609199773130715e-07;4.48112881522912e-08;4.9438926987511244e-05;0.5296634019062578
e8116896f1da1458c9d41ca5714e05bf;market activity;ecoinvent-3.9.1-cutoff;GLO;market for olive;olive;kilogram;e8116896f1da1458c9d41ca5714e05bf;2.3411126520165793;0.00046414844727866533;0.0011136041563168013;6.039217093789426e-09;1.9014067939398355e-08;2.091931263868235e-06;0.04168004265080285
b613a0e604fce45d4146006a310d2872;market activity;ecoinvent-3.9.1-cutoff;RoW;market for diesel;diesel;kilogram;b613a0e604fce45d4146006a310d2872;0.14105037572539983;0.0004496447181300562;0.00550330293963597;4.961229329628963e-09;3.730147768242741e-09;1.7025605193893125e-06;0.5419249768045442
993719fadf9615b45ca09a1401393b63;market activity;ecoinvent-3.9.1-cutoff;GLO;market for vinyl fluoride;vinyl fluoride;kilogram;993719fadf9615b45ca09a1401393b63;2.4079595190184744;0.004619812845386992;0.0070388292535361495;2.8511959798364477e-07;4.1361223921035526e-08;2.2723681375960773e-05;3.4757440923083647
d6f7338dead4a8e401ce196c235b1f13;market activity;ecoinvent-3.9.1-cutoff;GLO;market for strontium carbonate;strontium carbonate;kilogram;d6f7338dead4a8e401ce196c235b1f13;1.337626545392639;0.6626238625396881;0.0019282772865347217;1.3785090141934951e-07;1.978929981716319e-08;7.107305742969032e-06;0.1590574259334654
30e422cb0e8396f31865f9d4e3d62dbb;market activity;ecoinvent-3.9.1-cutoff;GLO;market for polymethyl methacrylate, beads;polymethyl methacrylate, beads;kilogram;30e422cb0e8396f31865f9d4e3d62dbb;0.6119813579969202;0.00013494572568583483;0.0984508980015864;1.2858499992123624e-09;3.1522727078575534e-08;1.4422022411249523e-05;1.0330518307911125
a7026b77c1d6ae96f99b82ec32be7612;market activity;ecoinvent-3.9.1-cutoff;GLO;market for explosive, tovex;explosive, tovex;kilogram;a7026b77c1d6ae96f99b82ec32be7612;1.9715796435330148;0.01976233861354672;0.003473927023878004;3.658998736276068e-08;1.9935102232152983e-08;1.0350402937236593e-05;0.24733455124693335
9f701d0e384152628ac269a1f41381ab;market activity;ecoinvent-3.9.1-cutoff;RoW;market for calcium ammonium nitrate;calcium ammonium nitrate;kilogram;9f701d0e384152628ac269a1f41381ab;0.7546489700854389;0.0009251227476829806;0.001333592443048226;1.2101157174432725e-08;8.63763689270343e-09;3.859676067354159e-06;0.12838876501322716
c45c0d36cda5bf84844ce0edd9c105a1;market activity;ecoinvent-3.9.1-cutoff;GLO;market for trout;trout;kilogram;c45c0d36cda5bf84844ce0edd9c105a1;1.4372854367290264;0.010233273233053657;0.0027928421530862943;2.3465644973038368e-08;3.195924261273571e-08;5.790394519617459e-06;0.15230343148751624
50f85c1ecc6d9c078cd9fbc1424333c2;market activity;ecoinvent-3.9.1-cutoff;GLO;market for transformer, low voltage use;transformer, low voltage use;kilogram;50f85c1ecc6d9c078cd9fbc1424333c2;5.989017492724352;0.02392864643468743;0.029012904044373077;2.0940366519081282e-07;8.730029147723684e-08;0.0001423122784678669;0.5330248345471547
538db6017d8946645d0ea260489dce88;market activity;ecoinvent-3.9.1-cutoff;GLO;market for packaging glass, brown;packaging glass, brown;kilogram;538db6017d8946645d0ea260489dce88;0.9098551205028129;0.005837527609541501;0.001297540757878521;2.1692182072573702e-08;5.933133853153668e-09;2.854072788741381e-06;0.11637485782142352
0fcc7131b612b072f72a3fcd9b23ff26;market activity;ecoinvent-3.9.1-cutoff;GLO;market for tilapia;tilapia;kilogram;0fcc7131b612b072f72a3fcd9b23ff26;1.7144609209942052;0.0023271170974255586;0.0035826538033439104;2.2753805982772773e-07;4.53581092440056e-08;2.1876773285329184e-05;0.2744733829024175
ea1a6d0979ed5696807fe4de715b04d1;market activity;ecoinvent-3.9.1-cutoff;GLO;market for uranium, enriched 4.2%, per separative work unit;uranium, enriched 4.2%, per separative work unit;unit;ea1a6d0979ed5696807fe4de715b04d1;127.59465606396603;0.6868145297921957;0.39555481511049795;0.01197637385806239;1.8136726890421905e-06;0.0032936208292157947;40.29961784855698
0d80fd67a66aae662253a6c856bd0ebd;market activity;ecoinvent-3.9.1-cutoff;GLO;market for cottonseed meal;cottonseed meal;kilogram;0d80fd67a66aae662253a6c856bd0ebd;1.0458223380577394;0.0003189555909683436;0.0007395494459132644;4.82650104542173e-09;9.435206173362767e-09;2.7107027810715357e-06;0.027326600331575992
2e1ceff89082bf16fd7e3d3b108027ea;market activity;ecoinvent-3.9.1-cutoff;RoW;market for cement, CEM II/B;cement, CEM II/B;kilogram;2e1ceff89082bf16fd7e3d3b108027ea;0.13658603892657245;0.00013664087346085951;0.00027126018856189434;3.039182656045177e-09;2.6340068095905697e-09;1.1124112833424659e-06;0.022363357717200123
2ad0af3de61844881db69c9fa5e9ad8b;market activity;ecoinvent-3.9.1-cutoff;RoW;market for vinyl chloride;vinyl chloride;kilogram;2ad0af3de61844881db69c9fa5e9ad8b;0.8054764955312532;0.13347752794890147;0.03640696455768595;4.5616988539668805e-08;8.311003546051466e-09;4.428028169761666e-06;0.38554758372080816
b94a53eea3e5b0f0e33b1ade4ec901f4;market activity;ecoinvent-3.9.1-cutoff;GLO;market for transistor, surface-mounted;transistor, surface-mounted;kilogram;b94a53eea3e5b0f0e33b1ade4ec901f4;58.28007171792645;0.7223832173045306;0.13214105300208823;1.1150470219080202e-05;1.2349470864023014e-06;0.0009939801053725533;11.26004541950901
6f9e8e79e0025011427a5d3b01e0c80a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for krypton, gaseous;krypton, gaseous;kilogram;6f9e8e79e0025011427a5d3b01e0c80a;20.33045452338267;0.05460515326009681;0.05901350356257972;1.1518732528907035e-05;6.633229881898006e-07;0.0003846581799103187;7.029327870212522
c8ff20b4297ebc8d78358fa36a7f773c;market activity;ecoinvent-3.9.1-cutoff;RoW;market for butadiene;butadiene;kilogram;c8ff20b4297ebc8d78358fa36a7f773c;0.02668549672773044;4.719213351663295e-06;0.00798722080009813;4.23222928655496e-11;4.4479715211091095e-09;1.8257891087374907e-06;0.6205272205776355
af93b929cb25eef21b55f57ae4dfe199;market activity;ecoinvent-3.9.1-cutoff;GLO;market for nuclear fuel factory;nuclear fuel factory;unit;af93b929cb25eef21b55f57ae4dfe199;286943177.42421377;421000.41082178004;421703.321425526;0.8221561413210898;0.4896649064882044;408.96629866671526;9696841.521502668
f02db7dc2aa90b15c39e38e5b2871a63;market activity;ecoinvent-3.9.1-cutoff;RoW;market for limestone, crushed, washed;limestone, crushed, washed;kilogram;f02db7dc2aa90b15c39e38e5b2871a63;0.012094554585060535;5.946054443434826e-06;2.5343812030009597e-05;4.717887101609747e-11;4.5058504367633696e-11;2.3356826413707243e-08;0.0007629345686666402
f934da401a5cf896274df9ea05715b6b;market activity;ecoinvent-3.9.1-cutoff;RoW;market for concrete, 30MPa;concrete, 30MPa;cubic meter;f934da401a5cf896274df9ea05715b6b;305.1782881877531;0.3550428992205205;0.29070444077706603;2.5181173264656437e-06;1.2333781418095023e-06;0.0005460610064670906;14.836314142976619
63c1ac90c04ce17ee2378c39a2ce6849;market activity;ecoinvent-3.9.1-cutoff;RoW;market for natural gas, low pressure;natural gas, low pressure;cubic meter;63c1ac90c04ce17ee2378c39a2ce6849;0.152380420394117;0.0006076633684547374;0.002765712271262729;2.6274912954697175e-09;2.3608529924823955e-09;1.0743267060315773e-06;0.34464709657199705
2739b02059e99f04600f367327f0f841;market activity;ecoinvent-3.9.1-cutoff;GLO;market for natural gas processing plant;natural gas processing plant;unit;2739b02059e99f04600f367327f0f841;7903216398.7641325;106850258.38257277;16308922.000986697;295.41197113561356;61.6933662700113;61943.129557585315;1492305474.7029567
31b380ec9fa508058d4aa73cc52a156b;market activity;ecoinvent-3.9.1-cutoff;RoW;market for sawnwood, hardwood, dried (u=10%), planed;sawnwood, hardwood, dried (u=10%), planed;cubic meter;31b380ec9fa508058d4aa73cc52a156b;117.27887070074769;0.22151983022202332;0.30254667300364924;2.9912159118507917e-06;8.82052950785626e-06;0.0005325395751615791;7.65512145058813
0a4f553af31c0df654983eab46548596;market activity;ecoinvent-3.9.1-cutoff;GLO;market for slag landfill;slag landfill;unit;0a4f553af31c0df654983eab46548596;2340897.5282819094;16220.207371707169;13222.822402470327;0.03579471095826593;0.015210615276608082;6.032236872870825;829377.282034432
4e499b344e793337e882f3698445019f;market activity;ecoinvent-3.9.1-cutoff;GLO;market for fish freezing, small fish;fish freezing, small fish;kilogram;4e499b344e793337e882f3698445019f;0.30096377744446745;0.015382804238725529;0.001593881234852599;1.984929714855527e-08;2.421806658737655e-09;1.072606824106107e-06;0.07476749097859987
303ceb4a91057559fed5cb1c3bf29149;market activity;ecoinvent-3.9.1-cutoff;GLO;market for potentiometer, unspecified;potentiometer, unspecified;kilogram;303ceb4a91057559fed5cb1c3bf29149;8.479670567373653;0.11058801355298707;0.02798000205796472;2.0053803712602953e-06;1.6845741347638274e-07;0.00010526602699279284;2.266493880359879
2aa2df40f4420ea92842c24869f4f396;market activity;ecoinvent-3.9.1-cutoff;GLO;market for exhaust air valve, in-wall housing, plastic/steel, DN 125;exhaust air valve, in-wall housing, plastic/steel, DN 125;unit;2aa2df40f4420ea92842c24869f4f396;2.500071669183577;0.03180695775487694;0.010081633347104178;6.860197700560266e-08;1.4498479103653136e-08;1.1436740513381078e-05;0.23822837941211716
289ecbe1d9933ef5335e0657a7113074;market activity;ecoinvent-3.9.1-cutoff;GLO;market for barge tanker;barge tanker;unit;289ecbe1d9933ef5335e0657a7113074;586397.4378658831;7386.904053917695;1220.8596780087912;0.02155528034463712;0.006640855530738022;5.968349899633546;111261.37332365564
42ab90bb3ceeaba583bf9ee1a6dc85ef;market activity;ecoinvent-3.9.1-cutoff;GLO;market for natural gas service station;natural gas service station;unit;42ab90bb3ceeaba583bf9ee1a6dc85ef;366563.93566591543;143.21945009310014;55.91521271894784;0.0003872079026447337;0.00019920796450978312;0.10766295474913774;2738.6028690887833
257250402e340a213b2785ad88262aaf;market activity;ecoinvent-3.9.1-cutoff;RoW;market for triethylene glycol;triethylene glycol;kilogram;257250402e340a213b2785ad88262aaf;0.7467213418049403;0.0008619969744831438;0.006215313291734139;4.7697913736756335e-08;9.766933604333633e-09;5.099749334605169e-06;0.45996982502322253
adf0a07677cab677862a2247e802e82e;market activity;ecoinvent-3.9.1-cutoff;RoW;market for sawnwood, beam, hardwood, raw, dried (u=10%);sawnwood, beam, hardwood, raw, dried (u=10%);cubic meter;adf0a07677cab677862a2247e802e82e;134.49590053877463;0.19827327593370586;0.32967429522227837;2.4997755601972605e-06;8.378115997656235e-06;0.0005520442650525277;9.872402365100791
b88e4f34323ee4209c0aaf466d71c075;market activity;ecoinvent-3.9.1-cutoff;GLO;market for furnace, pellets, 25kW;furnace, pellets, 25kW;unit;b88e4f34323ee4209c0aaf466d71c075;1943.0047062471851;21.06342723417225;4.950268374875256;5.9675285579589504e-05;1.1428141482401874e-05;0.011424120243496092;195.52092938677077
1caf7675422a5b52fe6e9bfb82ac11e3;market activity;ecoinvent-3.9.1-cutoff;GLO;market for fishmeal, 63-65% protein;fishmeal, 63-65% protein;kilogram;1caf7675422a5b52fe6e9bfb82ac11e3;0.8564909124074529;0.001486149908403284;0.002282081688187196;5.909013824248784e-09;7.818388687375454e-09;3.9796452103967675e-06;0.09362152911075393
db1891062e32e3ef010d13d2619c7ba3;market activity;ecoinvent-3.9.1-cutoff;GLO;market for boron carbide;boron carbide;kilogram;db1891062e32e3ef010d13d2619c7ba3;7.454768569300792;0.04269810382287534;0.019820804821198364;6.610099460988828e-07;9.488515567205058e-08;5.769246487442086e-05;1.0848293204085666
10612b01c096502d6a57c96304d7dde0;market activity;ecoinvent-3.9.1-cutoff;GLO;market for gas turbine, 10MW electrical;gas turbine, 10MW electrical;unit;10612b01c096502d6a57c96304d7dde0;163288.0208998008;2198.0022255875547;1019.5065273737229;0.006099277857187351;0.0029613144026183484;2.37112285161987;42139.64284615588
19a480d38bf01436495ae2ed74d78fc9;market activity;ecoinvent-3.9.1-cutoff;GLO;market for inductor, ring core choke type;inductor, ring core choke type;kilogram;19a480d38bf01436495ae2ed74d78fc9;13.043956943054566;0.5445674090334727;0.8831949546578367;2.5270159222595047e-06;2.1987740002622258e-07;0.00013804698408075068;3.1591051391626976
e1fe20ef0393a1141c5a4a04e9c4f94c;market activity;ecoinvent-3.9.1-cutoff;GLO;market for soybean oil, refined;soybean oil, refined;kilogram;e1fe20ef0393a1141c5a4a04e9c4f94c;1.6845145420389525;0.34633048239909636;0.0023782979888664537;4.983449774675166e-08;1.1681637709729628e-07;1.3064680165085565e-05;0.12323725291064554
1d61daec2368abcda6295823de7f2850;market activity;ecoinvent-3.9.1-cutoff;RoW;market for soft solder, Sn97Cu3;soft solder, Sn97Cu3;kilogram;1d61daec2368abcda6295823de7f2850;5.127655104374017;1.0075791489111634;0.03160829411921909;4.3297455139849865e-07;9.270748234629783e-08;0.00019129580041717882;2.4479793987746348
9c430f2ea237446b0876238b4688f950;market activity;ecoinvent-3.9.1-cutoff;GLO;market for cream, from cow milk;cream, from cow milk;kilogram;9c430f2ea237446b0876238b4688f950;2.3083659727719157;0.018793450082059182;0.002156506168642464;3.715669609714136e-08;1.1502695461972858e-07;6.297959928097584e-06;0.10817792721362066
65e82b8e7ddbaac441ea4660a68633d3;market activity;ecoinvent-3.9.1-cutoff;RoW;market for acrylic binder, with water, in 54% solution state;acrylic binder, with water, in 54% solution state;kilogram;65e82b8e7ddbaac441ea4660a68633d3;1.197496656296761;0.001122916059478163;0.008031500401158485;5.199411328014313e-08;1.005149609226719e-08;5.497983230345264e-06;0.35219540298793406
13928dbdc4bfbc251587836d679db48c;market activity;ecoinvent-3.9.1-cutoff;GLO;market for zirconium sponge, nuclear-grade;zirconium sponge, nuclear-grade;kilogram;13928dbdc4bfbc251587836d679db48c;22.9937445197835;0.08798120614746582;0.023588229283298394;0.0003456856334414805;1.6210460385845585e-07;0.00012058474853754222;2.5891921984849233
b8c928211d3f7530284b95ec0b9f5799;market activity;ecoinvent-3.9.1-cutoff;RoW;market for containerboard, fluting medium;containerboard, fluting medium;kilogram;b8c928211d3f7530284b95ec0b9f5799;0.7523597308836991;0.000726469944248915;0.0006775311591587882;1.0789129107613193e-08;5.099707934853339e-09;2.0115988925205138e-06;0.06136403906793619
ed301b3b8b5ff5cb918688cc94672b6a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for foam glass;foam glass;kilogram;ed301b3b8b5ff5cb918688cc94672b6a;1.0173678993385435;0.0029314461255878803;0.0015930046932873547;7.603607266235968e-08;8.26635619013261e-09;4.242783710136905e-06;0.14653635183373578
54f538c893808698cb3a89ae67c76c87;market activity;ecoinvent-3.9.1-cutoff;GLO;market for capacitor, film type, for through-hole mounting;capacitor, film type, for through-hole mounting;kilogram;54f538c893808698cb3a89ae67c76c87;17.997891395253347;0.5553041056256772;0.9005384561510423;2.7021862817109823e-06;2.91919250600552e-07;0.00020855066334463207;3.43057583438691
f9d39e27b00efa0cd1548535570aae5b;market activity;ecoinvent-3.9.1-cutoff;GLO;market for fraction 7 from naphtha separation;fraction 7 from naphtha separation;kilogram;f9d39e27b00efa0cd1548535570aae5b;0.5607127118051173;0.0008604599984008044;0.005945077480905393;1.45529829287629e-08;6.248084846522721e-09;2.8077285603487252e-06;0.6386910415933343
621a694295a9725001f6d24fba6ab307;market activity;ecoinvent-3.9.1-cutoff;GLO;market for resistor, metal film type, through-hole mounting;resistor, metal film type, through-hole mounting;kilogram;621a694295a9725001f6d24fba6ab307;11.925204009504878;0.24285675854414868;0.026177213561571554;2.0809255485985713e-06;2.5599535362252876e-07;0.00021397224273020718;2.1822644914554044
7d17a0ec84ea7ba207d47020a46144d3;market activity;ecoinvent-3.9.1-cutoff;GLO;market for electric parts, mini CHP plant;electric parts, mini CHP plant;unit;7d17a0ec84ea7ba207d47020a46144d3;131.84533310359907;4.296718324254748;0.8584999082181843;1.4860751149361542e-05;3.148395968644188e-06;0.0022596421345048787;43.815887227639195
5c99b492af40d2b835cd87a4d10d12a8;market activity;ecoinvent-3.9.1-cutoff;GLO;market for dimethylaminopropylamine;dimethylaminopropylamine;kilogram;5c99b492af40d2b835cd87a4d10d12a8;1.23728645745408;0.0026559157253359324;0.007812753616969296;7.804342492154124e-08;1.8901616015184038e-08;9.835655998686595e-06;0.7095566158109508
46e81e7bf63d5ad310015aa7c7d2172a;market activity;ecoinvent-3.9.1-cutoff;RoW;market for 3-methylpyridine;3-methylpyridine;kilogram;46e81e7bf63d5ad310015aa7c7d2172a;1.245062676071782;0.0015939603621029548;0.01033729511115225;1.2384218445592915e-07;2.4275184013789398e-08;5.602421731612773e-05;0.8019957552244685
7469b74d713affff0dd6032ecd0beee7;market activity;ecoinvent-3.9.1-cutoff;GLO;market for industrial furnace, natural gas;industrial furnace, natural gas;unit;7469b74d713affff0dd6032ecd0beee7;6310.758265589441;45.79781860694849;10.147369840454765;0.0003035204770629006;5.8164859055382386e-05;0.10788627098422812;1314.009204275976
580ef642d9debd096e2bf9303df5077d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for alkylbenzene sulfonate, linear, petrochemical;alkylbenzene sulfonate, linear, petrochemical;kilogram;580ef642d9debd096e2bf9303df5077d;0.9159033062322872;0.0019178097053587735;0.0031318541406160604;2.28853603853527e-08;8.30185742989707e-09;4.573817741005925e-06;0.5148183872742108
a7d5ae11aeac1ec3ce1f409805e56898;market activity;ecoinvent-3.9.1-cutoff;GLO;market for sulfuryl chloride;sulfuryl chloride;kilogram;a7d5ae11aeac1ec3ce1f409805e56898;1.099752548725803;0.00501286444726093;0.0024402307799006808;8.974865796462798e-08;1.8452513752469468e-08;1.4407050613861709e-05;0.11204706612858586
840b860a0fb54e43a4d5f0ea9ff7b738;market activity;ecoinvent-3.9.1-cutoff;GLO;market for methyl tert-butyl ether;methyl tert-butyl ether;kilogram;840b860a0fb54e43a4d5f0ea9ff7b738;0.4617099655770988;0.0005476980268132061;0.006275690370230066;6.7955749033519545e-09;4.759547605012711e-09;2.191735745586451e-06;0.515567035984932
cdb19fb363bed3662eac4a0867232056;market activity;ecoinvent-3.9.1-cutoff;RoW;market for hydrazine;hydrazine;kilogram;cdb19fb363bed3662eac4a0867232056;7.706524444471219;0.06671524804652215;0.01082345363613938;5.707591186461215e-07;8.093126392624759e-08;3.859274061453364e-05;1.131926844095673
b009ea8d45ced845cb7472470e98fe0f;market activity;ecoinvent-3.9.1-cutoff;GLO;market for furnace, pellet, 50kW;furnace, pellet, 50kW;unit;b009ea8d45ced845cb7472470e98fe0f;132251.59056341852;30.084643905735636;13.377114956194873;8.740087500158675e-05;3.194916440547262e-05;0.021760896252648508;483.22376463435216
a72a58bb5807198d90aa78fc85a35196;market activity;ecoinvent-3.9.1-cutoff;GLO;market for mepiquat chloride;mepiquat chloride;kilogram;a72a58bb5807198d90aa78fc85a35196;2.646430809667617;0.0057096716896346995;0.014966170416034428;1.62454410263585e-07;3.964720557820897e-08;1.9973868693159005e-05;1.2296650979744814
fa7984b75011b60d4976e9a486e70f4b;market activity;ecoinvent-3.9.1-cutoff;GLO;market for oat grain, feed;oat grain, feed;kilogram;fa7984b75011b60d4976e9a486e70f4b;0.36570258905950964;0.00047405286710883773;0.0010378224761641186;8.41017547710367e-09;3.2482294795245625e-08;1.8527246958159887e-06;0.04172751493874065
607239a9102d67d7108e464c65998c95;market activity;ecoinvent-3.9.1-cutoff;GLO;market for stockpiling of anode slime from electrorefining of copper, anode;stockpiling of anode slime from electrorefining of copper, anode;kilogram;607239a9102d67d7108e464c65998c95;3.82048959411087;0.023794548686114508;0.005174861815334049;1.7156225981318342e-07;1.1342161550702703e-07;0.00011279117821829105;0.4195748534281756
deea5229086c6ac73dfc549b1bfbb9c0;market activity;ecoinvent-3.9.1-cutoff;GLO;market for diesel-electric generating set, 10MW;diesel-electric generating set, 10MW;unit;deea5229086c6ac73dfc549b1bfbb9c0;487748.0986363322;8223.23491612592;621.4334474222252;0.014432050605951414;0.006095544001054029;7.267314112566219;63204.89286514504
1a5946a53da327ad9fb0b85c7d69d8ea;market activity;ecoinvent-3.9.1-cutoff;GLO;market for soap;soap;kilogram;1a5946a53da327ad9fb0b85c7d69d8ea;2.2182079471336977;0.25260766061312145;0.0028271462984663757;4.9737065870470675e-08;8.32182686668992e-08;1.3554495155789376e-05;0.1316717708765266
3f22b4d39523e30f4712bba1e16f6f81;market activity;ecoinvent-3.9.1-cutoff;RoW;market for laminated timber element, transversally prestressed, for outdoor use;laminated timber element, transversally prestressed, for outdoor use;cubic meter;3f22b4d39523e30f4712bba1e16f6f81;318.6907409183692;2.2455199688761684;0.6277479587349181;4.278563630917958e-06;1.328987542273936e-05;0.0011998826278871836;26.522521398111135
8dfc0952b7c27b79e1c9c6eeb9774484;market activity;ecoinvent-3.9.1-cutoff;GLO;market for vinyl carbonate;vinyl carbonate;kilogram;8dfc0952b7c27b79e1c9c6eeb9774484;5.299981191117368;0.08205809699238706;0.01660471642609656;1.8173456720087203e-07;3.53843140150236e-08;1.758902253254792e-05;1.2796234460602727
7477390721cc533fb0f17a732df8932f;market activity;ecoinvent-3.9.1-cutoff;GLO;market for manure, solid, cattle;manure, solid, cattle;kilogram;7477390721cc533fb0f17a732df8932f;0.011147944632094252;3.062408562745909e-06;7.698557041527942e-06;2.8380691359619096e-11;1.7434006716596908e-11;7.751548771994904e-09;0.000466204258779124
13705a7a97897a11dd78a92c87903fc8;market activity;ecoinvent-3.9.1-cutoff;GLO;market for 1-pentanol;1-pentanol;kilogram;13705a7a97897a11dd78a92c87903fc8;0.7355373190368177;0.0018140412037292257;0.00864569566489009;1.3581691546769757e-07;2.3841396284798952e-08;1.1353245480116584e-05;0.7363751206624833
031d03477ac7e4683827f547b4e07bad;market activity;ecoinvent-3.9.1-cutoff;GLO;market for 3-methyl-1-butanol;3-methyl-1-butanol;kilogram;031d03477ac7e4683827f547b4e07bad;0.7355373190368177;0.0018140412037292264;0.00864569566489009;1.3581691546769757e-07;2.384139628479896e-08;1.1353245480116585e-05;0.7363751206624833
3e4e816ffd97f26dd194e527315df1a3;market activity;ecoinvent-3.9.1-cutoff;GLO;market for furnace, pellets, with silo, 300kW;furnace, pellets, with silo, 300kW;unit;3e4e816ffd97f26dd194e527315df1a3;175173.3986739205;127.19148547629813;24.378242995158736;0.0002535615470753954;7.869374052981118e-05;0.06482934523077588;1351.247534484935
f5e51fdbee71525111c12d2a5e894dc6;market activity;ecoinvent-3.9.1-cutoff;GLO;market for refrigerant R134a;refrigerant R134a;kilogram;f5e51fdbee71525111c12d2a5e894dc6;2.423211416421055;0.012548233733035916;0.020996935677392276;1.8078160532104842e-07;6.174824814256319e-08;2.9387863255583795e-05;3.6315595046185116
6afd645fa5dea464e7c7a9ee35af4dd3;market activity;ecoinvent-3.9.1-cutoff;GLO;market for 1-methylcyclopropene;1-methylcyclopropene;kilogram;6afd645fa5dea464e7c7a9ee35af4dd3;3.8407041177859025;0.03278403828040957;0.015096886017258393;3.1954410958720066e-07;3.850410103697314e-08;2.083425171000108e-05;1.206662035177018
2163fa3e7bae53cb43355ec6acc7cc3e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for onshore natural gas field infrastructure;onshore natural gas field infrastructure;unit;2163fa3e7bae53cb43355ec6acc7cc3e;2235894.8169536735;31521.052294232166;4736.935852936866;0.08634605488472033;0.01850173076367399;18.15144907819901;436500.51870954613
2ef0513b4dcd2fee2bd298f5e30fe0b6;market activity;ecoinvent-3.9.1-cutoff;GLO;market for ytterbium oxide;ytterbium oxide;kilogram;2ef0513b4dcd2fee2bd298f5e30fe0b6;38.65489878987726;4.080715398988233;4.332569586021233;0.00037616939494324644;5.649667299962241e-07;0.0002438595099758181;15.054394890876816
236ac1cd370007b9673c903d8ffbaded;market activity;ecoinvent-3.9.1-cutoff;GLO;market for ferrosilicon;ferrosilicon;kilogram;236ac1cd370007b9673c903d8ffbaded;6.919299977521882;0.005606367510969886;0.003966560940109296;3.4402967515145095e-07;3.836491581341168e-08;4.2181574686669104e-05;0.42352903912661133
56bf8867fba9e9a2cf048ee29ecb4656;market activity;ecoinvent-3.9.1-cutoff;GLO;market for phacelia silage;phacelia silage;kilogram;56bf8867fba9e9a2cf048ee29ecb4656;0.19788973507105054;0.0006255043150259664;0.0014671666404406248;3.01319286159051e-09;1.9858270308686002e-08;5.088417951265998e-06;0.03474032815536759
0a29c7d429543126bc2480b74aeb6f3a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for alpha-naphthol;alpha-naphthol;kilogram;0a29c7d429543126bc2480b74aeb6f3a;1.7322061005987615;0.007852222392630602;0.006999395729851796;1.2923378698511115e-07;1.6521263125313043e-08;9.714894695183981e-06;0.7069583611408596
af157c8354816b1c9a1394515062c88e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for magnetite;magnetite;kilogram;af157c8354816b1c9a1394515062c88e;0.9424494873991093;0.003951374252844752;0.0009359639236835741;5.6175678249027656e-08;4.490712618593193e-09;2.6873339109307927e-06;0.0762914947072714
c5f4f6f732ea64b4b69918a520f6f026;market activity;ecoinvent-3.9.1-cutoff;GLO;market for styrene;styrene;kilogram;c5f4f6f732ea64b4b69918a520f6f026;0.6792814427677154;0.0007315420496406282;0.009804965426589584;1.7594173959097366e-08;1.3649109069880543e-08;6.549401351647783e-06;0.7215582473163955
2cb9dbb4d60eae2e1fd653c835da3703;market activity;ecoinvent-3.9.1-cutoff;GLO;market for aircraft, dedicated freight, long haul;aircraft, dedicated freight, long haul;unit;2cb9dbb4d60eae2e1fd653c835da3703;1926655.2313294243;9355.91707980079;88819.27515411805;0.14236672087663493;0.04347195128282309;23.24949277231704;3165429.342748972
