location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;emptied;parameters full;log parameters;activity type
GLO;SSP1-PkBudg500-2030;fbf8dac170edad89e87383e7b3f0d091;market for furnace, wood chips, average storage area, 300kW;furnace, wood chips, average storage area, 300kW;unit;617320.6869211023;136.09696603962487;44.05121975701535;0.0003536629634101;1.2110321998936096e-05;1.774066318618865e-09;6.494750084636402e-05;1.208817342231283e-06;2.610908274851193e-07;4.946146582402246e-06;2.776615952500744e-06;1.1473569837182666e-09;2.3803614345149184e-05;6.950525051071964e-06;7.235257635590622e-11;1.6171520434197929e-06;0.0215226083772516;0.0364305585848114;0.0067767511991853;5.478265722510165e-06;1.7776041853851003e-06;0.0155384093059252;4.657350794528758e-05;0.000265931657919;1346.175416293375;346.1903562408596;0.00011700754791;0.0805880630432556;1692.3657741513866;;;;
RoW;SSP1-PkBudg500-2030;2f630420c9f3bcd25d7b8b32bc2c8b42;market for chlorodifluoromethane;chlorodifluoromethane;kilogram;2.855290500762022;0.0145081947332418;0.0158080581208794;1.386060283234841e-07;4.085537385900324e-09;5.529450685301301e-12;2.0243061906389888e-07;4.2308915648978407e-10;8.455398547951306e-11;8.23114729447645e-10;6.030288732682101e-10;1.4236555300987188e-13;7.870765172521222e-10;7.300927125718949e-10;3.645916866855041e-14;8.14898682027654e-10;6.720437294200803e-05;2.498458598899371e-06;3.655790408666741e-06;2.1322921326560336e-09;1.113570114152003e-06;3.883187686441168e-06;4.822860022982234e-09;1.3400555527817225e-07;0.331792871312259;3.0555873757491083;2.0997279752016354e-07;7.84963343491991e-05;3.3873802478762656;;;;
GLO;SSP1-PkBudg500-2030;b8160daeadf769967ad054f6e6b448e3;market for Distiller's Dried Grains with Solubles;Distiller's Dried Grains with Solubles;kilogram;0.0299317985816961;0.000132121732244;5.7060707552376456e-05;4.981820055021024e-10;3.973388282926428e-11;4.694145293033814e-15;1.7182482175403744e-10;1.0007440789070262e-12;2.0049817883580064e-13;6.066581129244129e-12;5.005241211915478e-12;4.119020670771619e-14;1.2207648390270618e-10;1.167532849336623e-11;1.9345152000610537e-15;4.3238338789991245e-11;5.6955779221809556e-08;6.018408366476476e-09;6.6586124281002245e-09;7.657229931551539e-12;1.3077489197738438e-10;2.9697069863060243e-08;7.872647793677492e-11;7.110304295058218e-09;0.0026455325700724;0.0001293622854856;3.576309071396032e-10;1.0665717050355077e-07;0.0027748948987964;;;;
GLO;SSP1-PkBudg500-2030;e1fe20ef0393a1141c5a4a04e9c4f94c;market for soybean oil, refined;soybean oil, refined;kilogram;1.865413377890584;0.346795031700153;0.0026675861732109;4.591473560966007e-08;1.1447119328511735e-09;6.370618081142192e-13;2.331789364344796e-08;2.2210994751907568e-10;2.2963765069893837e-11;3.6360705696110705e-10;3.333608607525764e-08;7.807148316940645e-12;5.5608556499946e-08;6.37314302957003e-10;1.0568056804737261e-13;2.362065805741307e-09;7.72940891939369e-06;4.995946053840622e-07;5.754325356163978e-07;7.093233708675624e-10;7.950541889270323e-09;2.572664578559389e-06;4.117845897857682e-09;3.884285824519295e-07;0.0859456997060236;0.0080331404270327;1.1466173343890133e-07;1.177828739772316e-05;0.0939788424951221;;;;
GLO;SSP1-PkBudg500-2030;a20be73eef30e9d555ae126bea5ca4f5;market for silver, unrefined;silver, unrefined;kilogram;791.8251585067901;267.9971053134676;3.271402441749077;2.7982028751635425e-05;1.3753701536581715e-06;8.567040348742506e-11;3.1377906101933817e-06;9.779907913383837e-07;1.902970228276772e-07;1.4401895481273025e-06;1.3650682929927694e-06;5.540321204383178e-10;1.3330700339622369e-06;8.49309798921439e-07;1.8579167909503048e-11;4.1526288161595886e-07;0.0010395538222207;0.000670356186077;0.0171214786700736;4.192847474034141e-07;4.299935344931471e-07;0.0029462917142493;5.8310045771761445e-06;6.828767092725771e-05;120.41402458708156;323.82881389791123;1.066973942401021e-05;0.0218526465249548;444.24283890025566;;;;
GLO;SSP1-PkBudg500-2030;5bab56a32812b0a290372823ca55d69d;market for bitumen seal, polymer EP4 flame retardant;bitumen seal, polymer EP4 flame retardant;kilogram;0.6032193286075751;0.0039355658192181;0.0041139570090192;3.0836335471336714e-08;5.47785639457237e-10;6.2002445384943e-14;2.271783520377534e-09;4.038919019824555e-11;8.315731239137923e-12;8.450977179662278e-11;7.232483257324464e-11;1.0054150282536463e-13;1.8448975749175684e-10;3.5157844105570566e-10;3.78388644395186e-15;8.457362547540704e-11;7.524299153966506e-07;2.325654469166896e-07;2.393088431454249e-07;4.813746195930878e-10;9.101196183860663e-11;5.831988267774803e-07;2.032924465769792e-09;1.3907662257497052e-08;0.352617194164131;0.0034740917873182;3.5613404817175195e-09;1.8240151180020028e-06;0.3560912860360228;;;;
GLO;SSP1-PkBudg500-2030;fd0a584ab20d704adaade56edcccc55a;market for 1-propanol;1-propanol;kilogram;1.5749680646503117;0.0038470507394223;0.0072960320661804;1.168691592026194e-07;4.181306122857118e-09;4.0068251529707e-13;1.4671484399586696e-08;1.3930813732575589e-10;2.866686004403547e-11;2.455360065155381e-10;1.5261280980984563e-09;3.0776162896658673e-13;8.069882406152818e-10;2.715390010900862e-09;4.819127236142538e-14;1.0771228683125822e-09;4.861334141521768e-06;1.1398542424847694e-06;1.2023785573918342e-06;1.8452695083832038e-09;7.708099960449645e-10;4.048709556411826e-06;1.5716484870273465e-08;1.7712686405614648e-07;0.5920678185242036;0.0366181187336144;2.4315459174041713e-08;1.1447701150720748e-05;0.6286859383349408;;;;
GLO;SSP1-PkBudg500-2030;39e653316068dd4e72dcc108e4d62862;market for red kidney bean;red kidney bean;kilogram;0.7628129387209099;0.0013876626878384;0.0043753378152723;1.0229551403335831e-08;1.9958317426858393e-09;1.164977312267063e-13;4.264718954682973e-09;5.5760342405666646e-11;9.495350295029328e-12;2.5462159776910566e-10;1.160066886486343e-10;7.422126571370994e-14;3.827776568008154e-08;1.427714792541636e-09;3.117648464049037e-15;6.968254398435002e-11;1.413610305057185e-06;3.522874376157838e-07;1.7332449220397192e-06;1.582303599166274e-10;3.896759719296079e-09;2.154569220096323e-06;9.82671419231046e-09;1.1458906739895308e-08;0.1304468335915671;0.0093930890204698;4.6402099852720816e-08;5.679049466448918e-06;0.1398399226817195;;;;
GLO;SSP1-PkBudg500-2030;94e21726c4d74fec0a121481ec7a8de5;market for maize silage, organic;maize silage, organic;kilogram;0.0318820139989807;4.2485108358848665e-05;0.0001147719283039;3.2292849456505097e-10;3.0137360861323436e-10;3.919391672267328e-15;1.434293347855123e-10;1.0432275387270406e-12;2.279787462444013e-13;4.464146762142479e-12;9.658595760149872e-12;6.105037422842734e-13;1.990912058009746e-09;2.403203425379358e-11;1.880705845604452e-15;4.2035646199107535e-11;4.758789000935209e-08;1.0203391231063752e-08;-1.4790208181470138e-07;4.993183272803196e-12;5.571894775574375e-10;1.3356365322575938e-07;1.6436891417057214e-10;6.9125281886233795e-09;0.0022731331048417;0.0002678186653543;2.475757183861774e-09;5.109189576276741e-08;0.0025409518122317;;;;
GLO;SSP1-PkBudg500-2030;5cbb6dacbf67a3f01efe5f8e91bfc123;market for cheese, from cow milk, fresh, unripened;cheese, from cow milk, fresh, unripened;kilogram;11.467471508096796;0.0495760268866365;0.0114609489646233;1.390498503926878e-07;1.6980668819910176e-08;9.342394307572184e-13;3.4199501040620754e-08;4.4051309629951004e-10;6.843174958995118e-11;1.2281818862852782e-09;1.0860519186935152e-09;2.1267629063038028e-11;5.36566323233532e-07;2.198362788002653e-09;2.568517229447028e-13;5.740891472512347e-09;1.1343802118825836e-05;1.6323460360095922e-06;1.600842325858447e-06;2.1615536433662247e-09;3.780360807245779e-08;9.790421677103584e-06;1.4848949179941798e-08;9.440576681895212e-07;0.4185640497950644;0.0610503686294219;5.927902234557697e-07;2.5366194513119337e-05;0.4796144241653778;;;;
GLO;SSP1-PkBudg500-2030;e4c3d4f9118063ffde97605b3feef170;market for copper telluride cement;copper telluride cement;kilogram;1.0634673695816212;0.0045748993534348;0.0012224939822767;3.445193328633085e-08;8.699884109885544e-09;3.293494468359934e-14;1.2057743847369004e-09;1.556616590392184e-09;3.119269295515738e-10;4.531184397418551e-09;1.747321688733004e-09;9.993608281912617e-14;1.022415342100563e-09;6.065795825844373e-10;8.970223617668442e-15;2.004934196384128e-10;3.995910034251625e-07;1.3952058157902852e-06;1.0679946820697638e-05;5.167363719914201e-10;3.0678863470454096e-10;7.7834100395901e-06;4.175150190278151e-09;3.297002758847677e-08;0.0317470676782086;0.0402810550545154;1.9681838032035843e-08;2.029612018355749e-05;0.0720281229332175;;;;
GLO;SSP1-PkBudg500-2030;94f4e6f35af7a78eaaa5a5b7e9624dbc;market for tin dioxide;tin dioxide;kilogram;4.934987640792936;0.9462631104475356;0.0137444706026328;3.221735172466833e-07;1.1364023679082908e-08;4.556367806626204e-13;1.6681099711479e-08;6.743563404519616e-09;1.2980956944630906e-09;1.0294476728431175e-09;1.2870072017643212e-08;3.73421029185262e-13;4.6303984030618135e-09;6.705814932204045e-09;6.730050438265176e-14;1.5042332100272704e-09;5.527938008066473e-06;6.722204928641784e-06;9.2783442086407e-05;5.087502007315112e-09;2.5773822583326514e-09;5.634381684494461e-05;4.6154978848108386e-08;2.4736278389358265e-07;0.3993558696661419;1.6127017434471045;6.132339888493042e-08;0.0001616785814089;2.012057614617479;;;;
GLO;SSP1-PkBudg500-2030;89228ef0c848f289ebaab135ca2524a2;market for aluminium removed by turning, primarily dressing, computer numerical controlled;aluminium removed by turning, primarily dressing, computer numerical controlled;kilogram;9.698116448809216;0.1797506379251247;0.4513194451074023;4.347070005844146e-07;7.045498827803813e-09;5.902017242745521e-13;2.1609431844913856e-08;1.5431110892888531e-09;2.9140785776761655e-10;5.470253743758583e-10;1.4605788923009712e-09;1.618009343560405e-12;2.1520794656613953e-09;1.929569735873744e-09;4.5586978050673837e-14;1.0189143002364211e-09;7.161296444288346e-06;7.610658866774107e-06;3.861282663049155e-06;6.899702725373867e-09;8.100343715097726e-10;7.4718177691626834e-06;1.314351070159123e-08;1.675547888288503e-07;0.3852867446844852;0.0539958146074411;3.658090318841753e-08;2.6293446195303755e-05;0.4392825603108407;;;;
GLO;SSP1-PkBudg500-2030;12a471f5d5d497210a37edb01fb90936;market for hexane;hexane;kilogram;0.3327848211484477;0.0005806515728649;0.003701940449477;7.021865731944199e-09;5.083513706665776e-10;6.122036605618112e-14;2.243416036548932e-09;2.1543840857450147e-11;4.551089607914712e-12;5.199587412302871e-11;5.0576371962926826e-11;1.0376302076184645e-13;1.1590879174668483e-10;5.670614377825505e-10;5.007000126912853e-15;1.1191143279833335e-10;7.429657156943328e-07;1.75861293365675e-07;1.317140929588443e-07;1.0682518755906571e-10;8.062442436811463e-11;5.237409105702483e-07;3.00622927003831e-09;1.8403212601597512e-08;0.3908827371117229;0.0034652989345144;3.5635653951394194e-09;1.5958758028242498e-06;0.3943480361581488;;;;
RoW;SSP1-PkBudg500-2030;e4205fc1874ce8470676c4aaf610e6d4;market for adhesive, for metal;adhesive, for metal;kilogram;2.29016383390265;0.007379875573506;0.0193488824515131;8.224411298841312e-08;1.5072718510787487e-09;2.17974496470076e-13;7.982035299259329e-09;1.2362562699711118e-10;2.4937235063918715e-11;3.756802683435695e-10;3.1308392516111584e-10;1.036089507271064e-13;5.884292592066364e-10;7.233484660994105e-10;2.4296984876570163e-14;5.430617777700987e-10;2.644676947947816e-06;6.560133688216643e-07;6.779476193652867e-07;1.262220631588409e-09;4.1824311187757565e-10;1.7108791686787409e-06;4.665480442036827e-09;8.930348850160964e-08;0.4658376726811109;0.0263286734194143;1.1638748334125e-08;5.785163477258434e-06;0.4921663466435871;;;;
GLO;SSP1-PkBudg500-2030;567bd2e111ed763a1ede56ffafc2cf01;market for capacitor, auxilliaries and energy use;capacitor, auxilliaries and energy use;kilogram;9.45954547288057;0.4747075621383065;0.868191645907906;1.993820859296387e-06;1.0055729780737621e-08;1.1184412857010756e-12;4.094893423037513e-08;4.961692370375423e-10;9.803458130211699e-11;5.766290499202464e-10;3.694505640098881e-09;3.1703117322744337e-12;2.687500104403818e-09;9.479830596140304e-09;1.6974887474658434e-13;3.794056182800196e-09;1.3569141861542307e-05;2.786903287644909e-06;3.02379325782222e-06;3.074888290987368e-08;1.464201265263973e-09;9.907667520745366e-06;4.7994244944968046e-08;6.239114343241375e-07;1.1567556788018385;0.0326834441744578;6.804174930401088e-08;2.9991611065839772e-05;1.1894391267703526;;;;
GLO;SSP1-PkBudg500-2030;15bc9af41ae15098d9fa3e9fd1fa69c6;market for cobalt hydroxide;cobalt hydroxide;kilogram;310.3821558302885;2.6234837057083364;0.1977902248447855;6.978394768777133e-06;5.3190122024970665e-08;2.2945774162511e-12;8.400539679251217e-08;4.849925745701061e-09;1.0043097971015572e-09;2.1082744534654418e-08;8.379174592716661e-09;1.6615937528624553e-11;9.08545470107258e-09;8.889584971424689e-09;5.1088242700190694e-12;1.1418730367103996e-07;2.7837139184221434e-05;1.1963568377108032e-05;4.688979179514389e-05;9.565051459214697e-08;1.4511657327175616e-08;5.219685545827305e-05;5.895316198573999e-08;1.8777466906782544e-05;3.567160678762409;3.2897641204374697;1.9051024827386778e-07;0.0001578337775781;6.856924913387182;;;;
RoW;SSP1-PkBudg500-2030;6acf5ebec1c9b2608349c40a18cf5729;market for sawnwood, board, softwood, raw, dried (u=10%);sawnwood, board, softwood, raw, dried (u=10%);cubic meter;134.4323069342929;0.1530070489720184;0.5222445721172766;2.287074959616476e-06;6.273350103452599e-08;1.249735734965112e-11;4.5748125149833333e-07;1.891684358399579e-09;5.080173277612497e-10;2.6928714640102332e-08;7.155317301405145e-09;4.271573225433476e-12;1.9356410518241683e-05;7.39478630850587e-08;4.575870506550988e-13;1.0227525698176786e-08;0.0001516114543362;2.9963698668092935e-05;1.5811557123257604e-05;3.4223266416293903e-08;2.1100755935964733e-08;0.0001439955112045;5.039068435144464e-07;1.681859709106078e-06;8.038828761096909;0.4402597641857504;1.998707146634237e-05;0.0003436224451685;8.479088535510186;;;;
RoW;SSP1-PkBudg500-2030;a9b8787ddd5404b6abd259278c6d0c0d;market for three and five layered board;three and five layered board;cubic meter;210.30939529024425;0.5255630520168044;0.87413194592767;6.583383444046816e-06;1.1327989419447555e-07;2.3387035318290463e-11;8.561420690221161e-07;4.9834186176975335e-09;1.165855251581494e-09;3.92851467273078e-08;2.1364234401862646e-08;1.4454089158715838e-11;1.2456136749651629e-05;1.0192269408652347e-07;1.355584498771341e-12;3.02986618117479e-08;0.0002837239278777;5.293237370635218e-05;3.9222813225985296e-05;1.0461680291633857e-07;4.1616926109991514e-08;0.0002220962229158;6.897807630735138e-07;4.982446394643998e-06;13.180516252565354;0.662330689175102;1.3594312612341054e-05;0.0006037916044572;13.84284697203912;;;;
GLO;SSP1-PkBudg500-2030;2a50dedb7279fa6099f6e8db81749868;market for grass seed, Swiss integrated production, at farm;grass seed, Swiss integrated production, at farm;kilogram;1.330269424661856;0.001497578079994;0.0026866315369938;2.1662164722833183e-08;2.275336766860655e-09;1.316631139656616e-13;4.8190223006849615e-09;5.6080265648041325e-11;1.1680659239331732e-11;2.2042732866916716e-10;2.408293803566896e-10;9.288668412787642e-12;4.6914674074348015e-08;6.700119403675282e-10;9.4229839758161e-15;2.106130639584204e-10;1.5981419881423118e-06;3.305036406719412e-07;2.165171664837451e-07;3.3082719127453067e-10;1.1866708253171113e-08;1.6242036666986654e-06;4.5461457985404605e-09;3.4634146805047315e-08;0.1144394818140923;0.0070720313528818;5.52174734595179e-08;3.820737966813975e-06;0.1215115133775872;;;;
GLO;SSP1-PkBudg500-2030;3caae3d36292eedb0cb6f566e9a27753;market for lutetium oxide;lutetium oxide;kilogram;2907.260744516844;299.5028547546975;317.6530740379873;0.0275461452842552;4.732055506989546e-06;3.0531697353920375e-10;1.117914177741577e-05;5.711347226679508e-07;1.1533305547447659e-07;1.124300815469654e-06;1.1996386062978718e-06;1.3625640912707352e-07;1.5795464548084974e-05;1.206958967297211e-06;5.369159394636312e-11;1.200060526355245e-06;0.003704367110561;0.0015089035719957;0.0048487694539341;6.86292917501602e-06;1.945308375926185e-06;0.0045872177088168;8.222277154758008e-06;0.0001973432780643;247.5856964775815;801.7616455481177;3.606042178545776e-05;0.0148635583006275;1049.3473432257597;;;;
RoW;SSP1-PkBudg500-2030;f090c0ac622e3fbbee68f5eb2b704d04;market for lean concrete;lean concrete;cubic meter;222.69449537141517;0.1703536066443172;0.2738659366014603;1.901696144703949e-06;6.584619380485542e-08;1.1538405335764068e-11;4.223972831209436e-07;4.198712894558524e-09;1.0178601095045274e-09;3.901390802176636e-08;8.675170447005916e-09;4.3742936977889176e-12;7.18166645245893e-08;4.4374229516113124e-08;2.8755596871295896e-13;6.427161903872681e-09;0.00013998007552;3.0322220810061583e-05;3.248133203181636e-05;2.9469388209489077e-08;1.3434708362425052e-08;8.319745004744626e-05;2.9933446642478784e-07;1.0569110231570423e-06;8.696532445232213;0.6212167407239535;6.57355887799052e-07;0.0002873801213288;9.317749192383328;;;;
GLO;SSP1-PkBudg500-2030;5654a1b5c1d011ad4201dc073f484d7b;market for apricot;apricot;kilogram;1.309144286783295;0.0004413350778461;0.0007008278441182;4.304362435139939e-09;5.14694145329614e-10;2.744856082286508e-14;1.004825289646804e-09;3.1630837171483365e-11;3.0177365870798788e-12;7.414600040461169e-11;4.5518652047809526e-11;1.1681778181772525e-13;4.173453490621569e-09;1.7976110323687468e-10;6.605393587532854e-14;1.476371164051682e-09;3.331281127703831e-07;6.972917366304763e-08;7.751895498141267e-08;6.569551808226275e-11;8.676500550394143e-10;4.149393362231535e-07;1.2286900150293252e-09;2.427810254191984e-07;0.0212235900747118;0.001840262943542;5.982780962776753e-09;1.12551822224607e-06;0.023063854494625;;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
GLO;SSP1-PkBudg500-2030;949c133a73702762169acad1fbbd6366;market for composting facility, open;composting facility, open;unit;93794480.39288367;3931.4727107034646;3906.473471561937;0.022412642430773;0.0006999729453311;8.96247100730246e-08;0.0032816534070723;5.124661200437825e-05;1.2108310704373132e-05;0.0003936477032157;0.0001161686825655;7.08493696921901e-08;0.0041065097199854;0.0005276804767437;6.151468782762433e-09;0.0001374914455449;1.0873828956203295;2.1559402199431155;0.2980570274413026;0.0003444583632453;0.0001758036877109;0.9935829040656176;0.0034902737306726;0.0226097034055932;155766.8908439528;19987.60526709274;0.0091891499024577;4.561581793874778;175754.496248537;;;;
RoW;SSP1-PkBudg500-2030;41fe72f5bcac61f3b2c25950e3da7e12;market for concrete, medium strength;concrete, medium strength;cubic meter;464.78948735925553;0.3894778030032149;0.4680493600919335;3.2637964200384525e-06;1.2289803939702094e-07;2.4856431635562417e-11;9.0991820003253e-07;6.348974619025593e-09;1.465396735290997e-09;4.3515221764280856e-08;1.6038087692361272e-08;7.358140312015059e-12;8.73355025311046e-08;7.923350922005847e-08;7.356339367901639e-13;1.6442150148700953e-08;0.0003015451510431;4.525604079159337e-05;5.047554062585356e-05;5.066415182686339e-08;1.839488197747181e-08;0.0001433127911034;5.370771611621339e-07;2.703820130327542e-06;15.27956377070546;1.036418862076903;1.266782248085059e-06;0.000543898285497;16.315982649224512;;;;
RoW;SSP1-PkBudg500-2030;a448eb1c0f281c27541b2574609cc986;market for sawnwood, lath, hardwood, raw, dried (u=20%);sawnwood, lath, hardwood, raw, dried (u=20%);cubic meter;142.46863620240833;0.2247694221483707;0.3339037602559753;1.4832223279508091e-06;3.96672831161098e-08;4.320965015619985e-12;1.582113134255755e-07;1.8667911794117044e-09;5.117881795443545e-10;2.9448191436476347e-08;1.329409112231462e-08;5.658346660712681e-12;6.859227950329509e-06;4.1619289095865687e-08;3.7482013042842425e-13;8.37760271113994e-09;5.242506241386368e-05;2.840810463697254e-05;1.4082032349162296e-05;2.310887099129685e-08;1.272824882281342e-08;5.483715903065878e-05;2.665232817755324e-07;1.3776501643281971e-06;6.335380196258244;0.4176218559106815;7.143846049339053e-06;0.0001514287234257;6.753002060546528;;;;
RoW;SSP1-PkBudg500-2030;2aa321ba0d6219761008b0722772a356;market for benzal chloride;benzal chloride;kilogram;1.0962630835384592;0.0071586920961397;0.0053809232857056;5.3766329678029766e-08;1.0636993181504203e-09;1.5226418534039658e-13;5.5764504488890165e-09;6.134063078653074e-11;1.247076537081752e-11;1.6446664375320586e-10;1.6015301395366104e-10;6.747616407290047e-14;2.8899034476155727e-10;4.970807858327341e-10;3.1869333637643433e-14;7.12311304037415e-10;1.847486982617152e-06;3.446460099372656e-07;3.389669929569103e-07;8.159965480152351e-10;4.18216917519436e-10;1.122918502919012e-06;3.215796237212696e-09;1.1713563162348263e-07;0.3952345612544644;0.0272879377163406;7.824876162821101e-09;3.7755951030822944e-06;0.4225224996831162;;;;
GLO;SSP1-PkBudg500-2030;9b766978b5b04e886ae15900efb7e69c;market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;battery, Li-ion, LiMn2O4, rechargeable, prismatic;kilogram;5.524680889934039;0.0288009756725452;0.0253657222753198;3.002858532856006e-07;9.711253996578786e-09;3.508465979854589e-13;1.2846641035652193e-08;1.311960730837029e-09;2.5930925885046443e-10;1.3067984983054908e-09;2.12211096894477e-09;7.741470380986163e-13;1.6594753646956115e-09;1.876222803809689e-09;3.7379837732636395e-14;8.354765513073357e-10;4.256738276733313e-06;3.4573739053868847e-06;6.173489188378002e-06;4.680983941527374e-09;6.365376681642682e-10;9.595521725130724e-06;1.2595946905915826e-08;1.373894714141071e-07;0.5003562177098825;0.5732427890359667;3.109489088221317e-08;2.3638411533546644e-05;1.0735990075813255;;;;
GLO;SSP1-PkBudg500-2030;fee3dbb3677ca6f7d54a606dfdf44263;market for cadmium sludge from zinc electrolysis stockpiling;cadmium sludge from zinc electrolysis stockpiling;kilogram;0.0831844072227204;0.0005851094404056;0.0041676539645289;1.105971119417238e-08;1.7784349895507188e-10;7.201581576888434e-15;2.636454450956032e-10;1.3724853102747494e-10;2.8379143255476897e-11;8.910645271319317e-11;1.1119058947424087e-10;1.4478684926672623e-14;8.063541641380245e-11;1.000558701862356e-10;3.464139927892405e-15;7.742697282162498e-11;8.737141020349932e-08;2.4690275566224573e-07;1.507767973965065e-06;1.6388002613582875e-10;1.7654332807897228e-11;1.6904838494874973e-07;6.965148541825838e-10;1.2732434982779497e-08;0.0063639983142366;0.0049723600130375;9.881297900824814e-10;2.0247009136789106e-06;0.0113363584047011;;;;
GLO;SSP1-PkBudg500-2030;491549b2f0cee302298eaf61bdce8ae0;market for beryllium;beryllium;kilogram;310.4619356355322;19.512184453156376;92.66297519891748;2.9356756280555408e-05;1.744113488844673e-06;3.4327378856580703e-11;1.2568926683611571e-06;1.3164240532219158e-08;2.947178332005982e-09;9.305302451938757e-08;5.8155133814846324e-08;5.653255912361904e-11;8.577593466178628e-08;9.318115085279053e-08;2.300320839204515e-12;5.141445865510009e-08;0.0004164743539673;8.453944041453871e-05;0.0001580616023432;4.5396704978367e-07;3.831122995464888e-08;0.0009242465831633;5.940629754598207e-07;8.454821726131481e-06;43.043349678131946;45.95932635686378;3.3473752093304763e-06;0.0015928629055859;89.00267608641019;;;;
