location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;emptied;parameters full;log parameters;activity type
GLO;SSP5-Base-2030;00b1b052ebf9b51c3d8a715d9eb6a989;market for acetamide-anillide-compound, unspecified;acetamide-anillide-compound, unspecified;kilogram;6.367073579351036;0.0244936999611961;0.0170942278629903;2.407843710721913e-07;6.538403599573345e-08;9.652596658028297e-13;3.5344468193623485e-08;9.490565696689262e-10;9.355390093040066e-11;1.1393482011213767e-09;2.221070104313e-09;4.294162330083555e-12;1.3514212892422015e-09;1.1172175990920001e-08;1.4924022510257734e-13;3.335667465355732e-09;1.171230412634712e-05;2.24863087483038e-06;2.945854016707805e-06;3.630514732794618e-09;6.596409659413903e-08;5.741437781645749e-05;7.741128095515485e-08;5.485319595880254e-07;1.3050459443605051;0.29317401454129;1.1766041349617097e-07;7.501666318504509e-05;1.5982199622374629;;;;
GLO;SSP5-Base-2030;704719aa470297731a0d0430292726a6;market for hard disk drive, for desktop computer;hard disk drive, for desktop computer;unit;6.243508841428523;0.0503932999840638;0.124342099741269;4.001007532519043e-07;1.1109443162131537e-08;9.52667348318243e-13;3.4880907153567364e-08;4.45164701256396e-09;8.858832332675642e-10;1.496163623937933e-09;9.037549367697297e-09;1.0401643370083459e-12;3.010344009047196e-09;3.4873085320293047e-09;6.031053595464022e-14;1.3480004634393052e-09;1.1558495956697382e-05;7.0409983209012285e-06;2.1219109933151227e-05;6.2184929920327955e-09;1.9770226885044414e-09;1.1254828254826812e-05;2.3621556839047996e-08;2.216711777824272e-07;0.6302656739247017;0.1263691114141244;6.836116801740098e-08;5.132687762354821e-05;0.7566347866868266;;;;
GLO;SSP5-Base-2030;2c27b8f0ec0b09c9831ebe8d75501621;market for dimethyl carbonate;dimethyl carbonate;kilogram;1.1594817551037866;0.0011256401508887;0.0049190752728049;3.634309243019757e-08;9.740329914478478e-10;1.7739202724427577e-13;6.4976412601479075e-09;8.146655848557789e-11;1.6454310739782398e-11;1.963099388892185e-10;3.522881125009962e-10;8.85271303117416e-14;2.5197394913771646e-10;5.72745697767791e-10;1.0214751338550913e-14;2.2830985200728408e-10;2.1524788500861978e-06;4.2600745294767604e-07;4.80987740556882e-07;5.678778364646181e-10;1.6789819362435383e-10;1.0395055343753651e-06;3.5566834161488234e-09;3.754428515896801e-08;0.3913842313081713;0.0064809758344826;8.94318296010282e-09;4.140814397219169e-06;0.3978652073709638;;;;
RoW;SSP5-Base-2030;c09ff9913ddd9c6739f44bd3665cfa0f;market for bundle, energy wood, measured as dry mass;bundle, energy wood, measured as dry mass;kilogram;0.0876622100381095;0.0001829704570145;0.0004177412142401;2.8882324807208616e-10;3.2146817967231555e-11;3.987773545239639e-15;1.4600780403265114e-10;1.078101228328242e-12;3.1254209958926014e-13;1.9994716772570028e-11;1.0820005318506896e-11;4.506582178333433e-15;7.291558368930015e-09;3.3901902565084235e-11;9.919784740352091e-17;2.2171705516379104e-12;4.8381851912866034e-08;1.4310215112933177e-08;8.866018243060431e-09;4.41991348059945e-12;1.1713859613100172e-11;4.2931269831332946e-08;2.2398357787655686e-10;3.6460136391356567e-10;0.0062498913242548;0.0002656140083778;7.535820063613527e-09;1.150911619466645e-07;0.0065155053348499;;;;
GLO;SSP5-Base-2030;51e262ff5b33ada3d397da83754483cf;market for 2,4-dinitrotoluene;2,4-dinitrotoluene;kilogram;1.0440254991835582;0.001541515130483;0.0054975639414276;2.4331890902240123e-08;3.4617457407141923e-09;2.586226358729553e-13;9.467891692965856e-09;2.1816254465724134e-10;4.3520272709065015e-11;4.3213927128209725e-10;4.1415743210388475e-10;1.1225406812439269e-13;2.8032279086929624e-10;5.531456794009754e-10;2.883881903018785e-14;6.445762884112541e-10;3.1390941457416023e-06;5.090752673658602e-07;1.2909328495344357e-06;3.7730675171535324e-10;1.926090673219304e-08;2.8614695804244294e-06;3.6713949386258844e-09;1.059969850887085e-07;0.4087769950272196;0.0088504231937894;1.4871480139888636e-08;7.929876773526914e-06;0.4176274188655853;;;;
RoW;SSP5-Base-2030;8610a3afd64cff9a8e9b6a0140f702b1;market for potassium nitrate;potassium nitrate;kilogram;1.413606167346089;0.0012995733021966;0.0028912757405459;1.1304123352701671e-08;1.3552202251912943e-09;1.728139220413083e-13;6.32499752279311e-09;8.188284833642297e-11;1.6820647666507844e-11;2.3713800090263707e-10;2.004487680058466e-10;9.074898103946299e-14;4.22847822538104e-10;4.0857315639570015e-10;1.0918739978661535e-14;2.440446983007884e-10;2.0977044363392408e-06;3.778039657495372e-07;4.548077903502371e-07;1.737481680847279e-10;1.6667313334220848e-08;1.0393669391085568e-06;2.7308488014355806e-09;4.013179310477932e-08;0.1457837797229615;0.0083380329592348;9.048196697300565e-09;4.0293845635502325e-06;0.154121812926241;;;;
GLO;SSP5-Base-2030;086665f89ac73409b2902947e7c9a8f1;market for fan, for power supply unit, desktop computer;fan, for power supply unit, desktop computer;kilogram;4.927753156422103;0.1287109490767516;0.1601559060386976;4.114463580016377e-07;1.5528437226001048e-08;9.647997805596493e-13;3.532657181668637e-08;4.986816161756134e-09;9.964884455482687e-10;4.694157346956609e-09;9.543093491635948e-09;1.215282325439148e-12;3.676483837878138e-09;4.388095307131306e-09;7.43628114145195e-14;1.6620827963593901e-09;1.170576863256439e-05;7.216679539237183e-06;2.6515645570036044e-05;6.365094111433431e-09;2.3002262526789556e-09;1.532460300505859e-05;2.8301566289429257e-08;2.733202703067803e-07;1.151103899005635;0.1615328369183378;7.914214945969602e-08;6.107290192647217e-05;1.3126367375860557;;;;
GLO;SSP5-Base-2030;5a07b5c0a0c70e0c2725623d538d4aa1;market for uranium, enriched 4%, in fuel element for light water reactor;uranium, enriched 4%, in fuel element for light water reactor;kilogram;759.061488703381;4.0375717947688825;2.215320316801022;0.0716597623477105;2.226746559760772e-06;1.3340396920150188e-10;4.884106290203929e-06;2.253226481545393e-07;5.0883208909771235e-08;1.3552502124256417e-06;7.421423399475967e-07;8.414901987644863e-09;3.1877450683942657e-07;1.3461662629350898e-06;2.8483992298484307e-11;6.366455580470476e-07;0.0016184889292482;0.0021278038718068;0.0079558194561382;0.0023821609045474;4.993876384362179e-07;0.0050962605481178;9.226935426110972e-06;0.000104692820596;154.04218721020618;87.87240229148902;1.1157953332849398e-05;0.0192949478613758;241.91459013834077;;;;
GLO;SSP5-Base-2030;88dadec1521be00abcbc3dc0325bd0fe;market for magnesium chloride, from zirconium sponge production;magnesium chloride, from zirconium sponge production;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
GLO;SSP5-Base-2030;db6cb8bd6ce7414cf5ff72a1c1b00eac;market for daminozide;daminozide;kilogram;2.778455578019753;0.0125767826204834;0.0097638947869963;1.339743293254762e-07;3.6035967957683107e-09;5.438361371849822e-13;1.991342291359025e-08;2.7821042462744126e-10;5.5851766414413427e-11;5.407993637710369e-10;1.2551156102086379e-09;1.3676776555279392e-11;7.01850374081204e-10;1.3441122904451924e-09;4.4186185736410987e-14;9.87605198784749e-10;6.598147155105972e-06;1.312686602861852e-06;1.6282776891820676e-06;2.0181301656130163e-09;1.0398429142382707e-09;3.630435440090177e-06;8.655344190726696e-09;1.6240618125612437e-07;0.8394884448423721;0.0549432848184595;2.770720084669293e-08;1.3343658819651468e-05;0.8944317306484367;;;;
GLO;SSP5-Base-2030;e518358847b8933de9e4e6118ed76860;market for fibre, viscose;fibre, viscose;kilogram;1.4672963149127836;0.0092988499670325;0.0042276782959786;6.731220884898517e-08;4.7113749312834144e-09;3.728402436329658e-13;1.36493174079658e-08;1.0275386482223171e-10;2.1598611766392287e-11;3.0381674294920985e-10;7.327694045726312e-10;2.481084108837484e-13;8.277356809390755e-09;8.433406814959504e-10;3.698362338099944e-14;8.266207664734948e-10;4.52324456231866e-06;5.466655290942378e-07;8.414526883237616e-07;9.976079732758723e-10;7.705778290615811e-10;5.037275892339472e-06;5.769219360914351e-09;1.3593318685965177e-07;0.1606310547044039;0.1626443555417431;2.8642829641533158e-08;1.1092057473021347e-05;0.3232754110727678;;;;
RoW;SSP5-Base-2030;6cd89faa138a9fa1bd0b0f3e71fb602e;market for lightweight concrete block, polystyrene;lightweight concrete block, polystyrene;kilogram;0.3318796088406645;0.0006391584206929;0.0042311400076862;5.078467224762576e-09;4.366975367970714e-10;9.749988384623297e-14;3.569847012832617e-09;1.292434901508342e-11;2.8776510031215677e-12;5.871288275647283e-11;7.123034986736453e-11;2.113845851469057e-14;9.006746596539706e-11;2.6032833952930116e-10;4.324632354640141e-15;9.665983440511942e-11;1.182894230290462e-06;1.0268826692845113e-07;1.1643827178436065e-07;7.938424837426706e-11;4.0829911929023616e-11;4.657584089800637e-07;1.6753163092473654e-09;1.5895172084858818e-08;0.0879031389506167;0.0023860454842116;4.50280582772516e-09;1.8854690174543471e-06;0.0902891845314882;;;;
GLO;SSP5-Base-2030;8935626f595b071e997e105b20cc88ea;market for inductor, miniature radio frequency chip;inductor, miniature radio frequency chip;kilogram;22.67114945675904;0.5470673923894143;0.9616596289209628;3.1167496033955773e-06;9.16807727010343e-08;6.22742645436072e-12;2.2801028264657834e-07;9.037327262966069e-08;1.8062632688171858e-08;1.1672431256640829e-08;1.5125140067965006e-07;1.0188111126425714e-11;3.5516444476665205e-08;4.473896338128341e-08;4.64448320152396e-13;1.0380881895659346e-08;7.555382493126564e-05;3.2185762851698976e-05;0.0004533506854346;4.8246686789014077e-08;1.7670980180831112e-08;8.849181403380265e-05;2.91130077250261e-07;1.707078282718033e-06;4.646079618965495;1.6522339393352914;6.713226142187448e-07;0.0006516460615423;6.298313568681669;;;;
GLO;SSP5-Base-2030;5cbb6dacbf67a3f01efe5f8e91bfc123;market for cheese, from cow milk, fresh, unripened;cheese, from cow milk, fresh, unripened;kilogram;11.111702553962369;0.0480163604941939;0.0112293768127306;8.852069085750446e-08;1.7395754317725903e-08;1.0319537498021417e-12;3.7777357237446046e-08;4.3491267265454775e-10;6.722059363419964e-11;1.1392297342368686e-09;1.5317835569790512e-09;2.131969381275409e-11;5.361149842933919e-07;2.355383989575695e-09;2.5593808641517774e-13;5.720470787374662e-09;1.2529318550438726e-05;1.5350993732433355e-06;1.7012240178008937e-06;1.371536493441941e-09;3.795439952743145e-08;1.0237834604947778e-05;1.5914239104584792e-08;9.406996001113802e-07;0.4817246261953193;0.0611861177600141;5.968389642882613e-07;2.699932697376787e-05;0.5429107496758043;;;;
RoW;SSP5-Base-2030;c9820348d16044596fdc0481d548c3d2;market for wood preservative, creosote;wood preservative, creosote;kilogram;0.6246388051652456;0.0006821523578461;0.000820479243918;7.6991984616764e-09;9.573064261357659e-10;8.489845000969368e-14;3.1121230804520996e-09;5.354796984338929e-11;1.1229586683208508e-11;9.608112991223788e-11;8.905961359001543e-10;1.5032734488036816e-13;3.73663986114497e-10;1.4767264850970031e-09;2.2814284209237517e-15;5.0992194316127695e-11;1.030441410159473e-06;4.138851819792516e-07;5.120081002019888e-07;1.1260751697786538e-10;8.966898135200243e-11;2.5062349834776865e-06;7.3590690114725885e-09;8.385382704488482e-09;0.0956081846076722;0.0074372335526545;6.971509502722617e-09;4.4785154928876645e-06;0.1030454182113189;;;;
GLO;SSP5-Base-2030;65558068053a6b90002c0bd52fbb898c;market for cocoa bean;cocoa bean;kilogram;5.414089181576183;0.0024496497196227;0.0035818647747663;1.7726843156928388e-08;6.917925621397995e-09;1.6121423071756237e-12;5.900652743725905e-08;2.913363883417927e-10;5.425287436862345e-11;5.127178751174251e-10;1.0760147189073701e-09;4.4947171883073076e-11;2.452619600886651e-07;1.7280736508711131e-09;5.205027011096344e-13;1.1633753061735378e-08;1.9559181784875727e-05;4.825464808684515e-07;1.7889557313579286e-06;2.706425951610635e-10;2.18185492267972e-08;1.3827767091335408e-05;1.106342944354908e-08;1.9131059767183187e-06;0.1199772737576143;0.0127077458693525;3.128424493473607e-07;3.6924160476655016e-05;0.1326850312607199;;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
GLO;SSP5-Base-2030;0409a01e5c245a0dc2ae585a86d38efc;market for iron pellet;iron pellet;kilogram;0.0350101782162081;0.0001052862083334;0.0018988333825665;2.0072101571474995e-09;1.2767646762867415e-10;7.12438067685733e-15;2.608698752678852e-10;3.0904467001208598e-12;6.272529877155718e-13;5.098566404330842e-12;2.5618234444275265e-11;5.187772758183086e-15;1.418863746444233e-11;8.439190364672435e-11;4.855207917667814e-16;1.0851872594919042e-11;8.643833231023157e-08;1.648527596320512e-08;2.4834356347503906e-08;3.0755020727477696e-11;2.187114470437818e-11;3.228662348458223e-07;5.84782669325171e-10;1.7845300832634759e-09;0.0061182045225957;0.0119179963753344;5.215739752290763e-10;4.530460709579571e-07;0.0180362009087821;;;;
RoW;SSP5-Base-2030;f598011ad327f7382fcad4b120caeb36;market for anode, graphite, for Li-ion battery;anode, graphite, for Li-ion battery;kilogram;1.3457360569613268;0.0050977419448002;0.0054255838633549;1.714758135018428e-07;1.6014117148979038e-08;3.280373759511824e-13;1.2011914654754764e-08;1.0196515041717805e-10;2.1035382631148668e-11;2.0029264898811567e-10;1.1516966903512763e-09;2.98307678440977e-13;5.464272112537571e-10;2.1342522157435582e-09;1.2814709278481538e-14;2.864214978826435e-10;3.979991887688197e-06;6.859738497307375e-07;7.746031949463556e-07;2.6108918597148567e-09;4.362322416333915e-10;1.566854724920302e-05;1.4278034308204718e-08;4.7100422069484906e-08;0.6304689219960696;0.0122688024503745;3.2182332676818146e-08;2.1173539347575887e-05;0.6427377247328657;;;;
GLO;SSP5-Base-2030;73fa4f2bb18548be0e00c1de8cd6a10f;market for brazing solder, cadmium free;brazing solder, cadmium free;kilogram;6.3236762714333885;0.0281225140065855;0.032917905351032;1.944080708729412e-07;5.2788095442580846e-08;3.653965854657341e-13;1.3377582230096664e-08;1.5943394436449753e-08;3.1198733308248584e-09;2.4715147377708727e-08;1.8263588675912567e-08;8.621522703262312e-13;6.051426215474765e-09;5.314930077125016e-09;7.03035732287096e-14;1.5713547855886404e-09;4.433190357572397e-06;9.36418761776417e-06;8.403965931888422e-05;2.8876879990931203e-09;2.5714203697429276e-09;4.707629961454458e-05;3.665884321500612e-08;2.584005536220432e-07;0.3041811274245509;0.2749467853866707;1.3957527238595245e-07;0.000145213834836;0.5791279143825765;;;;
GLO;SSP5-Base-2030;c8d7ec0c8ddf1f114dfa10a5958b24f2;market for oat seed, Swiss integrated production, at farm;oat seed, Swiss integrated production, at farm;kilogram;0.2637921358930623;0.0002466306633801;0.000756791202372;2.868978643480953e-09;8.436628916988237e-10;4.2728164132581196e-14;1.5637187937766263e-09;1.1103587646665351e-11;2.199008042918697e-12;4.3218655274877616e-11;7.77910430553225e-11;5.624493159560998e-12;1.0583161786963425e-08;2.061920512691815e-10;1.7562842818495485e-15;3.925470049951046e-11;5.187476451447041e-07;6.673299991480223e-08;9.028279856065017e-08;4.4024693015706636e-11;5.435879719912548e-09;5.129340380863323e-07;1.4053344643959194e-09;6.455217137701461e-09;0.0295245238913242;0.0019253840217024;1.3336711530370937e-08;1.2020361761825388e-06;0.0314499079522813;;;;
GLO;SSP5-Base-2030;c9dcdb6b316c46facf0a1e0704bb26e6;market for sawnwood, softwood, raw;sawnwood, softwood, raw;cubic meter;43.93591362178786;0.0806515391721005;0.2745204086322608;7.422073587301001e-07;2.177873556207213e-08;2.942086880917209e-12;1.0772175202889533e-07;6.465779686738769e-10;1.6028342687549488e-10;6.366060348216305e-09;9.018094606959486e-09;3.060338554997637e-12;7.477363106448892e-06;2.530836624948162e-08;9.209369475767793e-14;2.0583856742138e-09;3.5694777891097295e-05;1.3778611255994374e-05;5.180976618192424e-06;1.1438272673205691e-08;7.173819776023112e-09;2.991617185667116e-05;1.6701450929261837e-07;3.384900740829701e-07;3.609992732391741;0.2285147516925998;7.64836420050585e-06;8.509304081324523e-05;3.8385074861427264;;;;
GLO;SSP5-Base-2030;8e596b319aaf5c68cea00d74bd18d908;market for magnesium-alloy, AZ91;magnesium-alloy, AZ91;kilogram;9.086622141552295;0.0241172248671798;0.0257959274866454;3.0708836063246924e-07;1.076743000053986e-08;1.9744117963762563e-12;7.231422822571963e-08;7.712253587497191e-10;1.5369024593340063e-10;7.598948907144396e-10;7.106802989483884e-09;1.2653337926466002e-12;2.8531964241032793e-09;7.887741116661103e-09;3.5291954560740616e-14;7.888102858070691e-10;2.3957423833316534e-05;5.130760296127584e-06;4.722802477528623e-06;4.831968409965735e-09;1.5140999872647794e-09;6.518004506887331e-05;4.9133269925346176e-08;1.2971546363983797e-07;1.063935585533094;0.0603970118397883;1.0261743754293628e-07;9.917621168397483e-05;1.1243325981616925;;;;
GLO;SSP5-Base-2030;3c065fa16d429db168add7f85ea7ea91;market for stirling heat and power co-generation unit, 3kW electrical, wood pellet, future;stirling heat and power co-generation unit, 3kW electrical, wood pellet, future;unit;1505.089873912148;7.351767523990417;2.983155616777592;5.195395174244088e-05;2.2562494023935878e-06;2.438912083004823e-10;8.929839198132017e-06;2.310933498729367e-07;4.6363728875435686e-08;3.905063654944177e-07;8.189504194393843e-07;1.5326905957485983e-10;5.187561321017463e-07;7.33486061936018e-07;8.665191472332569e-12;1.936756478052144e-07;0.0029589661634519;0.00497988467204;0.0012100408040008;8.124990871673558e-07;3.161099072891896e-07;0.0028385822679479;4.897760151754681e-06;3.1848882935261305e-05;165.0576833577337;71.03986373185658;1.3925575770160104e-05;0.0120253244925938;236.09754728326595;;;;
World;SSP5-Base-2030;f6511896abb8457abaafcc306a083db6;market for cement, CEM II/B;cement, CEM II/B;kilogram;0.1805396153264815;0.0001715029126485;0.0003314007200932;2.122868609163377e-09;2.1045335893400147e-10;5.649860319235214e-14;2.0681866823053674e-09;7.734366863808463e-12;1.720710896359936e-12;3.4511735374855137e-11;4.008799931824507e-11;1.0473359351615588e-14;4.7377219381733486e-11;1.2135553787187203e-10;8.594567472713113e-16;1.920971311710965e-11;6.854020449947517e-07;4.155930356470156e-08;7.41704118090707e-08;3.3531023122337107e-11;2.278891677411693e-11;2.3099637488826947e-07;8.286591259390495e-10;3.1589304655487354e-09;0.0204901623290588;0.0014723619348818;2.5314943896489357e-09;1.0361717205852077e-06;0.0219625242831503;;;;
GLO;SSP5-Base-2030;9b188829b991ffe2fbc5d57a7d1f0cbc;market for methacrylic acid;methacrylic acid;kilogram;7.717422393009031;0.0030784611409913;0.0132366108829049;8.14512798236961e-08;5.249341655843642e-09;4.480906493016128e-13;1.6410769679546042e-08;2.9703316603384393e-10;5.972528866177025e-11;6.20983149255989e-10;9.725580915505806e-10;1.4567127113139833e-12;5.901405270891989e-10;1.1741507155435963e-09;5.784938971781955e-14;1.2929913971905598e-09;5.436877378716866e-06;1.0090458476111154e-06;1.851376587966672e-06;1.2594237886269911e-09;3.6739021225881903e-10;4.900202256951656e-06;7.662819872306391e-09;2.1262524283299893e-07;0.6860990194147828;0.0167501562273664;2.5376653851977934e-08;1.341941344666023e-05;0.7028491769351406;;;;
GLO;SSP5-Base-2030;e276f74c3c90e06b42ac4b8b48bed00f;market for electric connector, wire clamp;electric connector, wire clamp;kilogram;27.60756911195011;0.0410296262880862;0.0232709743372751;3.7905084885711153e-07;6.442532081447241e-08;8.820817238749622e-13;3.229574526895153e-08;1.7956780033519227e-08;3.4980897356746316e-09;2.7597499841029508e-08;2.247782479920788e-08;1.3590740259619388e-12;9.988052276098952e-09;6.859075952851648e-09;9.074314068820493e-14;2.0281994475001344e-09;1.070186325285608e-05;1.1595830120627594e-05;8.814422571424466e-05;5.761221397096518e-09;3.623872414521372e-09;5.816497545036848e-05;4.695645608145543e-08;3.335261170147706e-07;0.7858313077672296;0.3342700365313689;1.851006310184581e-07;0.0001689967331217;1.120101346326798;;;;
GLO;SSP5-Base-2030;e229ace9c0c670aef7c1998446d5c3ca;market for ethylene glycol;ethylene glycol;kilogram;0.7167313591966472;0.0006717459787866;0.0053911266651752;3.1021982192465366e-08;8.806971408656706e-10;1.477119265215727e-13;5.409494105755063e-09;5.5322119532229595e-11;1.1149804361798534e-11;1.0126046120930631e-10;3.1735566515884603e-10;5.3745243998163787e-14;1.7340208505917916e-10;4.299928681280664e-10;1.0361132609028552e-14;2.3158161899325646e-10;1.792221948179142e-06;3.079342751853571e-07;3.487689596864067e-07;4.874215784639626e-10;1.2490194632811388e-10;9.167690457837716e-07;2.8128105029955156e-09;3.8082309040176274e-08;0.3836130419022756;0.0042797174171367;7.378884182688631e-09;3.407201101742066e-06;0.3878927595509939;;;;
GLO;SSP5-Base-2030;38bbfade3be4cc098b4ff32fc4984b34;market for ethane;ethane;kilogram;0.5255574467886106;0.0006839044613981;0.0034637373777936;1.045716963174506e-08;5.531138459078636e-10;8.077079936896291e-14;2.959641402986559e-09;3.1872876741220864e-11;6.576335401397247e-12;7.761454841663497e-11;1.4113746703880047e-10;2.6276133858649503e-14;1.1870474293473503e-10;3.6726089745141916e-10;1.576113959584027e-15;3.522771459949134e-11;9.802056463463576e-07;2.713228269144579e-07;1.9174556764646213e-07;1.6178410894958696e-10;1.1088160027503809e-10;6.070672337601859e-07;2.19721126772487e-09;5.793001707082909e-09;0.4625734823255769;0.0059774995657656;4.256012117146335e-09;2.0585980039566218e-06;0.4685509819265702;;;;
GLO;SSP5-Base-2030;4772963a051cef17d7ca63c64215cdf3;market for potassium chloride sludge;potassium chloride sludge;kilogram;0.0030177252158541;1.353058562798852e-06;2.328855760533133e-06;5.240254831872107e-12;2.973894571100052e-13;5.665322969628342e-17;2.074318706008289e-12;2.500341531286817e-14;8.601448239348635e-15;7.142136327528652e-13;5.916801370834948e-14;3.479058774539586e-17;3.637680542772689e-13;2.0885694565520938e-13;9.615579999987896e-19;2.1491777665464654e-14;6.873596511489217e-10;1.7685923383250028e-10;2.5623613027405627e-10;7.968345573680329e-14;1.7228773130149706e-13;5.580424379954407e-10;1.3417157819339625e-12;3.534203286241022e-12;9.281090548755096e-05;4.2789400031758815e-06;3.751411279147923e-12;1.6836250953754766e-09;9.70898455122186e-05;;;;
RoW;SSP5-Base-2030;62d4e435f554a40fa08796b24ee07441;market for NCA hydroxide;NCA hydroxide;kilogram;109.45109949237164;0.9213132631505144;2.32252250661739;2.4007877264792823e-06;3.6164829328999225e-08;1.3140091083391233e-12;4.81072225328875e-08;2.074463129854862e-09;4.2954397390769024e-10;8.646738948296024e-09;4.440513902079129e-09;6.206245478548117e-12;3.2138971447939636e-09;4.283014183524874e-09;1.7521848573889549e-12;3.916307428552903e-08;1.5941384152437364e-05;5.156880435707788e-06;1.829887148271332e-05;3.2919740471085125e-08;6.356866630802342e-09;3.2569334377139874e-05;2.8460605162380778e-08;6.440149716495101e-06;1.740809706575266;1.2000091119020149;1.0736931638454205e-07;7.847429854601688e-05;2.9408188576403544;;;;
GLO;SSP5-Base-2030;af38e390f07a4dd5d236623f00186852;market for blast oxygen furnace converter;blast oxygen furnace converter;unit;2498965638.9139;802669.3385426514;1393959.4159925107;2.1297674376486784;0.2405520643262181;1.701630687733354e-05;0.6230108635733678;0.0185487677496996;0.0038077886340112;0.0353917585454323;0.048195592113943;2.8109055569979622e-05;0.3819604282309805;0.0741937632266329;9.412948777103686e-07;0.021038876728619;206.4481973740092;312.0522933631972;115.6981885416397;0.0328890812176122;0.0217032193457213;232.8705040957404;0.4934748959641963;3.459726246497884;12562952.704821607;7116153.382910015;1.4257041469085032;871.0760066737782;19679106.108770497;;;;
