;location;database;code;name;reference product;unit;Coke;Incineration (kg);Vanadium;Holmium;Coal(brown);Palladium;Openburning (kg);Gadolinium;Petroleum;Titanium;Bauxite;Uranium;Cobalt;Copper;Fluorspar;Indium;Landfill (m3);Tungsten;Platinum;Radioactive (m3);Sand;Rhodium;Tin;Vegetable oil;Carbondioxide (kg);ecosystem quality;Phosphate rock;Helium;Tantalum;Nickel;Scandium;Cadmium;Graphite;Tellurium;Zirconium;Chromium;Silver;Europium;Hazardous (m3);human health;Lithium;Hazardous (kg);Beryllium;Dysprosium;Rare earth;Strontium;Cerium;Zinc;Coal(black);Hydrogen;Landfill (kg);Recycling (kg);Borates;Cement;Gallium;Erbium;Gold;Latex;natural resources;Lead;Natural gas;Magnesium;Antimony;Aluminium;Digestion (kg);Incineration (m3);Selenium;Digestion (m3);Composting (kg);Silicon;parameters full;log parameters;emptied
2d61fad5617b6a30bdf52dfaeb219a43;GLO;SSP1-PkBudg500-2020;2d61fad5617b6a30bdf52dfaeb219a43;market for hydraulic fracturing fluid;hydraulic fracturing fluid;cubic meter;2.3799291273356022;0.0783738692493833;0.0;0.0;0.3240675229460054;1.2250303503885403e-08;0.004604313216907988;0.0;2.133825167021644;0.013953580469924046;0.06537762331765233;4.1002818661109014e-05;8.078403865865736e-06;0.03287840505106848;0.027959452197923798;1.0373188450408902e-05;3.582744879904921e-10;0.0;0.00113205295821518;2.463192173255076e-07;262.4850466914685;3.6302989972865223e-12;0.0009163446438278993;4.972047770779169e-05;0.00010923039741619268;1.0801331012424935e-07;0.05727944077604635;3.4968396317305308e-06;6.105614455237208e-06;-0.11482809938791844;0.0;2.0319612940348643e-08;2.0546416555816265e-05;1.4058611397464699e-08;6.728990151230801e-06;3.4889889955798215e-05;1.934810891388766e-05;0.0;2.463192173255076e-07;4.604000643568512e-05;6.851586889305991e-05;0.040297167279940836;0.0;0.0;0.0005050796067179612;3.973448488493959e-06;1.848134339145248e-12;0.015335581251564022;3.0469418426013757;0.01706847092582947;7.505799990403849;0.3318002783406365;0.20712122982921172;0.2335115263742779;7.367400358331861e-10;0.0;4.267334197555717e-07;4.23454028686093e-06;2.308862060459883;0.0032184967205623484;1.9190331137143257;0.001068424306125479;-1.1254410899145064e-07;0.07225109932798564;0.00016874277418884518;3.224470592115904e-09;3.5284071962784315e-12;0.0;0.00025013290677576707;0.0002721890453353987;;;
428c569a472d36034de8770c3fc98358;RoW;SSP1-PkBudg500-2020;428c569a472d36034de8770c3fc98358;market for white lined chipboard carton;white lined chipboard carton;kilogram;0.11166511517322013;0.07370713791174147;0.0;0.0;0.029907254896629765;5.586902878834663e-10;0.01605450856210262;0.0;0.0469825466283163;0.0024919430249065143;0.010601913062086457;4.419606514545901e-06;2.9240410316906974e-07;0.0011158059753982237;7.832348509124055e-05;1.2277381582652522e-06;3.8480323367600646e-11;0.0;2.8529379722763755e-05;2.659515633327884e-08;0.03171035686169666;7.798104465823371e-14;4.1863660439489287e-05;1.209495285567146e-05;3.1057434955649893e-06;6.5806775545808014e-09;0.0007434941288466417;1.3106352484026498e-07;3.5805511292350723e-07;-0.0065159897778548324;0.0;3.133234697202189e-09;2.555888942908767e-06;2.173816357857708e-09;1.7755224320511703e-07;3.2402861158816593e-07;5.470890593912525e-07;0.0;2.659515633327884e-08;2.7592054880189238e-06;1.8481036784278899e-06;0.0015791976584808767;0.0;0.0;2.2984588463354823e-06;9.635858448886379e-08;4.8737893517173514e-14;0.0003562344873492883;0.2153244041765277;0.00021954217253071978;0.2870598968244195;0.022166257270767018;1.8829328486692201e-06;0.012167496913676674;8.740274802757977e-11;0.0;1.63420500923254e-08;0.014648178118183683;0.1259447156133708;6.678570311613528e-05;0.40021472437330635;5.011476184321318e-05;-2.6680588909278582e-09;0.006908026718065407;0.0005831908243044139;3.4632293181096257e-10;5.9937467401458705e-15;0.0;0.003132738410939259;3.2467064165271464e-05;;;
d96eca0d773b6b762e86cdf671ef762c;GLO;SSP1-PkBudg500-2020;d96eca0d773b6b762e86cdf671ef762c;market for iron-nickel-chromium alloy;iron-nickel-chromium alloy;kilogram;5.944452124667137;0.026272645389842877;0.0;0.0;0.23960971910254747;1.606680068406712e-09;0.0018099003056125398;0.0;0.5000861564433321;0.0029594865783621424;0.10123519942922284;7.324024893740401e-05;1.1588800018160172e-06;0.01186350246780601;0.005956453135879593;5.247766533150028e-06;7.813437269921583e-10;0.0;0.04051508715859154;5.950785897204379e-07;2.0597261342023225;4.990820865619919e-12;0.004370480782692552;1.0098193184437686e-05;1.5421434523881158e-05;1.4866960019986854e-07;0.007864748996619727;1.2625413088280724e-06;9.344869956574835e-07;-1.4997263713192497;0.0;1.0068940650997855e-08;8.318606099328875e-06;5.8483228100935895e-09;6.783686219180899e-07;1.984863898490119e-06;2.044077558256705e-06;0.0;5.950785897204379e-07;0.00013613396911162852;7.64424532009271e-06;0.017148560184080258;0.0;0.0;0.00011717426299183647;1.921672676642126e-06;2.5209783439089654e-13;0.005510816970831596;1.5179234765185707;0.0037217617235750676;5.932478545276007;0.5876855575361887;7.160279291781722e-05;0.352924649343412;3.7353620589478834e-10;0.0;4.2365070529569874e-08;1.321051681265037e-05;0.9807234028989185;0.0011342996301814485;1.125046853935704;0.018319558574059303;-5.3590035290259503e-08;0.024625045918048413;4.639958817380325e-05;7.032093979539265e-09;5.801652532687032e-14;0.0;6.871200364075205e-05;0.00011050758184194865;;;
2c48398c3ba5c2c6c9d487001970410e;GLO;SSP1-PkBudg500-2020;2c48398c3ba5c2c6c9d487001970410e;market for stone wool factory;stone wool factory;unit;98504340.0387195;4498088.880609365;0.0;0.0;2289357.48319004;0.01658372120996848;941870.5580233209;0.0;4800691.864171723;8785.351545751024;6447881.684933416;264.7547019132172;29.63552115223035;5216167.98753288;16137.438902824235;73.2395364324049;0.002348692228119122;0.0;4514.933770632792;1.6253624564605813;29845069.313211277;7.18981851302166e-06;48338.86421357068;2509.5124006669503;192.55247039080052;0.7931580830985755;50775.7532734415;2.9809108482619218;13.007476936181263;-4808112.313809969;0.0;0.09353333223416933;2139.4120077298467;0.06398034683010359;12.22815393139039;116.29184646857391;35.80813947827739;0.0;1.6253624564605813;650.7818908641375;111.55457227740499;516030.90773472504;0.0;0.0;1029.8965448697847;37.55484105966757;3.028734447001501e-06;148891.1151125802;14943800.911350505;5093.155979892648;111232567.47828701;60023965.48315297;124.61379017304832;24423798.78966353;0.005213781439388826;0.0;0.3439282974298454;163.06726310217996;7167258.279033488;14240.014641536525;5899542.9171259785;48943.47114985364;-0.9102018671241898;5824282.959470119;1279.4992931298075;0.021138231365506185;5.6174902329085124e-06;0.0;1901.8281797285704;21116.054625444343;;;
2f630420c9f3bcd25d7b8b32bc2c8b42;RoW;SSP1-PkBudg500-2020;2f630420c9f3bcd25d7b8b32bc2c8b42;market for chlorodifluoromethane;chlorodifluoromethane;kilogram;0.4765224068422005;0.030319856892758762;0.0;0.0;0.14138818891466334;8.558649349253866e-09;0.0019406201891309191;0.0;0.1130742642867585;0.0002902706293990466;0.01823831307258789;2.1203361652780253e-05;3.4235885015779225e-07;0.028718563255844078;1.1215419855736615;5.820433488040974e-06;1.8559973317717136e-10;0.0;7.225449525650435e-05;1.2963226509275115e-07;0.17810636167479654;1.699029636220684e-13;0.00023276542351508516;1.0915264932888766e-05;6.4905965444847505e-06;2.169758156135725e-07;0.0007831376298503641;2.5008506272559096e-06;4.208692441812376e-06;-0.0559460647279877;0.0;1.4014374303843115e-08;7.0918659511711604e-06;9.7118833642385e-09;3.452793358678822e-07;1.956329845333713e-06;1.6220382178608548e-06;0.0;1.2963226509275115e-07;8.157994007247201e-05;1.2299591478397926e-05;0.01570290520238425;0.0;0.0;0.019146322130126053;7.327915789864853e-06;9.203485092299587e-14;0.01985975902611453;0.7141136021854344;0.00031940046315820733;0.7389773820418483;0.148337772967952;1.5466262807560305e-05;0.08479819506784789;4.145241510156731e-10;0.0;3.001905119294155e-07;1.7944453964722415e-06;3.449818034598325;0.0041834233790713675;1.4980702757781517;0.0006569965568266048;-2.0525651573695068e-07;0.016407010641153297;8.567509271218474e-06;1.6703977023064776e-09;4.893441568992489e-14;0.0;1.2712542516369556e-05;0.00010547229787410105;;;
346503ada1b3a9692c801742198d53a8;GLO;SSP1-PkBudg500-2020;346503ada1b3a9692c801742198d53a8;market for flux, for wave soldering;flux, for wave soldering;kilogram;0.18641687588380867;0.03674199277446734;0.0;0.0;0.05719302030401011;2.6826543955259304e-09;0.0016900570988089543;0.0;0.08685349578579293;0.0004077168048806798;0.006253730707396972;6.244179918259511e-06;2.517877482463822e-07;0.005913490600538735;0.0007958003584292933;1.6806653401022666e-06;5.4931312662016057e-11;0.0;4.3607975398626246e-05;3.74276761268127e-08;0.04517949060363964;8.822804593192792e-14;7.0006506713546e-05;3.094851615486106e-06;3.6763293308102126e-06;1.1770624027443804e-08;0.0007624506385790661;8.058665577131792e-07;1.2618127907847952e-06;-0.016335341919059377;0.0;2.8429347380876302e-09;2.2440158646991266e-06;1.9626462297328e-09;2.252642200824729e-07;1.1121425576303467e-06;8.165548726614725e-07;0.0;3.74276761268127e-08;5.7271721039147635e-06;2.0976929511407754e-06;0.030004664784204674;0.0;0.0;1.7961637354296666e-05;7.387424056555542e-07;5.6769098163969194e-14;0.002250352397051276;0.24328184874432696;6.390044657535731e-05;0.33893103399881463;0.04398247689460209;3.732194682207712e-06;0.03140510234966221;1.1965866288098705e-10;0.0;9.638039418215868e-08;4.6212460969642223e-07;0.5693977815174509;0.00038171135385030135;0.19654018104012533;9.523992615178272e-05;-2.0805163150498414e-08;0.005926148110177635;4.540345930175053e-06;4.943818446534081e-10;8.011022191234541e-14;0.0;6.731202727185859e-06;3.1671890753060324e-05;;;
2f890c11604dc1b16ea8cd5e455bf8c8;GLO;SSP1-PkBudg500-2020;2f890c11604dc1b16ea8cd5e455bf8c8;market for battery, NaCl;battery, NaCl;kilogram;4.7400952550156354;0.2884609268837895;0.0;0.0;0.9001413500844968;3.437782781038677e-08;0.007323908608889352;0.0;0.4481808722305184;0.001978599171453724;0.34374538066609645;7.061055751572154e-05;1.3724720386482195e-06;0.21472133009473082;0.003943716073863125;7.984774172539677e-06;6.977396863771625e-10;0.0;0.02258037057601977;5.121797920978343e-07;1.289180337779654;2.882559030788235e-12;0.0017181463095108475;1.1565844445338428e-05;2.8080180909875997e-05;1.1212758489262735e-07;0.0070631747648429955;0.00014944806618978499;1.5147244497720163e-05;-1.1787693729553452;0.0;9.546682865076488e-09;0.00038842282130302654;5.939836376770095e-09;6.15808283719857e-07;9.45810752300112e-06;4.035990007254318e-06;0.0;5.121797920978343e-07;9.394193297559792e-05;6.437865959422873e-06;0.12066735643471616;0.0;0.0;0.00010674708924670482;3.005828446283896e-06;2.0041170683636526e-13;0.009160096572726126;1.2410541163798852;0.0022115690993877828;3.9916338632159944;0.5116007724224784;8.455598587859537e-05;0.27498946161102694;5.685766670030427e-10;0.0;1.270837985678267e-06;1.761858519225275e-05;0.8775683485284674;0.0018317185415370361;0.946337993612459;0.005890122101373421;-7.978323401778586e-08;0.23444833705460968;5.1757028870763906e-05;6.279657567286903e-09;1.2330758055730815e-13;0.0;7.666637326860323e-05;0.0451727563723283;;;
df051e2658302b5b757df5de533845a2;GLO;SSP1-PkBudg500-2020;df051e2658302b5b757df5de533845a2;market for blower and heat exchange unit, Avent E 97;blower and heat exchange unit, Avent E 97;unit;174.0076982189639;2.2363715098843637;0.0;0.0;11.598307035826558;9.595596258426005e-07;0.12004926316591794;0.0;19.66931754898505;0.06218488833091405;89.71776080807109;0.0016433572591303294;2.6427540779252504e-05;2.581939555501066;0.04362619004039138;0.00047808036324084114;1.4211276512122039e-08;0.0;0.004964010618787531;9.800074656305881e-06;9.22356308331885;6.1286063103667484e-12;0.053265206683001526;0.000852132436429755;0.00032595741242137167;1.875426716978584e-06;0.07885997674844383;0.00028810017599290526;0.0004532423895002537;-3.026694211570421;0.0;5.186734264695794e-07;0.02885823540734495;3.547934310178775e-07;1.5462679276834327e-05;0.00020763889267166056;0.00011525558092959633;0.0;9.800074656305881e-06;0.0013172551183260061;0.0001435760384994753;1.2744480327456915;0.0;0.0;0.002007172946258235;0.0013893204984028644;3.911070957179226e-12;6.66236018880071;77.00571241910569;0.030000357775873857;48.519123290269825;11.466772520364293;0.0014336156172364012;7.620768304942722;3.405268068829441e-08;0.0;3.438086699004649e-05;0.00014472675963124072;21.983122874198806;0.03935542912858096;23.181366392117763;0.03243349395678703;-3.994687972452165e-05;81.20400511473012;0.0007910532537315925;1.279014965502681e-07;3.8451855637059614e-12;0.0;0.001174569294964197;0.2915262481122859;;;
6f9e8e79e0025011427a5d3b01e0c80a;GLO;SSP1-PkBudg500-2020;6f9e8e79e0025011427a5d3b01e0c80a;market for krypton, gaseous;krypton, gaseous;kilogram;4.487084221478407;0.07695154344728;0.0;0.0;9.301349237851543;5.132296637177498e-08;0.0067596842416744575;0.0;1.362380626428886;0.00327709933843428;0.10113309400341085;0.0015685287422447288;3.1584742281162028e-06;0.05888883452256967;0.002838496324477318;0.00039791600680302044;1.3590428131707031e-08;0.0;0.0003000904407642218;9.250982700375861e-06;1.0082162278312896;1.9982862760604487e-13;0.001661519178261074;0.0001872535681661283;7.901459651651216e-05;5.453864115727133e-07;0.005542600151779764;4.2677402460893166e-06;5.4876037602590605e-05;-0.19656731664400637;0.0;7.686854915905018e-07;0.00011146772961438006;5.31960808116671e-07;9.023024067012981e-07;5.120229133171824e-05;1.4363839244776121e-05;0.0;9.250982700375861e-06;0.0002477052841381175;8.356563192727835e-06;0.04100685011746179;0.0;0.0;8.370317462871284e-05;1.8263133801660039e-06;2.322096074311516e-13;0.005635869515197608;35.136436314115414;0.000614372592621122;6.658953441460632;1.1729921586464853;0.00017321072643637465;0.43714183921947103;2.8346371745811223e-08;0.0;6.187691075804345e-07;2.351348444776019e-05;4.908117518060336;0.0007409203697700899;7.674605917525555;0.0017730736974644037;-4.953855128891901e-08;0.09952116234738496;7.5729068464624e-05;1.2231386077960697e-07;1.109790213781681e-13;0.0;0.00011268547921203572;0.003384614564399517;;;
f8229498ca1b36c8079d2364e35667cb;GLO;SSP1-PkBudg500-2020;f8229498ca1b36c8079d2364e35667cb;market for nitrate salts, for solar power application;nitrate salts, for solar power application;kilogram;0.25368315504092853;0.15659073253800732;0.0;0.0;0.004964349522981738;6.558351389126298e-11;0.00018858624248123954;0.0;0.030607264462227488;0.0002825220040468616;0.0009252912359398472;6.495798380929816e-07;7.927593505916769e-08;0.0005317549152037719;0.0013496213572947305;2.3214144772201305e-07;5.898066190290823e-12;0.0;2.5713141042945707e-05;4.078219960370289e-09;0.02204539346589124;4.479678650813114e-14;8.598410636694007e-05;4.6310020701187807e-07;1.105826969062508e-06;3.6862733002354e-09;8.780656638968593e-05;1.559056867552941e-08;4.314743590439987e-08;-0.0077199341599932395;0.0;3.1840601139611347e-10;3.000626062035526e-06;2.1901865505679698e-10;6.13537783466818e-08;1.815178418825548e-07;1.7508952391994277e-07;0.0;4.078219960370289e-09;1.2805579476450275e-06;1.5070561842315646e-06;0.15388680399484328;0.0;0.0;2.499135638028648e-05;2.142296775658133e-08;1.7540523203767376e-14;7.719243341658145e-05;0.060084739870018146;1.8330791645077693e-05;4.82921229331912;0.024240158040071087;1.7556616525100104e-06;0.018190741589140406;1.6516146013316874e-11;0.0;1.883233654013401e-09;2.404092353377366e-07;0.07771966382967249;2.701892004690737e-05;0.08478412031053277;0.0034131506191195315;-5.718140441068534e-10;0.000794051319050577;1.0754761110820864e-06;5.308259900841879e-11;4.406248968903647e-15;0.0;1.5990661608827495e-06;0.00032715202855449307;;;
