;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
c8d7ec0c8ddf1f114dfa10a5958b24f2;GLO;SSP5-Base-2030;c8d7ec0c8ddf1f114dfa10a5958b24f2;market for oat seed, Swiss integrated production, at farm;oat seed, Swiss integrated production, at farm;kilogram;0.2637921358930623;0.0002466306633801447;0.0007567912023720419;2.868978643480953e-09;8.436628916988238e-10;4.2728164132581196e-14;1.5637187937766265e-09;1.1103587646665353e-11;2.1990080429186966e-12;4.321865527487762e-11;7.77910430553225e-11;5.624493159560998e-12;1.0583161786963425e-08;2.061920512691815e-10;1.7562842818495485e-15;3.925470049951046e-11;5.187476451447041e-07;6.673299991480223e-08;9.028279856065017e-08;4.402469301570664e-11;5.435879719912548e-09;5.129340380863323e-07;1.4053344643959196e-09;6.455217137701461e-09;0.02952452389132422;0.001925384021702455;1.3336711530370937e-08;1.2020361761825388e-06;0.03144990795228137;;;
c9dcdb6b316c46facf0a1e0704bb26e6;GLO;SSP5-Base-2030;c9dcdb6b316c46facf0a1e0704bb26e6;market for sawnwood, softwood, raw;sawnwood, softwood, raw;cubic meter;43.93591362178786;0.08065153917210058;0.27452040863226085;7.422073587301001e-07;2.1778735562072126e-08;2.942086880917209e-12;1.0772175202889533e-07;6.465779686738769e-10;1.602834268754949e-10;6.366060348216305e-09;9.018094606959486e-09;3.060338554997637e-12;7.477363106448892e-06;2.530836624948162e-08;9.209369475767791e-14;2.0583856742138002e-09;3.5694777891097295e-05;1.3778611255994374e-05;5.1809766181924236e-06;1.143827267320569e-08;7.173819776023112e-09;2.9916171856671156e-05;1.6701450929261834e-07;3.3849007408297007e-07;3.609992732391741;0.22851475169259988;7.64836420050585e-06;8.509304081324523e-05;3.8385074861427264;;;
8e596b319aaf5c68cea00d74bd18d908;GLO;SSP5-Base-2030;8e596b319aaf5c68cea00d74bd18d908;market for magnesium-alloy, AZ91;magnesium-alloy, AZ91;kilogram;9.086622141552297;0.024117224867179887;0.025795927486645488;3.0708836063246924e-07;1.0767430000539859e-08;1.9744117963762563e-12;7.231422822571962e-08;7.712253587497192e-10;1.5369024593340065e-10;7.598948907144397e-10;7.1068029894838846e-09;1.2653337926466002e-12;2.8531964241032793e-09;7.887741116661103e-09;3.5291954560740616e-14;7.888102858070691e-10;2.3957423833316538e-05;5.130760296127584e-06;4.722802477528623e-06;4.831968409965735e-09;1.5140999872647796e-09;6.518004506887331e-05;4.913326992534617e-08;1.2971546363983797e-07;1.0639355855330939;0.06039701183978832;1.0261743754293627e-07;9.917621168397485e-05;1.1243325981616925;;;
3c065fa16d429db168add7f85ea7ea91;GLO;SSP5-Base-2030;3c065fa16d429db168add7f85ea7ea91;market for stirling heat and power co-generation unit, 3kW electrical, wood pellet, future;stirling heat and power co-generation unit, 3kW electrical, wood pellet, future;unit;1505.089873912148;7.351767523990417;2.9831556167775917;5.1953951742440875e-05;2.2562494023935874e-06;2.438912083004823e-10;8.929839198132017e-06;2.3109334987293668e-07;4.6363728875435686e-08;3.9050636549441765e-07;8.189504194393843e-07;1.5326905957485983e-10;5.187561321017463e-07;7.33486061936018e-07;8.665191472332569e-12;1.9367564780521436e-07;0.002958966163451955;0.004979884672040027;0.001210040804000808;8.124990871673558e-07;3.161099072891896e-07;0.0028385822679479556;4.897760151754681e-06;3.1848882935261305e-05;165.0576833577337;71.03986373185658;1.3925575770160104e-05;0.01202532449259385;236.09754728326595;;;
f6511896abb8457abaafcc306a083db6;World;SSP5-Base-2030;f6511896abb8457abaafcc306a083db6;market for cement, CEM II/B;cement, CEM II/B;kilogram;0.18053961532648155;0.0001715029126485096;0.00033140072009322564;2.1228686091633775e-09;2.1045335893400147e-10;5.649860319235214e-14;2.0681866823053674e-09;7.734366863808463e-12;1.720710896359936e-12;3.4511735374855137e-11;4.008799931824507e-11;1.0473359351615588e-14;4.7377219381733486e-11;1.2135553787187203e-10;8.594567472713112e-16;1.9209713117109646e-11;6.854020449947517e-07;4.155930356470156e-08;7.41704118090707e-08;3.3531023122337107e-11;2.2788916774116932e-11;2.3099637488826944e-07;8.286591259390496e-10;3.1589304655487354e-09;0.020490162329058856;0.0014723619348818177;2.5314943896489357e-09;1.0361717205852075e-06;0.021962524283150386;;;
9b188829b991ffe2fbc5d57a7d1f0cbc;GLO;SSP5-Base-2030;9b188829b991ffe2fbc5d57a7d1f0cbc;market for methacrylic acid;methacrylic acid;kilogram;7.7174223930090315;0.003078461140991349;0.013236610882904913;8.145127982369609e-08;5.249341655843642e-09;4.480906493016128e-13;1.6410769679546042e-08;2.9703316603384393e-10;5.972528866177025e-11;6.20983149255989e-10;9.725580915505808e-10;1.4567127113139833e-12;5.901405270891989e-10;1.1741507155435963e-09;5.784938971781955e-14;1.2929913971905598e-09;5.436877378716866e-06;1.0090458476111154e-06;1.8513765879666718e-06;1.2594237886269913e-09;3.6739021225881903e-10;4.900202256951656e-06;7.662819872306391e-09;2.1262524283299895e-07;0.6860990194147828;0.016750156227366458;2.5376653851977934e-08;1.341941344666023e-05;0.7028491769351406;;;
e276f74c3c90e06b42ac4b8b48bed00f;GLO;SSP5-Base-2030;e276f74c3c90e06b42ac4b8b48bed00f;market for electric connector, wire clamp;electric connector, wire clamp;kilogram;27.60756911195011;0.041029626288086235;0.023270974337275135;3.7905084885711153e-07;6.442532081447241e-08;8.820817238749621e-13;3.229574526895153e-08;1.7956780033519227e-08;3.4980897356746316e-09;2.7597499841029508e-08;2.2477824799207877e-08;1.3590740259619388e-12;9.988052276098952e-09;6.859075952851648e-09;9.074314068820491e-14;2.0281994475001344e-09;1.0701863252856081e-05;1.1595830120627594e-05;8.814422571424466e-05;5.761221397096518e-09;3.623872414521372e-09;5.8164975450368476e-05;4.6956456081455426e-08;3.335261170147706e-07;0.7858313077672296;0.33427003653136894;1.8510063101845811e-07;0.00016899673312176586;1.120101346326798;;;
e229ace9c0c670aef7c1998446d5c3ca;GLO;SSP5-Base-2030;e229ace9c0c670aef7c1998446d5c3ca;market for ethylene glycol;ethylene glycol;kilogram;0.7167313591966472;0.0006717459787866472;0.005391126665175238;3.1021982192465366e-08;8.806971408656707e-10;1.477119265215727e-13;5.409494105755063e-09;5.53221195322296e-11;1.1149804361798534e-11;1.0126046120930631e-10;3.1735566515884603e-10;5.374524399816378e-14;1.7340208505917916e-10;4.2999286812806644e-10;1.0361132609028552e-14;2.3158161899325646e-10;1.7922219481791421e-06;3.079342751853571e-07;3.487689596864067e-07;4.874215784639626e-10;1.2490194632811388e-10;9.167690457837717e-07;2.8128105029955156e-09;3.8082309040176274e-08;0.3836130419022756;0.00427971741713671;7.37888418268863e-09;3.407201101742066e-06;0.3878927595509939;;;
38bbfade3be4cc098b4ff32fc4984b34;GLO;SSP5-Base-2030;38bbfade3be4cc098b4ff32fc4984b34;market for ethane;ethane;kilogram;0.5255574467886106;0.0006839044613981105;0.003463737377793673;1.0457169631745061e-08;5.531138459078637e-10;8.077079936896291e-14;2.959641402986559e-09;3.1872876741220864e-11;6.576335401397247e-12;7.761454841663498e-11;1.4113746703880047e-10;2.6276133858649503e-14;1.1870474293473505e-10;3.6726089745141916e-10;1.5761139595840267e-15;3.522771459949134e-11;9.802056463463576e-07;2.7132282691445783e-07;1.9174556764646213e-07;1.6178410894958696e-10;1.108816002750381e-10;6.070672337601859e-07;2.1972112677248705e-09;5.793001707082909e-09;0.4625734823255769;0.005977499565765626;4.256012117146335e-09;2.0585980039566218e-06;0.4685509819265702;;;
4772963a051cef17d7ca63c64215cdf3;GLO;SSP5-Base-2030;4772963a051cef17d7ca63c64215cdf3;market for potassium chloride sludge;potassium chloride sludge;kilogram;0.003017725215854131;1.3530585627988519e-06;2.328855760533133e-06;5.240254831872107e-12;2.973894571100052e-13;5.665322969628342e-17;2.0743187060082886e-12;2.5003415312868172e-14;8.601448239348635e-15;7.142136327528652e-13;5.916801370834948e-14;3.479058774539586e-17;3.637680542772689e-13;2.0885694565520938e-13;9.615579999987896e-19;2.1491777665464658e-14;6.873596511489218e-10;1.7685923383250028e-10;2.562361302740563e-10;7.968345573680328e-14;1.7228773130149704e-13;5.580424379954407e-10;1.3417157819339623e-12;3.534203286241022e-12;9.281090548755095e-05;4.2789400031758815e-06;3.751411279147923e-12;1.6836250953754768e-09;9.708984551221861e-05;;;
62d4e435f554a40fa08796b24ee07441;RoW;SSP5-Base-2030;62d4e435f554a40fa08796b24ee07441;market for NCA hydroxide;NCA hydroxide;kilogram;109.45109949237163;0.9213132631505145;2.32252250661739;2.4007877264792823e-06;3.616482932899922e-08;1.3140091083391233e-12;4.81072225328875e-08;2.074463129854862e-09;4.2954397390769024e-10;8.646738948296024e-09;4.440513902079129e-09;6.2062454785481165e-12;3.2138971447939636e-09;4.283014183524874e-09;1.7521848573889549e-12;3.916307428552903e-08;1.5941384152437364e-05;5.156880435707788e-06;1.8298871482713322e-05;3.291974047108512e-08;6.356866630802342e-09;3.2569334377139874e-05;2.8460605162380778e-08;6.440149716495101e-06;1.740809706575266;1.2000091119020149;1.0736931638454205e-07;7.847429854601688e-05;2.9408188576403544;;;
af38e390f07a4dd5d236623f00186852;GLO;SSP5-Base-2030;af38e390f07a4dd5d236623f00186852;market for blast oxygen furnace converter;blast oxygen furnace converter;unit;2498965638.9139;802669.3385426514;1393959.4159925107;2.1297674376486784;0.24055206432621817;1.701630687733354e-05;0.6230108635733678;0.018548767749699602;0.0038077886340112483;0.035391758545432334;0.04819559211394306;2.8109055569979622e-05;0.38196042823098053;0.07419376322663297;9.412948777103686e-07;0.021038876728619024;206.44819737400917;312.0522933631972;115.6981885416397;0.03288908121761221;0.02170321934572131;232.87050409574042;0.49347489596419636;3.459726246497884;12562952.704821609;7116153.382910015;1.4257041469085032;871.0760066737782;19679106.108770497;;;
6e7076c9b4d3775468047d1bee36d4b3;GLO;SSP5-Base-2030;6e7076c9b4d3775468047d1bee36d4b3;market for anode slime from electrorefining of copper, anode;anode slime from electrorefining of copper, anode;kilogram;13.728681733263453;0.08476083957497044;0.018242255732341547;4.455367685275018e-07;1.7463832274865953e-07;8.243347335373328e-13;3.018007048116351e-08;3.101564705933546e-08;6.209926527939495e-09;8.939353894450582e-08;3.6350528254190485e-08;2.1230075767017234e-12;1.8913206580944656e-08;1.1652187423261962e-08;1.680454294172114e-13;3.755982485442156e-09;1.0001323899841713e-05;2.3769861549584688e-05;0.00020173770530962728;6.591863251895979e-09;6.385011990444791e-09;0.00015587264650513265;8.028880908546474e-08;6.176504265835652e-07;0.644448196370962;0.7870294296318082;3.9835641304772373e-07;0.00039209241139453256;1.4314776297587528;;;
ac98f15f83707ab11e82b925b0d363d7;GLO;SSP5-Base-2030;ac98f15f83707ab11e82b925b0d363d7;market for silica fume, densified;silica fume, densified;kilogram;0.012021395499161987;5.809408048629152e-06;1.0930838421506511e-05;2.667111053889952e-11;1.6440250568705937e-12;2.616193216974861e-16;9.578939711509817e-12;1.0660786393293968e-13;3.544305627223545e-14;2.8021901532586096e-12;2.9734828623247573e-13;1.5785861131256625e-16;1.607061897898175e-12;1.3246995580993745e-12;4.6063664761387786e-18;1.0295687223334334e-13;3.1741394027768724e-09;9.309049062340375e-10;1.0554777390476817e-09;4.070619995558933e-13;7.459070694339234e-13;2.748394852629456e-09;8.735725134124956e-12;1.693068492760774e-11;0.0004115754192705004;2.1743447874517453e-05;1.7396734199640575e-11;7.935734539316853e-09;0.00043331886724797474;;;
ce3836ce533841646352e6e52e5aec46;RoW;SSP5-Base-2030;ce3836ce533841646352e6e52e5aec46;market for lime, packed;lime, packed;kilogram;0.09574281522654697;5.309091942839876e-05;0.00013380527975926596;6.258624772244387e-10;3.9007688101396574e-11;6.5968274347039066e-15;2.415198518242373e-10;6.094942980379551e-12;1.3190947318337937e-12;1.2744376802671928e-11;1.527286053311381e-11;1.6153707751356935e-14;1.3260264942064702e-10;2.276672012771892e-11;6.615138191581482e-16;1.4785491799763733e-11;8.005797540585873e-08;1.976063821300869e-08;7.150609760287238e-08;9.794693990446837e-12;1.0641028613204464e-11;5.4769302262997426e-08;1.542984782958373e-10;2.4313918802251337e-09;0.004141175977116372;0.00047023245254710364;4.713502593008768e-10;2.2869969837823551e-07;0.004611408444448967;;;
d64c24a68a27315bf3c457f8457bdcd0;GLO;SSP5-Base-2030;d64c24a68a27315bf3c457f8457bdcd0;market for alpha-picoline;alpha-picoline;kilogram;1.3587779888037006;0.0012808439728511777;0.009941314560855077;4.667647484744422e-08;2.2024689020326506e-09;3.19701666530843e-13;1.1707369056112798e-08;9.454742163418422e-11;1.9198369019785515e-11;2.070553445227986e-10;5.525248013552441e-10;1.9401173267309074e-12;3.261388627845199e-10;1.4116221338578812e-09;3.049359359601512e-14;6.815621457961132e-10;3.878949693915014e-06;5.422540435225018e-07;6.345195234923084e-07;7.277138864532921e-10;2.498223245817927e-10;2.2087384840017093e-06;8.352571781306472e-09;1.120791035969442e-07;0.7468393470371755;0.007893470563624178;1.6523179753607912e-08;7.385859330563718e-06;0.7547328182823619;;;
af93b929cb25eef21b55f57ae4dfe199;GLO;SSP5-Base-2030;af93b929cb25eef21b55f57ae4dfe199;market for nuclear fuel factory;nuclear fuel factory;unit;286514645.7764214;254033.26879191847;400031.5555205246;0.49831104968869233;0.08858890888379795;6.351434995926596e-06;0.23254340856779884;0.010139859796436612;0.0020191194023754452;0.01754184845112851;0.01875195994895642;4.051571325733541e-06;0.02557621860281588;0.07639394600621471;2.1071968347130976e-07;0.0047097945073601155;77.05707042268392;132.208405303729;49.316899883872686;0.007610520109598008;0.012790282496641403;120.13477430267963;0.5215038881173983;0.7744995078829444;7564965.720162694;2106532.408642365;0.4715655844320168;380.0334562340692;9671498.133514853;;;
b3551cc5425c448550d943ccc0fc71a1;GLO;SSP5-Base-2030;b3551cc5425c448550d943ccc0fc71a1;market for coconut oil, crude;coconut oil, crude;kilogram;2.5813612481694106;0.001863850128186806;0.00355081834378637;1.692703760340774e-08;4.102388802988131e-09;2.2149792028994792e-13;8.107719311368215e-09;2.422244587443836e-10;2.7269839276663943e-11;2.3685037306212937e-10;4.837699991741301e-10;1.6324957122918606e-11;4.8741478584939294e-08;9.057740240352532e-10;4.213179878736241e-13;9.416876071804572e-09;2.687712848468269e-06;5.551087055010866e-07;1.0784992850793496e-06;2.6314202390178276e-10;7.525265643753608e-09;3.307743333013352e-06;5.85133628549686e-09;1.548552887394511e-06;0.09433732584246504;0.010719704824337623;6.27844532779297e-08;9.16474663448862e-06;0.10505704008367873;;;
bed662c65b77a2f151383ef73800c74b;GLO;SSP5-Base-2030;bed662c65b77a2f151383ef73800c74b;market for nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX;kilogram;694.7115007685834;3.7217990866459068;2.022147754327758;0.06553917867824094;2.0322872637620794e-06;1.2189722180103944e-10;4.462828560977643e-06;2.0548901776444083e-07;4.6400992312139645e-08;1.2352603065441463e-06;6.777578364654868e-07;7.673969605574861e-09;2.9092797266311205e-07;1.2280425536605273e-06;2.5983750145424268e-11;5.807626591855575e-07;0.0014788862825737049;0.0019470326339535945;0.007251102686114782;0.0021709212721038418;4.555469536275971e-07;0.004647662320359675;8.417305198066466e-06;9.550318873426217e-05;140.60689924978948;80.09360312447488;1.0186802210407217e-05;0.017599976676269308;220.700502955027;;;
6f87a856895cad480f48bf1a764d078e;RoW;SSP5-Base-2030;6f87a856895cad480f48bf1a764d078e;market for autoclaved aerated concrete block;autoclaved aerated concrete block;kilogram;0.17224635172659974;0.0004210894228638663;0.0004027473396809598;3.162573110351269e-09;1.2990037204418907e-10;3.733243720263787e-14;1.366637675161412e-09;7.089663430364347e-12;1.5354650793211934e-12;2.994267416918062e-11;3.22626301807767e-11;1.1199428981311671e-14;8.410692608404362e-11;7.796221023611238e-11;5.709609450170778e-16;1.2761544998831139e-11;4.529007663594548e-07;5.358145598110466e-08;4.816380566536777e-08;4.923613635979987e-11;2.370135397790291e-11;1.5205425539684194e-07;5.242514252251432e-10;2.098565087282489e-09;0.021296468339619897;0.001222976339816469;1.729485942914554e-09;7.093957962203559e-07;0.02251944469219791;;;
0855753fb2d29bae1d22c4a233283322;GLO;SSP5-Base-2030;0855753fb2d29bae1d22c4a233283322;market for succinic acid;succinic acid;kilogram;0.9613404570284402;0.0011792429039368044;0.006781815433131824;4.6308745267586466e-08;1.5567522296350819e-09;2.847760812367275e-13;1.0427652887848443e-08;6.406483185457187e-11;1.32519012394104e-11;1.6393684981702127e-10;3.948459683598359e-10;1.5331391925744382e-13;2.560403153839815e-10;7.336429143296924e-10;1.0964496564792427e-14;2.4506740351030974e-10;3.455405378809141e-06;3.96560142234833e-07;4.232013628422682e-07;7.149777071634993e-10;4.164679984856694e-09;1.6963580149788085e-06;4.614678648849745e-09;4.029997128755266e-08;0.5837116822856234;0.006648891942406681;1.3610627736009115e-08;6.021316240483666e-06;0.5903605744730976;;;
aae7a4b97dd38ffe89f17d4a1929cab8;GLO;SSP5-Base-2030;aae7a4b97dd38ffe89f17d4a1929cab8;market for reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant;reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant;unit;22917.657627086504;265.51902606336137;478.42316022476484;0.0005232634172664084;1.9132203748909243e-05;2.1187305504605576e-09;7.757816646245793e-05;3.815564434673995e-06;7.649909128299401e-07;3.865290473953725e-06;7.947447405890604e-06;1.4359757884079422e-08;4.190458813255593e-06;7.6156436080149715e-06;1.564482032428824e-10;3.496772945845896e-06;0.02570649981546264;0.04713371009367146;0.022405889736687737;8.088240314399696e-06;6.698389512845892e-06;0.024184402225934;5.0478166968442694e-05;0.0005750248596841733;1804.688680323353;765.8795386059086;0.00012492622164456178;0.12007073293807193;2570.5682224260345;;;
acae5ef9dd80525e3773a99d1bed2157;RoW;SSP5-Base-2030;acae5ef9dd80525e3773a99d1bed2157;market for straw, stand-alone production;straw, stand-alone production;kilogram;0.1219809401971303;0.00010351632764562102;0.00035895720238812495;5.267459577332419e-10;6.051564748569531e-11;9.785310702083275e-15;3.5814653811236934e-10;2.4092555730374094e-12;5.903177739491378e-13;2.210042162276829e-11;6.339231250077387e-11;3.65551211238257e-15;2.443295307789412e-08;6.602712372700063e-11;1.4459648840901243e-15;3.2318753315945e-11;1.1878258376178388e-07;2.918478976318487e-08;-3.2070915612465797e-07;8.126138020125033e-12;9.773652320801892e-10;9.435290036221897e-08;4.4971955858195614e-10;5.314639205484087e-09;0.008242176261419425;0.000914819441375106;2.5006149350824804e-08;-7.163911140842099e-08;0.009156995735113286;;;
cdb19fb363bed3662eac4a0867232056;RoW;SSP5-Base-2030;cdb19fb363bed3662eac4a0867232056;market for hydrazine;hydrazine;kilogram;7.648246952309761;0.06523268800674097;0.01000369489033284;3.367414563748515e-07;7.630551424125768e-09;1.059622394816676e-12;3.879718814656917e-08;5.151343529393864e-09;1.2786027482228745e-10;9.485006613331072e-09;3.267390757566178e-09;1.1760782404843668e-11;1.8551012309397428e-09;2.494969712325742e-09;1.7786608868691483e-13;3.975483987746766e-09;1.285574100477687e-05;2.771739853611742e-06;3.53070866196077e-06;4.885596644130633e-09;4.62390180030039e-09;7.796054899070612e-06;1.680252525331602e-08;6.537462276315344e-07;0.7408573869228168;0.26064580747426586;6.882231319912732e-08;2.7634270895588672e-05;1.0015031983725668;;;
6b91d13fed37d1ae23c886eb46dce2b5;GLO;SSP5-Base-2030;6b91d13fed37d1ae23c886eb46dce2b5;market for drawing of pipe, steel;drawing of pipe, steel;kilogram;0.5179132107711054;0.001303715252316737;0.09484077813810508;6.5662939304246625e-09;1.2445157499682068e-10;2.9531352006616944e-14;1.0811185370351946e-09;1.4726397503240227e-11;3.0442616044135816e-12;1.4303029645725464e-11;1.506289135380323e-10;4.4150131510750614e-14;1.1661882174384523e-10;5.4037518769666044e-11;1.0371247823652029e-14;2.318077041006827e-10;3.5826890842029574e-07;1.0511940361695366e-06;8.420897263838941e-08;1.0136238510368581e-10;4.944097251854196e-11;1.660562195591783e-07;3.4970907376769263e-10;3.8119487478464313e-08;0.01315937341490061;0.008700246543551733;1.5587902375281116e-09;1.6982742858610839e-06;0.02185962019026005;;;
10e21d33c3cffcabb5a566c1a47aa060;GLO;SSP5-Base-2030;10e21d33c3cffcabb5a566c1a47aa060;market for feldspar;feldspar;kilogram;0.0233006372802832;1.1245880868970801e-05;2.447678387101422e-05;5.7993283462308537e-11;2.132488771783004e-11;2.9397586437040937e-15;1.0763908656468356e-10;6.782505195547144e-13;1.6815062472156285e-13;6.5427297367723155e-12;3.262854127654222e-12;1.3656932133729802e-15;3.525225555681961e-11;1.942984464274288e-11;8.463506819686638e-17;1.8916779522304225e-12;3.5666666349989604e-08;7.727441947303007e-09;5.845996516284544e-09;1.0851065736654706e-11;6.1692943357966735e-12;3.01626393993852e-08;1.310152777234797e-10;3.110759165364697e-10;0.0043990966235286;0.00015031688570719487;1.9430138379222682e-10;7.98615033858549e-08;0.004549413511127473;;;
64a69b19fb8f9195a4ecb9a345bbe890;GLO;SSP5-Base-2030;64a69b19fb8f9195a4ecb9a345bbe890;market for assembly of liquid crystal display, auxilliaries and energy use;assembly of liquid crystal display, auxilliaries and energy use;kilogram;21.373281900859915;0.27995078321174693;0.3077177613606053;1.7022323548382764e-07;8.757303111576281e-09;5.494153152251653e-13;2.0113701218381017e-08;1.1394143055533602e-09;2.2411891850836034e-10;1.6656659519936189e-09;2.8768513878754923e-09;3.4067900027126756e-11;3.6483148653259636e-09;1.817641688445194e-09;2.5819420451097895e-14;5.770897270750654e-10;6.665214625028998e-06;2.69324474815359e-06;5.885242992022638e-06;2.6302573823233554e-09;1.7973544940135646e-09;7.551835637015864e-06;1.1654306152849907e-08;9.48991954798605e-08;0.4055952210084839;0.05364635435088659;4.0277593943670094e-08;2.2906499256796323e-05;0.4592415759364602;;;
696cad70162feb0eef148b4a807b168c;GLO;SSP5-Base-2030;696cad70162feb0eef148b4a807b168c;market for fuel cell, stack polymer electrolyte membrane, 2kW electrical, future;fuel cell, stack polymer electrolyte membrane, 2kW electrical, future;unit;115.91042170640227;0.15864349927258972;0.1508982427986525;1.8199079760214084e-06;1.0294450005555772e-06;1.1625636544073588e-11;4.25616952096025e-07;5.792802024813638e-08;1.1295003101975147e-08;6.13562033598498e-09;6.809041113719528e-08;7.399911781354101e-12;2.711362925403909e-08;1.6714125359607055e-07;6.511165329404405e-13;1.4553102111658117e-08;0.00014107008723934094;5.521158580083278e-05;0.000520697260225485;2.8815593558404407e-08;3.0924970985274523e-07;0.0008747222391609015;1.1399662195383282e-06;2.3931766887144214e-06;9.790945436278143;4.142748441557806;1.7927852993983576e-06;0.0015955722990192245;13.933693892389051;;;
dd91084138e270cdb3c7fa5c470cddf5;RoW;SSP5-Base-2030;dd91084138e270cdb3c7fa5c470cddf5;market for polyester resin, unsaturated;polyester resin, unsaturated;kilogram;1.0223629925782682;0.0030363219998423337;0.004510012634532952;2.7048596207635684e-08;2.5860464220100567e-09;4.008163243922807e-13;1.4676152672969067e-08;1.1595178687646178e-10;2.1686928754377547e-11;2.616246996874847e-10;6.286556011385851e-10;9.460794015907875e-13;4.876981317989119e-09;1.1834553512335216e-09;4.489248908636876e-14;1.0033917811455478e-09;4.863434539589251e-06;6.148832121028631e-07;6.825647525363693e-07;1.132726762598545e-09;6.938144076015269e-09;3.1735341324132732e-06;7.649566767379416e-09;1.6500219691041354e-07;0.6764033087561876;0.021726664118947858;2.432739233498393e-08;9.507001635128955e-06;0.698129973878527;;;
1c9c3b06f03a9bf7db52b080f3fe8e25;GLO;SSP5-Base-2030;1c9c3b06f03a9bf7db52b080f3fe8e25;market for non-ionic surfactant;non-ionic surfactant;kilogram;1.8217434930791663;0.0030591466371063785;0.006917646752933734;4.673088646205656e-08;2.3175888578947103e-09;3.3325156429466074e-13;1.2200841508872801e-08;1.5894868877655837e-10;2.308103957815737e-11;2.558082207331837e-10;5.28245511134654e-10;5.957004836194206e-12;1.7476329371437307e-08;1.0795190890113948e-09;1.1498714745976736e-13;2.5700771119312935e-09;4.043274776161413e-06;5.766521456376071e-07;6.900347334135993e-07;7.242732460909322e-10;3.1002074173680255e-09;2.3718169333932734e-06;6.446678598874402e-09;4.2263488466457803e-07;0.45927678383608533;0.008608137871055722;3.402018984722499e-08;8.105876389418377e-06;0.4678849242772181;;;
c677cbb539471e96d0fcef9ae05893fa;RoW;SSP5-Base-2030;c677cbb539471e96d0fcef9ae05893fa;market for polyurethane, flexible foam;polyurethane, flexible foam;kilogram;2.135359090748503;0.003535797084649787;0.169788741330392;4.020747542005916e-08;3.5832227419786385e-09;4.1902679069793174e-13;1.5345835559190063e-08;1.7708945434090746e-10;3.591194324728678e-11;3.910410656749439e-10;7.702739141286809e-10;1.7146956887379936e-12;4.842489699258859e-10;1.3085674969974826e-09;7.383382040553272e-14;1.6502593211741307e-09;5.0847539304079255e-06;1.0296456546330323e-06;1.080903786217792e-06;6.204298505962215e-10;6.604635157009303e-09;4.108210010705619e-06;8.648507410384722e-09;2.713759655822027e-07;0.7263386971745974;0.015953037338288248;2.2098377820389865e-08;1.1590756109859137e-05;0.742291736163145;;;
2824fd8be29b9396fcb4894aa0c5e9f3;GLO;SSP5-Base-2030;2824fd8be29b9396fcb4894aa0c5e9f3;market for crust from Parkes process for lead production;crust from Parkes process for lead production;kilogram;1.5757050478159327;0.1760649883455916;0.030683456768944777;7.562158260883072e-08;1.7791326884788225e-08;3.7012411153660994e-13;1.3551352249089824e-08;4.3167020322399285e-09;9.002238775782784e-10;3.957276267452275e-09;3.9971239434943394e-09;6.141973689265246e-13;2.9274013096579156e-09;1.8435529713866073e-09;3.9739929948708595e-14;8.882269596840342e-10;4.490500187851069e-06;8.921069318394024e-06;7.605170827269561e-05;1.1243261196572235e-09;7.868808108625312e-10;1.716944483099807e-05;1.2675340090497076e-08;1.460639826405591e-07;0.26601495149308774;0.3549124099439346;4.928583767221702e-08;0.00010679332514153385;0.6209273623252494;;;
d8cb5ad577e018726bca091139699839;GLO;SSP5-Base-2030;d8cb5ad577e018726bca091139699839;market for 6-benzyladenine;6-benzyladenine;kilogram;2.6849145659810403;0.006257748451068485;0.008808632912788609;1.4981160242922715e-07;4.28907735542665e-09;5.164945795343324e-13;1.891253974721947e-08;2.842723643534952e-10;5.665709003654761e-11;4.882931576929409e-10;1.3919552846136457e-09;3.3877910890375388e-12;7.27928550856104e-10;1.3181077192009813e-09;6.029192309178675e-14;1.3475844474421787e-09;6.266460055447135e-06;1.331169940035543e-06;1.6860109176500221e-06;2.311402503160239e-09;6.607243224652773e-10;3.942578327967977e-06;8.62688360222315e-09;2.2160276626584344e-07;0.7636963483018855;0.028444674495004256;2.7472744009712922e-08;1.3459404043586873e-05;0.7921410241444742;;;
