<<<<<<< HEAD
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full
869972f33ab3b9ca61abf423b95fd28a;GLO;SSP5-Base-2040;869972f33ab3b9ca61abf423b95fd28a;market for ryegrass-red&Egyptian clover-mixture silage;ryegrass-red&Egyptian clover-mixture silage;kilogram;0.08283887579032267;0.000405503518109776;0.0006292469410876246;5.248079490922994e-10;2.747986799859986e-09;2.540479714839809e-14;9.296965476822018e-10;4.78952339427415e-12;9.79014051051799e-13;8.401680086834878e-12;4.828428518551614e-11;3.3825239011386426e-12;1.4062517264547934e-08;1.3702351229783842e-10;2.774407971828332e-16;6.201077759625764e-12;3.0845620812630697e-07;4.4016784493249997e-08;3.4919119050802553e-07;8.192528889452083e-12;3.6005269441949755e-09;1.1206269613742818e-06;9.355846957699795e-10;1.0197327432584745e-09;0.012968015439251785;0.001270865331227444;1.7943086033733866e-08;1.8278549039523654e-06;0.014238880776680306;
5a167ccac14e2f430d93a51ef0a2613b;RoW;SSP5-Base-2040;5a167ccac14e2f430d93a51ef0a2613b;market for cottonseed, organic;cottonseed, organic;kilogram;0.1308286370399913;7.100027115901093e-05;0.00013769174192539567;1.9429338794063855e-10;6.850427407245422e-10;1.0585359474956181e-14;3.873131537230486e-10;9.399860475938096e-12;2.076698024628908e-12;3.129263302693933e-11;1.3034277233093307e-09;6.394324470065594e-12;1.9791988879103347e-08;1.0104639126012652e-10;5.0883061378733747e-17;1.1372870301025147e-12;1.2854880660943455e-07;1.0404704909354595e-08;-7.464073670738873e-09;2.9132461583482663e-12;1.8858791697280486e-09;3.0733176223226133e-07;7.053153561672633e-10;1.870205257914247e-10;0.004947812742491609;0.00025994825356643816;2.2317992974439602e-08;4.416022977190653e-07;0.005207760997195335;
0f23c62795fba0e3169d798d7048a26f;GLO;SSP5-Base-2040;0f23c62795fba0e3169d798d7048a26f;market for molybdenum;molybdenum;kilogram;12.441241594189718;0.1361152110703909;0.012406786554701982;2.2385646617111433e-07;3.469386436857192e-08;1.0579953006287678e-12;3.873513728818193e-08;7.994280040292666e-08;1.5096951686837908e-08;7.181980654459771e-09;9.18002819588213e-08;4.204187980491316e-12;4.004471929206429e-08;2.3152097404492354e-08;9.017264328209375e-14;2.015448263056887e-09;1.2836703191069411e-05;2.3666607167697206e-05;0.0002603112340120286;3.5162541828640733e-09;1.3259142911143062e-08;4.6577804208568145e-05;1.59720739650334e-07;3.3142925566322187e-07;0.7474012925735707;2.5360739847432994;3.306530240942359e-07;0.0003439002207937193;3.2834752793323183;
15bc9af41ae15098d9fa3e9fd1fa69c6;GLO;SSP5-Base-2040;15bc9af41ae15098d9fa3e9fd1fa69c6;market for cobalt hydroxide;cobalt hydroxide;kilogram;309.42407248221997;2.6142382499444707;0.19736177136284455;6.758711539176687e-06;5.34112255027253e-08;2.4953762326365185e-12;9.135776149268006e-08;4.8343522019674866e-09;1.0012219220562486e-09;2.0932399636652085e-08;9.392780444095658e-09;1.6714991742818005e-11;8.320208119212692e-09;9.010015490432972e-09;5.100293990728599e-12;1.1399664344468297e-07;3.0273325719202586e-05;1.0705186246686171e-05;4.705525816266989e-05;9.225620098653775e-08;1.4966741492828258e-08;5.248928580711286e-05;5.963863463006661e-08;1.874611389313076e-05;3.7353299823493007;3.3015784854647254;1.9828379008603915e-07;0.0001594358716340722;7.036908581810671;
e62760bd8090fecc46578de23c918e5e;GLO;SSP5-Base-2040;e62760bd8090fecc46578de23c918e5e;market for solar glass, low-iron;solar glass, low-iron;kilogram;0.6833116080274007;0.0015159668011496081;0.001043612585255805;3.684286645334849e-09;1.445327281942221e-09;8.562195132281818e-14;3.13459367905389e-09;2.064957786804011e-11;4.514714268388588e-12;9.91933588987754e-11;7.970400559916599e-11;4.4453020122390704e-14;2.0088189021903332e-10;5.65009168620958e-10;3.1493298207702756e-15;7.039065381734395e-11;1.0387597563663731e-06;1.0488865821947477e-07;1.5046987760982958e-07;5.748621148262519e-11;6.152694598183956e-11;1.4224849572647256e-06;3.892008519293414e-09;1.1575351462976922e-08;0.09435335194577611;0.002092467334623002;5.549998312678813e-09;2.7321868029578452e-06;0.09644581935078975;
8d1f644cfb4f2d1e4d69030fe28803e8;GLO;SSP5-Base-2040;8d1f644cfb4f2d1e4d69030fe28803e8;market for NOx retained, by selective catalytic reduction;NOx retained, by selective catalytic reduction;kilogram;0.4132698762373984;0.004073904896309995;0.001113914792652365;2.470244721883139e-09;1.8883131407264474e-09;9.487299396730632e-14;3.473558809992906e-09;1.9663666228032466e-11;4.051957258237501e-12;3.8879945390664375e-11;1.5796391776996316e-10;5.847126562178372e-14;1.111490522440195e-10;2.0362399381343071e-10;1.1916581848323677e-14;2.6634745654116213e-10;1.1510099319498538e-06;1.1742743234874812e-07;1.4927286482756876e-07;3.8003517892875955e-11;6.075930931570709e-11;1.1312791037352294e-06;1.3410430040010146e-09;4.379935763537786e-08;0.0836038913217535;0.007119479798439739;5.897356777455071e-09;2.5942242387227623e-06;0.0907233713865407;
77318fef8020d835fd3052d242959c7d;GLO;SSP5-Base-2040;77318fef8020d835fd3052d242959c7d;market for diphenylether-compound;diphenylether-compound;kilogram;5.128381175245481;0.02686549968726626;0.014637049715441415;1.307809489338756e-07;3.1600480494890586e-08;8.325194252456523e-13;3.0480924493839884e-08;4.5979525054759247e-10;8.73500533961794e-11;7.973519539301056e-10;2.2204932657681253e-09;5.255806876654485e-12;1.2562871751807375e-09;2.2436764319914903e-08;1.263609649078587e-13;2.8242932442938436e-09;1.0101825333435244e-05;2.1630105943986548e-06;2.701604079711683e-06;1.9176001775981492e-09;2.0938643784789735e-08;2.8520005135796554e-05;1.5687667530189765e-07;4.644393135208721e-07;1.0074712904106542;0.8081468744984971;8.934555849420877e-08;4.4130582893251874e-05;1.8156181677334446;
ce46010872bb7cb6e31db24f472013d9;GLO;SSP5-Base-2040;ce46010872bb7cb6e31db24f472013d9;market for high voltage system, for Li-ion battery;high voltage system, for Li-ion battery;kilogram;52.93512128171521;0.12028279854784645;0.12346191587190825;2.1246808819698029e-07;5.244168313866492e-08;1.2970638219297416e-12;4.7489119545531395e-08;1.4420910247630765e-08;2.8238894646131118e-09;2.21256161377427e-08;1.837341349703766e-08;1.7991290326421846e-12;1.3854908633402489e-08;7.670268955417144e-09;1.0760181961814577e-13;2.40500768922471e-09;1.573655569381289e-05;2.1149802156067712e-05;7.605971117843434e-05;3.2304594797943792e-09;4.363377978589112e-09;5.016123506940512e-05;5.2079277666245396e-08;3.954901363208909e-07;1.2302369552026704;0.45934445318767525;1.792028201664192e-07;0.0001635624040224277;1.6895814107953535;
f364ceadba6747fc7a8a7d62adccda2a;GLO;SSP5-Base-2040;f364ceadba6747fc7a8a7d62adccda2a;market for sweet sorghum stem;sweet sorghum stem;kilogram;0.024888713750129014;2.5675842030368043e-05;5.6273902050132135e-05;1.1535489676915224e-10;4.9209009083791316e-11;2.0909586650627908e-15;7.653377603652455e-11;1.2040376949494317e-12;2.2246616029848923e-13;5.38284815355813e-12;1.066792189738311e-11;1.6892263627222566e-13;6.219285593244409e-10;1.1054178608606318e-11;8.149942768808739e-15;1.8215932681514716e-10;2.5379368797017137e-08;5.071297677022413e-09;-4.257131707362698e-09;1.756726748420301e-12;1.7335880413275863e-10;3.155248303475458e-08;7.517322491981882e-11;2.995508800949746e-08;0.0019393578039392663;0.00012109283451265486;7.763816858087113e-10;8.795130321144622e-08;0.002060450820611248;
14f38952361f9a77c5d86fed4c3a0b52;GLO;SSP5-Base-2040;14f38952361f9a77c5d86fed4c3a0b52;market for C3 hydrocarbon mixture;C3 hydrocarbon mixture;kilogram;0.09641240456299832;0.00037717714325752474;0.012851064086243952;5.155039729829571e-09;1.1681219524728727e-09;8.776166338344772e-14;3.2159318174809645e-09;1.3039831449858826e-11;3.2424506621876555e-12;7.754862636846863e-11;3.556233339850043e-11;1.6633206177374677e-13;6.931887778322525e-11;5.188462348073767e-10;9.560356994317228e-16;2.1368348755311124e-11;1.065062501350527e-06;1.2241785360844566e-07;1.5290829879643308e-07;2.5077461299915748e-11;1.797416629726502e-10;1.096457377802282e-06;3.096047131838349e-09;3.513906088555846e-09;0.5783945141581113;0.022677945650291225;5.101865429065009e-09;2.443660248192921e-06;0.6010724598297708;
ea3dd77ca03d7deed5d1fa89d1005f3f;GLO;SSP5-Base-2040;ea3dd77ca03d7deed5d1fa89d1005f3f;market for heating and sanitary equipment, mini CHP plant;heating and sanitary equipment, mini CHP plant;unit;282.7307129404261;2.2308153762228136;1.1217886769505563;2.5299918072901436e-05;1.4201358569240806e-06;1.8459657961340706e-10;6.758640377084673e-06;5.2840559004366314e-08;1.0699774294470942e-08;6.17793492917056e-08;5.367341670195084e-07;9.095504185054743e-11;1.7513453720326088e-07;4.639680373594868e-07;3.703218550001017e-12;8.277061781332634e-08;0.0022395594581672545;0.0008531877243001223;0.00035844168691058313;4.0285338536330914e-07;2.248685760598532e-07;0.001601066675301095;3.1470698567789296e-06;1.3611167676935534e-05;113.19894338520211;16.56150500750113;9.480122823635791e-06;0.005069612053120461;129.76044847547385;
25633fe1ec59236b652f74115452a340;GLO;SSP5-Base-2040;25633fe1ec59236b652f74115452a340;market for ventilation system, decentralized, 6 x 120 m3/h, steel ducts;ventilation system, decentralized, 6 x 120 m3/h, steel ducts;unit;16497.79223667888;35.9800328911894;52.94519664731726;9.332850002355659e-05;2.9574113539787545e-05;6.479854016188495e-10;2.372549346694546e-05;1.6418590966387854e-06;3.3269019286390643e-07;1.7743785315792897e-06;2.9312044250072877e-06;6.160032891112021e-10;2.2448699748744684e-06;2.602735986831818e-06;5.2367126109927125e-11;1.1704573528953218e-06;0.007861622693414545;0.014083414662897403;0.011790186170608827;1.4446307302943666e-06;9.87086985948702e-07;0.01640606361637931;1.7224076654541614e-05;0.00019247520086041137;546.5652441414339;356.65474595916714;6.482858968157936e-05;0.050353394573075375;903.2199912710583;
5483cf3c9cfd9444271c324162c0fa2c;RoW;SSP5-Base-2040;5483cf3c9cfd9444271c324162c0fa2c;market for cement, CEM IV/A;cement, CEM IV/A;kilogram;0.17818071277293135;0.00015785127481399234;0.00034335235622229575;1.991869832027434e-09;2.0130821546540954e-10;5.704809618483769e-14;2.0882516183359507e-09;8.043705812654916e-12;1.7828960701523766e-12;3.464721859055007e-11;3.758501229364408e-11;1.009027640682252e-14;4.519116101242514e-11;1.2964986915736228e-10;8.009341143229653e-16;1.7901674064109177e-11;6.920620404363368e-07;4.2452586029312115e-08;7.620429948720538e-08;3.092328578000262e-11;2.1612608304480715e-11;2.1524651984391634e-07;8.876175780996258e-10;2.943830719422364e-09;0.021053177118381148;0.0015454726031344703;2.54652641884396e-09;1.0298490515142322e-06;0.022598649739417286;
6e7076c9b4d3775468047d1bee36d4b3;GLO;SSP5-Base-2040;6e7076c9b4d3775468047d1bee36d4b3;market for anode slime from electrorefining of copper, anode;anode slime from electrorefining of copper, anode;kilogram;13.647875811088515;0.08492075308594824;0.01845174324648044;2.9873398501290897e-07;1.7345794754241167e-07;7.832785932618684e-13;2.867675873712335e-08;3.1016709851806615e-08;6.210136559474932e-09;8.941059961821358e-08;3.6236153367621756e-08;2.093765431664733e-12;1.9028026632702968e-08;1.141674503749089e-08;1.5828631482583763e-13;3.5378565679105445e-09;9.503200125554058e-06;2.384198447468086e-05;0.00020165525182753565;4.365735587909366e-09;6.464728609994927e-09;0.00015475110528366602;7.861142651902952e-08;5.817808327996444e-07;0.656060164743707;0.786790473928287;3.9545598229850495e-07;0.0003904227224346915;1.4428506422098506;
5cbb6dacbf67a3f01efe5f8e91bfc123;GLO;SSP5-Base-2040;5cbb6dacbf67a3f01efe5f8e91bfc123;market for cheese, from cow milk, fresh, unripened;cheese, from cow milk, fresh, unripened;kilogram;11.21145861648344;0.04834451462108777;0.01137582361731715;5.072527774313605e-08;1.714748756707164e-08;1.0263457944117705e-12;3.757187147780333e-08;4.4019758933200746e-10;6.845786126866295e-11;1.1824782877980819e-09;1.5819767165893908e-09;2.132319565077257e-11;5.363720956114703e-07;2.254222833917408e-09;2.545678922281218e-13;5.689845584498958e-09;1.2461263408445448e-05;1.6106468543068466e-06;1.7220610691371873e-06;7.904575414809276e-10;3.7974060973571245e-08;1.0000729888134818e-05;1.520005295196069e-08;9.356634558551961e-07;0.47948982562582027;0.06153811089105489;5.966411221101214e-07;2.6784239816294837e-05;0.5410279422067206;
b347692f644518e97f7e43cb2d71b255;GLO;SSP5-Base-2040;b347692f644518e97f7e43cb2d71b255;market for generator, 200kW electrical;generator, 200kW electrical;unit;2964.562375946537;14.402335595003333;4.3824988128547995;4.8264031879716366e-05;2.3052962911515608e-05;3.120101735019095e-10;1.1423480164875663e-05;6.469072370301209e-06;1.2610611554084542e-06;1.0011178242184956e-05;7.857940533052693e-06;3.977594273099081e-10;2.61157186452436e-06;2.538739128910253e-06;2.296234149226573e-11;5.132311706947167e-07;0.0037854232184761807;0.012973110476445497;0.031673970538331514;7.214331136090836e-07;1.2154734019573831e-06;0.021159480282353312;1.7340842153902824e-05;8.439801110474488e-05;225.2015408279584;194.38837578918088;6.522664083122295e-05;0.06969562791894371;419.58991713037045;
8829ffe4656e9ade9e4f8cf1e6230f69;GLO;SSP5-Base-2040;8829ffe4656e9ade9e4f8cf1e6230f69;market for ferrochromium, high-carbon, 68% Cr;ferrochromium, high-carbon, 68% Cr;kilogram;2.7400267510881244;0.04354447250339482;0.001891826362622884;7.2174091585228e-08;2.6384862975173577e-09;3.114747347025066e-13;1.1404532146508283e-08;1.0750604718397553e-10;2.8956701468864765e-11;3.118312118039193e-09;1.2911998586096467e-09;3.902459356260153e-13;6.941930203651133e-10;1.0664679703323246e-09;9.49560481546316e-15;2.1223621195321202e-10;3.778927861191234e-06;9.217767147145135e-06;6.623692385475789e-07;1.118081619343228e-09;3.8856790981215093e-10;2.0617076853138053e-05;6.687625563700911e-09;3.490106446381623e-08;0.16572674758229855;0.027319362218133893;2.0350361613117678e-08;3.431923508393631e-05;0.19304611001266864;
edc7c575ade2a7b0662fe570d3f1fe20;GLO;SSP5-Base-2040;edc7c575ade2a7b0662fe570d3f1fe20;market for aircraft, belly freight, long haul;aircraft, belly freight, long haul;unit;1796314.1222739676;7707.413230029329;99192.96472463512;0.06068708481016552;0.0065325830082616654;6.072261003822157e-07;0.02224404959669448;0.0010000273008904563;0.00018664205324602466;0.00038151330133018795;0.0011818497620197182;8.542231009994309e-07;0.0006659427886136681;0.0027307560693501493;1.8465942752146556e-08;0.00041273218673531077;7.3683534436887745;2.4433723012483286;1.1635781641082914;0.0009232908974896704;0.0008906308601662518;6.667697485013543;0.016540522115708764;0.06787151223145882;2507841.972725688;34834.728217120566;0.034924717494498596;17.7291856814518;2542676.70135554;
952cb98e3b2d793d0b7882b6bac6be02;GLO;SSP5-Base-2040;952cb98e3b2d793d0b7882b6bac6be02;market for disk drive, CD/DVD, ROM, for laptop computer;disk drive, CD/DVD, ROM, for laptop computer;unit;4.719108876166967;0.03158918767467442;0.07013173952785087;1.0019096037548334e-07;5.580115462128788e-09;3.908468318157488e-13;1.4310274290205273e-08;2.4932149169664316e-09;4.980046757722936e-10;1.4540346115925155e-09;4.9561305931706555e-09;5.152143437211174e-13;1.7992233117935041e-09;1.5879664430886803e-09;2.5594024246662892e-14;5.720518977269003e-10;4.74208814422027e-06;3.5075092531410105e-06;1.2750128472890404e-05;1.562560730294984e-09;1.0075687373380383e-09;5.576547546811762e-06;1.0650212324638068e-08;9.40707524671442e-08;0.32101041036401523;0.08263497020515481;3.2679839171852977e-08;2.6683545862484434e-05;0.4036453811412219;
6f9e8e79e0025011427a5d3b01e0c80a;GLO;SSP5-Base-2040;6f9e8e79e0025011427a5d3b01e0c80a;market for krypton, gaseous;krypton, gaseous;kilogram;14.899748580934862;0.03662338436736627;0.04117896044862089;3.545741190618181e-06;2.8356850384476635e-08;8.79885455377394e-12;3.22160760957849e-07;2.354651839559184e-09;4.72514720946993e-10;1.5002116266657364e-09;4.226571691125181e-08;6.875615969014198e-12;9.074767331356333e-09;1.3158152871335216e-08;3.642226405579824e-13;8.140738272273188e-09;0.00010675039318589146;2.0613801338574775e-05;1.9942467385924735e-05;5.613382728129706e-08;1.5140518713974482e-08;3.338852064448812e-05;8.962467155114571e-08;1.3386991249462063e-06;4.6175818309508045;0.09589646444216096;4.193595767522412e-07;0.00018219475508961914;4.713478303533703;
6b577a395db0a07d29e13b866abeecbe;GLO;SSP5-Base-2040;6b577a395db0a07d29e13b866abeecbe;market for heat and power co-generation unit, 50kW electrical, components for heat only;heat and power co-generation unit, 50kW electrical, components for heat only;unit;4937.550955126468;66.95898888089489;12.053662111240637;7.605614104478e-05;4.473647402904575e-06;6.264812016683759e-10;2.2938028449701524e-05;4.2395654400557576e-07;8.797625241588898e-08;5.74966949635072e-07;2.2380230409356493e-06;4.977127602288324e-10;1.5376078959177702e-06;2.162696796799349e-06;3.984572802892101e-11;8.905916520035419e-07;0.007600671138584024;0.016797557515308988;0.0017030892533613673;1.1899133768672936e-06;7.67093869813448e-07;0.006662125213056799;1.4103995956051641e-05;0.00014645284313858956;390.8268113975703;411.4218582131908;3.443797767974962e-05;0.0329259274751597;802.2486705013528;
460f39c08e600e8d42f573617d07c573;GLO;SSP5-Base-2040;460f39c08e600e8d42f573617d07c573;market for magnesium chloride, from titanium sponge production;magnesium chloride, from titanium sponge production;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
94f4e6f35af7a78eaaa5a5b7e9624dbc;GLO;SSP5-Base-2040;94f4e6f35af7a78eaaa5a5b7e9624dbc;market for tin dioxide;tin dioxide;kilogram;4.649851197040292;0.9448414730251082;0.013616832106445006;1.2774679108220094e-07;1.1948437462916715e-08;6.870220380786864e-13;2.5153200458343882e-08;6.761099363757275e-09;1.302055743251409e-09;1.0022336072091339e-09;1.4217824702829056e-08;5.592302485354788e-13;4.538722806898075e-09;6.961941210807076e-09;6.26721913262877e-14;1.400785809897826e-09;8.335194621042818e-06;7.003035689580454e-06;9.320315404923704e-05;2.0258982378145378e-09;3.0658502044917373e-09;5.704750657023324e-05;4.787767701815752e-08;2.303514343820871e-07;0.5267998379758111;1.613717412781994;7.188681080616563e-08;0.00016587220862287246;2.140517252158591;
