<<<<<<< HEAD
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full
3417e68b559f959ee49e5512abb50846;GLO;SSP5-Base-2040;3417e68b559f959ee49e5512abb50846;market for palm date, conditioned and dried, organic;palm date, conditioned and dried, organic;kilogram;0.8076767780625363;0.004853337396033746;0.002293042257239052;8.68370746839455e-09;8.682748431609152e-10;2.581914789414702e-13;9.445930003648373e-09;6.321750217643785e-11;1.273352488370193e-11;1.7846838309132388e-10;1.5576877075938486e-10;5.18905343166469e-14;1.0364829985675957e-08;2.830429725288278e-10;1.3655769869405157e-15;3.05220038608567e-11;3.1360105203500188e-06;2.0327096621601956e-07;2.2739507196713939e-07;1.3243665134390672e-10;5.4236701580350816e-08;7.280209633979804e-07;1.9190178172667108e-09;5.019173752250368e-09;0.05598910132126946;0.002816421508690263;2.1372576387400447e-08;4.356004301339453e-06;0.05880552286048173;
0fcc7131b612b072f72a3fcd9b23ff26;GLO;SSP5-Base-2040;0fcc7131b612b072f72a3fcd9b23ff26;market for tilapia;tilapia;kilogram;1.637170396023996;0.001991385911774066;0.00319786549532629;7.472510824086107e-08;2.295172468354973e-09;3.929025497417904e-13;1.4384794252909764e-08;1.2795469159142644e-10;2.1180974416448394e-11;2.181642295036684e-10;7.256186555281802e-09;4.22451904849166e-11;1.4787434314433021e-08;9.606616991472754e-10;2.4132947785818367e-12;5.393953856405217e-08;4.7678625208184355e-06;6.741547696773366e-07;5.754445939901598e-07;1.1858078496822487e-09;4.071168389004563e-09;2.3693682710394865e-06;6.513996335322086e-09;8.870057071068996e-06;0.20637736463710885;0.007212004616988817;4.009656740391479e-08;1.7268647326946503e-05;0.21358942319363622;
d7ba469b432cb3dae0286448f9499d62;GLO;SSP5-Base-2040;d7ba469b432cb3dae0286448f9499d62;market for backlight, for liquid crystal display;backlight, for liquid crystal display;kilogram;21.999298331200304;0.2809217186044182;0.11539692582984554;5.305765633307743e-08;1.3247403755869887e-08;8.446677254102915e-13;3.093468343405778e-08;1.2146009463674351e-09;2.3909297118692807e-10;1.849003129424363e-09;2.2409515076740356e-09;1.0495059061288793e-12;3.7042454816022766e-09;6.842185900491473e-09;4.079724561848061e-14;9.118590165094992e-10;1.0248771302899033e-05;4.0294837268505504e-06;6.146771755921734e-06;8.225553714255585e-10;9.087377819071805e-10;1.2755509357620944e-05;4.6677063742190576e-08;1.4995014292907738e-07;1.129023943710728;0.05767333917058706;6.027407346450265e-08;3.337888536921928e-05;1.186697283793174;
e9ed88941ce74c7596cc1b16dfc4624f;RoW;SSP5-Base-2040;e9ed88941ce74c7596cc1b16dfc4624f;market for tree seedling, for planting;tree seedling, for planting;unit;0.08356915738370876;0.0001398150703633678;0.00012128686545679617;1.1070531505331148e-09;6.725566356959107e-11;9.716924601691179e-15;3.5580201312809377e-10;2.234193487246454e-12;5.410031854968544e-13;1.8318732171721667e-11;2.9870391589976635e-11;6.944719772925771e-15;3.547723455816147e-11;2.1443359180689526e-11;2.1027121085978087e-16;4.6997706984416296e-12;1.1789336441609491e-07;1.958634158882875e-08;2.2158313344884224e-08;1.7810246226247298e-11;2.7555922061813425e-11;7.771544300309388e-08;1.4284983477011422e-10;7.728511482650571e-10;0.0064668840909718585;0.00021931222649016773;5.309580938483179e-10;2.3831407953067394e-07;0.006686196322161797;
df0a085d35fbb3c69626b372cba649f2;RoW;SSP5-Base-2040;df0a085d35fbb3c69626b372cba649f2;market for calcium nitrate;calcium nitrate;kilogram;1.3262848886285215;0.0011617645906189151;0.0015460868323348403;5.9120352896069876e-09;1.622611389051339e-09;2.2245779003580704e-13;8.141486350622826e-09;1.0015209251888885e-10;2.0084723337483217e-11;2.0585130688591244e-10;2.396839609233969e-10;1.0131191270894192e-13;2.8960947658981574e-10;3.5932333983836947e-10;1.4247262647103355e-14;3.184404904887799e-10;2.7004369243199253e-06;4.2687967777593445e-07;5.391334048278913e-07;9.119545105623229e-11;2.375768602118866e-08;1.217150855043085e-06;2.3925041346091692e-09;5.236576729369941e-08;0.11939421725898716;0.006522766572761389;1.0979135239270514e-08;4.962206177746473e-06;0.12591698415018904;
39028b49f6d6245996caaa0a615111eb;RoW;SSP5-Base-2040;39028b49f6d6245996caaa0a615111eb;market for hydrogen peroxide, without water, in 50% solution state;hydrogen peroxide, without water, in 50% solution state;kilogram;0.8674878041026126;0.000819504415530171;0.0014069998832816502;1.1550789168162655e-08;6.240182719758947e-10;1.1245518636359883e-13;4.117694910647848e-09;6.359406032200484e-11;1.3005865496283557e-11;1.1123658982013322e-10;2.541460426078671e-10;1.7119695182182544e-13;1.4084697195760745e-10;2.861835241610085e-10;4.3967454412824845e-14;9.827163361524462e-10;1.3645071194774326e-06;6.612260879199677e-07;4.2760854558930244e-07;1.942397432488464e-10;1.4508485077043478e-10;7.274784130943768e-07;1.8486010443890165e-09;1.6160223499118456e-07;0.1329732786082289;0.004076815296662073;5.611047666638806e-09;3.3446083165771295e-06;0.13705009488760733;
b317eba5a2eb73cf5f458f3780d4c035;GLO;SSP5-Base-2040;b317eba5a2eb73cf5f458f3780d4c035;market for lime mortar;lime mortar;kilogram;0.2580147207697078;0.0002114710014284895;0.000435142339632226;1.7484530067451506e-09;2.1937781211092696e-10;5.754942172101277e-14;2.1066801206659045e-09;8.348571942623554e-12;1.9190910747270492e-12;4.7652052641811266e-11;4.928331176777106e-11;1.9571155858783437e-14;1.3561699148854566e-10;1.3529552116756527e-10;8.806681623958716e-16;1.968380934201496e-11;6.981654279330589e-07;5.0962542617393545e-08;8.235662811035364e-08;2.7684642419957955e-11;3.1463049407687005e-11;2.4711963980713385e-07;9.212603744761142e-10;3.2368929525117042e-09;0.025007739494471645;0.0015434237655050193;2.704249698059703e-09;1.0828209752669706e-06;0.026551163279660478;
657972e2d1cad01e6badc08a079ef38a;GLO;SSP5-Base-2040;657972e2d1cad01e6badc08a079ef38a;market for refractory material, acid;refractory material, acid;kilogram;0.26506509669705036;0.000557332262619376;0.001167672780106334;4.736646989506539e-09;8.47473053994851e-10;6.929398097746333e-14;2.537044865302915e-09;1.4787883943674045e-10;2.8386526311668956e-11;5.942923095765467e-11;2.506227513951661e-10;3.0042682485704594e-14;1.1191020497660252e-10;2.7967193885264304e-10;2.3079174463105996e-15;5.1584250379505775e-11;8.406862753672015e-07;2.1779568775367126e-06;4.3956834053994737e-07;7.335030457725663e-11;1.0704543802701512e-10;8.755684867032029e-07;1.926619167804872e-09;8.482743030721158e-09;0.05223064358459935;0.01287709698707159;4.2625162958866644e-09;4.344368851776569e-06;0.06510774062325518;
07e5f1b0343c3344e99d193830cd925d;RoW;SSP5-Base-2040;07e5f1b0343c3344e99d193830cd925d;market for particleboard, cement bonded;particleboard, cement bonded;cubic meter;252.92525400248098;0.1371416902133369;0.24269303849574664;3.573603941526078e-07;4.2084278615452633e-07;7.533063434482636e-11;2.757825912347727e-06;1.0223544011746672e-08;2.408741045889613e-09;7.51465828350291e-08;8.16207119432613e-08;2.3118123177877952e-11;1.2745096385067909e-06;2.8521656217781374e-07;1.985675438727519e-12;4.438182100815506e-08;0.0009138981991698266;8.100666578873127e-05;9.60177543406053e-05;9.221937930402256e-08;6.363828557981873e-08;0.0006227845607601483;1.951362507812313e-06;7.2983435850647736e-06;54.42805076937438;1.8121232365251378;4.90780143676754e-06;0.0017230817923961504;56.240174050281354;
4f55756c56a20b81be130e73b564f01b;GLO;SSP5-Base-2040;4f55756c56a20b81be130e73b564f01b;market for deinked pulp, wet lap;deinked pulp, wet lap;kilogram;0.30250150549703136;0.0007738085860907333;0.00030936926457676126;7.306553096382149e-09;2.4562060064743686e-10;7.814763069654175e-14;2.861221545285347e-09;2.9015669064370053e-11;5.850948661427081e-12;1.914282601325893e-11;2.1919961160644932e-10;4.507805257736425e-12;1.4212094942493203e-10;9.648547745399535e-11;1.5727861089162207e-15;3.5153333827185926e-11;9.48994067206985e-07;7.886435761142168e-08;2.3919987876311205e-07;1.1562636386409209e-10;2.3255060671067906e-10;2.638228066258171e-07;6.435278725928642e-10;5.780770202830129e-09;0.020844516985200796;0.001103808628697194;3.6230642614848505e-09;1.5375936456401564e-06;0.021948325649051324;
6c59302ba1c9c21630aa6137d163fb27;GLO;SSP5-Base-2040;6c59302ba1c9c21630aa6137d163fb27;market for transistor, wired, small size, through-hole mounting;transistor, wired, small size, through-hole mounting;kilogram;55.4600476417582;0.7214676679729007;0.12169485070401846;3.268248594986942e-06;2.7587361034813384e-07;9.995846373702992e-12;3.659713265857945e-07;6.134984433895934e-08;1.1966723075425872e-08;8.926875304131253e-08;1.1412204584659295e-07;1.597208573624464e-11;3.213092321793603e-08;5.082828724937851e-08;9.733340718784619e-13;2.175498458445526e-08;0.00012127181958249127;5.2761203567096467e-05;0.00034397293000153624;5.049067639372614e-08;2.6468334851187733e-08;0.00027807905712639056;3.1188944157688217e-07;3.5774861999458644e-06;7.4781197966119874;2.016736964939001;1.0015380461441773e-06;0.0008000512149836658;9.494856783305973;
2ec10b1b64e70e51c42f3cadf61b7271;RoW;SSP5-Base-2040;2ec10b1b64e70e51c42f3cadf61b7271;market for sodium hypochlorite, without water, in 15% solution state;sodium hypochlorite, without water, in 15% solution state;kilogram;1.7239925612536156;0.017267332020286116;0.0018471596869492984;5.2573155334445e-08;9.58366181061476e-10;1.6236149758064303e-13;5.944711002552752e-09;1.1152464226547498e-10;2.2609795421117557e-11;2.297531838441931e-10;7.455373799569845e-10;2.0419527413993515e-13;3.886665280150309e-10;3.7229125416604857e-10;3.175113460404674e-14;7.09669438075782e-10;1.969833984966074e-06;6.125204244955814e-07;7.133099030248769e-07;7.25668787973076e-10;1.1418466812059866e-09;1.089603092026017e-06;2.5252475373222964e-09;1.1670119146181954e-07;0.09817944377883842;0.06845327983797321;8.773843299321675e-09;4.506356461821298e-06;0.16663272432648107;
4bdf117587a03b2c5cf9b8a56788ac4f;GLO;SSP5-Base-2040;4bdf117587a03b2c5cf9b8a56788ac4f;market for ultraviolet lamp;ultraviolet lamp;unit;0.38325262283184414;0.0031825524444365023;0.0014977304437131457;1.0215723714876807e-08;4.944595181465573e-10;6.540243486763013e-14;2.39476419321544e-09;2.0622054472768128e-11;5.594345879472053e-12;8.399125463957745e-10;1.8335354347082343e-10;4.1699820882589176e-14;1.001425820083246e-10;1.6836492900551357e-10;2.728465767162235e-15;6.098392362785815e-11;7.93503985230937e-07;5.003631508479087e-07;4.6062024842632307e-07;1.6272754263678042e-10;8.121327675408734e-11;1.220881488562704e-06;1.1289496973878979e-09;1.0028467009491926e-08;0.07827395066000079;0.0050328105582602796;4.2073206065508954e-09;2.986769255625138e-06;0.083306761279245;
66662a599dfa600065de991b42b4e59a;GLO;SSP5-Base-2040;66662a599dfa600065de991b42b4e59a;market for kaolin;kaolin;kilogram;0.05484772262146339;0.00018303589513849313;0.0001263294467810657;3.694612736512141e-09;1.0338087780195797e-10;1.4791057823965037e-14;5.415309881482723e-10;5.0098568204977145e-12;1.0364459966428206e-12;1.2591402624546798e-11;4.5966752705925644e-11;8.512094155772925e-15;1.8609788231363226e-11;3.144091422814613e-11;1.5837861592085188e-15;3.539919589186772e-11;1.7944645019946651e-07;2.8035174107593545e-08;3.838756589769725e-08;5.733188324268996e-11;2.7571667783123998e-11;1.0734258977994929e-07;2.1207473237638449e-10;5.821200851726926e-09;0.012530402769674851;0.0007120031796932206;7.595892831807511e-10;3.593290935773812e-07;0.013242405984767266;
4b39c6304103f1c61ac1664d2efd77bf;GLO;SSP5-Base-2040;4b39c6304103f1c61ac1664d2efd77bf;market for pyridine;pyridine;kilogram;2.566627248434742;0.002723724101573885;0.018218248849194103;4.719136533372613e-08;3.88595905530819e-09;6.680069850863364e-13;2.446137667105928e-08;1.904143160138706e-10;3.7329796358726674e-11;3.9963094801831585e-10;1.0717131947630143e-09;4.350353535900728e-11;6.376198999675697e-10;2.5800908113199466e-09;5.435511271511871e-14;1.2148908307726346e-09;8.104835939695714e-06;1.368729393703124e-06;1.2066953307300653e-06;7.436166772731877e-10;5.015441997895272e-10;3.877064652825087e-06;1.5211836820316342e-08;1.99782039130261e-07;1.4583082980214659;0.016110183443980505;3.330829750389776e-08;1.477354371015566e-05;1.4744184826803375;
8a9180e2f3ba09cbbf928b887930a815;RoW;SSP5-Base-2040;8a9180e2f3ba09cbbf928b887930a815;market for butyl acrylate;butyl acrylate;kilogram;1.2850162074608171;0.0021968263449378854;0.008384427811945379;2.596058358215413e-08;3.780053754970792e-09;4.23482719235716e-13;1.55064095553682e-08;1.0725973188010076e-10;2.2128453276673504e-11;2.0945246315274597e-10;1.1350340680322096e-09;2.122419185427952e-13;4.817795371312652e-10;1.467509175376616e-09;6.130175950346165e-14;1.3701552956263076e-09;5.13794751840079e-06;8.158898899099682e-07;8.936265558647357e-07;4.0868924880349227e-10;5.610421192785536e-10;3.8119814606635124e-06;9.596332589721252e-09;2.253144166964069e-07;0.6845608731014776;0.020584568797062882;2.271020125425297e-08;1.0895285464519104e-05;0.7051454432686959;
d053f1b0998eae92cd5e77983cb6d097;GLO;SSP5-Base-2040;d053f1b0998eae92cd5e77983cb6d097;market for fuel cell, solid oxide, 125kW electrical, future;fuel cell, solid oxide, 125kW electrical, future;unit;163159.16556204972;1275.028089490957;1477.7954016990147;0.07557868906150338;0.00012697688943822142;8.18796821583925e-09;0.0002997893057178353;1.635752554734401e-05;3.2755461287213505e-06;2.9258491826611887e-05;3.9780648502010564e-05;3.344075920208861e-07;6.171192897997646e-05;3.307342318666244e-05;6.762827265782092e-10;1.5115591569755953e-05;0.09934089198789993;0.21216431372220268;0.08670313658386353;3.275122111788729e-05;3.873522917082384e-05;0.14632133467670666;0.0002200070573701348;0.0024856749511768966;5939.387939046763;393159.2129369273;0.0006105651495138722;0.5473062247268852;399098.6008910897;
189d143c6efd2310d7522b03abb89435;GLO;SSP5-Base-2040;189d143c6efd2310d7522b03abb89435;market for inert material landfill;inert material landfill;unit;2224169.1768031633;5435.853689555181;12076.51852534948;0.008569484731190503;0.0015345777976934476;1.7082727017148912e-07;0.0062576424310123386;3.788695632093284e-05;9.861499860154691e-06;0.00041322489856691175;0.00017215690651725901;2.1042337624193674e-07;0.002587632388565125;0.001322623449010189;2.9214896697699354e-09;6.52981998326947e-05;2.0728936008031997;0.4498638764138377;0.3179948243830082;0.00013305435292216078;0.00034711713258318497;1.881655616523887;0.00852279998611372;0.010737925732647535;755451.5386067748;9906.824504477188;0.012335986245486577;4.742147442865063;765358.3631765501;
3e94674bc41b5e4877d067971c70ab68;RoW;SSP5-Base-2040;3e94674bc41b5e4877d067971c70ab68;market for propylene;propylene;kilogram;0.03524552990057081;5.264261861508425e-06;0.008384436995726314;1.7616175782475948e-11;6.707622642895085e-10;1.1962778454533536e-13;4.38245738864164e-09;2.48425718341045e-12;5.130466412637603e-13;5.382398726697564e-13;7.349551148534596e-12;4.336270187018167e-15;6.416100618287833e-13;3.607083400738105e-10;6.3213480864469685e-15;1.4128841694427142e-10;1.4516346956949475e-06;5.873706216677136e-08;1.4773039731746454e-08;2.5049919821032794e-13;9.997070834466604e-13;6.536108860051291e-07;2.33030135935378e-09;2.323409423105251e-08;0.610337874668046;4.389308214028868e-05;5.425584840391308e-09;2.204321320395109e-06;0.6103817678914749;
e8bcfd4bc2aab6cfae65b5e15fcc9f1d;GLO;SSP5-Base-2040;e8bcfd4bc2aab6cfae65b5e15fcc9f1d;market for furnace, wood chips, softwood storage area, 1000kW;furnace, wood chips, softwood storage area, 1000kW;unit;726401.2094850667;181.82105555466904;61.651765328756404;0.0002205815607743957;2.2542351954656434e-05;3.208754330879308e-09;0.0001174753218558137;2.9261064816043228e-06;6.084621041040587e-07;7.965642734766906e-06;8.791987584994626e-06;1.9986614272603767e-09;2.8783234209270032e-05;1.1078182455711165e-05;1.2492002397878363e-10;2.79208678136931e-06;0.038928468188025735;0.06505748586396254;0.015245325799678596;3.4391336394820795e-06;3.5178501394790195e-06;0.030129165297414006;7.354295311602754e-05;0.00045914313984562566;2144.0676159228087;1126.8220955078239;0.00020017644028838473;0.14990002934235633;3270.8897142227192;
5d05a333844f7667c0264d0b2b641f0a;GLO;SSP5-Base-2040;5d05a333844f7667c0264d0b2b641f0a;market for potassium nitrate, agricultural grade;potassium nitrate, agricultural grade;kilogram;17.046726011809305;0.001624174405729748;0.0012594183995209797;5.958557368851128e-09;6.20220879959083e-10;9.1623274575321e-14;3.3542002875919433e-09;1.9230574363818125e-11;4.402950429443277e-12;1.268637232082186e-10;1.2509276616428364e-10;3.0128167022082226e-14;2.4794106662481734e-08;3.1625417354659125e-10;2.0457446667540186e-14;4.572442799939556e-10;1.1114420978734631e-06;1.295477321112122e-07;1.486715667534615e-07;9.290575983881931e-11;1.4839733114893898e-10;6.875707617522465e-07;2.1341428888554816e-09;7.519127836346008e-08;0.0950621168657049;0.09728113298426505;2.936048827032285e-08;2.1547903136624433e-06;0.1923432503072142;
461b8632da46daefbb306fa8a317e3c5;GLO;SSP5-Base-2040;461b8632da46daefbb306fa8a317e3c5;market for tomato, fresh grade;tomato, fresh grade;kilogram;1.2401150652316666;0.0016770623586690758;0.002201535435146202;2.4986111251581655e-09;4.955858165986112e-10;4.182291054815175e-14;1.5311749360627724e-09;1.815271635290524e-11;3.939195072176599e-12;8.151933517789299e-11;8.069027789035885e-11;5.381408737097317e-13;1.3594602512275535e-09;1.5227182988734993e-10;3.340874731846325e-14;7.46718730904433e-10;5.074918385311939e-07;2.5563165635005086e-07;1.766406716193562e-07;3.8918216216680024e-11;7.280315926492433e-10;4.5682755801960207e-07;1.022864421566671e-09;1.227937415759189e-07;0.041359642556720706;0.00739741856450545;3.723398545567705e-09;1.521172246590852e-06;0.04875706186794489;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]"
a618878275594be40595ef331189707b;RoW;SSP5-Base-2040;a618878275594be40595ef331189707b;market for hard coal, run-of-mine;hard coal, run-of-mine;kilogram;0.04210817835564132;0.00012361520921110288;0.00026397257694934384;4.466658064163452e-10;1.5424712567087134e-10;5.421802602761203e-15;1.985321614924389e-10;2.321561463982828e-11;4.877659667850009e-12;6.787288222872452e-12;8.161868800328495e-10;1.2827398963365753e-13;5.884513962088929e-11;1.3234050030570516e-10;2.175101197486941e-16;4.861567511926906e-12;6.578483572652005e-08;2.3945294066716054e-07;2.944346324861325e-07;7.115499470546044e-12;5.0781678756736726e-11;1.3663667259694396e-07;9.116640831640463e-10;7.994577342266202e-10;0.04027886364480136;0.000627224611897779;1.395165852418718e-09;7.38077958359939e-07;0.040906088261560704;
bd3a3818f60643fd78eccefa7b4390c1;GLO;SSP5-Base-2040;bd3a3818f60643fd78eccefa7b4390c1;market for reinforcing steel;reinforcing steel;kilogram;1.396515372535585;0.013349594998312559;0.00226872643226448;1.0605511825587635e-08;9.742682312867406e-10;1.5592494679391735e-13;5.7092333781680955e-09;1.0370730476444089e-10;2.2556439420025584e-11;1.8475896164536304e-10;6.084164288591174e-10;1.2273943164393317e-13;3.0139527726231215e-10;6.12090572195179e-10;1.168583969540834e-14;2.6119013992738187e-10;1.891750350449697e-06;6.083655704001253e-06;4.1701529834191914e-07;1.6433874752642227e-10;1.4168210820887282e-10;1.840425123316158e-06;3.920774857471472e-09;4.29512656064948e-08;0.09083767259960754;0.1674902461991607;8.516709704778056e-09;1.028002219361738e-05;0.25832791905995833;
a2634d3b6d27046ccb1d0af9c0384c64;GLO;SSP5-Base-2040;a2634d3b6d27046ccb1d0af9c0384c64;market for battery cell, Li-ion, NCA;battery cell, Li-ion, NCA;kilogram;47.761042274039895;0.3368730450157722;0.9185223839731116;9.496284441381725e-07;3.535732026537881e-08;1.1121311482122758e-12;4.071737173910211e-08;5.222840717737935e-09;1.0315577541605278e-09;1.0965927035263241e-08;8.450179181315382e-09;4.256211120268158e-12;3.958123768338432e-09;4.465984902912832e-09;6.320567806973095e-13;1.4127097692196442e-08;1.3492423462476309e-05;5.960082080457677e-06;2.985726148073964e-05;1.3246668711283456e-08;3.802388743114385e-09;3.244968888573895e-05;3.002517784474011e-08;2.323122631639656e-06;1.3328195087857508;1.7423604612217298;1.1017517613775405e-07;8.41296103441823e-05;3.0751799841345786;
6727025bbc9d787b9780d89813f331c1;GLO;SSP5-Base-2040;6727025bbc9d787b9780d89813f331c1;market for industrial furnace, coal, 1-10MW;industrial furnace, coal, 1-10MW;unit;127781.44298549098;700.942064958514;619.6364393181667;0.0013837689850183053;0.000249964002436664;2.0789645363852722e-08;0.0007611443911450675;2.8940791148049326e-05;5.778783881815283e-06;5.15422378549645e-05;7.078047051040773e-05;1.2138105181968812e-08;0.0001673340212619029;0.0001385610452613979;6.768886900039484e-10;1.5129135455012387e-05;0.25222131045775076;0.28367200640172346;0.14577452993276474;2.149628722279595e-05;3.0196237912539177e-05;0.3087060465268818;0.000942581693013644;0.0024879021677676706;14873.563917530813;6707.745865396511;0.001474074247297242;0.9938543859564182;21581.309798056463;
664abb18d8a9519808223f7797e972b7;RoW;SSP5-Base-2040;664abb18d8a9519808223f7797e972b7;market for dolomite;dolomite;kilogram;0.11595703475774141;9.513054455875561e-05;0.0001709749873049528;1.7734099260955395e-09;4.762259897313765e-11;8.329504407575695e-15;3.049795681629334e-10;4.713926783528328e-12;1.038355515422875e-12;2.6387157166780225e-11;3.083680293067223e-11;6.006028009665284e-15;2.852578508042481e-11;3.228353417944332e-11;1.9956273553816104e-16;4.460425624354931e-12;1.0105753101212267e-07;2.8549655744432373e-08;2.826130669889433e-08;2.8439464737598925e-11;1.9290855089965234e-11;6.070312312286171e-08;2.1818664412777823e-10;7.334921822200061e-10;0.006803747317870522;0.0003973556377269024;4.764020844518224e-10;2.1957096918391565e-07;0.00720110296005785;
8935626f595b071e997e105b20cc88ea;GLO;SSP5-Base-2040;8935626f595b071e997e105b20cc88ea;market for inductor, miniature radio frequency chip;inductor, miniature radio frequency chip;kilogram;21.651145784493494;0.5461776083191621;0.9626787250131752;1.7124100498329534e-06;8.193174754029858e-08;5.7771981236539346e-12;2.1152326027823746e-07;9.040957821064863e-08;1.806925136404814e-08;1.1630561709512614e-08;1.5169830627603296e-07;1.014054312209508e-11;3.624831879628757e-08;4.297550290219658e-08;4.0167777949339654e-13;8.977897880357177e-09;7.009125854036265e-05;3.2793351058225434e-05;0.00045289711760591287;2.6732485207288106e-08;1.8240872769316877e-08;7.9134221146937e-05;2.7859299618239687e-07;1.4763653656850087e-06;4.651803998606064;1.6503809218311405;6.445023819058514e-07;0.0006367157287168608;6.302184929415102;
d39f1efa85b7833e0e2ec301c6ac52dd;GLO;SSP5-Base-2040;d39f1efa85b7833e0e2ec301c6ac52dd;market for morpholine;morpholine;kilogram;1.6916716365360713;0.002488184142423424;0.011666922265972393;8.591945802326734e-08;8.325322199302828e-09;6.581756416572632e-13;2.4099291647091336e-08;1.6389635185234763e-10;3.351724328393867e-11;3.2985419898647364e-10;1.6797453963214018e-09;3.1398269394569686e-13;5.857566530553041e-10;1.5173234739028059e-09;3.0831037932589635e-14;6.891043623406573e-10;7.985277252841266e-06;1.1419600910442268e-06;1.1957476693852565e-06;1.3473651601928582e-09;6.705374468054318e-10;5.6624441793850566e-06;9.981701782496898e-09;1.1331937915312134e-07;1.0064023783077127;0.01231583436912144;3.6735696306433413e-08;1.6110743853265486e-05;1.0187182133659387;
=======
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;log parameters;emptied
abaa20243b8346aa03a36cc182ffcf93;GLO;SSP5-Base-2040;abaa20243b8346aa03a36cc182ffcf93;market for carton board box production, with offset printing;carton board box production, with offset printing;kilogram;0.36226173545353213;0.0018849834290136508;0.005024068448468248;6.238673663797394e-09;3.5791119875959042e-09;1.2289617131578157e-06;0.05729747255135276;;;
