;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied
66426d32b54bb1c84aa437f9dedf7d23;GLO;SSP1-PkBudg500-2050;66426d32b54bb1c84aa437f9dedf7d23;market for lithium;lithium;kilogram;271.83427188121846;0.5617914922860326;0.08005600829682644;1.8511782691640182e-06;5.4030480801598804e-08;2.719143879045457e-12;9.954679381053752e-08;3.973156441785786e-09;8.017481519315948e-10;9.971821597858748e-09;1.5277379849434306e-08;6.429399243075672e-11;2.4474024243989825e-08;1.5652970018034117e-08;5.131703096393631e-13;1.1469866819578983e-08;3.298852906850182e-05;1.293286463365512e-05;2.3326524738686886e-05;2.8966589773493416e-08;7.409009046173438e-09;5.478141203004658e-05;1.070527913228627e-07;1.8861557958345126e-06;2.6031159466387677;37.855837683970705;2.237953865174897e-07;0.00012605874503578764;40.458953642079344;;
3a114d3fde564aa2089d2fa72687b065;RoW;SSP1-PkBudg500-2050;3a114d3fde564aa2089d2fa72687b065;market for sawnwood, beam, softwood, raw, dried (u=10%);sawnwood, beam, softwood, raw, dried (u=10%);cubic meter;174.8216454374689;0.2668116480314804;0.5012695129055642;2.9884288387356742e-06;5.300266398197854e-08;1.1902501545167115e-11;4.3566934968074794e-07;4.155097445748515e-09;1.0011788719691942e-09;4.222319778683723e-08;7.313810123522955e-09;3.949347195893493e-12;1.4142136844070319e-05;5.8241447171994426e-08;4.931385008263153e-13;1.1022135968972301e-08;0.00014439035726534374;2.9936442214396882e-05;2.5201311762375865e-05;4.627886926617477e-08;1.751075973200892e-08;0.00014432858127157698;3.9783542500317743e-07;1.8125289480140855e-06;2.6655417207189553;0.8176444060563782;1.474375645438285e-05;0.0003461296975621562;3.48318613779747;;
492d7343b3f92abd9a2ca1002fbc7e54;GLO;SSP1-PkBudg500-2050;492d7343b3f92abd9a2ca1002fbc7e54;market for propane;propane;kilogram;0.6802710817805258;0.0011936036821973614;0.0030117377410852847;1.1429977998119964e-08;4.857390313237257e-10;1.0992071379400134e-13;4.025780083691854e-09;4.095257926850736e-11;8.43940554315416e-12;1.2168585843187774e-10;7.64735510780759e-11;1.7351339135511872e-14;3.447580818014018e-10;2.9157636438461317e-10;1.7101864427307648e-15;3.822436794629942e-11;1.333724606201259e-06;2.8749991554449116e-07;2.1379055367177945e-07;1.77569585234845e-10;8.199745507725414e-11;5.321218503494293e-07;1.7512536469353542e-09;6.285784680686469e-09;0.3675600909724118;0.005707607223631533;5.395515844330003e-09;2.3754275758178344e-06;0.37326769823426775;;
dbcd34cc6eac2909da3c1435cd5b15c7;GLO;SSP1-PkBudg500-2050;dbcd34cc6eac2909da3c1435cd5b15c7;market for heat and power co-generation unit, organic Rankine cycle, 3MW electrical;heat and power co-generation unit, organic Rankine cycle, 3MW electrical;unit;1328129.8098442375;6486.6214151142285;4566.527749166932;0.006839268377427144;0.00034779610635868373;1.9309678668015884e-08;0.0007069990414062398;0.00018312316592407387;3.4529034899257815e-05;0.00012014481433554956;0.0001121956556528153;4.6327790176790337e-08;0.00026829089000950454;0.00010966728258243001;2.7049995635533907e-09;6.0459430637716694e-05;0.2342811343361406;1.6687209638835792;0.2973183494956047;0.0001066363021141106;0.0003417584366597502;0.4335282014663258;0.0007206258190656681;0.00994221705482452;13844.751719562431;20782.778321467376;0.0018828118873171619;2.644959081818505;34627.53010148924;;
d72edbe876c2565eed49b5b41932923a;GLO;SSP1-PkBudg500-2050;d72edbe876c2565eed49b5b41932923a;market for furnace, logs, softwood storage area, 100kW;furnace, logs, softwood storage area, 100kW;unit;9837.356216779004;53.78626225314709;8.971335882418579;5.475434730145868e-05;2.0287119153827846e-06;1.356029186210959e-10;4.9653403996372325e-06;3.864204628717105e-07;7.848192377690971e-08;6.960911436616453e-07;7.98145741025157e-07;1.1250442438047328e-09;4.77205365098646e-06;7.262830599134721e-07;1.8147684146856403e-11;4.056187903670984e-07;0.0016452532419421058;0.013447690253593037;0.0017038586601982588;8.639556276811854e-07;5.233060404276333e-07;0.002818498172338603;4.737759413105431e-06;6.670175376791076e-05;98.31775707291946;134.89321782599092;1.4452786195602679e-05;0.019688120218077004;233.21097530452917;;
f01964b5476417edfc6c8902498d4713;GLO;SSP1-PkBudg500-2050;f01964b5476417edfc6c8902498d4713;market for yarn, silk;yarn, silk;kilogram;261.28099844224175;0.16794050300791913;0.08480043506071458;6.526767580399824e-07;7.731461457192336e-08;3.974636885685025e-12;1.4548328105537895e-07;2.361854935642284e-09;4.428612988710755e-10;9.043277007922767e-09;7.734051380500979e-09;5.416096313808995e-11;2.117623648208054e-07;1.7220743507314644e-08;4.830774869629568e-12;1.0797262302442846e-07;4.823519357739335e-05;9.787332205647852e-06;1.5337233324565658e-05;1.00442303661094e-08;1.171259012335454e-07;5.4423480938004574e-05;1.1755400773222169e-07;1.7755497244427123e-05;0.8967479140968618;0.27664806985059465;4.711280894169091e-07;0.000145684723696886;1.1733960919200797;;
b174d4a88624f143a5f6eefff6697b66;GLO;SSP1-PkBudg500-2050;b174d4a88624f143a5f6eefff6697b66;market for fibre, flax;fibre, flax;kilogram;5.288755773429925;0.0014954716528221353;0.002007716219519893;3.025031757323408e-08;4.200485764886303e-09;1.0318559660771944e-13;3.776558157518417e-09;6.76190604478554e-11;1.293178911464848e-11;2.763747442765839e-10;1.2460813864073394e-10;8.336435144328954e-12;3.865587378772504e-09;7.105413460019819e-10;3.0102956254973154e-13;6.7283101269596446e-09;1.2525200905950933e-06;2.24223721385932e-07;-4.7475528458312563e-07;4.485767135756143e-10;7.334682824256153e-09;2.2785920756620374e-06;4.9116887209686915e-09;1.1064331732670285e-06;0.032673594585434576;0.00657488238199049;1.3043428311126213e-08;4.399702504375546e-06;0.03924848369573519;;
46f7d7ebef78dcb79cf0f7027562770d;GLO;SSP1-PkBudg500-2050;46f7d7ebef78dcb79cf0f7027562770d;market for lorry with refrigeration machine, carbon dioxide, liquid as refrigerant, 16 metric ton;lorry with refrigeration machine, carbon dioxide, liquid as refrigerant, 16 metric ton;unit;23689.51797875166;196.4424297921991;183.42828165135066;0.0004940161421375122;1.8015390963357388e-05;1.236747300188965e-09;4.5284392006210243e-05;9.27651876072625e-06;1.7610402435906267e-06;5.8008306965246505e-06;5.952958318624748e-06;7.5232169587729e-09;1.2821109923228483e-05;7.0992802392497036e-06;1.2882357972990366e-10;2.879335134883007e-06;0.015005158979056826;0.04918397123585754;0.022222244823688175;7.761739925141151e-06;3.6324406183668626e-06;0.022476997914543127;4.616480304838138e-05;0.0004734906462504924;1333.155136015545;1035.9173833754546;0.00010602014521468459;0.10941933527597512;2369.0725222703345;;
696cad70162feb0eef148b4a807b168c;GLO;SSP1-PkBudg500-2050;696cad70162feb0eef148b4a807b168c;market for fuel cell, stack polymer electrolyte membrane, 2kW electrical, future;fuel cell, stack polymer electrolyte membrane, 2kW electrical, future;unit;129.5620495135962;0.2253664978488295;0.18170548475657816;2.2686628140400896e-06;1.0021121299061643e-06;7.32049496054914e-12;2.6797959664464847e-07;5.9027301863004114e-08;1.150450162898196e-08;9.194055947123607e-09;5.416813370248004e-08;5.184026296336215e-12;1.0987727186972108e-07;1.5739240966574882e-07;5.023500694721422e-13;1.12280236900318e-08;8.883761354635955e-05;5.456670169386527e-05;0.0005200854171455982;3.637268954329883e-08;3.034333119169347e-07;0.0008459041869144213;1.0754639402227423e-06;1.8463860384647477e-06;4.651601709081337;4.203224801996903;1.6712680599341959e-06;0.0015126554652326002;8.854826522306265;;
07aa609c1736d7750e6fc4836d6b3726;GLO;SSP1-PkBudg500-2050;07aa609c1736d7750e6fc4836d6b3726;market for sugar, from sugar beet;sugar, from sugar beet;kilogram;0.7245722876330395;0.024857199403144882;0.0012409050666951956;1.208336194943728e-08;1.996916379480256e-09;5.434104626773341e-14;1.9888999547455658e-09;2.5285154724770875e-11;5.538776940222187e-12;1.4966533770358582e-10;6.137484337059444e-11;1.953687386157806e-12;5.3375615976671e-09;1.9170352664815107e-10;2.91576808357638e-14;6.517031669057967e-10;6.59412667569609e-07;1.0647016163376248e-07;1.3048392183719606e-07;1.8931145220545903e-10;2.6675105758648047e-09;9.66382070584897e-07;1.3130334545323472e-09;1.0716896061293545e-07;0.02006632103724209;0.0035272439398689862;9.758979105896016e-09;1.9740864334051584e-06;0.02359356562881424;;
1ba83ac75fcbff697148c7fd60a4c4da;GLO;SSP1-PkBudg500-2050;1ba83ac75fcbff697148c7fd60a4c4da;market for water discharge from petroleum extraction, offshore;water discharge from petroleum extraction, offshore;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.920563063411996e-18;-4.668300690858255e-13;-2.484268025301129e-17;0.0;-2.1317999024129846e-13;0.0;0.0;0.0;0.0;0.0;-8.782650478309606e-12;-1.0464981156645561e-09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6.800388225277543e-13;-1.0552807679088194e-09;0.0;;
b9e23828f3d0c74c551c7edc66e71379;GLO;SSP1-PkBudg500-2050;b9e23828f3d0c74c551c7edc66e71379;market for potato, organic;potato, organic;kilogram;0.5880923130260234;0.000663031775796218;0.0009331790840887519;6.7874968816813775e-09;4.734022835644132e-10;1.4151164584726337e-14;5.179275597317397e-10;1.992025845043594e-11;4.423519530532899e-12;1.3058579428476933e-10;3.9292396402642546e-11;1.3610043416606317e-12;5.345906720729628e-09;1.2529379909861923e-10;4.2863633544126874e-15;9.580448418769198e-11;1.7175543764706765e-07;7.859981440447968e-08;2.6119592161454867e-07;1.03952747865209e-10;1.1302749868689071e-09;3.3917353984940613e-07;8.560775445186392e-10;1.5754514499601144e-08;0.007766117711833443;0.002759803060481165;6.658130921840155e-09;8.685692478184612e-07;0.010525920868119092;;
ee96cdd1441e4db29b371c9c23b5445d;GLO;SSP1-PkBudg500-2050;ee96cdd1441e4db29b371c9c23b5445d;market for printed wiring board, through-hole mounted, unspecified, Pb containing;printed wiring board, through-hole mounted, unspecified, Pb containing;kilogram;26.271851753147313;0.5242035553743876;0.9513155036012231;2.0779484424269463e-06;3.4502807645261265e-08;1.2162129248187741e-12;4.4529182990829125e-08;2.1714597866236438e-08;4.353830387815447e-09;1.524257138481025e-08;3.112102911339777e-08;4.223857163727297e-12;2.7915948178285814e-08;1.4309445560412985e-08;3.3153533242825426e-13;7.410144424780331e-09;1.4757410247197839e-05;3.425711067698683e-05;0.00011117501716375911;3.2608489957813717e-08;6.734731631561903e-09;3.62669618970593e-05;8.840672602834089e-08;1.2185570307505327e-06;1.3030838557788025;0.8271138607915995;1.936936617968991e-07;0.0001978023027798741;2.1301977239805465;;
0ec07589c535fa6a72e9ba6025345669;GLO;SSP1-PkBudg500-2050;0ec07589c535fa6a72e9ba6025345669;market for butane-1,4-diol;butane-1,4-diol;kilogram;1.5325625480439617;0.003364811942070517;0.0040306314909313475;7.554759565023369e-08;1.881995808196617e-09;2.472021771153479e-13;9.051157668903272e-09;1.103557439122988e-10;2.255879365919168e-11;3.256709097817171e-10;3.238417509116201e-10;7.153779935361897e-14;1.086219700537642e-09;7.838360933597674e-10;1.4511526430778365e-13;3.243470488906495e-09;2.9991390376684503e-06;5.616255454022238e-07;5.956549899237847e-07;1.2202135858026332e-09;2.52016084584811e-10;1.9942093047832782e-06;5.0691961829430215e-09;5.333706796687761e-07;0.3450872710597849;0.010314327448742173;1.3586007589147102e-08;6.690510345623782e-06;0.3554016017519975;;
4b1e5aa399ba8cfa2ae44f08c32cf28d;GLO;SSP1-PkBudg500-2050;4b1e5aa399ba8cfa2ae44f08c32cf28d;market for heat and power co-generation unit, 500kW electrical, components for heat only;heat and power co-generation unit, 500kW electrical, components for heat only;unit;25105.740682069074;395.70322087011783;53.879763695020216;0.0005397470176686451;1.5960875975737598e-05;1.4715548699128335e-09;5.388032463839489e-05;1.8609816410669148e-06;3.8644536154371365e-07;3.379641944036194e-06;5.533736265398219e-06;2.325236713778253e-09;1.931388876137035e-05;7.3621450786517135e-06;1.730117770856948e-10;3.866985295361659e-06;0.017853507745133744;0.07780887167833288;0.006510780616001583;8.566678585494573e-06;2.249121579706005e-06;0.023630882531682697;4.8252823189008303e-05;0.0006359042212070738;876.7499098740864;1498.5286395479343;0.00010768165088545758;0.1264988970472976;2375.2785532890052;;
0e9aae51b130ea7c6722ad337019dd3d;RoW;SSP1-PkBudg500-2050;0e9aae51b130ea7c6722ad337019dd3d;market for sawlog and veneer log, azobe, measured as solid wood under bark;sawlog and veneer log, azobe, measured as solid wood under bark;cubic meter;25.388347884682474;0.17322164691968228;0.522801228379939;2.4336979980276665e-06;5.9910645010674e-08;1.5984837065991668e-10;5.850735490365087e-06;3.066846431462381e-09;5.97593260794842e-10;4.8335884723467474e-09;4.555555935904339e-09;2.1433426012027153e-12;4.793301658486233e-05;8.364367186606889e-08;1.5422365343329993e-13;3.4470520450647074e-09;0.0019391874619148067;1.3917795882537792e-05;1.2983796500658193e-05;3.8277727074533324e-08;8.07545112895457e-08;0.0038631226258504145;5.742943311927089e-07;5.668485341297677e-07;2.628067378725536;0.25567574191366405;5.3940519810906004e-05;0.005830471164990513;2.883743124086252;;
f7626f7b7d0f5c52de4029c40a54bbcd;GLO;SSP1-PkBudg500-2050;f7626f7b7d0f5c52de4029c40a54bbcd;market for polyvinylfluoride, film;polyvinylfluoride, film;kilogram;7.495112870857538;0.04574422379623157;0.018421984849826763;3.623039048394091e-07;8.251199778817105e-09;8.974941728923045e-13;3.2842019997252626e-08;6.130220199707314e-10;1.227307826842576e-10;1.3061267923179994e-09;8.03764347507793e-10;3.197981833448279e-13;3.1204914170605653e-09;3.458714545397545e-09;8.571330724989603e-14;1.915777667482091e-09;1.0880709243599219e-05;1.8269665244728135e-06;3.298994924478926e-06;5.87717481329858e-09;5.979890120519975e-10;7.862616183262097e-06;2.3582946777494953e-08;3.1503898065176544e-07;0.7195208119490981;2.9059947467865466;5.051931140996256e-08;2.4214363935364147e-05;3.6255155606514227;;
570bff4f228cbcba526b273f535884f8;GLO;SSP1-PkBudg500-2050;570bff4f228cbcba526b273f535884f8;market for refrigerator;refrigerator;unit;236.58649125905123;2.456708991331374;1.7174102475831858;3.6080272319541333e-06;2.344977610079495e-07;1.5253668780394524e-11;5.584458437622811e-07;1.4470320589650756e-07;2.6979607801207937e-08;7.657117475399779e-08;6.28518186912709e-08;3.5208675284004636e-11;8.320462063194077e-08;5.676045168182395e-08;1.7513976968496262e-12;3.914548046456524e-08;0.00018501133756181897;0.0004014301076236756;0.00021918080358546136;5.631384047329995e-08;1.020919983365997e-07;0.00026470502346438306;3.773401502304848e-07;6.437256510505552e-06;18.837373569944837;5.796084838711571;1.2440659212920506e-06;0.0010773000220392576;24.63345844780189;;
18d16ef221c3893a7d21498cb1511e19;GLO;SSP1-PkBudg500-2050;18d16ef221c3893a7d21498cb1511e19;market for linseed seed, at farm;linseed seed, at farm;kilogram;0.4732591673874174;0.0008891410282105398;0.0014349191915019818;1.1579899056283339e-08;2.408065929555348e-09;7.063574678693193e-14;2.584829040094594e-09;2.970526735087848e-11;5.9594015125545635e-12;9.014628574224931e-11;1.746060707679587e-10;4.7137933999779034e-12;2.6934916879378607e-08;3.43077224238391e-10;3.2133128004181026e-15;7.182073704993812e-11;8.575884422755519e-07;1.326142767380472e-07;9.125608742199499e-07;1.826013882647448e-10;9.619912857388477e-09;1.2818713586999967e-06;2.3679895609733615e-09;1.1810520695550652e-08;0.023243826734333388;0.003581010417104513;3.257607953212522e-08;3.2086112360979778e-06;0.026824837223258638;;
12f88b16014ca0d762f49067dfc099c7;RoW;SSP1-PkBudg500-2050;12f88b16014ca0d762f49067dfc099c7;market for isopropanol;isopropanol;kilogram;0.6728105455859654;0.001030896961665394;0.007217673786164919;1.3023310977482245e-08;1.3711477256826482e-09;1.618859851132128e-13;5.92875617358834e-09;6.713746721437951e-11;1.3772667728528694e-11;1.937593796248007e-10;1.9189924081883532e-10;3.9743309072008694e-14;2.93202350301946e-10;6.266555502536214e-10;8.288850909064263e-15;1.8526406190788072e-10;1.964217403187742e-06;2.71629403180829e-07;4.1610601556072055e-07;2.0725507957612357e-10;9.441733193320151e-11;1.3309616728789016e-06;3.838523225015891e-09;3.046564442499949e-08;0.5090894167877843;0.0059390376053107576;8.686538411861016e-09;4.017519710080846e-06;0.515028454578359;;
bd3e39f783dd3ec20d9c70ed139efc2c;GLO;SSP1-PkBudg500-2050;bd3e39f783dd3ec20d9c70ed139efc2c;market for blast furnace;blast furnace;unit;398041420.3077773;1114571.6501145144;974542.799254408;1.0952975969733627;0.07547036100031988;3.188054549598728e-06;0.11672691047592051;0.016759481130770842;0.003351316430086444;0.030726332565349998;0.026366480591669843;8.094216663944933e-06;0.37202054303042104;0.02004504287119158;4.791530493925939e-07;0.010709547219500017;38.67895180804322;297.95988771007177;80.7843204184029;0.01695741691778102;0.005637490725680715;89.33857653454135;0.1326098121987908;1.7611254669794685;2138895.9774711495;3360237.6298799952;0.6614758905082568;508.6772925965747;5499133.618060694;;
2a83bda414e1adbc7fe1967a99f30491;GLO;SSP1-PkBudg500-2050;2a83bda414e1adbc7fe1967a99f30491;market for gallium, in Bayer liquor from aluminium production;gallium, in Bayer liquor from aluminium production;kilogram;0.2169553877886316;0.00020894833625682168;0.00024964385017740316;2.030989129441724e-09;4.467698179065235e-11;2.155801742333448e-15;7.892521735608346e-11;4.455556802286657e-12;1.144532337005983e-12;5.929785485816995e-11;4.7364878012109234e-12;2.5725261859833166e-15;9.920868565692549e-11;2.901463187491655e-11;2.1157150277035287e-16;4.7288335159131194e-12;2.6154984647469612e-08;2.287143871544358e-08;2.7333496213159934e-08;3.0457455358411564e-11;8.163728847929958e-12;6.628692484274567e-08;1.9775768753867337e-10;7.776303669324925e-10;0.0022929157790278825;19.40095252264515;3.214646730365547e-10;1.4366078231146323e-07;19.403245438428904;;
b2223208f0b5785909ff8e3bb25bb84d;RoW;SSP1-PkBudg500-2050;b2223208f0b5785909ff8e3bb25bb84d;market for sawnwood, beam, softwood, raw, dried (u=20%);sawnwood, beam, softwood, raw, dried (u=20%);cubic meter;151.3119570663028;0.2272144147838282;0.4071459636722897;2.2373748470578056e-06;3.5256712184430066e-08;2.5419845937680066e-12;9.305892210272554e-08;3.576133511376993e-09;8.632595695800647e-10;3.6921042833387164e-08;7.008653643943326e-09;3.320883868774432e-12;8.676906681349604e-06;3.305309600878299e-08;3.433603868525482e-13;7.67444615236126e-09;3.0839394150594454e-05;2.5742927952707054e-05;2.023219030490479e-05;3.454685244487291e-08;8.452292946210603e-09;5.464499357850983e-05;2.2313207234939809e-07;1.2620199796380372e-06;2.073085744592776;0.7074769440747984;8.886646839926717e-06;0.00013298637568153458;2.780562696342021;;
a309624068522e73107aef09fc7aca59;RoW;SSP1-PkBudg500-2050;a309624068522e73107aef09fc7aca59;market for pig iron;pig iron;kilogram;0.6354842086540821;0.013091607818671927;0.0015975287551637336;1.0047942381219589e-08;7.703410887773763e-10;7.438209151624412e-14;2.7242071917327587e-09;2.2069377409871467e-11;4.935864206179023e-12;1.0893343121984446e-10;3.066054165112527e-10;1.1196329798748178e-13;3.991750071406923e-10;4.825932548458446e-10;2.4557156314942055e-15;5.488768681841975e-11;9.025166840337033e-07;1.7570701350723432e-07;2.0615373921376694e-07;1.543303736784544e-10;6.866834263761754e-11;1.5290340561916539e-06;3.092110264962126e-09;9.025974777300165e-09;0.04149289240646168;0.17459937476905085;4.819047923224168e-09;2.825752098301902e-06;0.21609226723040023;;True
245eaef2fb637e428e0425deb295ec37;GLO;SSP1-PkBudg500-2050;245eaef2fb637e428e0425deb295ec37;market for ceramic tile;ceramic tile;kilogram;1.727718736540119;0.0035609179688900123;0.04006049071216135;1.5363328967666597e-08;4.209748203486696e-10;4.311115263553549e-14;1.5783159945852815e-09;5.942627770066269e-11;1.2365114048825187e-11;1.815805268479851e-10;7.633400996345885e-11;3.428319882731045e-14;5.916456711215376e-10;1.4196840523799755e-10;2.7586834780276654e-15;6.165931952023276e-11;5.230249507268849e-07;1.8573549386998948e-07;4.342638228065744e-07;2.526769573240106e-10;5.8220637528612e-11;5.938339405546395e-06;9.445246381612006e-10;1.0139532107014303e-08;0.04638165980606324;0.010616515778398613;3.0626842493329724e-09;7.0927564165792185e-06;0.05699817564612118;;
077395d23d3dc7d266b094eb0f53d1bb;RoW;SSP1-PkBudg500-2050;077395d23d3dc7d266b094eb0f53d1bb;market for bagasse, from sugarcane;bagasse, from sugarcane;kilogram;0.02032854941420236;2.815903147755735e-05;3.677856415930529e-05;2.6924464924442353e-10;3.894576595380724e-11;6.10266696704354e-15;2.2336717773086168e-10;1.7193070264763928e-12;2.1327786716258079e-13;4.907370817033236e-12;4.1355493774148845e-12;4.771854042217589e-14;2.767862934778988e-10;8.155386086399409e-12;2.6653630927482398e-15;5.957351609279163e-11;7.403735145571935e-08;4.197904112364329e-09;1.3287789443642938e-08;4.050322400899599e-12;5.8207589835652134e-11;2.8855199539720444e-08;5.57413367668526e-11;9.796533335927956e-09;0.0004264739366452762;0.00012127326102878794;5.576291800511294e-10;1.3007489283445984e-07;0.0005477472572475802;;
033147584df1e5cf6f81512cf623dccd;GLO;SSP1-PkBudg500-2050;033147584df1e5cf6f81512cf623dccd;market for maize seed, at farm;maize seed, at farm;kilogram;0.8203833779627283;0.0013751543129180625;0.002263031635129588;2.3149645419581425e-08;1.2324929360846475e-09;8.552245045529529e-14;3.130194047363946e-09;5.054139291868553e-11;9.597105375060255e-12;1.3400826514024052e-10;1.618151151275959e-10;9.769302134109476e-12;1.753490925762757e-08;4.813793077269517e-10;3.623595650505522e-15;8.099096681667407e-11;1.0379939704491972e-06;2.4153234229110536e-07;4.161512970832066e-07;3.689108510171942e-10;6.69520877520316e-09;1.125463844149266e-06;3.3189722204560174e-09;1.3318513970079194e-08;0.0355502492936227;0.005712103610612582;2.2744757071522408e-08;2.8448301906505614e-06;0.04126235298522625;;
