;location;database;code;name;reference product;unit;Hazardous (kg);natural resources;Gallium;Coke;Fluorspar;Rare earth;Indium;Copper;Europium;Tantalum;Vanadium;Latex;Scandium;Phosphate rock;Carbondioxide (kg);Titanium;Palladium;Nickel;Tin;Gold;Recycling (kg);Hydrogen;Electricity;Total (kg);Borates;Antimony;Cement;Strontium;Zirconium;Erbium;Uranium;Landfill (m3);Lithium;Petroleum;Tungsten;Platinum;Dysprosium;Incineration (m3);Hazardous (m3);Gadolinium;Selenium;Radioactive (m3);Natural gas;Incineration (kg);Graphite;Bauxite;Composting (kg);Cerium;Coal(black);Lead;Zinc;Digestion (m3);Silver;Openburning (kg);Cadmium;human health;Helium;Rhodium;Landfill (kg);Holmium;Beryllium;Tellurium;Aluminium;Coal(brown);Cobalt;ecosystem quality;Digestion (kg);Vegetable oil;Total (m3);Sand;Silicon;Magnesium;Water;Chromium;parameters full;emptied;log parameters
a23ff5a5512f239248b86d5706a7c4e4;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;a23ff5a5512f239248b86d5706a7c4e4;market for latex;latex;kilogram;0.00044123769633608876;0.7533136085111855;1.6105309207424942e-10;0.019873677743326594;8.017552917999808e-05;2.3988078033840484e-06;2.7293708108951998e-06;0.0005945511451423678;0.0;7.33662475880586e-07;0.0;1.0404433432335423e-06;0.0;0.000127045535589954;0.10722427628507056;1.2462152129330584e-05;7.446742726559727e-10;-0.001360045460410354;1.2952088553183833e-05;1.0132504182938043e-08;0.002033375658938499;0.0007654726107853581;0.015347951529630206;0.4528086398736847;2.018459565058733e-06;-5.6626898361823e-10;0.0023899364326935104;2.0534798260721665e-08;1.7023838157060427e-07;0.0;5.788803259634632e-07;5.595783096610816e-12;0.00017462469655180236;0.0064958936512141754;0.0;5.54930424643148e-05;0.0;5.036205099638488e-11;3.796022348673676e-09;0.0;2.821439767105506e-15;3.796022348673676e-09;0.00239994443121966;0.0009314977584215942;2.045556054364772e-06;0.0013143113549033672;6.306269168972389e-07;2.7792904716890836e-11;0.002332579471557592;8.25065201567417e-05;5.5594498641953056e-05;0.0;5.639024302771927e-07;3.685991820929202e-05;4.187127335262508e-09;5.766738182142993e-06;5.6815220649760476e-08;3.0066724103745447e-14;0.21845392825481952;0.0;0.0;2.9020056282177593e-09;0.0012911728920051734;8.13103261575453e-05;4.871160340266942e-06;1.2156444719296225e-08;4.228123285912966e-07;2.4611916731651765e-06;0.0003853147065430725;0.005483098500335955;2.5156236958369533e-05;2.693725937116781e-05;0.15177835947638188;1.263610451856035e-07;;;
14f38952361f9a77c5d86fed4c3a0b52;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;14f38952361f9a77c5d86fed4c3a0b52;market for C3 hydrocarbon mixture;C3 hydrocarbon mixture;kilogram;0.012888191121839032;0.5952257806554078;1.790694226904333e-10;0.09949125910824505;0.00018052390921518392;1.8946511831203225e-05;2.5348186275404856e-06;0.00021256466398008055;0.0;3.1262847593563613e-07;0.0;4.910313530712205e-07;0.0;0.0002851348136642948;0.13037211512464844;9.86900431340131e-05;2.8263548228907645e-10;-0.0031629567658753186;4.8311621330398405e-05;2.9566163584303172e-09;0.0019627783821602285;4.5594500525992585e-05;0.01847772522909613;0.11506446838047404;1.167666023956313e-06;-2.2921775572092962e-09;0.006978046938152201;7.733232901529224e-08;8.00695537925329e-09;0.0;4.460688877621753e-07;1.2057871221087846e-11;8.063373894113914e-06;1.1245415831307564;0.0;0.0015103576733026002;0.0;1.0852084772765137e-10;6.377967386106935e-09;0.0;2.4417250265806955e-15;6.377967386106935e-09;0.02265749243404792;0.005031073238339009;2.3501812163468863e-06;0.0021149154027964518;2.5860338236156234e-06;1.2533958539985213e-12;0.008107989495870296;2.9620453512675965e-05;0.00017522148725972775;0.0;8.521360308720761e-08;7.010519642520518e-05;5.649081722943637e-09;2.385954679139625e-06;1.3356729891905255e-08;4.588767065582902e-15;0.042080033498055266;0.0;0.0;3.922173686676307e-09;0.0015711929641562645;5.141644791886759e-05;1.860844090218131e-05;5.0017636279131194e-09;1.7444761628903745e-06;2.536562352541654e-06;0.0005938442982085955;0.021116778424784703;0.0002179018189550202;4.7168137316973045e-05;0.2492515301726106;1.1949700954520176e-07;;;
0359b9f53c1748fac3950af176ff31bf;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;0359b9f53c1748fac3950af176ff31bf;market for magnesium, for reuse in titanium sponge production;magnesium, for reuse in titanium sponge production;kilogram;0.003029735651255465;0.020452442972837652;1.1124942131726193e-08;0.19740731844664025;0.0002449530229018487;7.4843963268837504e-06;0.00015629256970526117;0.006978777659691494;0.0;1.878389258673898e-05;0.0;2.366580970675777e-06;0.0;0.0002726709932631486;1.2660139032488098;7.221889370011744e-05;1.5742635292920517e-08;-0.015505560187809202;0.0001278713313938963;1.1400257709268667e-07;0.08385827549444146;0.0002690474183641971;3.304870211778106;5.2777559436845305;2.088679141279733e-05;-1.4272540808324665e-08;0.024081580078763973;5.064489534158249e-07;5.538556055853071e-08;0.0;3.21789606928135e-05;2.996958167655673e-10;5.2152655874915046e-05;0.013032009541571899;0.0;0.0003073639631754827;0.0;2.6972625183581978e-09;2.0984772130505517e-07;0.0;2.666899406143427e-14;2.0984772130505517e-07;0.0172871686434806;0.009578002373860922;3.737942463774684e-05;0.014481858226232358;1.0969366177381219e-05;7.487340391025474e-12;0.020464253979377373;0.0003984219634438429;0.0014919914525163478;0.0;4.781373571264474e-06;0.0005415467797128616;9.270925722186005e-07;1.8912675325804346e-06;3.1328556116270287e-07;1.901773012219224e-14;1.440155157908856;0.0;0.0;6.460977678202865e-07;0.015882711193672582;0.000574458424386678;1.5925642328230527e-06;3.1264155182659936e-09;7.245796597913384e-06;2.1853245065692907e-05;0.003418256624685659;0.056129960239641306;0.0013359600590625072;3.5796421087735135;2.064338140189588;5.699912213697373e-06;;;
e6b790ff49c932d4eedf89beb4ed1556;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;e6b790ff49c932d4eedf89beb4ed1556;market for millet;millet;kilogram;0.0005510984553010484;0.012915534378667375;1.5896519773529954e-10;0.10170791810210059;4.538732306819e-05;1.48369749334075e-06;2.403279043793752e-06;0.0007661450688449717;0.0;5.207235355885292e-07;0.0;6.685471423747745e-07;0.0;0.053857394264516516;0.20461347265656188;2.211403343556462e-05;5.860785615983242e-10;-0.0022905884779059224;1.628726365345525e-05;1.0808613174596521e-08;0.007031834079453396;0.00028733862969508486;0.017614327654412967;0.25187055607555564;1.345308438845502e-06;-2.846746358075807e-09;0.004293856930803256;9.768858993115579e-08;6.34896966833535e-08;0.0;6.617066284744217e-07;6.014385446777171e-12;6.468917629877696e-05;0.009711351356180852;0.0;6.942040520989816e-05;0.0;5.412947238179437e-11;4.177979451968855e-09;0.0;3.1695735622196322e-15;4.177979451968855e-09;0.028868823061282835;0.001344144203923074;1.3497669555721537e-06;0.0012763182886569406;8.470461430806138e-07;1.0190075985677096e-11;0.02165202707748448;9.557035325583037e-05;0.0002467012528177868;0.0;2.642833143071645e-07;0.0001475892390981289;3.7495168540999574e-09;1.224660335425548e-06;7.438904486673449e-08;1.9201144405883175e-14;0.10029679162085414;0.0;0.0;2.5962213627796613e-09;0.0012480236662185148;0.0005190672384965055;1.8087130362545971e-06;1.778518121022258e-08;5.686575169939064e-07;5.1255778506562926e-06;0.00036617859214893827;0.008918905450118576;2.429560795950601e-05;2.9385439987575417e-05;0.2876062687009684;1.555294507088987e-07;;;
6d673652ae29f74dc59fb0fc229bf6db;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;6d673652ae29f74dc59fb0fc229bf6db;market for copper, anode;copper, anode;kilogram;0.01026008367277552;0.6771679059342224;6.423094301929876e-09;1.1753069632000577;0.010844247128258412;0.00019564829712262705;9.211508360175549e-05;2.00441809877338;0.0;1.2515545685362522e-05;0.0;9.149422033143615e-05;0.0;0.02553775910602924;1.9206040515449037;0.00523020859210715;1.1750490195139437e-08;-0.6297767355694867;0.0007948258770665175;1.372269874126794e-07;0.3861319545094565;0.004215272349851594;8.137787661344042;9.38726714272028;3.6841534107981145e-05;-3.885474905456158e-08;0.21548395525146197;6.3319971461614565e-06;7.332504621561265e-07;0.0;2.8937295488604896e-05;2.81932372217226e-10;0.0007419917346406146;0.13249372302827467;0.0;0.0005990032536734326;0.0;2.537391507497027e-09;2.0580636627650968e-07;0.0;1.5173119981729117e-13;2.0580636627650968e-07;0.3200869870044508;0.03333011431727648;4.458268401524308e-05;0.08558446019554312;0.00043828906533067193;1.1571278075341813e-10;0.32877019143356734;0.000817510565359851;0.004286148783055144;0.0;4.4643276494417594e-06;0.005132950319192223;1.7162637667384705e-07;0.0002574967555814715;8.750359707411654e-07;1.1178774257317854e-12;2.655661743792173;0.0;0.0;1.1880649453290833e-07;0.07690317111989028;0.011438106225256907;2.1089662681193425e-05;2.5356086061318007e-07;0.0002960220320972624;5.570414232941252e-05;0.05610678934770842;1.0727673856456246;0.0008571440993590154;0.0030395416771963855;10.5722391085134;1.2861444622012372e-05;;;
071c1d06be86bcac5ce6df770846da52;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;071c1d06be86bcac5ce6df770846da52;market for mandarin, processing grade;mandarin, processing grade;kilogram;0.0015489852296929727;0.02820371457879047;5.412070211496291e-10;0.34149480774899055;0.0002165956483815196;5.699188196185683e-06;8.22479530022372e-06;0.0021439625889107597;0.0;1.796435223381326e-06;0.0;2.234892122623169e-06;0.0;0.029567088518322654;0.4834181062128068;5.9178457672483436e-05;1.894703969727104e-09;-0.005511842101296336;4.099796161840709e-05;3.0225296197032214e-08;0.01718238715686764;0.001988206566729494;0.052957885260798906;2.367289736215936;4.367920819136018e-05;-3.826122143161821e-09;0.010894830083615012;1.3608197052281437e-07;2.675760127593928e-07;0.0;2.265053909864894e-06;2.033201494798567e-11;0.00044116669613464813;0.02520001445150499;0.0;0.00020978760245997743;0.0;1.8298814589326998e-10;1.3970671057542962e-08;0.0;1.0092381464823473e-14;1.3970671057542962e-08;0.03555126422912078;0.12546805341951456;5.4047951232200334e-06;0.003806694744383491;0.09797889946402627;3.722422519639981e-11;0.05026114775919151;0.0002648512738377488;0.00045007498315766104;0.0;1.0310423852970763e-06;0.03298593826830846;1.5262024545751066e-08;2.998447206385319e-06;1.9058979434309512e-07;6.733249169599619e-14;0.6419195759747776;0.0;0.0;1.0585337233992326e-08;0.0037369411210523037;0.0016658066073242605;6.910802731611681e-06;1.3951699916077475e-08;0.06619741434351108;1.4859223537408278e-05;0.0012068812662689847;0.021907335878416385;8.962963826265926e-05;0.00010002824892123643;0.9801319925085689;1.106020160307535e-06;;;
cb83827bac85512b36c595a45f6ec799;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;cb83827bac85512b36c595a45f6ec799;market for pendimethalin;pendimethalin;kilogram;0.008017003856474223;0.5909206913219803;1.426102296292254e-09;0.5789302115058955;0.000512194079156054;1.148586741806124e-05;2.0635280655624884e-05;0.010249174350951119;0.0;5.411609433475272e-06;0.0;2.1316467249912205e-06;0.0;0.0006871990298369621;0.4059310349498978;0.00021903150196243257;7.82064718928812e-09;-0.030087507457275623;0.00013879126390088417;2.102928633318554e-07;0.08109479819394262;0.04091213101105353;0.12087510270085453;1.8096382038015588;9.46456291091784e-06;-1.3427696948678104e-08;0.046698701766811505;4.7561761053954493e-07;2.3326911846051186e-07;0.0;5.8484438062283665e-06;4.9542719502612004e-11;0.00023539687436757936;0.10890901308531298;0.0;0.00016746051915662706;0.0;4.458845032076605e-10;3.388307113496054e-08;0.0;1.817447181783011e-13;3.388307113496054e-08;0.45265899936834875;0.01788591921334894;9.561767427315501e-06;0.012443345025889747;1.4289591307038142e-05;3.655839969403374e-11;0.2409275354128197;0.00019757333528303009;0.0015882479822484654;0.0;1.5850622585438135e-06;0.0010999351945013367;5.702531283358043e-08;7.5639941870701006e-06;1.63168953902217e-06;5.649533753775967e-14;0.5178778735545122;0.0;0.0;3.9647752242502667e-08;0.01155743090020684;0.004358238999088144;6.604842986804085e-06;1.705608515088813e-08;9.62300195614359e-06;1.8025202030453156e-05;0.0026439811102414515;0.08526904450662079;0.0002032807847660768;0.00022883348422850886;2.2530206250221676;1.8429039164193173e-06;;;
2dd3813517a48db8298b10acb4ad4114;GLO;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;2dd3813517a48db8298b10acb4ad4114;market for argon, crude, liquid;argon, crude, liquid;kilogram;0.0007343806839059481;0.005085025846271813;2.990062035350474e-09;0.05334509743732497;6.322672445134568e-05;1.5639785866854845e-06;4.1992801453703046e-05;0.001663529356897873;0.0;6.462672087583485e-06;0.0;5.520253134519401e-07;0.0;6.430868681580321e-05;0.1748786741445498;1.8367468800905938e-05;5.437277802991247e-09;-0.004162965505002097;3.5271222159828865e-05;4.041606039176229e-08;0.023746153399196335;4.745582549497736e-05;0.06112462812484911;0.3109288077222442;4.283640718845492e-06;-2.355101711345946e-09;0.006197560984878675;8.267580675570652e-08;9.263976688348213e-09;0.0;1.4400811679630727e-05;1.178403525690499e-10;8.463851136539891e-06;0.002744931957713119;0.0;6.584079979308955e-05;0.0;1.060563238969879e-09;7.984731452217608e-08;0.0;7.734472482807622e-15;7.984731452217608e-08;0.004794482036258457;0.0023047824640073326;9.542465544647208e-06;0.003815875097515054;2.690662292116114e-06;1.1753836060304656e-12;0.0053942917068691126;5.456795556290226e-05;0.00025429208623479083;0.0;1.3193126916516862e-06;0.0001344616124456001;1.4879800498191995e-07;5.05192614082522e-07;7.50416104163914e-08;3.650140924984003e-15;0.09346986726479123;0.0;0.0;1.0355927792040435e-07;0.004198188061753173;0.0001302061062626023;2.7512960747605005e-07;6.626863149921663e-10;1.7766678771453849e-06;3.282130006951971e-06;0.0009001368826985425;0.013580229743586213;0.00034038050823943366;6.439025973239776e-05;0.8294526540684606;1.670719603000341e-06;;;
c15d7becd2020002d3237cad9dca28f5;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;c15d7becd2020002d3237cad9dca28f5;market for methylene diphenyl diisocyanate;methylene diphenyl diisocyanate;kilogram;0.010659953388188662;0.6528527609059838;3.6173926566572047e-09;0.742153063746971;0.000664545529242209;3.271752143469455e-05;5.229603931174994e-05;0.022761721211719113;0.0;1.2350357143382094e-05;0.0;5.028672711199554e-06;0.0;0.0010642669520437478;0.840551806892007;0.00024168550691165583;1.5172554757942998e-08;-0.04956808144879678;0.00024110291545451806;3.3356432838366416e-07;0.14199195680384646;0.054904764887685434;0.2968042680760297;3.3300278835898776;2.0090199011756638e-05;-1.1293832354193031e-07;0.0743543349819462;4.027539607602802e-06;5.553658187947651e-07;0.0;1.8005600813612984e-05;1.5073898099495786e-10;0.0005714985841104303;0.2355117820588913;0.0;0.00033134967030925216;0.0;1.3566509131865921e-09;1.0407175656316683e-07;0.0;9.978598947717797e-14;1.0407175656316683e-07;0.534120286712426;0.025273416451479805;2.0786927543711448e-05;0.02153467400417428;1.545039413089029e-05;8.997049394051446e-11;0.3975941747549737;0.0023860861962910858;0.011126001181438683;0.0;3.6397746422648176e-06;0.0020225685208198974;1.8951993018705542e-07;1.1772953766396641e-05;2.4211931511032254e-06;1.6431436192600211e-13;1.070133583149933;0.0;0.0;1.3191324845910133e-07;0.020259296650577463;0.001294861748836419;1.6020882044502503e-05;1.969128960980239e-08;1.0373045861383473e-05;2.4417456713875103e-05;0.008595423470064123;0.13390737557294488;0.0004792059210439191;0.00040685770382400136;4.144754949264362;3.0928186434339013e-06;;;
fdc3aa0957da0e3ac1ddc7ecd32be77b;RoW;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;fdc3aa0957da0e3ac1ddc7ecd32be77b;market for ammonium sulfate;ammonium sulfate;kilogram;0.008879772314679617;0.06481789129865526;9.005752688504641e-10;0.549219489798791;0.00023099887560257577;1.3535779173086408e-05;1.3008494021827263e-05;0.01406723144505911;0.0;3.356963487669671e-06;0.0;1.67460213422001e-06;0.0;0.0004089312994989062;0.3677665021734861;0.00010002861590222901;5.14944634233295e-09;-0.04341331172071756;0.000125505920191397;1.4673288226014803e-07;0.06750667059543926;0.0007418538278630465;0.46649010504422106;1.2673318009947638;1.4486177067041378e-05;-2.338984582143081e-06;0.03617379125071317;7.591238034038557e-05;1.3616387028505325e-07;0.0;2.870737277290172e-06;2.5729625829749003e-11;0.00013811760139695046;0.026042853741584757;0.0;0.00012220556500805628;0.0;2.3156664684529015e-10;1.8021452553302374e-08;0.0;2.1982775785529404e-14;1.8021452553302374e-08;0.15912548372600616;0.037040337558101266;6.300058235602008e-06;0.009546215566787385;6.026786857606923e-06;2.1748026721564816e-11;0.1548766678620371;0.0029043797330050546;0.14608323364804596;0.0;1.0442835828788897e-06;0.0009144239875781329;2.5945683981748145e-08;7.339660778192118e-06;1.1634464329664625e-06;4.160934633902543e-14;0.3319621040454967;0.0;0.0;1.799853100579323e-08;0.008761854784534243;0.0006971225760694375;3.896088687285331e-06;7.83738145594099e-09;4.053351508180693e-06;1.147030333149703e-05;0.007469312233175821;0.0952962453223168;0.00012513252107533454;0.000176612519796451;2.698659124204074;2.048153964785095e-06;;;
