CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
39990: Other wastes n.e.c.;nuclear power/waste treatment;3821:Treatment and disposal of non-hazardous waste;4e7513c392a3d390068645789ca99c25;SSP5-Base-2030;GLO;uranium;market for uranium tailing, non-radioactive emission;uranium tailing, non-radioactive emission;cubic meter
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;a9656e711ea1a67be5afdc0c1e24a46d;SSP5-Base-2030;GLO;selenium;market for selenium;selenium;kilogram
11030: Brown coal;hard coal/production;0520:Mining of lignite;bfd251e71a53dcf36900ff452006f7e6;SSP5-Base-2030;IN;coal(brown);market for lignite;lignite;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";83340827e5d56303fce37c70c44d3e38;SSP5-Base-2030;NL;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
11030: Brown coal;lignite/production;0520:Mining of lignite;112536ead217cfbb8c7b9b299a37e07c;SSP5-Base-2030;RER;coal(brown);market for lignite;lignite;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";63c1ac90c04ce17ee2378c39a2ce6849;SSP5-Base-2030;RoW;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";2ef550fab6f8f901fbcefc15c2cb314b;SSP5-Base-2030;MX;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;ea1a6d0979ed5696807fe4de715b04d1;SSP5-Base-2030;GLO;uranium;market for uranium, enriched 4.2%, per separative work unit;uranium, enriched 4.2%, per separative work unit;unit
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;98916038b56e9f9d8144eb118f5a0dd0;SSP5-Base-2030;GLO;lithium;market for lithium carbonate;lithium carbonate;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";9a7afd7f17a342888c483657b5bfdbf4;SSP5-Base-2030;LAM;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";f9a762e65419427f9b49ea689822c081;SSP5-Base-2030;World;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;45a26f02a8cf4e42809f1a2e07203471;SSP5-Base-2030;USA;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
39363: Waste and scrap of aluminium;;3821:Treatment and disposal of non-hazardous waste;e645482e15ab3c9a35db09fa55964476;SSP5-Base-2030;CH;aluminium;market for aluminium in car shredder residue;aluminium in car shredder residue;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";535985c8ac448aad0e65dbbc0240f3b6;SSP5-Base-2030;KW;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";cf3975674b45c9201c02c07569eb6d0a;SSP5-Base-2030;AE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
41431: Unwrought aluminium;;2420:Manufacture of basic precious and other non-ferrous metals;fe46c28da468b81defdd4f4d50915a9e;SSP5-Base-2030;GLO;aluminium;market for aluminium, cast alloy;aluminium, cast alloy;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b8d2eae6a1994bfe9e7578fd09f803ed;SSP5-Base-2030;USA;cement;market for cement, CP II-F;cement, CP II-F;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5331bed31794d866c8b06a4ee0c61e1d;SSP5-Base-2030;Europe without Switzerland;cement;market for cement, CEM V/A;cement, CEM V/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f6fba67881694cc2bdb38df9312e4fba;SSP5-Base-2030;JPN;cement;market for cement, CP III;cement, CP III;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;6b5fbd50873691cd0c8e02114baa15a7;SSP5-Base-2030;GLO;cobalt;market for cobalt carbonate;cobalt carbonate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d0db6dde11f015e6ef67fa0bd6394adc;SSP5-Base-2030;US;cement;market for cement, type IS;cement, type IS;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;f93fc85e1a9d4485b0073585a2407747;SSP5-Base-2030;MEA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
39365: Waste and scrap of zinc;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;0daeb26c61b9cb38f4c19e304ba62677;SSP5-Base-2030;CH;zinc;market for zinc in car shredder residue;zinc in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;3eca85ab277c4e62088f3b25d881c6a2;SSP5-Base-2030;CH;cement;market for cement, Portland;cement, Portland;kilogram
39365: Waste and scrap of zinc;metals/processing;"2592:Treatment and coating of metals; machining";2769f7d71e25d8e7204236366a55486e;SSP5-Base-2030;GLO;zinc;market for zinc coat, pieces;zinc coat, pieces;square meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;2fe506888f7b4783a10f1cb36a474fb1;SSP5-Base-2030;EUR;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;dd26cd7b69914be89e271913b7dfffa6;SSP5-Base-2030;REF;cement;market for cement mortar;cement mortar;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e88d630d212aae3e62d77689310ee8de;SSP5-Base-2030;SK;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";f1d5de00687347350cca9ae465fedb15;SSP5-Base-2030;FR;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c7a5e791cd0345a8b55ce8028e3432f5;SSP5-Base-2030;CAZ;cement;market for cement, unspecified;cement, unspecified;kilogram
12010: Petroleum oils and oils obtained from bituminous minerals, crude;;4661:Wholesale of solid, liquid and gaseous fuels and related products;ffa4308820ee99e0ed078d95d529d837;SSP5-Base-2030;Europe without Switzerland;petroleum;market for petroleum;petroleum;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e92569a9c76900b1e3f270eeac725bb5;SSP5-Base-2030;DE;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";91115188e3484df89b7901d1ba848021;SSP5-Base-2030;JPN;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";0ad1600286db48f1a10de81b3022dbf4;SSP5-Base-2030;CHA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;9b770d5f12d540818de4ac157d114b7e;SSP5-Base-2030;NEU;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";41e0c9c420386fd5a7b13bb3bb1ebdab;SSP5-Base-2030;IE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);chemicals/inorganics;2011:Manufacture of basic chemicals;f19dce588d3d4d4ebef83de34ddac4f3;SSP5-Base-2030;RER;titanium;market for titanium dioxide;titanium dioxide;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;01eeb73ce4e84972a87706ae6becb7f0;SSP5-Base-2030;IND;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";b9d052a28dc242ceb5e3628a79be2ffc;SSP5-Base-2030;JPN;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;9d1f428992c74c3b80b256ebeb4c5ef5;SSP5-Base-2030;SSA;cement;market for cement mortar;cement mortar;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;65fe0fade142496584522b5f35bdf8bf;SSP5-Base-2030;World;cement;market for cement, Portland;cement, Portland;kilogram
34290: Compounds of rare earth metals, of yttrium or of scandium;;0729:Mining of other non-ferrous metal ores;7aa2f5fc523e4a810d206a2ffa6f7fe4;SSP5-Base-2030;GLO;erbium;market for erbium oxide;erbium oxide;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;dd39da13fe554cacb1392e96d7086240;SSP5-Base-2030;SSA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";chemicals/inorganics;2011:Manufacture of basic chemicals;5eadd183cacecfde961dd85329b154a8;SSP5-Base-2030;GLO;lithium;market for lithium fluoride;lithium fluoride;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;a716c203c8d5cf01bc72a2e443304c70;SSP5-Base-2030;GLO;titanium;market for titanium sponge;titanium sponge;kilogram
"41411: Copper mattes; cement copper";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;e4c3d4f9118063ffde97605b3feef170;SSP5-Base-2030;GLO;copper;market for copper telluride cement;copper telluride cement;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);metals/extraction;2011:Manufacture of basic chemicals;2a83bda414e1adbc7fe1967a99f30491;SSP5-Base-2030;GLO;gallium;market for gallium, in Bayer liquor from aluminium production;gallium, in Bayer liquor from aluminium production;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2878b11240784e8897fa345a84e5741a;SSP5-Base-2030;CHA;cement;market for cement, CP II-F;cement, CP II-F;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;bd839874e7e441579f6a46c292d5e47d;SSP5-Base-2030;SSA;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;370b70830efa4ab386b1df86aa76a2ec;SSP5-Base-2030;LAM;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d7ff34080c0944c98ac53aa0d2987960;SSP5-Base-2030;World;cement;market for cement, CP II-E;cement, CP II-E;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;24e26531d5f313f55a4923ddf4ce7f12;SSP5-Base-2030;RoW;cobalt;market for cobalt sulfate;cobalt sulfate;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;69774e194f794a839b183b397b863776;SSP5-Base-2030;CHA;cement;market for cement, type general use;cement, type general use;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;940a1c6a72e246d2ac92937bcdcd8b31;SSP5-Base-2030;LAM;cement;market for cement, CP II-E;cement, CP II-E;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;58a07d788d93474aab26bf1d65161ca1;SSP5-Base-2030;CAZ;cement;market for cement, CP III;cement, CP III;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";6a60dc6386928f379bff65ad8c801001;SSP5-Base-2030;CH;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1630eb3ad684480087360c78ad504e3d;SSP5-Base-2030;World;cement;market for cement, unspecified;cement, unspecified;kilogram
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;e8d657e5131f6518ec076ed4462eaf83;SSP5-Base-2030;GLO;magnesium;market for magnesium factory;magnesium factory;unit
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;d3a604008345b67c30b5294e994ce379;SSP5-Base-2030;JP;magnesium;market for magnesium, for reuse in titanium sponge production;magnesium, for reuse in titanium sponge production;kilogram
41431: Unwrought aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;6830ce27a587d3da10826ad903765cc0;SSP5-Base-2030;GLO;aluminium;market for aluminium, primary, liquid;aluminium, primary, liquid;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";c5f75a0520554c689f96e69760b75763;SSP5-Base-2030;CAZ;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";;2011:Manufacture of basic chemicals;2c6006720c7fa00572c734d89b177874;SSP5-Base-2030;RER;zinc;market for zinc monosulfate;zinc monosulfate;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;ba33d7ba71218e2d5a1a27a1b57e1dd9;SSP5-Base-2030;GLO;copper;market for copper sulfate;copper sulfate;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1eddd7454bc346879bdbfe533f3d12e9;SSP5-Base-2030;LAM;cement;market for cement, type general use;cement, type general use;kilogram
69120: Gas distribution through mains (on own account);natural gas/fuels;"3520:Manufacture of gas; distribution of gaseous fuels through mains";01325356fdc88b89e81180cc2a30b0e2;SSP5-Base-2030;GLO;natural gas;market for natural gas, high pressure, vehicle grade;natural gas, high pressure, vehicle grade;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";b0ecff45cf81a71651b9edfd372d5155;SSP5-Base-2030;GLO;chromium;market for chromium steel removed by turning, primarily dressing, computer numerical controlled;chromium steel removed by turning, primarily dressing, computer numerical controlled;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c2550ab2a8d14df9ab8156c97ee50809;SSP5-Base-2030;USA;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";a1a841958abf43ab9a74851795151141;SSP5-Base-2030;NEU;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";chemicals/inorganics;1920:Manufacture of refined petroleum products;957c7cd32850cbf34c485588bb417f6c;SSP5-Base-2030;RoW;hydrogen;market for hydrogen, liquid;hydrogen, liquid;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;206b51565cf389b0dac54370de6d4d6e;SSP5-Base-2030;GLO;uranium;market for uranium, enriched 4.0%, per separative work unit;uranium, enriched 4.0%, per separative work unit;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c00572b1b39c4d6d910013a1f70f36c2;SSP5-Base-2030;CAZ;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;53118f96f853b955ff48e4199823c145;SSP5-Base-2030;ZA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
39361: Waste and scrap of copper;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;4d5473bbb237606275ad372ddedf037f;SSP5-Base-2030;GLO;copper;market for copper scrap, sorted, pressed;copper scrap, sorted, pressed;kilogram
11010: Hard coal;hard coal/production;0510:Mining of hard coal;d9ed6c3ba3395e0b256feb6ff05a9b23;SSP5-Base-2030;RoW;coal(black);market for hard coal;hard coal;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2660b000a6f560a93ca939fef72e939e;SSP5-Base-2030;US;cement;market for cement, Portland;cement, Portland;kilogram
39366: Waste and scrap of tin;;3822:Treatment and disposal of hazardous waste;27e7f85a9b5c792c587a95bcf769a934;SSP5-Base-2030;GLO;tin;market for tin slag;tin slag;kilogram
53269: Other constructions for manufacturing;hard coal/production;4290:Construction of other civil engineering projects;1187048fa5abe9fd46f1f79fa3913589;SSP5-Base-2030;GLO;coal(black);market for hard coal briquettes factory;hard coal briquettes factory;unit
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";cccac4789c3446829129919f35adf5d0;SSP5-Base-2030;EUR;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
1429: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);;0729:Mining of other non-ferrous metal ores;1bc863a377c63072694d33d69f9fd94f;SSP5-Base-2030;GLO;tin;market for tin concentrate;tin concentrate;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;ebf922b54e6bdb28dd1e01edddf1d47f;SSP5-Base-2030;RoW;magnesium;market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";02b5b7f6760943c098488b1214e0a20e;SSP5-Base-2030;CHA;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";c4ba082e10a04c8b9056b35d9f9f6470;SSP5-Base-2030;LAM;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";6c0d7d4c2b8c3028ea990385e3a35f7b;SSP5-Base-2030;GLO;aluminium;market for aluminium removed by milling, dressing;aluminium removed by milling, dressing;kilogram
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;c1d640ff8fbdfe4c82fc24666478ebf4;SSP5-Base-2030;CA-QC;silicon;market for silicon, multi-Si, casted;silicon, multi-Si, casted;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";4bbbc8e9d6e314598f886a7968c26b90;SSP5-Base-2030;GLO;chromium;market for chromium steel removed by milling, large parts;chromium steel removed by milling, large parts;kilogram
39363: Waste and scrap of aluminium;;3830:Materials recovery;902e279c853fa30e5448ae7946eacf9c;SSP5-Base-2030;CH;aluminium;market for aluminium, in mixed metal scrap;aluminium, in mixed metal scrap;kilogram
39361: Waste and scrap of copper;;3822:Treatment and disposal of hazardous waste;c6da1e107c44af3cfe8cb11a9735b3a9;SSP5-Base-2030;GLO;copper;market for copper slag;copper slag;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1e18b7eaf57341c69c8cec049079b3c4;SSP5-Base-2030;World;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;09ca989f55ea42e79af11c496dfcddd6;SSP5-Base-2030;JPN;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;95bf4801f2dfa177f66277b395f27677;SSP5-Base-2030;PE;cement;market for cement, type IP;cement, type IP;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;144a8b0d13ced3b2c6974045fa91eaa5;SSP5-Base-2030;GLO;uranium;market for uranium, enriched 3.0%, per separative work unit;uranium, enriched 3.0%, per separative work unit;unit
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";fd07621b064046e3a1484367aa04a335;SSP5-Base-2030;LAM;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";4493d6ebe7d2b80501f30fb24074e0d3;SSP5-Base-2030;SE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";d43842d1edd2c9a24692c1fac31b46e7;SSP5-Base-2030;GLO;chromium;market for chromium steel removed by drilling, computer numerical controlled;chromium steel removed by drilling, computer numerical controlled;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;ce9c73d41fe6b1646b49bb5e24dae619;SSP5-Base-2030;RoW;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";73815cf2fc254bf69dd6df4d41dd48f5;SSP5-Base-2030;REF;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";dc8d0f06af3874b8c214e6df0e55fdd1;SSP5-Base-2030;IT;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
39364: Waste and scrap of lead;;3821:Treatment and disposal of non-hazardous waste;fb332d9f6aa38ed4f871ce03fe30fad9;SSP5-Base-2030;CH;lead;market for lead in car shredder residue;lead in car shredder residue;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;46cbc3b4656bd1ee37a7f4bac4335c73;SSP5-Base-2030;CH;cement;market for cement, CEM III/B;cement, CEM III/B;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;146f99563cc78369845751a9b5591099;SSP5-Base-2030;GLO;beryllium;market for beryllium hydroxide;beryllium hydroxide;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;15bc9af41ae15098d9fa3e9fd1fa69c6;SSP5-Base-2030;GLO;cobalt;market for cobalt hydroxide;cobalt hydroxide;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5f39d0f6f61b3343206ebe001f8fbfa5;SSP5-Base-2030;Europe without Switzerland;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;cfb260f63b666a9e28e51c146a32eab6;SSP5-Base-2030;RoW;uranium;market for uranium hexafluoride;uranium hexafluoride;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b6d3a9229765443f86cc24ef19fc1462;SSP5-Base-2030;USA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;57274bc42d23456292be048c7dec5e91;SSP5-Base-2030;LAM;cement;market for cement, unspecified;cement, unspecified;kilogram
69120: Gas distribution through mains (on own account);natural gas/fuels;"3520:Manufacture of gas; distribution of gaseous fuels through mains";24ef70eeea9f813901f85ed3a01bc554;SSP5-Base-2030;GLO;natural gas;market for natural gas, medium pressure, vehicle grade;natural gas, medium pressure, vehicle grade;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";52f97206c9c0443f81370682f559eeb6;SSP5-Base-2030;EUR;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";170db2b4f561424289178c3edb539740;SSP5-Base-2030;EUR;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;761ceaa31c06498e9f6e0a462bef473e;SSP5-Base-2030;LAM;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;00aefbad3ef540e0ac79de2ed2d03be4;SSP5-Base-2030;REF;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";0e5794d7a1564890a67975207c022fd6;SSP5-Base-2030;World;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
