code;name;reference product;unit;location;prod_category;prod_sub_category;ecosystem quality;human health;natural resources;Total waste (kg);Hazardous waste (kg);Year;Database
8a9180e2f3ba09cbbf928b887930a815;market for butyl acrylate;butyl acrylate;kg;RoW;Chemical;Chemical products;2.3810963549238314e-08;1.1512235847812669e-05;0.7051418401246499;3.563029585797709;0.008421291482336469;2020;SSP1-PkBudg500
95b8c725d30477a6f7af060844f27fa1;market for textile, nonwoven polyester;textile, nonwoven polyester;kg;GLO;ProcBio;Textile;2.5386112127912562e-08;1.2332184611812984e-05;0.7743071888674182;107.77885057176474;0.055023311159960384;2020;SSP1-PkBudg500
154480f3a24f94a47285974d3d6eb38c;market for sawnwood, board, hardwood, dried (u=10%), planed;sawnwood, board, hardwood, dried (u=10%), planed;m3;RoW;ProcBio;Wood, straw & cork;8.913285661032842e-06;0.0005251553534973;9.71540216398036;448.35437499937336;0.3795257559259387;2020;SSP1-PkBudg500
a0eb06865e4230e9018112f6db1f0140;market for oriented strand board;oriented strand board;m3;RoW;ProcBio;Wood, straw & cork;1.1277022897573468e-05;0.0013209873614756;37.52490488554203;655.5546206132415;0.7061398869543752;2020;SSP1-PkBudg500
097f1444a1b7a75db442c4a53a2f305c;market for manganese(III) oxide;manganese(III) oxide;kg;GLO;Chemical;Chemical products;9.991305597506164e-09;4.4704273048742095e-06;0.1274074471684571;2.943981660902607;0.0015764511966550629;2020;SSP1-PkBudg500
29b9fa28dd3aa02152b3864899031e0d;market for mango;mango;kg;RoW;AgriForeAnim;Agricultural & forestry products;2.577349892180224e-09;9.34759920372114e-07;0.0095906637442302;0.44446604977818693;0.000278180613911044;2020;SSP1-PkBudg500
7ec96866b7bbd1bf82435c112d6eba09;market for diode, glass-, for through-hole mounting;diode, glass-, for through-hole mounting;kg;GLO;MachElecTrans;Metal/electronic equipments & parts;1.105276620285509e-06;0.0005661357044146;14.787916552844525;1488.973406650273;0.5582622557665614;2020;SSP1-PkBudg500
8c156de535cc461905edb18f17ec9ce8;market for sponge iron;sponge iron;kg;GLO;MetalAlloy;Basic metals & alloys, their semi-finished products;8.14884662467578e-09;4.036464551902307e-06;0.0649347893679145;186.5641718139456;0.0007157290609337162;2020;SSP1-PkBudg500
60391cd11307b0ca5082770ce0baec14;market for chloridazon;chloridazon;kg;GLO;Chemical;Chemical products;3.9990219718546456e-08;2.124348792919728e-05;0.8261086910874301;32.18442145199855;0.010550098451327539;2020;SSP1-PkBudg500
e8977b31df76329881665593d28c5b2d;market for acrylic filler;acrylic filler;kg;RoW;Chemical;Chemical products;3.123335619290868e-09;1.5745448472477212e-06;0.098632984442462;3.7899871182857066;0.002253693953198958;2020;SSP1-PkBudg500
f59843618426b3f1f953bf36984b49f2;market for chloromethyl methyl ether;chloromethyl methyl ether;kg;RoW;Chemical;Chemical products;6.9763290615362725e-09;3.6219336046203618e-06;0.2923804282558432;4.5995884604363635;0.002598579918225731;2020;SSP1-PkBudg500
386655481ca74b259b02a53d3ebd3838;market for cement, CEM III/A;cement, CEM III/A;kg;World;GlasNonMetal;Glass & other non-metallic products;2.313675340914797e-09;1.0009749739941528e-06;0.0226986573765584;0.9275901827197222;0.0003440116087185912;2020;SSP1-PkBudg500
869972f33ab3b9ca61abf423b95fd28a;market for ryegrass-red&Egyptian clover-mixture silage;ryegrass-red&Egyptian clover-mixture silage;kg;GLO;AgriForeAnim;Agricultural & forestry products;1.7837490785255456e-08;1.8238386578250096e-06;0.0158254684498248;0.43927503839891147;0.0006323870524934122;2020;SSP1-PkBudg500
105d34b6b34a5de233596a08ebb30578;market for scandium oxide;scandium oxide;kg;GLO;Chemical;Chemical products;9.90401895278492e-06;0.0113010215512486;177.46266874229244;19061.664845692005;1.7515733218071114;2020;SSP1-PkBudg500
79d4b6da91f4d0b639f4c9f8d20661a2;market for fibre cement facing tile, large format;fibre cement facing tile, large format;kg;GLO;GlasNonMetal;Glass & other non-metallic products;7.667141984055006e-09;2.851088217348666e-06;0.0900002290354942;4.260363592443865;0.006603380137163179;2020;SSP1-PkBudg500
3f67014b8e14d9835fb8ebbdfb733ecc;market for disodium disulphite;disodium disulphite;kg;GLO;Chemical;Chemical products;1.3663470152754252e-08;9.98973223841591e-06;0.0974528300224636;6.0535015485706225;0.0020137569653853617;2020;SSP1-PkBudg500
aa15592df343a631cf04260bc4baca76;market for expanded vermiculite;expanded vermiculite;kg;GLO;GlasNonMetal;Glass & other non-metallic products;2.6713487214289652e-09;1.361510029425735e-06;0.0400234577390882;0.3559812897233633;0.0006601899416418805;2020;SSP1-PkBudg500
e33da62b067e242385e4e3c3e4a83422;market for 1,1-dimethylcyclopentane;1,1-dimethylcyclopentane;kg;GLO;Chemical;Chemical products;6.112604848868373e-09;2.7191431907089197e-06;0.6379617916994572;1.2871542870677417;0.00595314953813867;2020;SSP1-PkBudg500
72f0fb1669cc82aed89e97ac2d612d0b;market for sand;sand;kg;RoW;OreMinFuel;Ores, minerals & fuels;9.656428498119115e-11;3.2046801880181246e-08;0.0014403394946492;0.04275277767402476;4.948605827939803e-05;2020;SSP1-PkBudg500
21d0989c13226374f700264a51796945;market for allyl chloride;allyl chloride;kg;RoW;Chemical;Chemical products;9.453341395191748e-09;4.515094632588277e-06;0.4365049709483265;8.782194900982875;0.0200673066875392;2020;SSP1-PkBudg500
6bca334cb5420a1a5f4bb9728dede03b;market for kiwi;kiwi;kg;GLO;AgriForeAnim;Agricultural & forestry products;4.897650805819822e-09;1.5360042798962646e-06;0.0355532601897556;1.3687810645518772;0.0007552830837540469;2020;SSP1-PkBudg500
8a504ded4ce58593f455d0a5819c939b;market for mustard;mustard;kg;GLO;AgriForeAnim;Agricultural & forestry products;2.8846939895237017e-08;4.620085735225175e-06;0.0447149970305408;0.7076354234595986;0.0007312329885143146;2020;SSP1-PkBudg500
d2df0e953e4bc32d893d9ee501b3fced;market for fibre cement roof slate;fibre cement roof slate;kg;GLO;GlasNonMetal;Glass & other non-metallic products;4.424533860072555e-09;1.923584465193267e-06;0.0514653070556316;6.38563579412185;0.0017910288523234172;2020;SSP1-PkBudg500
f10bd33eb6618cb469ca7eb46bbfc490;market for ferrite;ferrite;kg;GLO;MetalAlloy;Basic metals & alloys, their semi-finished products;1.0238528978918991e-08;0.0001010296516277;0.1170989986371658;12.935298261166276;0.0015246211628040269;2020;SSP1-PkBudg500
6d673652ae29f74dc59fb0fc229bf6db;market for copper, anode;copper, anode;kg;GLO;MetalAlloy;Basic metals & alloys, their semi-finished products;2.645770421921836e-07;0.0002634553611189;0.8536384616148273;62.17310272852646;0.00961006363457362;2020;SSP1-PkBudg500
5eb2dfae38d434272bbf89b4b3acd5be;market for potassium hydroxide;potassium hydroxide;kg;GLO;Chemical;Chemical products;1.1743359285490205e-08;5.795227218228466e-06;0.1754622953216544;5.476136533018954;0.003724420430906829;2020;SSP1-PkBudg500
53a765a2aa42f94cfc5c92eb81a18291;market for skimmed milk, from cow milk;skimmed milk, from cow milk;kg;GLO;ProcBio;Food & beverages, animal feed;5.184740754333696e-08;2.3489480276982824e-06;0.0374091299644987;4.500609988173079;0.0008621157921211605;2020;SSP1-PkBudg500
8285b545c95ff0a2d17eb2bc57cbeaa2;market for sodium chloride, powder;sodium chloride, powder;kg;GLO;OreMinFuel;Ores, minerals & fuels;1.3470906706295306e-09;7.940257587258365e-07;0.0602739687128294;12.265924028329254;0.0004621134985307363;2020;SSP1-PkBudg500
70f9a62e4679b10402f7adc9f5059425;market for textile, nonwoven polypropylene;textile, nonwoven polypropylene;kg;GLO;ProcBio;Textile;1.2055632981495954e-08;5.5078521981245205e-06;0.7171017221131624;59.45349901270661;0.01919539875423715;2020;SSP1-PkBudg500
eaa04a47f3430fe07d301f6cd0b3128d;market for grass silage, organic;grass silage, organic;kg;GLO;AgriForeAnim;Agricultural & forestry products;1.0710935435021696e-08;6.582547812731369e-07;0.0127973360832936;0.5063993114248032;0.00048722749943273385;2020;SSP1-PkBudg500
c1baf154dbe98c2a3cdb2dc2971b8c13;market for boron trifluoride;boron trifluoride;kg;GLO;Chemical;Chemical products;2.3305133076328884e-08;1.613881375259455e-05;4.077117993296601;14.16667234749566;0.009462261668096576;2020;SSP1-PkBudg500
8431a1b046d7fbb9e477334b512f76ee;market for sodium persulfate;sodium persulfate;kg;GLO;Chemical;Chemical products;8.691291473793855e-09;5.702471173838165e-06;0.1277420187497233;5.992355438167319;0.0019150286516247147;2020;SSP1-PkBudg500
8ce68e5f71f8f8c5dc50edb913e9cea1;market for potato starch;potato starch;kg;GLO;ProcBio;Food & beverages, animal feed;2.6436795792552213e-08;6.214975933209656e-06;0.1282110706787022;22.942129826470882;0.0031331284816096595;2020;SSP1-PkBudg500
c2da04479af6f089181a94c6e4cda05d;market for linseed;linseed;kg;GLO;AgriForeAnim;Agricultural & forestry products;6.173598239830208e-08;5.76835531995387e-06;0.0615945899617177;1.0397935103335916;0.0014495699905790894;2020;SSP1-PkBudg500
22ca1e4b597f6f8618b1b2e614df2954;market for tellurium, semiconductor-grade;tellurium, semiconductor-grade;kg;GLO;Chemical;Chemical products;8.449661844112018e-08;7.125226628070867e-05;0.4587467336697663;71.15491380595005;0.006119694974908532;2020;SSP1-PkBudg500
2b80d977852f934afb981733bf28cc6d;market for polystyrene foam slab with graphite, 6% recycled;polystyrene foam slab with graphite, 6% recycled;kg;GLO;PlastRub;Plastics & rubber products;1.5602603248438694e-08;7.035893625446725e-06;0.7550075812951842;4.941045792019739;0.044570512221699325;2020;SSP1-PkBudg500
4fbd6e9e2910e3a6144191aa03019ba9;market for acetaldehyde;acetaldehyde;kg;GLO;Chemical;Chemical products;7.976595137715491e-09;3.594436408482154e-06;0.4428841727052981;1.1020854283728108;0.006045301771443304;2020;SSP1-PkBudg500
d0599b36cb901382d8cea9968512739e;market for hay;hay;kg;GLO;AgriForeAnim;Agricultural & forestry products;1.1054676413641844e-08;9.031355879023572e-07;0.0267452664357777;1.1574432634782412;0.0007980806554607594;2020;SSP1-PkBudg500
1d572900ac71ab7e5f3f14bff6287e6c;market for bitumen seal, VA4;bitumen seal, VA4;kg;GLO;GlasNonMetal;Glass & other non-metallic products;6.0279510360843434e-09;2.853101920261252e-06;0.4011957442200061;2.509940611053621;0.004667738257337536;2020;SSP1-PkBudg500
c33009dcfbc3422ae8dd9582960f8777;market for maize seed, organic, for sowing;maize seed, organic, for sowing;kg;GLO;AgriForeAnim;Agricultural & forestry products;5.729571725785483e-08;7.740128499664765e-06;0.0632475102537521;1.1524039011473843;0.002047501149141633;2020;SSP1-PkBudg500
05b71a2a838593dc5dea82c50ecf9a19;market for concrete roof tile;concrete roof tile;kg;GLO;GlasNonMetal;Glass & other non-metallic products;1.150902495437186e-09;5.275101896076547e-07;0.0161402077858042;0.8161382410130539;0.0004189719319384025;2020;SSP1-PkBudg500
0935b911e932a1c7b2216f41f0409946;market for insulated gate bipolar transistor, electric vehicle application;insulated gate bipolar transistor, electric vehicle application;kg;GLO;MachElecTrans;Metal/electronic equipments & parts;8.054495157180905e-08;6.295207428726794e-05;0.9227339166440728;43.568347498759834;0.02784073654493583;2020;SSP1-PkBudg500
464c6360725050e3227a12d9cfb2afeb;market for lithium hydroxide;lithium hydroxide;kg;GLO;Chemical;Chemical products;7.507157925779885e-08;3.994274087225723e-05;11.03910705345897;208.8676699219852;0.016973689685404643;2020;SSP1-PkBudg500
9bcbf9ff7b53d399fde53f1ee822cec5;market for glued laminated timber, average glue mix;glued laminated timber, average glue mix;m3;RoW;ProcBio;Wood, straw & cork;1.5145251133925795e-05;0.0007254137646769;17.693405573390326;548.1269572420426;0.7781843927027757;2020;SSP1-PkBudg500
11a252f4506e7a68b98e220ee64ffeea;market for aluminium, primary, ingot;aluminium, primary, ingot;kg;RoW;MetalAlloy;Basic metals & alloys, their semi-finished products;7.344617776061755e-08;4.809361083417456e-05;0.7872970941043772;7.5732951803107245;0.00740661284011662;2020;SSP1-PkBudg500
6e7076c9b4d3775468047d1bee36d4b3;market for anode slime from electrorefining of copper, anode;anode slime from electrorefining of copper, anode;kg;GLO;MetalAlloy;Basic metals & alloys, their semi-finished products;4.048676735107921e-07;0.0003963045173407;1.445911701359802;99.15732871565777;0.01905570647742027;2020;SSP1-PkBudg500
54d28d7cfde49e7718bdf0bb474b78c1;market for europium oxide;europium oxide;kg;GLO;Chemical;Chemical products;8.326105213831161e-09;3.855883050738023e-06;8.28825727546663;55.46599590029648;0.08076524130482916;2020;SSP1-PkBudg500
397615e871d2b0f4e7b09945fc07c4b4;market for wood chips, dry, measured as dry mass;wood chips, dry, measured as dry mass;kg;RoW;ProcBio;Wood, straw & cork;4.944843861831119e-09;6.392143053242575e-07;0.0109245512213847;0.3011465447852766;0.0002972254400574796;2020;SSP1-PkBudg500
fa76f4da58fc1866ab2df987ba9df6df;market for dimethyl malonate;dimethyl malonate;kg;GLO;Chemical;Chemical products;2.4021820548373862e-08;1.1681401124613884e-05;0.739774184463793;19.641308649609776;0.010844960990626897;2020;SSP1-PkBudg500
dd76a95b5234654590269bde045c4c56;market for o-chlorotoluene;o-chlorotoluene;kg;RoW;Chemical;Chemical products;1.0927557134924429e-08;5.132030448500567e-06;0.5218243846218545;8.633101726774397;0.00633578420463964;2020;SSP1-PkBudg500
b2618aec43046797a3a467473afa77b7;market for nitrous dioxide;nitrous dioxide;kg;RoW;Chemical;Chemical products;1.2869342915229533e-08;6.018433317810888e-06;0.2045626256760812;2.391998080633254;0.0020790220296463113;2020;SSP1-PkBudg500
74427c594f33c53968bd6a33a1cebda2;market for urea formaldehyde foam slab, hard;urea formaldehyde foam slab, hard;kg;GLO;PlastRub;Plastics & rubber products;1.0479239124616489e-08;5.841085741784713e-06;0.296427842799044;3.592508779223456;0.00341039203135988;2020;SSP1-PkBudg500
3e0cd6cd97da0dcba48f4a0c840b4004;market for polyethylene terephthalate, granulate, amorphous;polyethylene terephthalate, granulate, amorphous;kg;GLO;PlastRub;Plastics & rubber products;1.266024817393086e-08;6.025928808113926e-06;0.5896449979189249;17.875640865976624;0.008487495068260993;2020;SSP1-PkBudg500
f3ee31a9ae0b31caa8f4bdb3c0e410ed;market for diethyl ether, without water, in 99.95% solution state;diethyl ether, without water, in 99.95% solution state;kg;RoW;Chemical;Chemical products;3.0918776788418865e-08;1.7165046302433742e-05;1.0341499432130867;100.38421845928862;0.014508114658445245;2020;SSP1-PkBudg500
146f99563cc78369845751a9b5591099;market for beryllium hydroxide;beryllium hydroxide;kg;GLO;MetalAlloy;Basic metals & alloys, their semi-finished products;9.802075787027822e-08;4.435155437612631e-05;6.080579102421407;2134.77779469208;0.03224708266471551;2020;SSP1-PkBudg500
430946426bae97a879911b51001ce6e3;market for adiponitrile;adiponitrile;kg;RoW;Chemical;Chemical products;1.6181640262058557e-08;7.1821505678004e-06;0.7603906537472762;2.004347271020074;0.014195062264275362;2020;SSP1-PkBudg500
3d183a4bd12bfa5db466fa7eda38540c;market for iron(III) chloride, without water, in a 12% iron solution state;iron(III) chloride, without water, in a 12% iron solution state;kg;GLO;Chemical;Chemical products;2.5193000975261115e-09;1.4996503281325046e-06;0.0344052865087311;2.8751436228711285;0.0006363164244804523;2020;SSP1-PkBudg500
cf54c6b909ba08a1c893148bcb94d5db;market for water discharge from petroleum/natural gas extraction, onshore;water discharge from petroleum/natural gas extraction, onshore;kg;GLO;AgriForeAnim;Agricultural & forestry products;-2.1944525769440785e-12;-2.4869284868616664e-08;0.0;0.0;0.0;2020;SSP1-PkBudg500
1de1557745b5a6c04efe732661089f69;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kg;RoW;MetalAlloy;Basic metals & alloys, their semi-finished products;7.419000477015912e-09;7.4114490290800545e-06;0.0857440663487957;1.2274639767595947;0.0020362393059420664;2020;SSP1-PkBudg500
c00acfadda185ef372bf9524bb0c6a33;market for organic potassium fertiliser, as K2O;organic potassium fertiliser, as K2O;kg;GLO;Chemical;Chemical products;9.735197643257943e-10;4.4762850761131006e-07;0.019682156798238;0.7948463105765353;0.0004560984119798231;2020;SSP1-PkBudg500
cb83827bac85512b36c595a45f6ec799;market for pendimethalin;pendimethalin;kg;GLO;Chemical;Chemical products;1.9396426319246447e-08;8.730509244604763e-06;0.6442362738998303;3.4000025729665073;0.007848186909976868;2020;SSP1-PkBudg500
a6854ff1d9164efdb992aea63e8ba024;market for chicken for slaughtering, live weight;chicken for slaughtering, live weight;kg;GLO;AgriForeAnim;Live animal, fish & their products;3.323659472459619e-08;7.625027139761562e-06;0.1027560975006893;3.31540688933296;0.0023451712361521456;2020;SSP1-PkBudg500
5d803d215dc22df2449eb16876ed5484;market for 2,5-dimethylhexane-2,5-dihydroperoxide;2,5-dimethylhexane-2,5-dihydroperoxide;kg;GLO;Chemical;Chemical products;1.6508589633681204e-08;8.141972916540487e-06;0.4114330536383803;3.8526393522497653;0.005419282146478591;2020;SSP1-PkBudg500
461b8632da46daefbb306fa8a317e3c5;market for tomato, fresh grade;tomato, fresh grade;kg;GLO;AgriForeAnim;Agricultural & forestry products;3.7950689267868874e-09;1.6025756119844817e-06;0.0488677704099115;2.9659317095516657;0.0022006199435824873;2020;SSP1-PkBudg500
bbc9c63d44e76346ad05eb3f50ffbd98;market for soybean oil, crude;soybean oil, crude;kg;GLO;ProcBio;Food & beverages, animal feed;7.373446470585748e-08;9.4050974411553e-06;0.0559790363119657;1.2806175917170313;0.0012489699467631594;2020;SSP1-PkBudg500
a448eb1c0f281c27541b2574609cc986;market for sawnwood, lath, hardwood, raw, dried (u=20%);sawnwood, lath, hardwood, raw, dried (u=20%);m3;RoW;ProcBio;Wood, straw & cork;7.197059407677792e-06;0.0001722751860624;7.577834024938211;316.2003146973212;0.3244673158903394;2020;SSP1-PkBudg500
93486d3128e47072264843cbd5b2dbd0;market for glycerine;glycerine;kg;RoW;Chemical;Chemical products;4.7923720927282625e-08;7.376269873534902e-06;0.1489565206920412;5.42584268346986;0.006557448194246807;2020;SSP1-PkBudg500
68f92cc0fe01df75edfb1e99f2be24c2;market for dimethyl sulfoxide;dimethyl sulfoxide;kg;GLO;Chemical;Chemical products;7.826263867597833e-09;4.480581398172335e-06;0.3114082282612344;1.9138388223663179;0.0027271634931049075;2020;SSP1-PkBudg500
59c075078e5b21408a28e92c20a98365;market for electrode, positive, LaNi5;electrode, positive, LaNi5;kg;GLO;MachElecTrans;Metal/electronic equipments & parts;3.4958623419766905e-07;0.000192508043938;1138.285128546492;2119.057047830295;2.687261592577213;2020;SSP1-PkBudg500
896ecbd1462243e51bae91e2a6f2c060;market for fatty alcohol sulfate;fatty alcohol sulfate;kg;GLO;Chemical;Chemical products;2.5299951990078643e-08;7.3569218920721825e-06;0.3262683541414944;6.68809994700265;0.003968463094706849;2020;SSP1-PkBudg500
8dedd58e9f3b2406b7356dd61b6389f0;market for reformate;reformate;kg;GLO;OreMinFuel;Ores, minerals & fuels;3.94243426541365e-09;1.7794290231132868e-06;0.5215318581095083;0.36590976043331225;0.004499784136333239;2020;SSP1-PkBudg500
b7bf67e6f0e0f1507a07b9c03275c5a9;market for aluminium removed by turning, primarily dressing, conventional;aluminium removed by turning, primarily dressing, conventional;kg;GLO;AgriForeAnim;Agricultural & forestry products;5.0485765870720966e-08;3.227652195690727e-05;0.5524448066865271;187.09650902422527;0.44531436414207826;2020;SSP1-PkBudg500
15d8b2386c577db7fdc3b1152b55f2fc;market for nylon 6;nylon 6;kg;RoW;PlastRub;Plastics & rubber products;3.5826425668153465e-08;1.4981338716477302e-05;0.928259337601954;0.7825263740862402;0.10323141592355553;2020;SSP1-PkBudg500
a0cb3a29ef896dea169237cf275d6466;market for urea formaldehyde foam, in situ foaming;urea formaldehyde foam, in situ foaming;kg;GLO;PlastRub;Plastics & rubber products;1.0733201818713276e-08;6.116345808191755e-06;0.303445171122945;3.6005944087351205;0.0034605174050658465;2020;SSP1-PkBudg500
303382ff3d00bfaecdd05f38bb67f3d3;market for chlorine, gaseous;chlorine, gaseous;kg;RoW;Chemical;Chemical products;3.78522863051818e-09;1.92792550815236e-06;0.0601756512940011;7.597789042926182;0.0005640113225053263;2020;SSP1-PkBudg500
dea6e75a741be5e57fb5a8aed773a529;market for celery;celery;kg;GLO;AgriForeAnim;Agricultural & forestry products;3.9067229737773845e-09;1.3284888003654614e-06;0.0351492240507956;1.3527544365692807;0.0009466728464534476;2020;SSP1-PkBudg500
4e402383250f11fdef7cdad00d487a56;market for 2-nitroaniline;2-nitroaniline;kg;GLO;Chemical;Chemical products;2.425930381514704e-08;1.181418038963928e-05;0.7355337995455375;12.947097736526272;0.009472479401489927;2020;SSP1-PkBudg500
29aca7299c0bfbdca6b74d3ca363fa9f;market for phosphoric acid, industrial grade, without water, in 85% solution state;phosphoric acid, industrial grade, without water, in 85% solution state;kg;GLO;Chemical;Chemical products;1.5034313299675943e-08;1.2252384293157786e-05;0.1231279654612149;7.33511390275633;0.011295062924181308;2020;SSP1-PkBudg500
af3eb9c0084ad1a3c230675bdf7cc891;market for indolylbutyric acid;indolylbutyric acid;kg;GLO;Chemical;Chemical products;3.821129470900823e-08;2.0075931524772395e-05;0.9471926926499756;11.260336315033893;0.011962338033466711;2020;SSP1-PkBudg500
1fbb0e8fb8ee1bd4d099e2b5b7a57c68;market for alkylketene dimer sizing agent, for paper production;alkylketene dimer sizing agent, for paper production;kg;RoW;Chemical;Chemical products;5.614816981350967e-08;1.0176847518940736e-05;0.0988021615603848;9.637329020843632;0.002096172023205917;2020;SSP1-PkBudg500
db0413d27e791eab59ab8577d188a8ef;market for printed wiring board, surface mounted, unspecified, Pb containing;printed wiring board, surface mounted, unspecified, Pb containing;kg;GLO;MachElecTrans;Metal/electronic equipments & parts;1.7678729781366258e-06;0.0013984981573147;17.087803063758795;1716.8225517182866;3.803917099821936;2020;SSP1-PkBudg500
c24e5163f16778b6b503a40808df08de;market for sodium chlorate, powder;sodium chlorate, powder;kg;RoW;Chemical;Chemical products;1.7173415706273748e-08;9.339255691972816e-06;0.1725103612393365;10.078750320830471;0.0017333026092167423;2020;SSP1-PkBudg500
3b649f817f9d16795e8b59e57d32fb00;market for pentane;pentane;kg;GLO;OreMinFuel;Ores, minerals & fuels;4.519928641399931e-09;1.913223043775281e-06;0.8010256869640184;0.19014532052721536;0.006933328355884782;2020;SSP1-PkBudg500
1372b74bf193f947f6ee656e846a575e;market for metamitron;metamitron;kg;GLO;Chemical;Chemical products;3.043273646835636e-08;1.4191663845601493e-05;0.6802013365618598;27.002015270812304;0.008629461364169944;2020;SSP1-PkBudg500
b97250cea52d4c3bd649d59e9141a6fc;market for sawlog and veneer log, paraná pine, measured as solid wood under bark;sawlog and veneer log, paraná pine, measured as solid wood under bark;m3;RoW;AgriForeAnim;Agricultural & forestry products;2.077149848640631e-05;0.0035324731847695;25.97996387688397;296.6406727866434;1.3983759363490855;2020;SSP1-PkBudg500
0982a449d98739d5d61cb7d81bf9cc36;market for wheat flour;wheat flour;kg;RoW;ProcBio;Food & beverages, animal feed;3.4108545938261885e-08;2.854349120961014e-06;0.0508202559815981;1.0014444874950543;0.0013124938914801994;2020;SSP1-PkBudg500
a09e2b3f43dab96cacc1dd4bab15e737;market for fibre, polyester;fibre, polyester;kg;GLO;PlastRub;Plastics & rubber products;1.8005735297811382e-08;8.666585657386822e-06;0.6577329086352725;90.1682140135622;0.05042829137626183;2020;SSP1-PkBudg500
72c62cd3c9600f3a70bbc76a2f78d62b;market for sawlog and veneer log, azobe, debarked, measured as solid wood;sawlog and veneer log, azobe, debarked, measured as solid wood;m3;RoW;AgriForeAnim;Agricultural & forestry products;5.495452259617501e-05;0.0063583366204278;21.481275013996488;319.5380240226166;0.8070338165862592;2020;SSP1-PkBudg500
6acf5ebec1c9b2608349c40a18cf5729;market for sawnwood, board, softwood, raw, dried (u=10%);sawnwood, board, softwood, raw, dried (u=10%);m3;RoW;ProcBio;Wood, straw & cork;2.004680934190821e-05;0.0003747848281353;9.586831867654348;233.56447485535028;0.5157405734745704;2020;SSP1-PkBudg500
9e58f08a87d077f57e39b0371fbd4675;market for chilli;chilli;kg;GLO;AgriForeAnim;Agricultural & forestry products;3.3845299930132182e-09;2.479330755937432e-06;0.0145739392769118;0.4372076002846208;0.00035198246172533215;2020;SSP1-PkBudg500
d9981600f5a79daff3b6f8df332ee68a;market for barley seed, for sowing;barley seed, for sowing;kg;GLO;AgriForeAnim;Agricultural & forestry products;1.8949032249037368e-08;1.78068821865714e-06;0.034402328945222;0.6951131124516428;0.0009121764720874829;2020;SSP1-PkBudg500
737f74d05941be64671fa94914f0c9ff;market for arsine;arsine;kg;GLO;Chemical;Chemical products;3.3829052775352144e-08;3.970914986901406e-05;0.4899661500809501;30.86241484062041;0.4574238893010724;2020;SSP1-PkBudg500
68f38f2e6956e52f3dd699357f23d52d;market for aminopyridine;aminopyridine;kg;RoW;Chemical;Chemical products;3.9947673349904314e-08;1.8469133273735376e-05;1.452745350721563;15.868399917587343;0.01768214999908066;2020;SSP1-PkBudg500
26bf40844012f61dbf4cfba27b5f4228;market for fleece, polyethylene;fleece, polyethylene;kg;GLO;ProcBio;Textile;1.2984592383530033e-08;6.052819663179736e-06;0.7857106037348993;69.72297477878824;0.014061342452254079;2020;SSP1-PkBudg500
eb94e20c0297117949e1bddd83d7cc05;market for magnesium oxide;magnesium oxide;kg;GLO;OreMinFuel;Ores, minerals & fuels;7.548025422322346e-09;4.845429372357707e-06;0.4831631663076781;0.4148393332420371;0.0008036388192650429;2020;SSP1-PkBudg500
b777031133db83121cd07207d6e67491;market for manganese concentrate;manganese concentrate;kg;GLO;OreMinFuel;Ores, minerals & fuels;7.337367302535888e-10;3.035055867868021e-07;0.0220593820159686;0.2710273550770627;0.0003201904696771981;2020;SSP1-PkBudg500
41fe72f5bcac61f3b2c25950e3da7e12;market for concrete, medium strength;concrete, medium strength;m3;RoW;GlasNonMetal;Glass & other non-metallic products;1.4642180561895602e-06;0.0006247953973756;17.653427201169716;777.2711102502965;0.4010448981075147;2020;SSP1-PkBudg500
203449e2f4a62d5e07e1ead9daff6c3d;market for fluorescent whitening agent, distyrylbiphenyl type;fluorescent whitening agent, distyrylbiphenyl type;kg;GLO;Chemical;Chemical products;1.0005338464118044e-07;5.521043274894544e-05;2.9059398719101592;5.546944088615247;0.0006380055199145906;2020;SSP1-PkBudg500
5f8ef94f9fb062bf0ebeb46a255236a0;market for trichloromethane;trichloromethane;kg;RoW;Chemical;Chemical products;1.3442421123460014e-08;7.580475164940915e-06;0.2073524297665883;7.295719180088304;0.001789689286949337;2020;SSP1-PkBudg500
b5cd957c48b0459347485bb2961acd35;market for boric acid, anhydrous, powder;boric acid, anhydrous, powder;kg;GLO;Chemical;Chemical products;1.0030810443893704e-08;6.310939593385088e-06;0.1535748495989151;9.208989746973762;0.0033724483100606986;2020;SSP1-PkBudg500
bad56a905eb6f8bed4e273051a455157;market for compressed air, 700 kPa gauge;compressed air, 700 kPa gauge;m3;RoW;Chemical;Chemical products;4.794528186738433e-10;2.3553895080243185e-07;0.0040491778292203;0.0751494460842842;5.792115176865257e-05;2020;SSP1-PkBudg500
cadcc417e09bdec6949ffd16eb0e5c2c;market for silky fibre;silky fibre;kg;GLO;ProcBio;Textile;2.4642715532278065e-08;9.693812748086956e-06;0.2716505370361999;9.058013336135328;0.0036168984274476926;2020;SSP1-PkBudg500
19491c1e22a309caedebc2cf3bd5f053;market for ammonium thiocyanate;ammonium thiocyanate;kg;GLO;Chemical;Chemical products;1.9712472357964385e-08;1.1389620165489513e-05;0.3323681192630011;2.6398691811450354;0.009801847711288192;2020;SSP1-PkBudg500
