name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for cyclic N-compound;cyclic N-compound;SSP5-PkBudg500-2030;kilogram;;GLO;5099d24dacce1dac269899adf4665e28;;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market for cement, unspecified;cement, unspecified;SSP5-PkBudg500-2030;kilogram;;World;70905997f98a43bf812159d2d7dfa374;;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
market for SOx retained, in hard coal flue gas desulfurisation;SOx retained, in hard coal flue gas desulfurisation;SSP5-PkBudg500-2030;kilogram;;RoW;043b307c3e9f84641c9228b9770c5469;;35100;Electric power generation, transmission and distribution;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for lithium manganese oxide;lithium manganese oxide;SSP5-PkBudg500-2030;kilogram;;GLO;00b5f5f5d6902c5bec0df29f12da3ecb;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for iron-nickel-chromium alloy;iron-nickel-chromium alloy;SSP5-PkBudg500-2030;kilogram;;GLO;d96eca0d773b6b762e86cdf671ef762c;;24100;Manufacture of basic iron and steel;41115;Other ferro-alloys;MetalAlloy;Basic metals & alloys, their semi-finished products
market for strontium carbonate;strontium carbonate;SSP5-PkBudg500-2030;kilogram;;GLO;d6f7338dead4a8e401ce196c235b1f13;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for mepiquat chloride;mepiquat chloride;SSP5-PkBudg500-2030;kilogram;;GLO;a72a58bb5807198d90aa78fc85a35196;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for packaging glass, green;packaging glass, green;SSP5-PkBudg500-2030;kilogram;;GLO;4778fac49b5bffdcf80ad5650fe9b050;;23100;Manufacture of glass and glass products;37191;Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, e[…];GlasNonMetal;Glass & other non-metallic products
market for kaolin;kaolin;SSP5-PkBudg500-2030;kilogram;;GLO;66662a599dfa600065de991b42b4e59a;;8100;Quarrying of stone, sand and clay;15400;Clays;OreMinFuel;Ores, minerals & fuels
market for clover seed, Swiss integrated production, at farm;clover seed, Swiss integrated production, at farm;SSP5-PkBudg500-2030;kilogram;;GLO;be33116d9801dd9e6a161a7f97be15c4;;1190;Growing of other non-perennial crops;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for compressed air, 600 kPa gauge;compressed air, 600 kPa gauge;SSP5-PkBudg500-2030;cubic meter;;RoW;93126600401aae69a9a67a39be326607;;20110;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market for wood pellet, measured as dry mass;wood pellet, measured as dry mass;SSP5-PkBudg500-2030;kilogram;;RoW;5da40a0174b0c078ee89cdcfcd1d6c56;;16100;Sawmilling and planing of wood;39281;Wood pellets;AgriForeAnim;Agricultural & forestry products
market for aluminium removed by milling, dressing;aluminium removed by milling, dressing;SSP5-PkBudg500-2030;kilogram;;GLO;6c0d7d4c2b8c3028ea990385e3a35f7b;;25920;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for polyethylene, linear low density, granulate;polyethylene, linear low density, granulate;SSP5-PkBudg500-2030;kilogram;;GLO;820517c31b756e66d54912bb9cb228c7;;20130;Manufacture of plastics and synthetic rubber in primary forms;34710;Polymers of ethylene, in primary forms;PlastRub;Plastics & rubber products
market for chromium oxide, flakes;chromium oxide, flakes;SSP5-PkBudg500-2030;kilogram;;GLO;055f5a895f60a9d0bd0bb5d0b487ba28;;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market for woven bamboo mat;woven bamboo mat;SSP5-PkBudg500-2030;kilogram;;RoW;326c6c87b737f685fe19c80ac69cceb5;;16200;Manufacture of products of wood, cork, straw and plaiting materials;31212;Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet flooring, […];ProcBio;Wood, straw & cork
market for tilapia feed, 24-28% protein;tilapia feed, 24-28% protein;SSP5-PkBudg500-2030;kilogram;;GLO;fb3e1542af3742d3c552922bc5243917;;10800;Manufacture of prepared animal feeds;23310;Preparations used in animal feeding;ProcBio;Food & beverages, animal feed
market for nylon 6-6, glass-filled;nylon 6-6, glass-filled;SSP5-PkBudg500-2030;kilogram;;RoW;625a0ab003cb956e742e5f1e8d379eaf;;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market for urea formaldehyde foam, in situ foaming;urea formaldehyde foam, in situ foaming;SSP5-PkBudg500-2030;kilogram;;GLO;a0cb3a29ef896dea169237cf275d6466;;22200;Manufacture of plastics products;36300;Semi-manufactures of plastics;PlastRub;Plastics & rubber products
market for terbium-dysprosium oxide;terbium-dysprosium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;3f7c004a194983c1e7d4dfcc9ac7971f;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for polyurethane, rigid foam;polyurethane, rigid foam;SSP5-PkBudg500-2030;kilogram;;RoW;df3ad4f3bd1f0fd6ce01353bbda60eb1;;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market for crust from Parkes process for lead production;crust from Parkes process for lead production;SSP5-PkBudg500-2030;kilogram;;GLO;2824fd8be29b9396fcb4894aa0c5e9f3;;24200;Manufacture of basic precious and other non-ferrous metals;39000;Wastes or scraps;AgriForeAnim;Agricultural & forestry products
market for natural gas, liquefied;natural gas, liquefied;SSP5-PkBudg500-2030;cubic meter;;GLO;74fe70d3c35f0929de787157aff7cc01;;6200;Extraction of natural gas;12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
market for controller, for electric scooter;controller, for electric scooter;SSP5-PkBudg500-2030;kilogram;;GLO;450bbd9bdb604140df25303ceac60375;;27100;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments & parts
market for laminated timber element, transversally prestressed, for outdoor use;laminated timber element, transversally prestressed, for outdoor use;SSP5-PkBudg500-2030;cubic meter;;RoW;3f22b4d39523e30f4712bba1e16f6f81;;16210;Manufacture of veneer sheets and wood-based panels;31420;Other plywood, veneered panels and similar laminated wood, except of bamboo;ProcBio;Wood, straw & cork
market for sodium cumenesulphonate;sodium cumenesulphonate;SSP5-PkBudg500-2030;kilogram;;GLO;930388798b1408267a58d2fa79cd6e33;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for peach;peach;SSP5-PkBudg500-2030;kilogram;;GLO;70c530b2e72de1a0092caa4873ee87f0;;1240;Growing of pome fruits and stone fruits;1345;Peaches and nectarines;AgriForeAnim;Agricultural & forestry products
market for horn meal;horn meal;SSP5-PkBudg500-2030;kilogram;;GLO;5237d7457f053de443e9eeb238345177;;10100;Processing and preserving of meat;39110;Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory);AgriForeAnim;Agricultural & forestry products
market for nitrate salts, for solar power application;nitrate salts, for solar power application;SSP5-PkBudg500-2030;kilogram;;GLO;f8229498ca1b36c8079d2364e35667cb;;20290;Manufacture of other chemical products n.e.c.;35490;Other chemical products;Chemical;Chemical products
market for lime, hydrated, packed;lime, hydrated, packed;SSP5-PkBudg500-2030;kilogram;;RoW;c7d075041447723e052defd7d3c10af2;;23940;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market for barley seed, organic, for sowing;barley seed, organic, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;f7fbbbd4027750c8b3d88c1bf551daef;;1640;Seed processing for propagation;1151;Barley, seed;AgriForeAnim;Agricultural & forestry products
market for brass removed by turning, primarily dressing, conventional;brass removed by turning, primarily dressing, conventional;SSP5-PkBudg500-2030;kilogram;;GLO;debfcecea0a8a943a07ff240355e51c3;;25920;"Treatment and coating of metals; machining";39360;Waste and scrap of other metals;AgriForeAnim;Agricultural & forestry products
market for isobutyl acetate;isobutyl acetate;SSP5-PkBudg500-2030;kilogram;;GLO;8e488306be433627c61e4fba4764c3e1;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for cottonseed;cottonseed;SSP5-PkBudg500-2030;kilogram;;RoW;c1165e9f75e6558fb56158799839882a;;1630;Post-harvest crop activities;1430;Cottonseed;AgriForeAnim;Agricultural & forestry products
market for formic acid;formic acid;SSP5-PkBudg500-2030;kilogram;;RoW;0890915c95f79fa6a7f1c6a7843c30cb;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market for aluminium alloy, metal matrix composite;aluminium alloy, metal matrix composite;SSP5-PkBudg500-2030;kilogram;;GLO;1e1be921bc2277cab46773ca5ef3d347;;24200;Manufacture of basic precious and other non-ferrous metals;41431;Unwrought aluminium;MetalAlloy;Basic metals & alloys, their semi-finished products
market for sawnwood, softwood, raw, dried (u=20%);sawnwood, softwood, raw, dried (u=20%);SSP5-PkBudg500-2030;cubic meter;;RoW;932667e365c8eea7098761e6090bebfe;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for metal catalyst for catalytic converter;metal catalyst for catalytic converter;SSP5-PkBudg500-2030;kilogram;;GLO;a153d28b2dc270ef389ce6385895c067;;24200;Manufacture of basic precious and other non-ferrous metals;41300;Basic precious metals and metals clad with precious metals;MetalAlloy;Basic metals & alloys, their semi-finished products
market for beet seed, Swiss integrated production, for sowing;beet seed, Swiss integrated production, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;6203b16fef3134c1d0f01f552cf0bc04;;1640;Seed processing for propagation;1803;Sugar beet seeds;AgriForeAnim;Agricultural & forestry products
market for shale brick;shale brick;SSP5-PkBudg500-2030;kilogram;;GLO;bc973795e320b3f63d1387067919c8de;;23920;Manufacture of clay building materials;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market for biomethane, high pressure;biomethane, high pressure;SSP5-PkBudg500-2030;cubic meter;;RoW;4f192c25752e78ad78f492c8ca819a65;;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market for diethyl ether, without water, in 99.95% solution state;diethyl ether, without water, in 99.95% solution state;SSP5-PkBudg500-2030;kilogram;;RoW;f3ee31a9ae0b31caa8f4bdb3c0e410ed;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for phosphoric acid, fertiliser grade, without water, in 70% solution state;phosphoric acid, fertiliser grade, without water, in 70% solution state;SSP5-PkBudg500-2030;kilogram;;RoW;d48eb3b7b0d1cbdd22607e2676393e6a;;20120;Manufacture of fertilizers and nitrogen compounds;34232;Phosphoric acid;Chemical;Chemical products
market for 2,6-di-tert-butylphenol;2,6-di-tert-butylphenol;SSP5-PkBudg500-2030;kilogram;;GLO;c00598807ea2bd2b3170d1257ef205e7;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for cheese, from cow milk, fresh, unripened;cheese, from cow milk, fresh, unripened;SSP5-PkBudg500-2030;kilogram;;GLO;5cbb6dacbf67a3f01efe5f8e91bfc123;;10500;Manufacture of dairy products;22251;Cheese from milk of cattle, fresh or processed;ProcBio;Food & beverages, animal feed
market for powertrain, for electric scooter;powertrain, for electric scooter;SSP5-PkBudg500-2030;kilogram;;GLO;3e589ec10908d760d052385114ca2044;;27100;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments & parts
market for barley seed, for sowing;barley seed, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;d9981600f5a79daff3b6f8df332ee68a;;1640;Seed processing for propagation;1151;Barley, seed;AgriForeAnim;Agricultural & forestry products
market for vinyl fluoride;vinyl fluoride;SSP5-PkBudg500-2030;kilogram;;GLO;993719fadf9615b45ca09a1401393b63;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for glued laminated timber, average glue mix;glued laminated timber, average glue mix;SSP5-PkBudg500-2030;cubic meter;;RoW;9bcbf9ff7b53d399fde53f1ee822cec5;;16210;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market for dimethyl hexynediol;dimethyl hexynediol;SSP5-PkBudg500-2030;kilogram;;GLO;d7a8acdc5c412df402e285a5c1291080;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for kraft paper;kraft paper;SSP5-PkBudg500-2030;kilogram;;RoW;904cdb1c0ae5f3899f71a12623983440;;17010;Manufacture of pulp, paper and paperboard;32133;"Other uncoated kraft paper and paperboard; sack kraft paper, creped or crinkled";ProcBio;Pulp & paper
market for slab and siding, softwood, wet, measured as dry mass;slab and siding, softwood, wet, measured as dry mass;SSP5-PkBudg500-2030;kilogram;;RoW;bac40b926656baff52eb60fed430d551;;16100;Sawmilling and planing of wood;31600;Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles an[…];ProcBio;Wood, straw & cork
market for butyl acrylate;butyl acrylate;SSP5-PkBudg500-2030;kilogram;;RoW;8a9180e2f3ba09cbbf928b887930a815;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for battery, Li-ion, NMC811, rechargeable, prismatic;battery, Li-ion, NMC811, rechargeable, prismatic;SSP5-PkBudg500-2030;kilogram;;GLO;a6340d3ae1622f5fea25af16af07bbc0;;27200;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
market for ethylene glycol;ethylene glycol;SSP5-PkBudg500-2030;kilogram;;GLO;e229ace9c0c670aef7c1998446d5c3ca;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for printed wiring board, mounted mainboard, desktop computer, Pb free;printed wiring board, mounted mainboard, desktop computer, Pb free;SSP5-PkBudg500-2030;kilogram;;GLO;3d2a7b0214c46d4d1d9f0797306ac627;;26100;Manufacture of electronic components and boards;47160;Electronic integrated circuits;MachElecTrans;Metal/electronic equipments & parts
