CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;ed17d0b39d594510818230e1fc6ed397;SSP1-PkBudg500-2040;CAZ;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b613a0b81feac8d2681dbae87afaf18f;SSP1-PkBudg500-2040;US;cement;market for cement, type I-PM;cement, type I-PM;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";metals/extraction;2011:Manufacture of basic chemicals;680c75ffbba966f1344cc492eb3bd8ca;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium fluoride;aluminium fluoride;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7e947abf895e46368842e726aa406179;SSP1-PkBudg500-2040;REF;cement;market for cement, CP III;cement, CP III;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c7707a4b22e3c256430f0d9254212482;SSP1-PkBudg500-2040;CH;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;04ac2f6466164ad39190680eada73d83;SSP1-PkBudg500-2040;CAZ;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d314b1e29068be2ad3e1618ab5d43077;SSP1-PkBudg500-2040;FR;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";79bd3d97d2026a82ab122212b6f0151c;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium removed by turning, primarily roughing, conventional;aluminium removed by turning, primarily roughing, conventional;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);chemicals/inorganics;0729:Mining of other non-ferrous metal ores;6cb80e4a9eecd6fb5ccab5e2016e155f;SSP1-PkBudg500-2040;GLO;magnesium;market for magnesium sulfate;magnesium sulfate;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;169f4c81377b49c2bb582f34919d7d8a;SSP1-PkBudg500-2040;REF;cement;market for cement, unspecified;cement, unspecified;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;64e1512795014a708759f32332cdceb0;SSP1-PkBudg500-2040;SSA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c8c573bdd7db4b3d856c1e917b606a72;SSP1-PkBudg500-2040;MEA;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
39364: Waste and scrap of lead;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;7ba3db3ab4d071cfd4ba6a9e83c0741e;SSP1-PkBudg500-2040;RoW;lead;market for lead in car shredder residue;lead in car shredder residue;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;a74b42864f1c49338c65c33e13be6143;SSP1-PkBudg500-2040;World;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c31127124855791502e1222173ce05da;SSP1-PkBudg500-2040;Europe without Switzerland;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;b0e8488a8ff64f7aa280159c9a66376b;SSP1-PkBudg500-2040;OAS;cement;market for cement, type general use;cement, type general use;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";3fe95cdaa5e8412ea93cd80d571b1ad7;SSP1-PkBudg500-2040;World;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";987ab6e22610dd0b21058aecfb826fbd;SSP1-PkBudg500-2040;CH;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;b84c567ade32425abab8f8b1d79d390a;SSP1-PkBudg500-2040;CHA;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d58eb732ba694238ad4f518732adbdda;SSP1-PkBudg500-2040;World;cement;market for cement, Portland;cement, Portland;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;1e0c92ec6f6b2ce9c2e18d118fd8e3c6;SSP1-PkBudg500-2040;RoW;magnesium;market for magnesium, for reuse in zirconium sponge production;magnesium, for reuse in zirconium sponge production;kilogram
53269: Other constructions for manufacturing;lignite/production;4290:Construction of other civil engineering projects;0557a7d27edb93078a6241b43847cc85;SSP1-PkBudg500-2040;GLO;coal(brown);market for lignite dust factory;lignite dust factory;unit
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;edbd9e9cb4b5430fa35efd4480b44c16;SSP1-PkBudg500-2040;World;cement;market for cement, type general use;cement, type general use;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c5fafdc2d20d4caa8a2256def98f3dda;SSP1-PkBudg500-2040;OAS;cement;market for cement, CP II-F;cement, CP II-F;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2660b000a6f560a93ca939fef72e939e;SSP1-PkBudg500-2040;US;cement;market for cement, Portland;cement, Portland;kilogram
53269: Other constructions for manufacturing;lignite/production;4290:Construction of other civil engineering projects;ad0fbf762aa8734092a8b7abc7dee30f;SSP1-PkBudg500-2040;GLO;coal(brown);market for lignite briquettes factory;lignite briquettes factory;unit
39366: Waste and scrap of tin;;3830:Materials recovery;d351b207227ff5c64c7fea118815d1be;SSP1-PkBudg500-2040;CH;tin;market for tinplate, in mixed metal scrap;tinplate, in mixed metal scrap;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;7cca70f33622d6e8d71523a339f7e104;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium hydroxide;aluminium hydroxide;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;43bb5cb888424ab5874434e7c2a52f8f;SSP1-PkBudg500-2040;World;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
14220: Nickel ores and concentrates;;2420:Manufacture of basic precious and other non-ferrous metals;ebf56988a16dfeee3e0d714e0ff33ebb;SSP1-PkBudg500-2040;CN;nickel;market for nickel concentrate, 7% Ni;nickel concentrate, 7% Ni;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;1de1557745b5a6c04efe732661089f69;SSP1-PkBudg500-2040;RoW;aluminium;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;e9162e41d8324777a463eb2ac087a517;SSP1-PkBudg500-2040;SSA;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;3552b6c0169548fbaad28fe3f55ca4fa;SSP1-PkBudg500-2040;REF;cement;market for cement, type general use;cement, type general use;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;6b5fbd50873691cd0c8e02114baa15a7;SSP1-PkBudg500-2040;GLO;cobalt;market for cobalt carbonate;cobalt carbonate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f6cd67a3e6a74f61a80c0a751413a7db;SSP1-PkBudg500-2040;JPN;cement;market for cement, CP III;cement, CP III;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";861248cce5b24d0ab6a1a74c8fc41920;SSP1-PkBudg500-2040;SSA;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;146f99563cc78369845751a9b5591099;SSP1-PkBudg500-2040;GLO;beryllium;market for beryllium hydroxide;beryllium hydroxide;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2b140f1c8e3a4f2495a25552b5847f97;SSP1-PkBudg500-2040;LAM;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";f1d5de00687347350cca9ae465fedb15;SSP1-PkBudg500-2040;FR;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d76e0f64b41f5d39263097b880694172;SSP1-PkBudg500-2040;Europe without Switzerland;cement;market for cement, CEM III/C;cement, CEM III/C;kilogram
34629: Other phosphatic fertilizers, n.e.c.;;0891:Mining of chemical and fertilizer minerals;5fc5f4ad7af6554959c68329538a1d27;SSP1-PkBudg500-2040;RoW;phosphate rock;market for phosphate rock, beneficiated;phosphate rock, beneficiated;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";6a968df1a94543d19965e2255ec538a6;SSP1-PkBudg500-2040;CAZ;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1d0faf0e1a6247bb9bd33001d9994e58;SSP1-PkBudg500-2040;IND;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5510fb2750224ac49cc28ebbe387f1dd;SSP1-PkBudg500-2040;CAZ;cement;market for cement, Portland;cement, Portland;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e88d630d212aae3e62d77689310ee8de;SSP1-PkBudg500-2040;SK;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;af77abc8a49d49ec80517a4212904081;SSP1-PkBudg500-2040;World;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;4515b897230bf5a672ab547a9b655c41;SSP1-PkBudg500-2040;RoW;cement;market for cement, Portland;cement, Portland;kilogram
342: Basic inorganic chemicals n.e.c.;metals/extraction;2011:Manufacture of basic chemicals;c1f0a53f2b472b7d13960a4bcb6440c9;SSP1-PkBudg500-2040;GLO;cadmium;market for cadmium, semiconductor-grade;cadmium, semiconductor-grade;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;ebf922b54e6bdb28dd1e01edddf1d47f;SSP1-PkBudg500-2040;RoW;magnesium;market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;kilogram
11010: Hard coal;hard coal/production;0510:Mining of hard coal;2b619c65c9f829867ef6690cdae73f1d;SSP1-PkBudg500-2040;IN;coal(black);market for hard coal;hard coal;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;82c2611ffb004c15b4c320c3bcbc6da0;SSP1-PkBudg500-2040;USA;cement;market for cement, Portland;cement, Portland;kilogram
39: Wastes or scraps;;3821:Treatment and disposal of non-hazardous waste;eed09838476f4be2de39873fbc240dda;SSP1-PkBudg500-2040;CH;coal(black);market for hard coal ash;hard coal ash;kilogram
34290: Compounds of rare earth metals, of yttrium or of scandium;;0729:Mining of other non-ferrous metal ores;7aa2f5fc523e4a810d206a2ffa6f7fe4;SSP1-PkBudg500-2040;GLO;erbium;market for erbium oxide;erbium oxide;kilogram
"41603: Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;7457a65c3bcddd58ce6013baabb78d0b;SSP1-PkBudg500-2040;GLO;antimony;market for antimony;antimony;kilogram
34800: Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural g[…];;2013:Manufacture of plastics and synthetic rubber in primary forms;532362afd52c647cc4b7872b4d5a3fd9;SSP1-PkBudg500-2040;RER;silicon;market for silicone product;silicone product;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e270f0f5b6204b8c0d5081c65b376444;SSP1-PkBudg500-2040;CA;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;natural gas/production;0620:Extraction of natural gas;c54d38f7558de3092720c7cce5fe1cb4;SSP1-PkBudg500-2040;GLO;natural gas;market for natural gas, unprocessed, at extraction;natural gas, unprocessed, at extraction;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;f1034b944901445eb9be8e03e287ada5;SSP1-PkBudg500-2040;MEA;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e92569a9c76900b1e3f270eeac725bb5;SSP1-PkBudg500-2040;DE;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
39990: Other wastes n.e.c.;nuclear power/waste treatment;3821:Treatment and disposal of non-hazardous waste;4e7513c392a3d390068645789ca99c25;SSP1-PkBudg500-2040;GLO;uranium;market for uranium tailing, non-radioactive emission;uranium tailing, non-radioactive emission;cubic meter
11010: Hard coal;hard coal/production;0510:Mining of hard coal;a618878275594be40595ef331189707b;SSP1-PkBudg500-2040;RoW;coal(black);market for hard coal, run-of-mine;hard coal, run-of-mine;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;172190d48ccdc5f567138ddafc2277f7;SSP1-PkBudg500-2040;Europe without Switzerland;cement;market for cement, Portland;cement, Portland;kilogram
1429: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);;0729:Mining of other non-ferrous metal ores;1bc863a377c63072694d33d69f9fd94f;SSP1-PkBudg500-2040;GLO;tin;market for tin concentrate;tin concentrate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;eb61b9cdbb6847288f62e249c1156198;SSP1-PkBudg500-2040;World;cement;market for cement, CP II-E;cement, CP II-E;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;206b51565cf389b0dac54370de6d4d6e;SSP1-PkBudg500-2040;GLO;uranium;market for uranium, enriched 4.0%, per separative work unit;uranium, enriched 4.0%, per separative work unit;unit
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;8a4083433d869c12677962c263c7dc26;SSP1-PkBudg500-2040;Europe without Switzerland;cement;market for cement, unspecified;cement, unspecified;kilogram
39363: Waste and scrap of aluminium;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;4d8675c96becfc0c67bec09e59b6330d;SSP1-PkBudg500-2040;RoW;aluminium;market for aluminium in car shredder residue;aluminium in car shredder residue;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;8e596b319aaf5c68cea00d74bd18d908;SSP1-PkBudg500-2040;GLO;magnesium;market for magnesium-alloy, AZ91;magnesium-alloy, AZ91;kilogram
46430: Parts of primary cells, primary batteries and electric accumulators (including separators);;2790:Manufacture of other electrical equipment;c5059c3786878afc19540e313b8a69dc;SSP1-PkBudg500-2040;GLO;copper;market for copper collector foil, for Li-ion battery;copper collector foil, for Li-ion battery;kilogram
41431: Unwrought aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;6830ce27a587d3da10826ad903765cc0;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium, primary, liquid;aluminium, primary, liquid;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;84899860c1ab9232314deb64b013bf80;SSP1-PkBudg500-2040;CO;cement;market for cement, ART;cement, ART;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;eb7be6d806bd4b309f5fb5ed4b5e0203;SSP1-PkBudg500-2040;JPN;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";;2011:Manufacture of basic chemicals;94f4e6f35af7a78eaaa5a5b7e9624dbc;SSP1-PkBudg500-2040;GLO;tin;market for tin dioxide;tin dioxide;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";6058937a9068fbcffaf6ad7f5a15e9bc;SSP1-PkBudg500-2040;RoE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;50398071512e169791e8e67a24170dc8;SSP1-PkBudg500-2040;PE;cement;market for cement, Portland;cement, Portland;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";4fb5ec18eb7e4a989d40cfccad44ca41;SSP1-PkBudg500-2040;GLO;chromium;market for chromium steel removed by turning, primarily dressing, conventional;chromium steel removed by turning, primarily dressing, conventional;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;0dfa68bdb5a44dd1bb91bf268aee7f85;SSP1-PkBudg500-2040;World;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;2e1ceff89082bf16fd7e3d3b108027ea;SSP1-PkBudg500-2040;RoW;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
342: Basic inorganic chemicals n.e.c.;metals/refinement;2011:Manufacture of basic chemicals;73a4483e483a28e471ceffb1e6ef8b0d;SSP1-PkBudg500-2040;RoW;silicon;market for silicon, multi-Si, casted;silicon, multi-Si, casted;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;896fbfff5846433175f6b669901ced70;SSP1-PkBudg500-2040;BR;cement;market for cement, CP II-F;cement, CP II-F;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f0d5df11845c43a9b52d8f0efc4c433d;SSP1-PkBudg500-2040;IND;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;fdceba9f8f4d4d288a9e8065edc9c1a9;SSP1-PkBudg500-2040;OAS;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
41441: Lead, unwrought;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;fbb0f24cb8a09b37b43d853dea138347;SSP1-PkBudg500-2040;GLO;lead;market for lead;lead;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d0db6dde11f015e6ef67fa0bd6394adc;SSP1-PkBudg500-2040;US;cement;market for cement, type IS;cement, type IS;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8c533000f0930a8bd674095041d96d69;SSP1-PkBudg500-2040;RoW;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";;"3520:Manufacture of gas; distribution of gaseous fuels through mains";058d621a547f810834b939ff4a57b42e;SSP1-PkBudg500-2040;GLO;helium;market for helium, crude;helium, crude;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";535985c8ac448aad0e65dbbc0240f3b6;SSP1-PkBudg500-2040;KW;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";4063ea2df81142beb09d00f2844bdd6b;SSP1-PkBudg500-2040;USA;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
34629: Other phosphatic fertilizers, n.e.c.;;0891:Mining of chemical and fertilizer minerals;bd271148459d2f12de53c6f9a5fddba1;SSP1-PkBudg500-2040;RER;phosphate rock;market for phosphate rock, beneficiated;phosphate rock, beneficiated;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;4eae244e31b44c0696de1fdcec9655f4;SSP1-PkBudg500-2040;JPN;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
4153: Semi-finished products of aluminium or aluminium alloys;metals/processing;2599:Manufacture of other fabricated metal products n.e.c.;849a75a0ebb405870c063957ce212536;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire;aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire;meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";11f9e9cfa075491db79d2fe859f64a83;SSP1-PkBudg500-2040;LAM;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;94a5c543e7175166ce36e3daefea8e72;SSP1-PkBudg500-2040;GLO;lithium;market for lithium sulfate;lithium sulfate;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;242:Manufacture of basic precious and other non-ferrous metals;491549b2f0cee302298eaf61bdce8ae0;SSP1-PkBudg500-2040;GLO;beryllium;market for beryllium;beryllium;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";9bd21f55232a1d03cef8808a3b29a674;SSP1-PkBudg500-2040;GLO;chromium;market for chromium steel removed by milling, dressing;chromium steel removed by milling, dressing;kilogram
39: Wastes or scraps;;3821:Treatment and disposal of non-hazardous waste;ae720df420fbf1940e768a41a05f620b;SSP1-PkBudg500-2040;CH;coal(brown);market for lignite ash;lignite ash;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f4323ad57f2847b99350f853f3d3e8db;SSP1-PkBudg500-2040;USA;cement;market for cement, CP II-F;cement, CP II-F;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8bbfb16c26702eeb206094df6b7d01fc;SSP1-PkBudg500-2040;CO;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c86eae13c474ab381175f4e967d1a5d7;SSP1-PkBudg500-2040;BR;cement;market for cement, CP III;cement, CP III;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";a634957179064e0ab55f3ef065230b0d;SSP1-PkBudg500-2040;World;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;47cdfe57dee039faa69a9ae1a20ce71a;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium sulfate, without water, in 4.33% aluminium solution state;aluminium sulfate, without water, in 4.33% aluminium solution state;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";3a5b862f460148efa9f4451f45e621b9;SSP1-PkBudg500-2040;CAZ;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;446bdc4c27664a2f93c2361f3554c64a;SSP1-PkBudg500-2040;IND;cement;market for cement, type general use;cement, type general use;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;8fbbe21974f74477a23bbdd1a848e10c;SSP1-PkBudg500-2040;USA;cement;market for cement, type general use;cement, type general use;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;d01d53bd09ae483ea82e85551c07cb71;SSP1-PkBudg500-2040;USA;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";37d6e70a9fa644c09c4b30d4ff1e6083;SSP1-PkBudg500-2040;JPN;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;d1c2ddf5df1e48be844b6e576cddf47d;SSP1-PkBudg500-2040;REF;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";84c52a94bf58be855ac22e6a538a16ba;SSP1-PkBudg500-2040;PL;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
