CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";4493d6ebe7d2b80501f30fb24074e0d3;SSP1-PkBudg500-2040;SE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"33: Coke oven products; refined petroleum products; nuclear fuel";;1920:Manufacture of refined petroleum products;b19ef859637e81bacd559b636cba136e;SSP1-PkBudg500-2040;GLO;petroleum;market for petroleum coke;petroleum coke;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;44d9a923074d42ac9d4ee636c7f4a749;SSP1-PkBudg500-2040;SSA;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;2b41169c66e9495e9a2c2449e9ba8b98;SSP1-PkBudg500-2040;World;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
41431: Unwrought aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;11a252f4506e7a68b98e220ee64ffeea;SSP1-PkBudg500-2040;RoW;aluminium;market for aluminium, primary, ingot;aluminium, primary, ingot;kilogram
342: Basic inorganic chemicals n.e.c.;metals/refinement;2011:Manufacture of basic chemicals;e44d6f6a676cdfff45f5b9eece638152;SSP1-PkBudg500-2040;GLO;silicon;market for silicon, electronics grade;silicon, electronics grade;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;4c4727c470c64aef8bc1478b349be787;SSP1-PkBudg500-2040;GLO;lithium;market for lithium carbonate, battery grade;lithium carbonate, battery grade;kilogram
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;243017f833c5c89361b8bf81df21dae5;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium oxide factory;aluminium oxide factory;unit
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;b62cad4aea61436999559d4d9772c00e;SSP1-PkBudg500-2040;LAM;cement;market for cement, type general use;cement, type general use;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;ea1a6d0979ed5696807fe4de715b04d1;SSP1-PkBudg500-2040;GLO;uranium;market for uranium, enriched 4.2%, per separative work unit;uranium, enriched 4.2%, per separative work unit;unit
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;d97abe76f1794ef9a3fa1fbac5fac6ae;SSP1-PkBudg500-2040;USA;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";6eb08a7183a7d47abc2fe15a924aa4f1;SSP1-PkBudg500-2040;TR;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;3ef91c81de6d457ebe0daabd5eae6c77;SSP1-PkBudg500-2040;LAM;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;bf86ce8df62b9874946278b1fe540515;SSP1-PkBudg500-2040;CA-QC;cement;market for cement, unspecified;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f675a0e4aadc43ed806e254758c61151;SSP1-PkBudg500-2040;SSA;cement;market for cement, Portland;cement, Portland;kilogram
39365: Waste and scrap of zinc;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;483572fae73ee57a81454163c61805a0;SSP1-PkBudg500-2040;RoW;zinc;market for zinc in car shredder residue;zinc in car shredder residue;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d989fa993245d3aa22237f76c603a799;SSP1-PkBudg500-2040;GB;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";1a07bf6d0564b49db80ab54f5dc3f2c1;SSP1-PkBudg500-2040;GR;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;a9656e711ea1a67be5afdc0c1e24a46d;SSP1-PkBudg500-2040;GLO;selenium;market for selenium;selenium;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";1b84b544795aa81adac19bb37e7a28ce;SSP1-PkBudg500-2040;NO;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;19d3fce40c96400cb0bf72b3a2b7fbc2;SSP1-PkBudg500-2040;MEA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
34: Basic chemicals;photovoltaic/production of components;2011:Manufacture of basic chemicals;67ece99ef0c5d14c8608c570092a6ee5;SSP1-PkBudg500-2040;RoW;silicon;market for silicon, single crystal, Czochralski process, photovoltaics;silicon, single crystal, Czochralski process, photovoltaics;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d8acd5a44ca256e03a0b1cb5b6c21484;SSP1-PkBudg500-2040;BE;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";d43842d1edd2c9a24692c1fac31b46e7;SSP1-PkBudg500-2040;GLO;chromium;market for chromium steel removed by drilling, computer numerical controlled;chromium steel removed by drilling, computer numerical controlled;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;7eba4555668563087546d146e049957d;SSP1-PkBudg500-2040;RoW;cement;market for cement, unspecified;cement, unspecified;kilogram
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;460f39c08e600e8d42f573617d07c573;SSP1-PkBudg500-2040;GLO;magnesium;market for magnesium chloride, from titanium sponge production;magnesium chloride, from titanium sponge production;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;30a118cd89e64be29aaa8834ce014032;SSP1-PkBudg500-2040;EUR;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;7706f2851c5f42b8a2d8e9a747289be3;SSP1-PkBudg500-2040;CAZ;cement;market for cement mortar;cement mortar;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;0511768672944397930104d28564ef1b;SSP1-PkBudg500-2040;REF;cement;market for cement, CP II-F;cement, CP II-F;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;212b72d246519d4f49d583bd75a15a28;SSP1-PkBudg500-2040;ZA;cement;market for cement, CEM II/A-L;cement, CEM II/A-L;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;566774e07b134692bd6b5e8e87f4d24f;SSP1-PkBudg500-2040;SSA;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;5ee3919151a08688b8340a027b99ad1b;SSP1-PkBudg500-2040;FR;magnesium;market for magnesium, for reuse in zirconium sponge production;magnesium, for reuse in zirconium sponge production;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e9fb344e05b371d6652480f29b2fadc0;SSP1-PkBudg500-2040;DK;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;b3748d2c7c9e43c38e99b8bfaddbaf82;SSP1-PkBudg500-2040;IND;cement;market for cement, Portland;cement, Portland;kilogram
34290: Compounds of rare earth metals, of yttrium or of scandium;;0729:Mining of other non-ferrous metal ores;54d28d7cfde49e7718bdf0bb474b78c1;SSP1-PkBudg500-2040;GLO;europium;market for europium oxide;europium oxide;kilogram
53290: Other civil engineering works;oil/fuels;4290:Construction of other civil engineering projects;873c9c45f45479a9433df9f5a6eb711d;SSP1-PkBudg500-2040;GLO;petroleum;market for petroleum refinery;petroleum refinery;unit
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;0359b9f53c1748fac3950af176ff31bf;SSP1-PkBudg500-2040;RoW;magnesium;market for magnesium, for reuse in titanium sponge production;magnesium, for reuse in titanium sponge production;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;5f7d082a88094e2b8c60008bcce50077;SSP1-PkBudg500-2040;NEU;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";2e585b72b61f60b7425badee010955e3;SSP1-PkBudg500-2040;CN;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;fcfb12106b654cfb2227dc5751f3480b;SSP1-PkBudg500-2040;RoW;cement;market for cement mortar;cement mortar;kilogram
39361: Waste and scrap of copper;;3822:Treatment and disposal of hazardous waste;c6da1e107c44af3cfe8cb11a9735b3a9;SSP1-PkBudg500-2040;GLO;copper;market for copper slag;copper slag;kilogram
39363: Waste and scrap of aluminium;;3830:Materials recovery;308986e2061609a4c8d82876925b9c16;SSP1-PkBudg500-2040;RoW;aluminium;market for aluminium, in mixed metal scrap;aluminium, in mixed metal scrap;kilogram
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;e66643df85bd4e5955bbcaef947b4881;SSP1-PkBudg500-2040;AU;coal(black);market for hard coal;hard coal;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;;2394:Manufacture of cement, lime and plaster;836872969b3840ed890c2e57a2573855;SSP1-PkBudg500-2040;IND;cement;market for cement mortar;cement mortar;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";2bacda8a63b04290a0b3c918de0e9215;SSP1-PkBudg500-2040;MEA;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;416d4a087dd14e388b6f3105bdd1e5fb;SSP1-PkBudg500-2040;LAM;cement;market for cement, unspecified;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ecebf77ec61140d29b3083f6dbb06eef;SSP1-PkBudg500-2040;SSA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;38720f95abe94ae78414eb10e5f0e2a4;SSP1-PkBudg500-2040;NEU;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;c6c585a0084b646f19600510cde8dae8;SSP1-PkBudg500-2040;CH;cement;market for cement mortar;cement mortar;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;13928dbdc4bfbc251587836d679db48c;SSP1-PkBudg500-2040;GLO;zirconium;market for zirconium sponge, nuclear-grade;zirconium sponge, nuclear-grade;kilogram
46430: Parts of primary cells, primary batteries and electric accumulators (including separators);;2790:Manufacture of other electrical equipment;1b4804dc622a6983fcefc016372d5a38;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium collector foil, for Li-ion battery;aluminium collector foil, for Li-ion battery;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";160194493d01c6ba3b3048c2147c9378;SSP1-PkBudg500-2040;BE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;ff07af9c5c546b9696665be9f30fc05b;SSP1-PkBudg500-2040;GLO;titanium;market for titanium, triple-melt;titanium, triple-melt;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;656aa55e51ad4ebba26d1113fc419494;SSP1-PkBudg500-2040;MEA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
39361: Waste and scrap of copper;;3821:Treatment and disposal of non-hazardous waste;4a8d0a80fc332ab236715697202dd052;SSP1-PkBudg500-2040;CH;copper;market for copper in car shredder residue;copper in car shredder residue;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;0729:Mining of other non-ferrous metal ores;d8ba411ea8ac325a4c0b63e1db9b2fed;SSP1-PkBudg500-2040;GLO;nickel;market for nickel sulfate;nickel sulfate;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);chemicals/inorganics;2011:Manufacture of basic chemicals;f19dce588d3d4d4ebef83de34ddac4f3;SSP1-PkBudg500-2040;RER;titanium;market for titanium dioxide;titanium dioxide;kilogram
39366: Waste and scrap of tin;;3830:Materials recovery;3c0dace6b21056ea2a99d77d5bfd77b2;SSP1-PkBudg500-2040;RoW;tin;market for tinplate, in mixed metal scrap;tinplate, in mixed metal scrap;kilogram
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;1ffe09506f70be4dcd98071865e8a549;SSP1-PkBudg500-2040;GLO;silicon;market for silicon, metallurgical grade;silicon, metallurgical grade;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d324aeab28dcbaa4635f5ed8a617cd7f;SSP1-PkBudg500-2040;US;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;7e90da8f4ad2484493f69229f06d4763;SSP1-PkBudg500-2040;JPN;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;dc24aacb81956b23d97cf04fae5f19dc;SSP1-PkBudg500-2040;RoW;lithium;market for lithium iron phosphate;lithium iron phosphate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;78e2ecdc1b52e1808dd90dbb72acff40;SSP1-PkBudg500-2040;PE;cement;market for cement, type ICo;cement, type ICo;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;bd3b97ff5baf3877244af92336a87e0a;SSP1-PkBudg500-2040;CH;cement;market for cement, CEM V/A;cement, CEM V/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1154ab95718046229028629a62076036;SSP1-PkBudg500-2040;OAS;cement;market for cement, CP III;cement, CP III;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e5e8cbf3500545e0ae2d6715d3e82967;SSP1-PkBudg500-2040;SSA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";217b58a0642847d097b65a59931b41c5;SSP1-PkBudg500-2040;EUR;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;56d77dbfa6a946408d9a1ec643b7f51b;SSP1-PkBudg500-2040;MEA;cement;market for cement, CP II-F;cement, CP II-F;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;d3a604008345b67c30b5294e994ce379;SSP1-PkBudg500-2040;JP;magnesium;market for magnesium, for reuse in titanium sponge production;magnesium, for reuse in titanium sponge production;kilogram
41431: Unwrought aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;f3128ab8a7df03c2c38e306c2967cd92;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium alloy, AlMg3;aluminium alloy, AlMg3;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c9ffc767d49845a6b48a28f9a7d47249;SSP1-PkBudg500-2040;EUR;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;cec024864618ea49a63f58f855feedb4;SSP1-PkBudg500-2040;DE;silicon;market for silicon tetrachloride;silicon tetrachloride;kilogram
342: Basic inorganic chemicals n.e.c.;chemicals/inorganics;2011:Manufacture of basic chemicals;d8df5bd8a8623ef92ee10dd07f6ee7de;SSP1-PkBudg500-2040;GLO;graphite;market for graphite, battery grade;graphite, battery grade;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";3c0ef292ad34431e82ef8aeed09255c6;SSP1-PkBudg500-2040;CAZ;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";22b1384565294939b6845223f8c20808;SSP1-PkBudg500-2040;OAS;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;3a947eb8762576180cf2679028552d84;SSP1-PkBudg500-2040;US;cement;market for cement, type S;cement, type S;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;ce9c73d41fe6b1646b49bb5e24dae619;SSP1-PkBudg500-2040;RoW;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
"34790: Other plastics in primary forms; ion exchangers";;2013:Manufacture of plastics and synthetic rubber in primary forms;cc100c3247ef1ad4d989ab07c51aeb45;SSP1-PkBudg500-2040;RER;latex;market for latex;latex;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;a4e7a4dfb3c936e112491275acb5d2a5;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium chloride;aluminium chloride;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;9624b100b6454138a82a500be70ec022;SSP1-PkBudg500-2040;World;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
39366: Waste and scrap of tin;;3830:Materials recovery;f7a08c5e513009fcfc24731afb5b6cfd;SSP1-PkBudg500-2040;Europe without Switzerland;tin;market for tinplate, in mixed metal scrap;tinplate, in mixed metal scrap;kilogram
34800: Synthetic rubber and factice derived from oils, and mixtures thereof with natural rubber and similar natural g[…];chemicals/inorganics;2013:Manufacture of plastics and synthetic rubber in primary forms;cb548144c56921cd851d7c490fd4187f;SSP1-PkBudg500-2040;RoW;silicon;market for silicone product;silicone product;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8b59550245e746528f49319a0d74f9ac;SSP1-PkBudg500-2040;IND;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";21f289ca8150d47229f9d6b839ec92ef;SSP1-PkBudg500-2040;IQ;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";8d78df8a3471403b8dc2747c01b4a379;SSP1-PkBudg500-2040;CHA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;92af6228440f2e5259ea92e7e1ddf1e2;SSP1-PkBudg500-2040;BR;cement;market for cement, CP II-E;cement, CP II-E;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;e3c5f6eba6484e03bd85b20d02f17f06;SSP1-PkBudg500-2040;World;cement;market for cement, unspecified;cement, unspecified;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;9cf84e9e3d814302b128fcdfa02d83a7;SSP1-PkBudg500-2040;LAM;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;5a07b5c0a0c70e0c2725623d538d4aa1;SSP1-PkBudg500-2040;GLO;uranium;market for uranium, enriched 4%, in fuel element for light water reactor;uranium, enriched 4%, in fuel element for light water reactor;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";db4e48bc6cff689756194e97ab4c84bc;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium removed by turning, average, computer numerical controlled;aluminium removed by turning, average, computer numerical controlled;kilogram
53269: Other constructions for manufacturing;construction materials/others;4290:Construction of other civil engineering projects;d2017d8e2c4f81d4ec8e630b836c5b5a;SSP1-PkBudg500-2040;GLO;cement;market for cement factory;cement factory;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fc4ba77917814eeea2e368396640a34e;SSP1-PkBudg500-2040;OAS;cement;market for cement, CP II-E;cement, CP II-E;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";34cb9bfd846dc277697e72765f16ec62;SSP1-PkBudg500-2040;VE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";f7d5cd7e1f2dfe51cf6b50752f98ada2;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium removed by drilling, computer numerical controlled;aluminium removed by drilling, computer numerical controlled;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c3d1157c5530274fa1d58740741ea522;SSP1-PkBudg500-2040;US;cement;market for cement, type I (SM);cement, type I (SM);kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;eb9e2e7b6a0f48d980ad7582e77e22d6;SSP1-PkBudg500-2040;OAS;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";b7bf67e6f0e0f1507a07b9c03275c5a9;SSP1-PkBudg500-2040;GLO;aluminium;market for aluminium removed by turning, primarily dressing, conventional;aluminium removed by turning, primarily dressing, conventional;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f840401480254edfa8a064284ed65d1d;SSP1-PkBudg500-2040;LAM;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;511797a9d586924cc3edd8be873f05df;SSP1-PkBudg500-2040;ZA;cement;market for cement, CEM II/A-V;cement, CEM II/A-V;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;2f292449364742ceba3415362d3cf7d6;SSP1-PkBudg500-2040;NEU;hydrogen;market for hydrogen, gaseous, 20-year period;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;44ae651f95fd4b0bb8f36926cdd12560;SSP1-PkBudg500-2040;OAS;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;c22f39b50462732b64d34cfdf2134a87;SSP1-PkBudg500-2040;ID;coal(black);market for hard coal;hard coal;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;315a6026a60617877a2bb7948e34a831;SSP1-PkBudg500-2040;GLO;uranium;market for uranium, enriched 3.0%, in fuel element for light water reactor;uranium, enriched 3.0%, in fuel element for light water reactor;kilogram
41442: Zinc, unwrought;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;234bef98671292c886679c2bf2528f1f;SSP1-PkBudg500-2040;GLO;zinc;market for zinc;zinc;kilogram
41431: Unwrought aluminium;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;823822c452c6258a6ce360939935f26f;SSP1-PkBudg500-2040;IAI Area, EU27 & EFTA;aluminium;market for aluminium, primary, ingot;aluminium, primary, ingot;kilogram
53261: Mining constructions;;4290:Construction of other civil engineering projects;27f56f8877f4bb30b59995b83ab20640;SSP1-PkBudg500-2040;GLO;coal(black);market for hard coal preparation plant;hard coal preparation plant;unit
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;66622b07111d47fda569c6b9f22255e2;SSP1-PkBudg500-2040;EUR;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;fc220c73a8fd0b18427b8906c0583178;SSP1-PkBudg500-2040;GLO;hafnium;market for hafnium sponge;hafnium sponge;kilogram
