location;database;code;name;reference product;unit;Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;log parameters;emptied;activity type
GLO;SSP1-PkBudg500-2020;241dbdff1d770af53dc3727e431c7d5e;market for tetrafluoroethylene;tetrafluoroethylene;kilogram;0.0342930817571808;3.45067921958471e-07;3.9937929637190486e-07;0.0001493069477045;4.536789351397703;;;;
GLO;SSP1-PkBudg500-2020;245eaef2fb637e428e0425deb295ec37;market for ceramic tile;ceramic tile;kilogram;0.0398796332034027;1.7828500615824203e-08;3.902588074202865e-09;7.514462766295952e-06;0.0809585187002253;;;;
GLO;SSP1-PkBudg500-2020;b88e4f34323ee4209c0aaf466d71c075;market for furnace, pellets, 25kW;furnace, pellets, 25kW;unit;4.884688318189398;5.207463971720711e-05;1.0708352376492433e-05;0.0111967866396613;185.42240522357025;;;;
GLO;SSP1-PkBudg500-2020;ae02a6e720d34dafe4d7b23e483f37aa;market for natural stone plate, grounded;natural stone plate, grounded;kilogram;0.0014099486357356;3.31199335288692e-08;3.108945364477556e-09;5.290597761571731e-06;0.0425958210690091;;;;
GLO;SSP1-PkBudg500-2020;cf2af2f1a807e874549efc037bccb781;market for sodium fluoride;sodium fluoride;kilogram;0.0045241706571194;1.07641086071323e-07;1.3652112043739549e-08;8.672373951876684e-06;2.232479960581839;;;;
RoW;SSP1-PkBudg500-2020;f9fde136b641f706b93b33584820241f;market for plywood;plywood;cubic meter;1.024145734381954;1.685728470606367e-05;1.6139226000526313e-05;0.0028982564733486;47.08047575928838;;;;
RoW;SSP1-PkBudg500-2020;9aec2940b287dc1ce9b13c3adc4c8b32;market for esterquat;esterquat;kilogram;0.0043953703845801;3.227426886651442e-08;3.225108694050171e-08;7.82442043328458e-06;0.2697375004123395;;;;
GLO;SSP1-PkBudg500-2020;7477390721cc533fb0f17a732df8932f;market for manure, solid, cattle;manure, solid, cattle;kilogram;1.0462290717266904e-05;3.4106256969374985e-11;1.7747856413775223e-11;8.192919417848129e-09;0.0004247600105159;;;;
World;SSP1-PkBudg500-2020;7ee2cba31e344212985eb66454189e28;market for cement, CEM II/B;cement, CEM II/B;kilogram;0.0003291011612797;2.955020651881791e-09;2.6441111180329437e-09;1.0938353106801602e-06;0.0224074216037853;;;;
GLO;SSP1-PkBudg500-2020;2ef0513b4dcd2fee2bd298f5e30fe0b6;market for ytterbium oxide;ytterbium oxide;kilogram;4.331472841995391;0.000375690047783;5.529229568971386e-07;0.0002304113648627;14.851911226507386;;;;
GLO;SSP1-PkBudg500-2020;e0ea23ca182b7bafc7e530349ef7886e;market for wood preservative, water-based, outdoor use, no ground contact;wood preservative, water-based, outdoor use, no ground contact;kilogram;0.0318979718428224;2.4178735115178275e-08;1.0540707636089254e-08;3.1868657324090675e-06;0.1468742382702772;;;;
GLO;SSP1-PkBudg500-2020;f421ef9e73c59455a421dffb9b367b51;market for wax, lost-wax casting;wax, lost-wax casting;kilogram;0.0003660424911923;4.8308219564141254e-09;3.8530202049968124e-09;1.9759916593914945e-06;0.5253194159039951;;;;
GLO;SSP1-PkBudg500-2020;542da4756e2865b641823340f174e218;market for polyethylene terephthalate, granulate, bottle grade;polyethylene terephthalate, granulate, bottle grade;kilogram;0.0096491400008996;5.132388612243456e-08;1.1631837086635257e-08;5.666404512103499e-06;0.574188504949706;;;;
RoW;SSP1-PkBudg500-2020;344b5bec8245cb674052f8ce2265332d;market for trifluoroacetic acid;trifluoroacetic acid;kilogram;0.0109400589329116;3.356550796454132e-07;3.89959450653021e-08;2.1608266758663065e-05;3.745482388161325;;;;
GLO;SSP1-PkBudg500-2020;c866604d4dd11363cdd7dd01461c365b;market for cyanogen chloride;cyanogen chloride;kilogram;0.0110482755743738;1.5012651215596638e-07;1.9396518770706696e-08;9.01703563893733e-06;0.5257825389235283;;;;
RoW;SSP1-PkBudg500-2020;d83acfba43458f2b1ace32123e313f79;market for lubricating oil;lubricating oil;kilogram;0.0060577158393829;2.9177640215035506e-08;8.154855536442447e-09;3.508143653601922e-06;0.5933722948345391;;;;
RoW;SSP1-PkBudg500-2020;65e82b8e7ddbaac441ea4660a68633d3;market for acrylic binder, with water, in 54% solution state;acrylic binder, with water, in 54% solution state;kilogram;0.0080320778857048;4.2701749490503376e-08;9.503928551672448e-09;4.929496100124024e-06;0.3449592267464801;;;;
GLO;SSP1-PkBudg500-2020;2a484ad3fb21bbebd8fb7fc24da60985;market for nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX;nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX;kilogram;1.9047760546243568;0.0613233930441487;1.0008830113250287e-05;0.016798473055004;206.37796165557293;;;;
RoW;SSP1-PkBudg500-2020;af6a972c95e838aff24e2ffb3add846a;market for potash salt;potash salt;kilogram;0.0001345166111131;4.1279894718222464e-10;2.211200397554164e-10;1.0644972036816384e-07;0.0047096544283078;;;;
RoW;SSP1-PkBudg500-2020;96782bcc5da89a1352eedf220a38708d;market for metallization paste, back side, aluminium;metallization paste, back side, aluminium;kilogram;0.00975604271304;2.106476333499563e-07;4.2386746312609705e-08;2.771928581225335e-05;0.5501320331621261;;;;
RoW;SSP1-PkBudg500-2020;2ad0af3de61844881db69c9fa5e9ad8b;market for vinyl chloride;vinyl chloride;kilogram;0.0362995714506733;3.7329270872775896e-08;7.558725450977219e-09;3.593715349108358e-06;0.3713573764654656;;;;
GLO;SSP1-PkBudg500-2020;e4feda3ee7d71eeccd2950c6abebae97;market for wind power plant, 800kW, fixed parts;wind power plant, 800kW, fixed parts;unit;366.62920329650535;0.0039922056985027;0.0013457183841711;1.4449101452078792;25553.699265079464;;;;
GLO;SSP1-PkBudg500-2020;ff80e9885b8f29ad9d81b02221589625;market for N-methyl-2-pyrrolidone;N-methyl-2-pyrrolidone;kilogram;0.0059960510232593;2.046273729663737e-07;2.7778958456346756e-08;1.345948433558586e-05;0.6927388278462723;;;;
GLO;SSP1-PkBudg500-2020;0ac371e2bde82d1137c3937d6845c0d7;market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;unit;5996.02987702182;0.0064990784385448;0.0019095070679404;2.181667632995211;38721.941979444935;;;;
GLO;SSP1-PkBudg500-2020;e6b790ff49c932d4eedf89beb4ed1556;market for millet;millet;kilogram;0.0004334514872579;1.9026341683123822e-09;1.7715383222218048e-08;1.252085166648115e-06;0.0201185329480037;;;;
GLO;SSP1-PkBudg500-2020;e1dbb445694edaab0389d52f76952924;market for dodecanol;dodecanol;kilogram;0.0067131257999393;4.748701412771567e-08;6.328223359431419e-08;1.120481074168643e-05;0.3650232277932577;;;;
GLO;SSP1-PkBudg500-2020;a25c7c13721c4efdcf8712c1ebaba0ab;market for peanut seed, at farm;peanut seed, at farm;kilogram;0.0028048169531831;1.1089700325775716e-08;1.1730305170489889e-07;7.26774489662878e-06;0.1200141719086421;;;;
GLO;SSP1-PkBudg500-2020;1ec43c5320e3681d56bd863434ff21ab;market for basalt;basalt;kilogram;6.134481229143693e-05;4.0299792227634376e-10;1.4049035167502182e-10;4.6665138383140285e-08;0.1847255630971409;;;;
GLO;SSP1-PkBudg500-2020;25c95c57b53c36c335b52a579e83232e;market for furnace, logs, hardwood storage area, 100kW;furnace, logs, hardwood storage area, 100kW;unit;8.474124296258871;7.311547119665058e-05;1.9108290186151012e-05;0.0212416260640954;328.0585806018051;;;;
GLO;SSP1-PkBudg500-2020;c00598807ea2bd2b3170d1257ef205e7;market for 2,6-di-tert-butylphenol;2,6-di-tert-butylphenol;kilogram;0.0101307764419481;4.753391640478821e-08;1.84718159265008e-08;6.4454088033526766e-06;0.7177369150255672;;;;
GLO;SSP1-PkBudg500-2020;4d5473bbb237606275ad372ddedf037f;market for copper scrap, sorted, pressed;copper scrap, sorted, pressed;kilogram;0.0001157987897566;3.567062364060454e-10;2.0348564547091537e-10;9.48551681930009e-08;0.0046317156646427;;;;
GLO;SSP1-PkBudg500-2020;4b401f3ef3d0b6a0f699744d31aa94f1;market for soybean, organic;soybean, organic;kilogram;0.0011381936318823;5.399605384310766e-09;4.02205704609237e-08;1.858881060363432e-06;0.0342630480630798;;;;
GLO;SSP1-PkBudg500-2020;2f7f69a1f67ab51def901d9e4635fee5;market for heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, common components, heat+electricity;heat and power co-generation unit, organic Rankine cycle, 1400kW thermal, common components, heat+electricity;unit;69.08502782360264;0.0007737034599608;0.0002433624761045;0.2970874000373421;5603.880526157663;;;;
GLO;SSP1-PkBudg500-2020;6246c9bfb7903ce0751ae0716f80a5a1;market for anaerobic digestion plant, agricultural;anaerobic digestion plant, agricultural;unit;79.25698747768627;0.0005774785003178;0.0003089033836019;0.189402535334532;4108.85873713855;;;;
GLO;SSP1-PkBudg500-2020;62c88d9cef4abc4524a2588caaf990b5;market for furnace, wood chips, hardwood storage area, 50kW;furnace, wood chips, hardwood storage area, 50kW;unit;17.921698826823096;0.0001193070930702;6.287375197052363e-05;0.0322965578515204;839.9097211163778;;;;
RoW;SSP1-PkBudg500-2020;7e72d3634ecb14abbc8b2d48e705c57d;market for ethylenediamine;ethylenediamine;kilogram;0.008431035631592;1.3966564271610624e-07;2.5441398263848553e-08;1.2201909521280558e-05;0.6952055088198636;;;;
GLO;SSP1-PkBudg500-2020;2287c8c121103584f07c0c3199220d51;market for dust collector, electrostatic precipitator, for industrial use;dust collector, electrostatic precipitator, for industrial use;unit;17.747280611784483;0.0001987992603521;4.332286845296614e-05;0.0593228163895105;587.928010899688;;;;
RoW;SSP1-PkBudg500-2020;698b12a3fade05d79f3d414c79a931ee;market for synthetic graphite, battery grade;synthetic graphite, battery grade;kilogram;0.0048507712159754;2.3491042125110762e-07;3.214110135137416e-08;2.1844123022065706e-05;0.5639858350879065;;;;
GLO;SSP1-PkBudg500-2020;10e4b03b230c2f890239d6c0e0850754;market for antifouling paint emissions;antifouling paint emissions;kilogram;0.0;0.0;-5.690599817000072e-08;-9.235326574152026e-06;0.0;;;;
GLO;SSP1-PkBudg500-2020;01d59f12e272b87bf58589cdb975fe97;market for alfalfa-grass silage;alfalfa-grass silage;kilogram;0.0005647183700345;1.747068961186506e-09;1.0277473146964604e-08;7.770272001711374e-07;0.0179066487617627;;;;
GLO;SSP1-PkBudg500-2020;43cd3253df7a606a1818c6a8fa410044;market for navy bean seed, for sowing;navy bean seed, for sowing;kilogram;0.0026374746963442;9.854286511187181e-09;4.3839049410790577e-08;3.5205012579572364e-06;0.1060637409742215;;;;
RoW;SSP1-PkBudg500-2020;de9fc23e0086760d29ef234de23e8f44;market for peat;peat;kilogram;2.4933336882533995e-05;7.952504343984662e-10;1.0916230866823384e-10;4.763456545449837e-08;0.0010001208993329;;;;
GLO;SSP1-PkBudg500-2020;7aa2ccd470a6247189e567b66b199d6c;market for lettuce;lettuce;kilogram;0.0014929286227974;1.73776829717922e-08;1.6937636809261937e-08;7.748510403656432e-06;0.1181755660784476;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;;
GLO;SSP1-PkBudg500-2020;7f94506cf1198efdfbd069a26f8ce1c6;market for isohexane;isohexane;kilogram;0.0042229454913801;1.4773624842893686e-08;5.404187426126315e-09;2.536112133056291e-06;0.4320324813330057;;;;
GLO;SSP1-PkBudg500-2020;1e1be921bc2277cab46773ca5ef3d347;market for aluminium alloy, metal matrix composite;aluminium alloy, metal matrix composite;kilogram;0.1371678556974652;5.049120800958257e-07;7.163753097402587e-08;4.433947012750599e-05;0.8207900503798637;;;;
GLO;SSP1-PkBudg500-2020;14ff2382cafb9e0c715a810d9577df77;market for wood preservative, organic, indoor use, dry;wood preservative, organic, indoor use, dry;kilogram;0.0025777745783544;1.1870251202715136e-08;5.199896079894572e-09;2.761271663021396e-06;0.5476984912630738;;;;
GLO;SSP1-PkBudg500-2020;e00cbb03fdc5efbd82cb393eb7edeecf;market for cobalt;cobalt;kilogram;0.4750300878456709;8.42894812089329e-06;2.9414563413692453e-07;0.0003022839460782;8.57335709958511;;;;
GLO;SSP1-PkBudg500-2020;949c133a73702762169acad1fbbd6366;market for composting facility, open;composting facility, open;unit;3766.71610901694;0.0181802395675554;0.0099456739330329;4.7543818883706805;187815.0867587142;;;;
GLO;SSP1-PkBudg500-2020;bd3a3818f60643fd78eccefa7b4390c1;market for reinforcing steel;reinforcing steel;kilogram;0.0022053381510066;3.05464281898525e-08;8.964053482246374e-09;1.120952546515172e-05;0.2540577718250807;;;;
RoW;SSP1-PkBudg500-2020;5a167ccac14e2f430d93a51ef0a2613b;market for cottonseed, organic;cottonseed, organic;kilogram;0.000127702640812;3.596961167326601e-10;2.2311148374038987e-08;4.404466075424303e-07;0.0051063736106753;;;;
RoW;SSP1-PkBudg500-2020;adf0a07677cab677862a2247e802e82e;market for sawnwood, beam, hardwood, raw, dried (u=10%);sawnwood, beam, hardwood, raw, dried (u=10%);cubic meter;0.3440291807954661;2.163513201386376e-06;8.341255407312157e-06;0.0005100368972389;8.606804118320609;;;;
GLO;SSP1-PkBudg500-2020;73e1b4ce1572de4b35551919d32f86b1;market for triazine-compound, unspecified;triazine-compound, unspecified;kilogram;0.0169714899787777;2.439849171661079e-07;3.813821881190652e-08;1.8569429725577365e-05;0.9809935265634544;;;;
GLO;SSP1-PkBudg500-2020;e39f0296561bf61bd6b45b0a88077030;market for azodicarbonamide;azodicarbonamide;kilogram;0.0109798327770797;5.133352643960237e-07;6.303247764048776e-08;3.241626694639505e-05;0.9896131912808248;;;;
GLO;SSP1-PkBudg500-2020;d0d0370280e972d16ca64deb4e09b0ca;market for train, passenger, high speed;train, passenger, high speed;unit;6675.779167490957;0.0695519002210016;0.0197343845617924;16.74418798758641;293905.4346838173;;;;
RoW;SSP1-PkBudg500-2020;26a3382ee1fd43f4fe653e727b541f82;market for medium density fibreboard;medium density fibreboard;cubic meter;4.070036519194478;1.2298449960194445e-05;8.92089927449234e-06;0.002239582644006;70.56468733114583;;;;
GLO;SSP1-PkBudg500-2020;ae337939d6b260592d04d58fe36e3ce6;market for cadmium telluride, semiconductor-grade;cadmium telluride, semiconductor-grade;kilogram;0.0489370898127051;9.61972405009802e-07;1.0022707251894645e-07;7.990328489649166e-05;0.7373903164106241;;;;
GLO;SSP1-PkBudg500-2020;2becdfda6ad89a83d56231acb50ff1e0;market for barium sulfide;barium sulfide;kilogram;0.0011580162680434;2.8664097686573933e-08;5.932906493682098e-09;3.2836003742713373e-06;0.0707333595429647;;;;
GLO;SSP1-PkBudg500-2020;df67b3d01b68766ae7d013488def9122;market for asbestos, crysotile type;asbestos, crysotile type;kilogram;0.0001610710910471;1.7406921177546654e-09;3.9684733986697945e-10;2.007699475021465e-07;0.0847906887137229;;;;
RoW;SSP1-PkBudg500-2020;6a4c7a16d5dfdfd3bf99d550675febf1;market for methyl methacrylate;methyl methacrylate;kilogram;0.0576048484797116;2.8007639955848146e-10;2.834343618491313e-08;1.2702532183687833e-05;0.9550413435187884;;;;
GLO;SSP1-PkBudg500-2020;0ca4b03b041b33cef8697c3ee132fd79;market for oil power plant, 500MW;oil power plant, 500MW;unit;425125.6952140033;1.9835166089069969;0.9238679616023786;810.566316567852;15809301.642327745;;;;
RoW;SSP1-PkBudg500-2020;bff16aad314b98a6f2e269ae8d3eefb2;market for lorry, 16 metric ton;lorry, 16 metric ton;unit;149.93000075571194;0.0004261133261904;0.0001098638488129;0.1261415474715973;2535.1529136989047;;;;
GLO;SSP1-PkBudg500-2020;0096a9773d088ae0f18480d1d965eb68;market for paper machine;paper machine;unit;52095.76112229731;0.9547226746424776;0.1435723818648457;203.09454108328637;2176568.306698985;;;;
RoW;SSP1-PkBudg500-2020;006c2ca14e7a359ccf9f07c87830293a;market for cement plaster;cement plaster;cubic meter;0.1675213991519921;1.823606041149649e-06;8.293444395133822e-07;0.0003256928765924;8.137274930078865;;;;
GLO;SSP1-PkBudg500-2020;955f744b7a2012a44acf2a127c48eafc;market for anhydrite floor;anhydrite floor;kilogram;0.0001940781170419;2.1046940080064703e-09;6.320640294789977e-10;2.7420600388637225e-07;0.0095488926056371;;;;
RoW;SSP1-PkBudg500-2020;3b068c79e45729bbb6199825acd0cc98;market for flyash brick;flyash brick;kilogram;0.0129964911481962;1.2630315052682737e-08;3.269183291992e-09;4.660481170348731e-06;0.0795014728549758;;;;
GLO;SSP1-PkBudg500-2020;abf8828ae5c4d00dbc4c36e7c19f0d41;market for fuel cell, stack solid oxide, 125kW electrical, future;fuel cell, stack solid oxide, 125kW electrical, future;unit;1221.7518772497467;0.0749965063255499;0.0001756324323276;0.121951065096223;391692.3653160103;;;;
GLO;SSP1-PkBudg500-2020;e8116896f1da1458c9d41ca5714e05bf;market for olive;olive;kilogram;0.0011275027369569;5.363740457146205e-09;1.893605469243763e-08;2.035125447507721e-06;0.038520940964512;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.\n\nThe time the reefer is in operation is calculated using different average speed of all the different modes of transport (train, lorry, ship, etc.). This parameter presents an additional time during which the reefer is in operation, but is not being transported; the time when the reefer is being transfered from one type of transport to another. ', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;;
RoW;SSP1-PkBudg500-2020;6a75c2e5815af212589613fca0468c2b;market for sawlog and veneer log, meranti, measured as solid wood under bark;sawlog and veneer log, meranti, measured as solid wood under bark;cubic meter;0.2457043350738644;9.689290914459781e-08;9.030814955262844e-05;0.0034814400562016;4.450753596684706;;;;
GLO;SSP1-PkBudg500-2020;d64c24a68a27315bf3c457f8457bdcd0;market for alpha-picoline;alpha-picoline;kilogram;0.0099319005054941;6.84896053687383e-08;1.7188366757973358e-08;7.77506756038476e-06;0.7548905155288658;;;;
GLO;SSP1-PkBudg500-2020;f0b76323d0c53237efbaa8e86d532b56;market for clay brick;clay brick;kilogram;0.0005263596925838;2.991848035658774e-09;1.308629246251124e-09;5.689328612891492e-07;0.0301522506433555;;;;
GLO;SSP1-PkBudg500-2020;4b3e1091adf4efbd949d6a99e1d85b6e;market for ventilation control and wiring, decentralized unit;ventilation control and wiring, decentralized unit;unit;0.3055318706135183;1.1980906567767315e-06;2.848412513971841e-07;0.0002534046873097;2.3644964375496214;;;;
RoW;SSP1-PkBudg500-2020;5a2b9c03ff450592f328e9e3beda1f47;market for nitric acid, without water, in 50% solution state;nitric acid, without water, in 50% solution state;kilogram;0.0006723849724195;5.448765429716047e-09;8.085416230833286e-09;3.2763265991539706e-06;0.0707397306606896;;;;
GLO;SSP1-PkBudg500-2020;6c59302ba1c9c21630aa6137d163fb27;market for transistor, wired, small size, through-hole mounting;transistor, wired, small size, through-hole mounting;kilogram;0.1256203826525783;9.552236472458884e-06;1.156613041225633e-06;0.0008853509103373;10.041391369151198;;;;
GLO;SSP1-PkBudg500-2020;bbda482e96e321e6b08f53801f89ab5a;market for gold, unrefined;gold, unrefined;kilogram;28.606748126797967;0.0033180850959584;0.0004207419007894;0.3722335270447978;3373.3689136096127;;;;
RoW;SSP1-PkBudg500-2020;822572aa84d95496441260a2ea733f00;market for potassium chloride;potassium chloride;kilogram;0.001846260803695;9.313362710452858e-09;2.444822192536061e-09;1.2904993614585096e-06;0.051046203400714;;;;
RoW;SSP1-PkBudg500-2020;6cde05b97e9c5ab46039a9c19bae6a11;market for epoxy resin, liquid;epoxy resin, liquid;kilogram;0.0298393992919095;1.270604877696719e-07;2.0981400704257e-08;1.0088907818670717e-05;0.7754899728061599;;;;
GLO;SSP1-PkBudg500-2020;570bff4f228cbcba526b273f535884f8;market for refrigerator;refrigerator;unit;1.6891478375662912;4.304744705567395e-06;1.5295571696574406e-06;0.0011842170016465;29.49229072881009;;;;
GLO;SSP1-PkBudg500-2020;80df4aab8700fec40c78907945902c0b;market for glycine;glycine;kilogram;0.0055139427065937;2.0658735621670442e-07;2.182032915695997e-08;1.057472198371925e-05;0.5671594035713555;;;;
RoW;SSP1-PkBudg500-2020;664abb18d8a9519808223f7797e972b7;market for dolomite;dolomite;kilogram;0.0001638478277956;3.7356806552434676e-09;5.514174654110392e-10;2.616655461274049e-07;0.0074596340468402;;;;
RoW;SSP1-PkBudg500-2020;c677cbb539471e96d0fcef9ae05893fa;market for polyurethane, flexible foam;polyurethane, flexible foam;kilogram;0.1697687560552547;5.619056476644317e-08;2.283523593564361e-08;1.2018821729452231e-05;0.7438248634487528;;;;
GLO;SSP1-PkBudg500-2020;2da6fef6886cc91f5bad7f76a1cc4742;market for transistor, auxilliaries and energy use;transistor, auxilliaries and energy use;kilogram;0.0537172225734811;8.269649653864744e-06;5.715378298413128e-07;0.0002728631464377;6.000951416096189;;;;
RoW;SSP1-PkBudg500-2020;1d61daec2368abcda6295823de7f2850;market for soft solder, Sn97Cu3;soft solder, Sn97Cu3;kilogram;0.0303053240811059;3.64509829587126e-07;8.789468628832688e-08;0.0001852110257555;2.3470435211549083;;;;
