location;database;code;name;reference product;unit;Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;log parameters;emptied;activity type
GLO;SSP1-PkBudg500-2020;2d61fad5617b6a30bdf52dfaeb219a43;market for hydraulic fracturing fluid;hydraulic fracturing fluid;cubic meter;0.0402971672799408;2.463192173255076e-07;1.0801331012424937e-07;4.604000643568512e-05;2.308862060459883;;;;
RoW;SSP1-PkBudg500-2020;428c569a472d36034de8770c3fc98358;market for white lined chipboard carton;white lined chipboard carton;kilogram;0.0015791976584808;2.6595156333278842e-08;6.580677554580801e-09;2.759205488018924e-06;0.1259447156133708;;;;
GLO;SSP1-PkBudg500-2020;d96eca0d773b6b762e86cdf671ef762c;market for iron-nickel-chromium alloy;iron-nickel-chromium alloy;kilogram;0.0171485601840802;5.950785897204379e-07;1.4866960019986854e-07;0.0001361339691116;0.9807234028989184;;;;
GLO;SSP1-PkBudg500-2020;2c48398c3ba5c2c6c9d487001970410e;market for stone wool factory;stone wool factory;unit;516030.907734725;1.6253624564605813;0.7931580830985755;650.7818908641375;7167258.279033488;;;;
RoW;SSP1-PkBudg500-2020;2f630420c9f3bcd25d7b8b32bc2c8b42;market for chlorodifluoromethane;chlorodifluoromethane;kilogram;0.0157029052023842;1.2963226509275118e-07;2.169758156135725e-07;8.157994007247201e-05;3.449818034598325;;;;
GLO;SSP1-PkBudg500-2020;346503ada1b3a9692c801742198d53a8;market for flux, for wave soldering;flux, for wave soldering;kilogram;0.0300046647842046;3.74276761268127e-08;1.1770624027443804e-08;5.727172103914764e-06;0.5693977815174509;;;;
GLO;SSP1-PkBudg500-2020;2f890c11604dc1b16ea8cd5e455bf8c8;market for battery, NaCl;battery, NaCl;kilogram;0.1206673564347161;5.121797920978343e-07;1.1212758489262736e-07;9.394193297559792e-05;0.8775683485284674;;;;
GLO;SSP1-PkBudg500-2020;df051e2658302b5b757df5de533845a2;market for blower and heat exchange unit, Avent E 97;blower and heat exchange unit, Avent E 97;unit;1.2744480327456915;9.80007465630588e-06;1.875426716978584e-06;0.001317255118326;21.98312287419881;;;;
GLO;SSP1-PkBudg500-2020;6f9e8e79e0025011427a5d3b01e0c80a;market for krypton, gaseous;krypton, gaseous;kilogram;0.0410068501174617;9.25098270037586e-06;5.453864115727133e-07;0.0002477052841381;4.908117518060336;;;;
GLO;SSP1-PkBudg500-2020;f8229498ca1b36c8079d2364e35667cb;market for nitrate salts, for solar power application;nitrate salts, for solar power application;kilogram;0.1538868039948432;4.078219960370289e-09;3.6862733002354e-09;1.2805579476450275e-06;0.0777196638296724;;;;
GLO;SSP1-PkBudg500-2020;92b3b3bc9c64e3e9f81b561a84b2b1e8;market for refrigeration machine, carbon dioxide, liquid as refrigerant;refrigeration machine, carbon dioxide, liquid as refrigerant;unit;39.91589796704388;0.0001010057467686;2.1481078683517936e-05;0.0183735149225803;251.68206789105724;;;;
GLO;SSP1-PkBudg500-2020;236ac1cd370007b9673c903d8ffbaded;market for ferrosilicon;ferrosilicon;kilogram;0.0037510803910961;3.248404694710629e-07;3.3966659938135254e-08;3.740297561240923e-05;0.3737257905755337;;;;
GLO;SSP1-PkBudg500-2020;598226fa34cbfbadfddff71d16244801;market for dimethenamide;dimethenamide;kilogram;0.0227628757437389;6.478314740057768e-07;1.280712663884028e-07;8.689689224627566e-05;1.8000002094225254;;;;
GLO;SSP1-PkBudg500-2020;606717c7e4c3ec112c0b03cbce1a5610;market for fibre, kenaf;fibre, kenaf;kilogram;0.0013355232698589;1.1433177300175097e-08;3.652705815343144e-08;5.393650160539826e-06;0.0565392313704002;;;;
GLO;SSP1-PkBudg500-2020;b9e23828f3d0c74c551c7edc66e71379;market for potato, organic;potato, organic;kilogram;0.0006851544634097;2.3976984928314853e-09;6.4128383773686725e-09;8.643505665547582e-07;0.0222954946880477;;;;
GLO;SSP1-PkBudg500-2020;cf81717206b5a737b7a8a0a93a1b87e8;market for sodium chloride, brine solution;sodium chloride, brine solution;kilogram;0.000160356826779;6.6173601454953825e-09;6.982331130766807e-10;4.842122252272468e-07;0.0072255456794605;;;;
GLO;SSP1-PkBudg500-2020;1ce941ebffd0f8a255bfdf419e79d230;market for aluminium removed by milling, large parts;aluminium removed by milling, large parts;kilogram;0.4502865549511143;2.412963687142281e-07;5.003701741596109e-08;3.2088437641101014e-05;0.5500560979332769;;;;
GLO;SSP1-PkBudg500-2020;2a50dedb7279fa6099f6e8db81749868;market for grass seed, Swiss integrated production, at farm;grass seed, Swiss integrated production, at farm;kilogram;0.0026279313981961;2.3661717102352933e-08;5.5876065335769764e-08;4.266907043902996e-06;0.135462721920097;;;;
GLO;SSP1-PkBudg500-2020;c27991023e8548170fcb6a28224e31a6;market for boric oxide;boric oxide;kilogram;0.0067048133402705;7.824609926049986e-08;2.066292151466881e-08;1.2843556036394947e-05;0.3198611204952691;;;;
GLO;SSP1-PkBudg500-2020;5994c6fa51edf6fb6bb405614dee10fa;market for paclobutrazol;paclobutrazol;kilogram;0.0175078988163108;5.840725067796379e-07;7.21992321820694e-08;3.6676251111134666e-05;1.565933682609657;;;;
GLO;SSP1-PkBudg500-2020;01b59183a0dadb469528a825385e8af7;market for uranium, enriched 3.8%, in fuel element for light water reactor;uranium, enriched 3.8%, in fuel element for light water reactor;kilogram;2.127478661619344;0.0675048918318748;1.1249847246435683e-05;0.0187676703220389;229.4338369677908;;;;
GLO;SSP1-PkBudg500-2020;e4c1035464dcd484321273848ce82d54;market for fish block, hake;fish block, hake;kilogram;0.0164344847522987;5.778628524160388e-09;3.2459649810702915e-08;1.6638462506511004e-05;0.446678733174386;;;;
GLO;SSP1-PkBudg500-2020;80921e923f62c4d857b7372a56b87254;market for fish oil, from anchovy;fish oil, from anchovy;kilogram;0.0033370952782816;8.838366375224143e-09;8.275698256172792e-09;4.330464276701835e-06;0.1537410725169632;;;;
GLO;SSP1-PkBudg500-2020;ce46010872bb7cb6e31db24f472013d9;market for high voltage system, for Li-ion battery;high voltage system, for Li-ion battery;kilogram;0.1232413078169596;4.926578138372901e-07;1.8648424664737533e-07;0.0001684847817584;1.6941714856186365;;;;
RoW;SSP1-PkBudg500-2020;9127bd8139126b367eac7b51774c6663;market for bamboo culm;bamboo culm;kilogram;4.270653139385452e-05;2.9519543802745644e-10;1.5041688480313422e-09;6.358278112376314e-08;0.0026305795095426;;;;
GLO;SSP1-PkBudg500-2020;dcfeaad24e98eec4ad5ad52cb00e2c24;market for strawberry;strawberry;kilogram;0.002442687386174;7.906989126314677e-09;4.919453066391854e-09;2.0147149786312296e-06;0.0594946606893509;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;;
GLO;SSP1-PkBudg500-2020;0c770bbbd12ea5aa1437689c9cbdd2a3;market for power block, solar tower power plant, 20 MW;power block, solar tower power plant, 20 MW;unit;242640.449894292;0.2844199878584902;0.080848128803025;60.85508682966144;1392587.4217776617;;;;
GLO;SSP1-PkBudg500-2020;79e04f0f782eea0d15225b8a6887e916;market for resistor, surface-mounted;resistor, surface-mounted;kilogram;0.0591303663378446;2.2062360875831973e-06;8.783287940141924e-07;0.0007520215848012;4.019660988311831;;;;
GLO;SSP1-PkBudg500-2020;e34c9e0152274d60bb9c70d2dcf84914;market for toner module, laser printer, colour;toner module, laser printer, colour;unit;0.0563434272664743;5.714180819798731e-07;5.770194289557515e-08;3.012567998210118e-05;1.019280529218391;;;;
GLO;SSP1-PkBudg500-2020;d7a8acdc5c412df402e285a5c1291080;market for dimethyl hexynediol;dimethyl hexynediol;kilogram;0.0043844657808951;9.344671360836187e-08;1.1568265931341652e-08;5.520123519244076e-06;0.3326808634096086;;;;
GLO;SSP1-PkBudg500-2020;873c9c45f45479a9433df9f5a6eb711d;market for petroleum refinery;petroleum refinery;unit;15296.186009907073;0.2672155020254448;0.1162510474721297;78.60693953957704;1359358.2407734012;;;;
GLO;SSP1-PkBudg500-2020;688c7dd02c07b5293090d38ddc098b29;market for titania slag, 85% titanium dioxide;titania slag, 85% titanium dioxide;kilogram;0.0004562486516724;1.0493203744181204e-08;3.999103731601995e-09;1.9190472710077984e-06;0.1149577167565003;;;;
GLO;SSP1-PkBudg500-2020;22db46f6ba1211c058e4da0ac386d3e7;market for polyethylene, high density, granulate;polyethylene, high density, granulate;kilogram;0.0116731642784826;2.626974367374695e-08;9.039043594198046e-09;4.084597845204035e-06;0.6548290671663445;;;;
GLO;SSP1-PkBudg500-2020;1df7aad9fc180c144b0950748ebe90be;market for silicon, solar grade;silicon, solar grade;kilogram;0.0226931426809492;1.9680030662598057e-06;2.088463370836255e-07;9.36740097168354e-05;2.7930555469321434;;;;
RoW;SSP1-PkBudg500-2020;10d8d528d6867581136675438c21d124;market for urea formaldehyde resin;urea formaldehyde resin;kilogram;0.0025076755971527;1.8347700808040828e-08;9.241521282844437e-09;4.872655329538477e-06;0.2704102607001015;;;;
GLO;SSP1-PkBudg500-2020;dba873826e4de6475ee72a0fbd28c0e5;market for electrolyte, KOH, LiOH additive;electrolyte, KOH, LiOH additive;kilogram;0.0022951198849056;1.1121534214497361e-07;1.188887328992086e-08;6.1731642166355375e-06;0.8145830488199759;;;;
GLO;SSP1-PkBudg500-2020;f81bcc2aa5e8189a2159936982cc38b9;market for rice, non-basmati;rice, non-basmati;kilogram;0.0011948836390439;9.617418394840958e-09;1.7603343360626232e-08;4.752801730345117e-06;0.0342138549982578;;;;
RoW;SSP1-PkBudg500-2020;817720c11340b346dc9574d7a87435fc;market for gravel, crushed;gravel, crushed;kilogram;5.1838328637617154e-05;5.201002880995699e-10;8.717111307632159e-11;4.4309683481436215e-08;0.0016332601408881;;;;
GLO;SSP1-PkBudg500-2020;2550e0f7d78f95ccdca5eb1a5a000f9d;market for inverter, 0.5kW;inverter, 0.5kW;unit;0.8667347949127762;1.929780573464928e-06;2.469272013838204e-07;0.0001777404250102;2.9808041924383097;;;;
GLO;SSP1-PkBudg500-2020;7a7fb3150f108a6560bf657053d553b4;market for heat and power co-generation unit, 160kW electrical, components for heat only;heat and power co-generation unit, 160kW electrical, components for heat only;unit;28.790671584365576;0.000491011324495;8.866179513103625e-05;0.0873382911476658;1921.5745792519645;;;;
GLO;SSP1-PkBudg500-2020;0ec07589c535fa6a72e9ba6025345669;market for butane-1,4-diol;butane-1,4-diol;kilogram;0.0039815409988857;1.6182301321714267e-07;1.96421613802636e-08;9.579652471912383e-06;0.4816546465783687;;;;
RoW;SSP1-PkBudg500-2020;539c211beecc4237d96ea968e53d83cf;market for biomethane, medium pressure, vehicle grade;biomethane, medium pressure, vehicle grade;kilogram;0.0009792962076798;2.99013924570454e-08;7.872395834699321e-09;2.8710836951331995e-06;0.0467289010642;;;;
RoW;SSP1-PkBudg500-2020;52c103094f78261cac6950c1be1b9c48;market for anhydrite rock;anhydrite rock;kilogram;1.5476301745577925e-05;4.9441184049660206e-11;3.767365154615222e-11;6.017114327556767e-08;0.0009475027453469;;;;
GLO;SSP1-PkBudg500-2020;67d4895270858309aad2da86ddf21466;market for potassium carbonate;potassium carbonate;kilogram;0.0037739230205875;1.1098331245546344e-07;1.3554416737000933e-08;6.710264450925887e-06;0.2032249148317358;;;;
GLO;SSP1-PkBudg500-2020;50c83afa9a66313c4095e44e711e0521;market for aircraft, belly freight, medium haul;aircraft, belly freight, medium haul;unit;44824.92211648588;0.0660536816605555;0.0179020631795376;9.09236574292527;1321344.52253432;;;;
RoW;SSP1-PkBudg500-2020;a23ff5a5512f239248b86d5706a7c4e4;market for latex;latex;kilogram;0.0002711400201898;7.883751450624344e-10;1.2106112563006971e-08;5.7433623558284015e-06;0.7583368041700741;;;;
GLO;SSP1-PkBudg500-2020;f56017eb3db44f44f9f886100110daae;market for plug, inlet and outlet, for computer cable;plug, inlet and outlet, for computer cable;unit;0.002642984274314;1.3191149559535837e-08;4.297396713979241e-09;3.6600663796421255e-06;0.0445877157389884;;;;
GLO;SSP1-PkBudg500-2020;c31a19ca95b1cad5376a5536bd9bfa9d;market for samarium-europium-gadolinium oxide;samarium-europium-gadolinium oxide;kilogram;4.065044236846405;3.3068641840525845e-07;1.5851569594367884e-07;0.0001015366600303;4653.365345636548;;;;
GLO;SSP1-PkBudg500-2020;e41066820ea7f396130d0a4f061352eb;market for coconut, dehusked;coconut, dehusked;kilogram;0.0011334432944433;5.029863331253169e-09;1.8233596289750125e-08;2.6643287796985417e-06;0.0342467408677987;;;;
GLO;SSP1-PkBudg500-2020;a8665246e3e6ad85404b373759a824e9;market for ammonium paratungstate;ammonium paratungstate;kilogram;2.8574332745534914;2.3773411343286802e-07;2.518488711265473e-07;0.000458277237036;3.741324759467096;;;;
GLO;SSP1-PkBudg500-2020;fb480c86bf93fa281a8293bf1737091d;market for samarium oxide;samarium oxide;kilogram;1.4411707439315902;0.0001223237376564;1.783263243020463e-07;7.557249723119932e-05;32.892699195359164;;;;
GLO;SSP1-PkBudg500-2020;d6f7338dead4a8e401ce196c235b1f13;market for strontium carbonate;strontium carbonate;kilogram;0.001823869678403;1.1820626416189637e-07;1.9326551723204778e-08;6.383680423783021e-06;0.1478659267864068;;;;
GLO;SSP1-PkBudg500-2020;062d76e5b7a02ea05d273e0f15a5949a;market for acetoacetic acid;acetoacetic acid;kilogram;0.0125886771241776;1.694731887485069e-07;3.7424095754711695e-08;1.7168099526779205e-05;1.146614120719636;;;;
GLO;SSP1-PkBudg500-2020;49fc57fc01403a896d898c82229938da;market for adipic acid;adipic acid;kilogram;0.0077775845631703;3.6832312797327163e-08;3.3820384785350054e-08;1.4416287611405738e-05;0.6495022115702878;;;;
GLO;SSP1-PkBudg500-2020;7dc43e0d7f3cc77be5fc65c1921ebe85;market for wind turbine network connection, 750kW, onshore;wind turbine network connection, 750kW, onshore;unit;44.944196499336336;0.0001483638056123;0.0002483762365903;0.0747983534431086;1282.8922867155015;;;;
RoW;SSP1-PkBudg500-2020;ac2706c6e4646657d24f5b7b841bdde2;market for cleft timber, measured as dry mass;cleft timber, measured as dry mass;kilogram;0.0004247313574275;2.989023753834351e-10;5.368801701024469e-09;1.514847175638941e-07;0.0051057313830873;;;;
RoW;SSP1-PkBudg500-2020;cdb19fb363bed3662eac4a0867232056;market for hydrazine;hydrazine;kilogram;0.0099866631294386;4.701778666952001e-07;7.40499585010771e-08;3.059046236727628e-05;1.0126823524031932;;;;
GLO;SSP1-PkBudg500-2020;28bc391f8a663b172cb48c3974710365;market for heat and power co-generation unit, 200kW electrical, common components for heat+electricity;heat and power co-generation unit, 200kW electrical, common components for heat+electricity;unit;53.748357588908256;0.0026596290585227;0.0003730093888677;0.2486346799792312;5148.522296828138;;;;
RoW;SSP1-PkBudg500-2020;3e94674bc41b5e4877d067971c70ab68;market for propylene;propylene;kilogram;0.0083843782372521;4.0456908611201487e-11;5.4263097739858956e-09;2.204726252240977e-06;0.610383694714341;;;;
GLO;SSP1-PkBudg500-2020;9d318a9ed434e9ecc8a8e59eea1789e4;market for zinc oxide;zinc oxide;kilogram;0.000912670316736;2.3768579205495058e-08;3.996404487831839e-09;2.3748487024071115e-06;0.0790576356809326;;;;
GLO;SSP1-PkBudg500-2020;c34074e3ca172f5dd0740f8e7e2b2054;market for aircraft, belly freight, short haul;aircraft, belly freight, short haul;unit;35736.204719387264;0.0522014413092076;0.0142757817902714;7.224663283104184;1069370.0755562522;;;;
GLO;SSP1-PkBudg500-2020;bc63d2f023b5adf9263d190c2b3b4a6b;market for polystyrene, general purpose;polystyrene, general purpose;kilogram;0.0282530275328144;9.682258359217115e-10;1.4136243006353648e-08;6.083458942092968e-06;0.7546516980935117;;;;
GLO;SSP1-PkBudg500-2020;306d3a32de8dfdb0f04cfba8c2b17ae3;market for rape seed, Swiss integrated production;rape seed, Swiss integrated production;kilogram;0.0012739195631528;6.811672164286963e-09;3.354056433998352e-08;3.390704656494467e-06;0.0488308456573563;;;;
RoW;SSP1-PkBudg500-2020;d48eb3b7b0d1cbdd22607e2676393e6a;market for phosphoric acid, fertiliser grade, without water, in 70% solution state;phosphoric acid, fertiliser grade, without water, in 70% solution state;kilogram;0.0017806744247239;1.590723581313929e-08;1.0076069898112557e-08;5.553244473147023e-06;0.0868269249583558;;;;
GLO;SSP1-PkBudg500-2020;0fbe7002b1f0788bebb79406b496031e;market for sugar, from sugarcane;sugar, from sugarcane;kilogram;0.0013377741544677;5.253354100570895e-09;2.4049814482829824e-08;5.6028680387222375e-06;0.0443328219724284;;;;
GLO;SSP1-PkBudg500-2020;2178b3c770ae64ad3140a2e5fb1405ba;market for wood preservative, organic, indoor use, occasionally wet;wood preservative, organic, indoor use, occasionally wet;kilogram;0.0161557594816883;2.0200739113348066e-08;5.317419535976961e-09;2.5687670307390425e-06;0.5615523840940465;;;;
GLO;SSP1-PkBudg500-2020;4c510add57849f1ee46af908db22a9ca;market for light mortar;light mortar;kilogram;0.0003802993841323;3.779978403675612e-09;2.5702029407375882e-09;1.1366719653399123e-06;0.0233420623522038;;;;
GLO;SSP1-PkBudg500-2020;fd54b5dfec29f8cc88a88de2e5f80a43;market for rape seed, organic;rape seed, organic;kilogram;0.0014842442860762;6.038981625481883e-09;5.0223856846256914e-08;7.42427070777902e-06;0.0436815621521103;;;;
GLO;SSP1-PkBudg500-2020;a4e7a4dfb3c936e112491275acb5d2a5;market for aluminium chloride;aluminium chloride;kilogram;0.0025237124364937;1.3846005682244718e-07;1.978978698263568e-08;1.2448244754753432e-05;0.2540383545054571;;;;
GLO;SSP1-PkBudg500-2020;13705a7a97897a11dd78a92c87903fc8;market for 1-pentanol;1-pentanol;kilogram;0.0084051525170948;1.0988027109463722e-07;2.222832907924469e-08;1.0224099792337904e-05;0.7294386830742265;;;;
RoW;SSP1-PkBudg500-2020;c15d7becd2020002d3237cad9dca28f5;market for methylene diphenyl diisocyanate;methylene diphenyl diisocyanate;kilogram;0.0100053995747697;1.0841215124579462e-07;2.74626087669341e-08;1.533709004202272e-05;0.7641013677931143;;;;
GLO;SSP1-PkBudg500-2020;840b860a0fb54e43a4d5f0ea9ff7b738;market for methyl tert-butyl ether;methyl tert-butyl ether;kilogram;0.0062225719452968;5.837232506099235e-09;4.673867074207333e-09;2.1232237229697965e-06;0.514556523814095;;;;
RoW;SSP1-PkBudg500-2020;8d312624d4928b40d0613fd662b39004;market for acrylic dispersion, with water, in 58% solution;acrylic dispersion, with water, in 58% solution state;kilogram;0.0099382136072339;6.334382458005798e-08;1.5831462920367782e-08;8.342731738310724e-06;0.3857214978903097;;;;
RoW;SSP1-PkBudg500-2020;bb08ec2391fe658ef16b97668885c871;market for gypsum, mineral;gypsum, mineral;kilogram;3.951859036061028e-05;1.2487298109428914e-10;6.471394191314676e-11;8.016889779098012e-08;0.001956263610488;;;;
GLO;SSP1-PkBudg500-2020;c44447ec9b7a72217943165e42a6e56d;market for terbium oxide;terbium oxide;kilogram;0.1926892788630152;1.67000845712197e-05;2.4866031822318457e-08;1.0380105345332616e-05;0.6662350746848101;;;;
GLO;SSP1-PkBudg500-2020;c054de9ed3aac8172ed3a4923ebbc274;market for fish residues;fish residues;kilogram;0.0003837832466503;1.18857227789743e-09;9.939754078255303e-10;4.173748570565706e-07;0.0275467374868906;;;;
World;SSP1-PkBudg500-2020;840cabe4dd084284a9862a86272872e5;market for oxygen, liquid;oxygen, liquid;kilogram;0.0002649029278883;3.925603767822047e-08;3.894432899981111e-09;1.8153641336007389e-06;0.0326053644892757;;;;
GLO;SSP1-PkBudg500-2020;de03d27ded836711c700f636845168d5;market for sodium borates;sodium borates;kilogram;0.0009661075804735;8.248389177801982e-09;1.951469649011223e-09;8.571853405975458e-07;0.0464087084491025;;;;
RoW;SSP1-PkBudg500-2020;409afb5908f288ee39a2ce264595580e;market for thionyl chloride;thionyl chloride;kilogram;0.001316772706122;3.554802592778624e-08;7.660348995733451e-09;5.48417211095224e-06;0.0637101063907532;;;;
World;SSP1-PkBudg500-2020;15a38b3adac146618a6754113c447d5f;market for cement, Portland;cement, Portland;kilogram;0.0003987944076699;3.56373174092683e-09;3.423641723754877e-09;1.4051743403872355e-06;0.0279544629325437;;;;
GLO;SSP1-PkBudg500-2020;7122956c7ead2ed4afa9e9321cb27116;market for maleic hydrazide;maleic hydrazide;kilogram;0.0102102270782646;2.529519196228294e-07;3.5306880960458475e-08;1.525031720914592e-05;0.9174826005792744;;;;
GLO;SSP1-PkBudg500-2020;3f7c004a194983c1e7d4dfcc9ac7971f;market for terbium-dysprosium oxide;terbium-dysprosium oxide;kilogram;0.2547532599099267;1.2006070276810636e-05;1.0253037733106471e-08;8.980114766088596e-06;106.50626432620604;;;;
RoW;SSP1-PkBudg500-2020;3a6586952eff793738eef72743703e90;market for fatty acid methyl ester;fatty acid methyl ester;kilogram;0.001785549971441;1.4375640362976691e-08;5.583101738572842e-08;6.556595700618465e-06;0.0994522489481957;;;;
RoW;SSP1-PkBudg500-2020;fb6339d0fe2d22a9fa4d59817b5528df;market for calcium chloride;calcium chloride;kilogram;0.000709820170824;1.2008926860256184e-08;4.519641893177022e-09;2.502454675401252e-06;0.0398227177634016;;;;
RoW;SSP1-PkBudg500-2020;47b9b9e5f4259513798eea1b4b183ac4;market for NPK (15-15-15) fertiliser;NPK (15-15-15) fertiliser;kilogram;0.0015131756142453;1.3469046708319144e-08;6.397569052217455e-09;2.9267511387126318e-06;0.1039884486417731;;;;
GLO;SSP1-PkBudg500-2020;daf842dc2084cada055e644571589f5c;market for sodium perchlorate;sodium perchlorate;kilogram;0.0027381370018754;2.993636059692228e-07;2.7861429375235998e-08;1.680121890293375e-05;0.2736946156955444;;;;
GLO;SSP1-PkBudg500-2020;4bb93ae2739a569b08365ff28bfce4bf;market for soybean seed, for sowing;soybean seed, for sowing;kilogram;0.0006255134165587;5.86313672702436e-09;3.1634423507577224e-08;4.816796265232919e-06;0.0277909936687558;;;;
GLO;SSP1-PkBudg500-2020;a6fcb3a42fb979df053faa92714bcc93;market for furnace, wood chips, with silo, 300kW;furnace, wood chips, with silo, 300kW;unit;35.06390734087034;0.000382355972578;0.0001250015766653;0.1167084816489856;2039.7168448960683;;;;
GLO;SSP1-PkBudg500-2020;c9c7e7bd7b41e32a1b32265ed2dda37d;market for sheet rolling, copper;sheet rolling, copper;kilogram;0.0658646408189164;2.641720479487093e-08;9.887217054162552e-09;9.28866881337329e-06;0.0471266836587267;;;;
GLO;SSP1-PkBudg500-2020;0fa637cb6b5939d391ff8cc38cc6362e;market for polystyrene scrap, post-consumer;polystyrene scrap, post-consumer;kilogram;0.0002522913971852;8.607599466952832e-10;4.4223550603852205e-10;2.1064141074892813e-07;0.0104656215670684;;;;
GLO;SSP1-PkBudg500-2020;4b996bcd1f356b41865616e8439b2333;market for carrot seed, Swiss integrated production, at farm;carrot seed, Swiss integrated production, at farm;kilogram;0.0029167559943567;2.6156572482299184e-08;5.5741199722141417e-08;4.239671223312935e-06;0.1484840608693977;;;;
RoW;SSP1-PkBudg500-2020;848336823f7b6161cc7b39fff729c3ab;market for methylchloride;methylchloride;kilogram;0.0033797554280632;5.486010228502776e-10;1.4851031424564832e-08;7.472632820688887e-06;0.3036645054575361;;;;
GLO;SSP1-PkBudg500-2020;fcb1e68407840166b14caa01c5af177f;market for 2-pyridinol;2-pyridinol;kilogram;0.0218164764390129;2.8070583047484613e-07;6.35194381050341e-08;3.056869354709442e-05;1.8105825007851035;;;;
GLO;SSP1-PkBudg500-2020;dfccfc6ac5add71bdc79f2b637b4fbf0;market for 4-methyl-2-pentanone;4-methyl-2-pentanone;kilogram;0.0068820425101186;7.027169089948432e-08;1.3853955902899141e-08;6.32194648651626e-06;0.5040728418623748;;;;
GLO;SSP1-PkBudg500-2020;7aa2f5fc523e4a810d206a2ffa6f7fe4;market for erbium oxide;erbium oxide;kilogram;10.643397302597856;0.0009232269247899;1.3578481677234871e-06;0.000565780269951;36.48085740799048;;;;
GLO;SSP1-PkBudg500-2020;055f5a895f60a9d0bd0bb5d0b487ba28;market for chromium oxide, flakes;chromium oxide, flakes;kilogram;0.0048066573604638;7.175131097305703e-08;3.1528905202515225e-08;0.0004670800125185;0.3839226706044488;;;;
RoW;SSP1-PkBudg500-2020;17f3dca162e131f8e5e48c4dbbab59d8;market for ethoxylated alcohol (AE3);ethoxylated alcohol (AE3);kilogram;0.0069892096420128;3.1621562209592284e-08;1.3582923820902337e-08;5.798704444350525e-06;0.6054742729928353;;;;
