;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
1bfdaa44ca73a2382a97c4f4d3f6f688;GLO;SSP5-Base-2040;1bfdaa44ca73a2382a97c4f4d3f6f688;market for brass removed by turning, primarily roughing, conventional;brass removed by turning, primarily roughing, conventional;kilogram;14.363558959121434;0.20604073365358883;0.46125982943487265;1.354515259428368e-07;1.6634088985534177e-07;0.0001677851430619223;0.7230078859513839;;;
8734e2571c3aa1a17c2e28fe7a0712c4;GLO;SSP5-Base-2040;8734e2571c3aa1a17c2e28fe7a0712c4;market for manganese sulfate;manganese sulfate;kilogram;0.783249150124656;0.0006826176969426771;0.0014297429993966322;1.203788367527706e-08;7.880475808534257e-09;5.58267343753734e-06;0.07155934693814743;;;
1de1557745b5a6c04efe732661089f69;RoW;SSP5-Base-2040;1de1557745b5a6c04efe732661089f69;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kilogram;0.4229738898031854;0.0008151171197587348;0.0020436227711893152;5.536684838339979e-09;7.216171198289226e-09;7.274711511370406e-06;0.08476946180823816;;;
54d28d7cfde49e7718bdf0bb474b78c1;GLO;SSP5-Base-2040;54d28d7cfde49e7718bdf0bb474b78c1;market for europium oxide;europium oxide;kilogram;0.6854686294056707;0.05477069955269167;0.07505796025481401;5.710805619060133e-06;8.020659174451579e-09;3.6645897614036134e-06;8.2880290031638;;;
de9fc23e0086760d29ef234de23e8f44;RoW;SSP5-Base-2040;de9fc23e0086760d29ef234de23e8f44;market for peat;peat;kilogram;0.003872915520157774;9.828413703299863e-06;2.485978299013208e-05;3.2284999254088515e-10;9.657351817865292e-11;4.060691709644879e-08;0.0009439469623520466;;;
062a0f4dab601b121589b19fd8ecd6c1;GLO;SSP5-Base-2040;062a0f4dab601b121589b19fd8ecd6c1;market for cover plaster, mineral;cover plaster, mineral;kilogram;0.187539569727189;0.00011450566656700284;0.0002494639240247609;1.0614291692117423e-09;8.021258118370793e-10;3.662904752098656e-07;0.013743455511898749;;;
b514dd013a92ede4431098a60d8e8c69;GLO;SSP5-Base-2040;b514dd013a92ede4431098a60d8e8c69;market for styrene-acrylonitrile copolymer;styrene-acrylonitrile copolymer;kilogram;1.6769232297377008;0.000685723944900779;0.9596884206079648;2.1556054949298746e-09;1.5363521674379145e-08;6.460714224649469e-06;0.8042262201557063;;;
7673e1bbb7cce0eb0e93f01cc5621d3a;GLO;SSP5-Base-2040;7673e1bbb7cce0eb0e93f01cc5621d3a;market for phosphane;phosphane;kilogram;9.63373883366289;0.01830560031888088;0.015971604867361426;4.4710000043038435e-07;1.408170218838001e-07;3.53373137883033e-05;1.395336581445283;;;
ce9c73d41fe6b1646b49bb5e24dae619;RoW;SSP5-Base-2040;ce9c73d41fe6b1646b49bb5e24dae619;market for cement, CEM II/A;cement, CEM II/A;kilogram;0.19608102345075312;0.00018773336839636928;0.00037570404385935905;1.5022458161654234e-09;2.927877368104185e-09;1.1879693216307593e-06;0.024831642482772153;;True;
8aeca673cf07d3ada8ffee43541c3688;GLO;SSP5-Base-2040;8aeca673cf07d3ada8ffee43541c3688;market for electrode, negative, LiC6;electrode, negative, LiC6;kilogram;18.16244540543837;0.0368110418957735;0.01303651654422672;9.846946322937467e-08;3.183443577040844e-08;1.8013075086555414e-05;2.9648545812400817;;;
fe042390867fff721d6c9b720f0c1894;GLO;SSP5-Base-2040;fe042390867fff721d6c9b720f0c1894;market for power supply unit, for desktop computer;power supply unit, for desktop computer;unit;19.72293990138065;0.2871333213946492;0.5257145362482996;5.200370972955257e-07;1.7080287005323364e-07;0.00015031796011028467;2.5898068924510165;;;
11c00e1eb590d1f2420d36b8a601ccdc;GLO;SSP5-Base-2040;11c00e1eb590d1f2420d36b8a601ccdc;market for potato seed, at farm;potato seed, at farm;kilogram;0.42419852191700486;0.0002737174475579433;0.0006723380751316368;1.0485762535916217e-09;2.99614000568832e-09;9.480288843267402e-07;0.02231545524392036;;;
e071674a587f968dc60c241bb98bf662;GLO;SSP5-Base-2040;e071674a587f968dc60c241bb98bf662;market for polylactide, granulate;polylactide, granulate;kilogram;1.3656349785479125;0.010558167816392478;0.028821898938857657;2.992843338836053e-08;1.8449748657342998e-08;6.237949950281565e-06;0.24391284957841858;;;
be739860c410cabd6de9cd6c11d65364;GLO;SSP5-Base-2040;be739860c410cabd6de9cd6c11d65364;market for scrap lead acid battery;scrap lead acid battery;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
c27641648029d80a71c39e81f15ff491;GLO;SSP5-Base-2040;c27641648029d80a71c39e81f15ff491;market for electric motor, vehicle;electric motor, vehicle;kilogram;2.638930342094869;0.022923353049897358;0.012021863998004895;5.0083470957588624e-08;3.446977758343804e-08;3.606456591169246e-05;0.36917482844532934;;;
7fcd4f265d144d81b9adb0270878d926;World;SSP5-Base-2040;7fcd4f265d144d81b9adb0270878d926;market for cement, CEM II/B;cement, CEM II/B;kilogram;0.18535318078931762;0.00018130187122696154;0.00033728024146587537;1.3594637126328216e-09;2.497803307749333e-09;1.018476549373897e-06;0.02181382486932164;;;
0e9aae51b130ea7c6722ad337019dd3d;RoW;SSP5-Base-2040;0e9aae51b130ea7c6722ad337019dd3d;market for sawlog and veneer log, azobe, measured as solid wood under bark;sawlog and veneer log, azobe, measured as solid wood under bark;cubic meter;5.259863229701542;0.045330168054156975;0.4364720696915777;7.240495396209417e-08;5.374265225646989e-05;0.005812597073827397;7.712138313306239;;;
7122956c7ead2ed4afa9e9321cb27116;GLO;SSP5-Base-2040;7122956c7ead2ed4afa9e9321cb27116;market for maleic hydrazide;maleic hydrazide;kilogram;3.2859821274920598;0.02087381367908537;0.010268482417587743;9.719937461673397e-08;3.229715952897407e-08;1.3587061296663685e-05;0.915176470168363;;;
866f6e43f3a6259df09ed114ad8895ea;GLO;SSP5-Base-2040;866f6e43f3a6259df09ed114ad8895ea;market for heat and power co-generation unit, 500kW electrical, common components for heat+electricity;heat and power co-generation unit, 500kW electrical, common components for heat+electricity;unit;82347.50265586637;263.39943947413644;94.89447098284384;0.0013837838177625454;0.0006543054872465229;0.43736230843688945;9199.393620281953;;;
f32ba57ebce8c08759275f740a88f370;GLO;SSP5-Base-2040;f32ba57ebce8c08759275f740a88f370;market for cyanuric chloride;cyanuric chloride;kilogram;2.1634816028708914;0.015747448097740584;0.011656038210938954;5.96244627726775e-08;1.9728385091368514e-08;9.194012497494115e-06;0.552519291192314;;;
cdb19fb363bed3662eac4a0867232056;RoW;SSP5-Base-2040;cdb19fb363bed3662eac4a0867232056;market for hydrazine;hydrazine;kilogram;7.599626284294706;0.06519128220065795;0.010107026833684725;2.1088561111834984e-07;6.682572938234133e-08;2.663041322932489e-05;0.9946666542107968;;;
4fbd6e9e2910e3a6144191aa03019ba9;GLO;SSP5-Base-2040;4fbd6e9e2910e3a6144191aa03019ba9;market for acetaldehyde;acetaldehyde;kilogram;0.5593170741850354;0.0005043490117579969;0.00602753523949934;1.1669984234623591e-08;7.533312816455846e-09;3.3512553937117485e-06;0.4422389766114033;;;
076f157d3912ee401ae16c508fd857a7;GLO;SSP5-Base-2040;076f157d3912ee401ae16c508fd857a7;market for cottonseed oil, crude;cottonseed oil, crude;kilogram;4.691632833716167;0.0014878441012764537;0.0033714250029368404;8.88534829408087e-09;4.163600428293684e-08;1.1463980783206314e-05;0.11187475302561756;;;
fb480c86bf93fa281a8293bf1737091d;GLO;SSP5-Base-2040;fb480c86bf93fa281a8293bf1737091d;market for samarium oxide;samarium oxide;kilogram;12.53857337822621;1.3012343931066175;1.441357350928259;0.00012207128268972934;1.71397705122963e-07;7.142178694357888e-05;32.89427228162428;;;
8829ffe4656e9ade9e4f8cf1e6230f69;GLO;SSP5-Base-2040;8829ffe4656e9ade9e4f8cf1e6230f69;market for ferrochromium, high-carbon, 68% Cr;ferrochromium, high-carbon, 68% Cr;kilogram;2.7400267510881244;0.04354447250339482;0.001891826362622884;7.2174091585228e-08;2.0350361613117678e-08;3.4319235083936314e-05;0.19304611001266864;;;
c7b7495089151d927d7fe6f2ec53532d;GLO;SSP5-Base-2040;c7b7495089151d927d7fe6f2ec53532d;market for butyldiglycol acetate;butyldiglycol acetate;kilogram;1.140932635658581;0.0015855460344367349;0.007556509923252318;3.720127955210714e-08;1.349577625259661e-08;6.2360032908227375e-06;0.6277128481253486;;;
dbbf167ae70acbeea514d5f26c351b87;GLO;SSP5-Base-2040;dbbf167ae70acbeea514d5f26c351b87;market for stearic acid;stearic acid;kilogram;0.5519404644225931;0.000432578534918932;0.0006416524941566127;6.66905830220648e-09;2.103058182970349e-09;1.0785267150026785e-06;0.0414504191821702;;;
024bb71edfdf7b917269f73a0ddfa1e0;GLO;SSP5-Base-2040;024bb71edfdf7b917269f73a0ddfa1e0;market for landed tuna, frozen, EPO;landed tuna, frozen, EPO;kilogram;0.7802129361549675;0.0012483446451261246;0.01944397194333049;2.6381153277851483e-09;3.070957337148376e-08;1.5219808451978093e-05;0.4163627652624099;;;
9a3b9e0336034fdd81ff4bd1835e5f34;GLO;SSP5-Base-2040;9a3b9e0336034fdd81ff4bd1835e5f34;market for wind turbine, 2.3MW, onshore;wind turbine, 2.3MW, onshore;unit;14295891.206131348;4950.04614290634;3840.102581895799;0.010150757684379296;0.009111767639764713;7.401783892317484;144408.06117090787;;;
621a694295a9725001f6d24fba6ab307;GLO;SSP5-Base-2040;621a694295a9725001f6d24fba6ab307;market for resistor, metal film type, through-hole mounting;resistor, metal film type, through-hole mounting;kilogram;10.943542741071301;0.2373622029547625;0.023991756845078885;6.241379676115592e-07;2.078483043680374e-07;0.00017366167615450546;1.8455508233065556;;;
0e3600cdd62c7976730357f29b48742e;GLO;SSP5-Base-2040;0e3600cdd62c7976730357f29b48742e;market for molasses, from sugar beet;molasses, from sugar beet;kilogram;0.03393150345321619;0.0028390402210529955;8.487217978643611e-05;4.105149028228699e-10;1.0917736177991983e-09;2.193396847005963e-07;0.0037992742466000096;;;
22b001cc716f2493337e6e93d2a10e1c;GLO;SSP5-Base-2040;22b001cc716f2493337e6e93d2a10e1c;market for SOx retained, in lignite flue gas desulfurisation;SOx retained, in lignite flue gas desulfurisation;kilogram;16.56560796735723;0.008074677496436073;0.0004172849749955581;9.54367734474648e-10;9.024205074888429e-09;6.645309367561625e-06;0.014932482988876937;;;
6c804b1147c03ae59add195c6c33fe73;GLO;SSP5-Base-2040;6c804b1147c03ae59add195c6c33fe73;market for monochloropentafluoroethane;monochloropentafluoroethane;kilogram;22.914453711131912;0.04762441920297365;0.014582246282986143;1.6087193847375667e-07;3.838088911112144e-08;2.3530339640114834e-05;6.040290864806249;;;
07b24107587db6b476cb76fb529dfe04;RoW;SSP5-Base-2040;07b24107587db6b476cb76fb529dfe04;market for sodium sulfite;sodium sulfite;kilogram;1.1777897498301206;0.007227184745983601;0.0021469619574932056;3.11149578019928e-08;1.1462156980713006e-08;8.018362672834927e-06;0.11141971021434048;;;
14fdba12e9bad5e0f0ca4ff8be3645da;GLO;SSP5-Base-2040;14fdba12e9bad5e0f0ca4ff8be3645da;market for heavy water;heavy water;kilogram;203.61328874285272;78.27499357614195;14.572359213741832;4.498978988489848e-06;5.206869653385139e-06;0.0027322139663307097;133.6516578814472;;;
02be5225269656c23401a6c824af1cfb;GLO;SSP5-Base-2040;02be5225269656c23401a6c824af1cfb;market for cement cast plaster floor;cement cast plaster floor;kilogram;0.15453199391550704;0.0001093554630082145;0.00019408462768597315;5.006429231151758e-10;8.794844351621824e-10;3.4023800612634603e-07;0.008428435610275632;;;
7c69d8d16174f2f1090de6862b1564f8;RoW;SSP5-Base-2040;7c69d8d16174f2f1090de6862b1564f8;market for ethylene;ethylene;kilogram;0.033737498499745985;5.124665816900161e-06;0.008216701676336544;1.7097474013025768e-11;5.286855920970038e-09;2.1360139470965557e-06;0.5978666093842387;;;
1ad5d1eb21ad18d19055fe34d6f94a6d;GLO;SSP5-Base-2040;1ad5d1eb21ad18d19055fe34d6f94a6d;market for triethyl amine;triethyl amine;kilogram;1.2708839434331005;0.06009011947399397;0.008867702615113446;1.3037779410500234e-08;1.5911920208835276e-08;7.064848333611293e-06;0.6829478394910441;;;
4c510add57849f1ee46af908db22a9ca;GLO;SSP5-Base-2040;4c510add57849f1ee46af908db22a9ca;market for light mortar;light mortar;kilogram;0.2561351484670416;0.00021744869709946417;0.000390951074788147;1.6341549884399468e-09;2.4748168191491763e-09;1.0812318297835773e-06;0.0230164320389293;;;
b1e074c3fb9c5f43166100b884246802;GLO;SSP5-Base-2040;b1e074c3fb9c5f43166100b884246802;market for cable, unspecified;cable, unspecified;kilogram;6.896036283938407;0.04864399990363531;0.05759198000877992;1.1439262195756523e-07;1.5267204263455478e-07;0.00015086120482703878;0.7837526577359717;;;
bd3a3818f60643fd78eccefa7b4390c1;GLO;SSP5-Base-2040;bd3a3818f60643fd78eccefa7b4390c1;market for reinforcing steel;reinforcing steel;kilogram;1.396515372535585;0.013349594998312559;0.0022687264322644794;1.0605511825587635e-08;8.516709704778053e-09;1.0280022193617375e-05;0.25832791905995833;;;
9864ce2172e511f3ed194ce8a75b9022;GLO;SSP5-Base-2040;9864ce2172e511f3ed194ce8a75b9022;market for dioctyl adipate;dioctyl adipate;kilogram;1.2173053666410747;0.0018310667201856382;0.01004778385791306;2.2353513832571044e-08;2.3058385950036476e-08;1.0333347650074231e-05;0.7489470484474038;;;
47b9b9e5f4259513798eea1b4b183ac4;RoW;SSP5-Base-2040;47b9b9e5f4259513798eea1b4b183ac4;market for NPK (15-15-15) fertiliser;NPK (15-15-15) fertiliser;kilogram;0.8059168661758835;0.0007810766974632049;0.001537269022284154;5.711788366122754e-09;6.115669521515136e-09;2.7411762526379254e-06;0.1041813254906176;;;
aa49c6f12c906574c93ac8ac42f6c612;GLO;SSP5-Base-2040;aa49c6f12c906574c93ac8ac42f6c612;market for fava bean, Swiss integrated production;fava bean, Swiss integrated production;kilogram;0.37452597817191186;0.00037065276841828534;0.000896854042232885;1.5050393929737993e-09;2.7244779376030945e-08;1.4432679505319924e-06;0.029498415128796553;;;
f7d5cd7e1f2dfe51cf6b50752f98ada2;GLO;SSP5-Base-2040;f7d5cd7e1f2dfe51cf6b50752f98ada2;market for aluminium removed by drilling, computer numerical controlled;aluminium removed by drilling, computer numerical controlled;kilogram;9.037275902740019;0.17747625678573709;0.4500919728006019;1.479507134251383e-07;4.498975493748304e-08;2.938542052934513e-05;0.5079377346521382;;;
3256cbf332d0c1acef6d7481c16a30c7;GLO;SSP5-Base-2040;3256cbf332d0c1acef6d7481c16a30c7;market for chromite ore concentrate;chromite ore concentrate;kilogram;0.11062971441653432;8.188569967305305e-05;0.00011856837923142577;5.632640735160529e-10;4.789700249753197e-10;2.0047876653721654e-07;0.011878255508790566;;;
26a3382ee1fd43f4fe653e727b541f82;RoW;SSP5-Base-2040;26a3382ee1fd43f4fe653e727b541f82;market for medium density fibreboard;medium density fibreboard;cubic meter;583.2112991042342;1.8981856243127653;4.091898075773824;5.5191306036581475e-06;8.714447816908601e-06;0.0020973277010119455;70.33703877978746;;;
7b9fc672c256b4bf825fe423670daae2;RoW;SSP5-Base-2040;7b9fc672c256b4bf825fe423670daae2;market for ammonium bicarbonate;ammonium bicarbonate;kilogram;0.6840444493539967;0.0007081352593798436;0.0010308218317548509;1.0419492708129437e-08;6.283534802762212e-09;2.935534882630342e-06;0.09523853599537135;;;
1d95a9865e5ecb049eb64f6823865078;GLO;SSP5-Base-2040;1d95a9865e5ecb049eb64f6823865078;market for monoethanolamine;monoethanolamine;kilogram;0.8632062409178195;0.0009714988342971098;0.0064958142688608805;2.465913827825753e-08;1.1453579046722917e-08;5.111606394141915e-06;0.5112835858008056;;;
27cc727174f9fd906e986abe4c72e758;GLO;SSP5-Base-2040;27cc727174f9fd906e986abe4c72e758;market for dimethyl hexanediol;dimethyl hexanediol;kilogram;1.3580899091044412;0.0015572453203633518;0.005210487263515445;4.334135319598609e-08;1.299622663397606e-08;6.135211077356077e-06;0.39484887458209944;;;
7286549def54a52605a3aed9ef6b8e4e;GLO;SSP5-Base-2040;7286549def54a52605a3aed9ef6b8e4e;market for white spirit;white spirit;kilogram;0.2271619618610427;0.0003799599352225364;0.004807875026210108;4.092392840274571e-09;3.7636800788869515e-09;1.6059033855846527e-06;0.5420281919835712;;;
a0a479500ddf89b5f666fa9f0dc3fe72;GLO;SSP5-Base-2040;a0a479500ddf89b5f666fa9f0dc3fe72;market for diethanolamine;diethanolamine;kilogram;0.851296305977775;0.0009120726965650364;0.007108829520784317;2.6399635737585184e-08;1.0890412431157162e-08;4.886841165580877e-06;0.5419091571012128;;;
1b679dbfde5dc725b337204900d63932;GLO;SSP5-Base-2040;1b679dbfde5dc725b337204900d63932;market for asparagus seedling, for planting;asparagus seedling, for planting;unit;0.01369050523936593;1.6168218811157322e-05;2.4668768810310717e-05;5.17484094464353e-11;4.3423960232048343e-10;4.752155618994877e-08;0.0009300627654788698;;;
df3ad4f3bd1f0fd6ce01353bbda60eb1;RoW;SSP5-Base-2040;df3ad4f3bd1f0fd6ce01353bbda60eb1;market for polyurethane, rigid foam;polyurethane, rigid foam;kilogram;2.681243536700347;0.004789032078511368;0.09622169779820496;3.830576378443989e-08;2.3973330340234647e-08;1.3066844552774623e-05;0.7920685248590578;;;
305770a5cd853ebd8b6b640ee7529b2a;RoW;SSP5-Base-2040;305770a5cd853ebd8b6b640ee7529b2a;market for aluminium sulfate, powder;aluminium sulfate, powder;kilogram;0.6557730928738537;0.0009260346862160931;0.0009458043657189359;1.034560513443893e-08;4.594082100116068e-09;4.042661163558272e-06;0.046219322500496145;;;
3ec552673809c6c0b2a0fb13aaa627a6;GLO;SSP5-Base-2040;3ec552673809c6c0b2a0fb13aaa627a6;market for polystyrene foam slab for perimeter insulation;polystyrene foam slab for perimeter insulation;kilogram;1.2239420209713556;0.0026530330156515894;0.04929624374024036;1.0436425503250744e-08;1.794141821909967e-08;7.895762985927386e-06;0.8325779921100849;;;
7f079223063a6b92b8bb524aaa67e4bb;GLO;SSP5-Base-2040;7f079223063a6b92b8bb524aaa67e4bb;market for battery cell, Li-ion, LiMn2O4;battery cell, Li-ion, LiMn2O4;kilogram;4.589320950049758;0.020129539592780132;0.012040010964801905;1.1778054478852423e-07;3.440193387820706e-08;2.0173266400021917e-05;1.29029778145996;;;
9fda4cfc1ae56b872cadfa2aa449f078;GLO;SSP5-Base-2040;9fda4cfc1ae56b872cadfa2aa449f078;market for wheat flour mix;wheat flour mix;kilogram;0.7720686420932955;0.01609107897802613;0.0014889529064145294;5.710968387440241e-09;3.2618657962464694e-08;3.5449129507946184e-06;0.06229766397535702;;;
b174d4a88624f143a5f6eefff6697b66;GLO;SSP5-Base-2040;b174d4a88624f143a5f6eefff6697b66;market for fibre, flax;fibre, flax;kilogram;4.956551368925435;0.0007642354475754696;0.0015876289070263306;7.208594398188765e-09;1.377758522450944e-08;4.8907310883892164e-06;0.06728182779593143;;;
a8545fdf18ae8f75037b9a345930690e;RoW;SSP5-Base-2040;a8545fdf18ae8f75037b9a345930690e;market for hydrogen fluoride;hydrogen fluoride;kilogram;1.694045249144734;0.004072726241311929;0.007863928979738196;1.576312699373704e-08;1.2882438105856602e-08;1.0037605663428712e-05;5.5937614351051606;;;
052eca926bd9d9041df3b9325e33e8b7;GLO;SSP5-Base-2040;052eca926bd9d9041df3b9325e33e8b7;market for molybdenum trioxide;molybdenum trioxide;kilogram;7.381753368467857;0.015012253623762913;0.007041697655481783;1.0565459396024432e-07;2.0158132894532655e-07;0.00021062126390471002;1.9248640272322362;;;
6fef792602c8862ceb36359d3a5a7e8e;GLO;SSP5-Base-2040;6fef792602c8862ceb36359d3a5a7e8e;market for dinitroaniline-compound;dinitroaniline-compound;kilogram;2.6185859310795028;0.00941877787180261;0.00984644042265636;5.2324979151094005e-08;2.5075699558155625e-08;1.1879105998717744e-05;0.7742724883519496;;;
739b62a416c112e2b66a6454e0ada1b5;GLO;SSP5-Base-2040;739b62a416c112e2b66a6454e0ada1b5;market for foaming agent;foaming agent;kilogram;1.351322949699071;0.0089720994730664;0.0017657368581791666;8.291454994202497e-09;2.9914190792001534e-08;6.477064996276607e-06;0.08120048437925213;;;
f92ac4b8162040dc9a51decf30d81365;GLO;SSP5-Base-2040;f92ac4b8162040dc9a51decf30d81365;market for onion seedling, for planting;onion seedling, for planting;unit;0.008038477029731372;4.363359845859266e-06;8.726083963627003e-06;1.3625232936401875e-11;3.113242730982995e-11;1.002155417182916e-08;0.0003385446524772362;;;
7aa2ccd470a6247189e567b66b199d6c;GLO;SSP5-Base-2040;7aa2ccd470a6247189e567b66b199d6c;market for lettuce;lettuce;kilogram;1.0195886831109595;0.0006312733290268845;0.001491858065749464;6.252586144567365e-09;1.6634594344792758e-08;7.507840501381479e-06;0.11667769079756564;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
fccf40a4114750cb83ec1111105bb80f;RoW;SSP5-Base-2040;fccf40a4114750cb83ec1111105bb80f;market for cellulose fibre;cellulose fibre;kilogram;0.4746446308498617;0.0005454667817020213;0.0004779519996840622;3.3034983749081895e-09;1.5699077937807108e-09;9.796854202547775e-07;0.025337793796948206;;;
ba3f478e70f33c4e19253792db896c13;GLO;SSP5-Base-2040;ba3f478e70f33c4e19253792db896c13;market for polystyrene, extruded;polystyrene, extruded;kilogram;1.2357982646076144;0.0011748447179854697;0.045862763943146805;2.024075964022699e-08;1.874799943696921e-08;8.186585697127316e-06;0.8716576734244628;;;
8a504ded4ce58593f455d0a5819c939b;GLO;SSP5-Base-2040;8a504ded4ce58593f455d0a5819c939b;market for mustard;mustard;kilogram;0.3482808542627813;0.00037947672933564376;0.0007400297358236969;2.1071963019340206e-09;2.8771884298294538e-08;4.562283465507803e-06;0.0447370006079222;;;
e7713c906ef04ea2bed4f27f76a1851e;GLO;SSP5-Base-2040;e7713c906ef04ea2bed4f27f76a1851e;market for forwarder;forwarder;unit;56257.33941767407;448.4497367706258;94.14584094865614;0.0008575448031515776;0.00029858461551053204;0.35828225757057414;6781.07058986412;;;
bb0287f06c11d715c1a01c7d040a5901;RoW;SSP5-Base-2040;bb0287f06c11d715c1a01c7d040a5901;market for metal working machine, unspecified;metal working machine, unspecified;kilogram;5.014482363490045;0.058681760294523114;0.09611217245139796;6.392319218190238e-08;4.050477176935808e-08;4.557093937465816e-05;0.5136135277273579;;;
27c4c4db4102596fe29df6606b893a84;RoW;SSP5-Base-2040;27c4c4db4102596fe29df6606b893a84;market for weaned calves, live weight;weaned calves, live weight;kilogram;0.9813316794197231;0.0015769905449482115;0.001971888102064181;4.319426708453963e-09;6.987959138936729e-07;0.0007082926763828607;0.07882971297087182;;;
9b766978b5b04e886ae15900efb7e69c;GLO;SSP5-Base-2040;9b766978b5b04e886ae15900efb7e69c;market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;battery, Li-ion, LiMn2O4, rechargeable, prismatic;kilogram;5.29540103100817;0.026434010139760888;0.02529505703054615;1.192722096047828e-07;3.978228073841624e-08;2.6904008216813174e-05;1.1843899528159707;;;
ad5289e37c6d90f742c5f33e78facdf9;RoW;SSP5-Base-2040;ad5289e37c6d90f742c5f33e78facdf9;market for compressed air, 1000 kPa gauge;compressed air, 1000 kPa gauge;cubic meter;0.09200804977214269;0.0003951317399103015;0.000578409292727261;4.91730122904632e-09;1.4857561988592589e-09;1.2183161969886663e-06;0.013984021991780744;;;
e6b790ff49c932d4eedf89beb4ed1556;GLO;SSP5-Base-2040;e6b790ff49c932d4eedf89beb4ed1556;market for millet;millet;kilogram;0.17769953568844699;0.00016639619520598305;0.0004406733813914187;8.227663431856573e-10;1.7691427127998705e-08;1.2294152597452675e-06;0.020043472631371767;;;
42e65f2cd48bdc8c28927eb066ed3774;GLO;SSP5-Base-2040;42e65f2cd48bdc8c28927eb066ed3774;market for nuclear power plant, pressure water reactor, 1000MW;nuclear power plant, pressure water reactor, 1000MW;unit;1551667261.9454994;1176588.414514896;604633.7584975081;12.024388252815406;2.6217132033434267;2325.889313122749;42638676.794595286;;;
