CPC;EcoSpold01Categories;ISIC rev.4 ecoinvent;code;database;location;material_group;name;reference product;unit
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;7157ce6691724fd3b29a4c57b8f2118f;SSP5-Base-2040;USA;cement;market for cement, CEM II/B-V;cement, CEM II/B-V;kilogram
373: Refractory products and structural non-refractory clay products;chemicals/inorganics;2391:Manufacture of refractory products;ecddc793de057b056c38a2a378711ece;SSP5-Base-2040;GLO;silicon;market for silicon carbide;silicon carbide;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8736b71bba094a7f87fcef4a18dc26c6;SSP5-Base-2040;USA;cement;market for cement, Portland;cement, Portland;kilogram
41320: Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form;metals/extraction;0729:Mining of other non-ferrous metal ores;36312a62a043eb8374d232cf30167c22;SSP5-Base-2040;GLO;gold;market for gold;gold;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;98916038b56e9f9d8144eb118f5a0dd0;SSP5-Base-2040;GLO;lithium;market for lithium carbonate;lithium carbonate;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";db9acc36a1504ebf9f0a77f12d3be51a;SSP5-Base-2040;JPN;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;ebf922b54e6bdb28dd1e01edddf1d47f;SSP5-Base-2040;RoW;magnesium;market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;9d318a9ed434e9ecc8a8e59eea1789e4;SSP5-Base-2040;GLO;zinc;market for zinc oxide;zinc oxide;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";63c1ac90c04ce17ee2378c39a2ce6849;SSP5-Base-2040;RoW;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;54eaba4bcc614e4bb44fcb80583709c3;SSP5-Base-2040;CHA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;eb4bb4516c20db411e7acc5b871f46af;SSP5-Base-2040;US;magnesium;market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;4c4727c470c64aef8bc1478b349be787;SSP5-Base-2040;GLO;lithium;market for lithium carbonate, battery grade;lithium carbonate, battery grade;kilogram
88731: Metal treatment and coating services;metals/processing;"2592:Treatment and coating of metals; machining";db9e5e06dd00495440b2c5eea65b1deb;SSP5-Base-2040;GLO;tin;market for tin plating, pieces;tin plating, pieces;square meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fa1b2806142b952f77d3e53b96f23cce;SSP5-Base-2040;BR;cement;market for cement, CP II-Z;cement, CP II-Z;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1363d0bde410402b904ccc79cef9a3b5;SSP5-Base-2040;REF;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;85bf8ff9739c59f7dc8cccde0d0e2486;SSP5-Base-2040;IAI Area, EU27 & EFTA;aluminium;market for aluminium oxide, non-metallurgical;aluminium oxide, non-metallurgical;kilogram
"41603: Bismuth, antimony, manganese, chromium and articles thereof; including waste and scrap of bismuth or manganese";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;3de11ec49c2a8ff3ec0008303b75d475;SSP5-Base-2040;GLO;chromium;market for chromium;chromium;kilogram
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;c1d640ff8fbdfe4c82fc24666478ebf4;SSP5-Base-2040;CA-QC;silicon;market for silicon, multi-Si, casted;silicon, multi-Si, casted;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;63ac10c9b3434c879488236fc5e3c491;SSP5-Base-2040;USA;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;34d277f2f2f243da8257a77a89877741;SSP5-Base-2040;World;cement;market for cement, CP III;cement, CP III;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";6eb08a7183a7d47abc2fe15a924aa4f1;SSP5-Base-2040;TR;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;460f39c08e600e8d42f573617d07c573;SSP5-Base-2040;GLO;magnesium;market for magnesium chloride, from titanium sponge production;magnesium chloride, from titanium sponge production;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1eba047eeafc418aa1bc92a34e44ef8c;SSP5-Base-2040;JPN;cement;market for cement, unspecified;cement, unspecified;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";d3ba36607afb4e2d9a7d51c62321e771;SSP5-Base-2040;IND;natural gas;market for natural gas, high pressure, 60-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;8716c8b6f2df996ded54c67472212da9;SSP5-Base-2040;RoW;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
11030: Brown coal;hard coal/production;0520:Mining of lignite;bfd251e71a53dcf36900ff452006f7e6;SSP5-Base-2040;IN;coal(brown);market for lignite;lignite;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";;2011:Manufacture of basic chemicals;5fd096dcbb65a89cf50578fddef0b39b;SSP5-Base-2040;GLO;lithium;market for lithium chloride;lithium chloride;kilogram
"34220: Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";chemicals/inorganics;2011:Manufacture of basic chemicals;e2642bb27042fa5282ef4bac6351c359;SSP5-Base-2040;RoW;zinc;market for zinc monosulfate;zinc monosulfate;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;076f6e44c8e248cf94ffe175892081f1;SSP5-Base-2040;OAS;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
"34231: Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";;"3520:Manufacture of gas; distribution of gaseous fuels through mains";058d621a547f810834b939ff4a57b42e;SSP5-Base-2040;GLO;helium;market for helium, crude;helium, crude;kilogram
39365: Waste and scrap of zinc;metals/processing;"2592:Treatment and coating of metals; machining";1e4c166d3e978845b65bb5fdb63da66d;SSP5-Base-2040;GLO;zinc;market for zinc coat, coils;zinc coat, coils;square meter
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";1ce941ebffd0f8a255bfdf419e79d230;SSP5-Base-2040;GLO;aluminium;market for aluminium removed by milling, large parts;aluminium removed by milling, large parts;kilogram
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;38bf19c9c5f3abbf3cfbf26ffb77fe49;SSP5-Base-2040;CN;coal(black);market for hard coal;hard coal;kilogram
"34790: Other plastics in primary forms; ion exchangers";;2013:Manufacture of plastics and synthetic rubber in primary forms;cc100c3247ef1ad4d989ab07c51aeb45;SSP5-Base-2040;RER;latex;market for latex;latex;kilogram
69120: Gas distribution through mains (on own account);;"3520:Manufacture of gas; distribution of gaseous fuels through mains";e92569a9c76900b1e3f270eeac725bb5;SSP5-Base-2040;DE;natural gas;market for natural gas, low pressure;natural gas, low pressure;cubic meter
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;b6f04847a70a4ca2b70aec4b40bceb12;SSP5-Base-2040;REF;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;d3adad83d32e4e488d7ea04b776593e7;SSP5-Base-2040;LAM;cement;market for cement, Portland;cement, Portland;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;686fa0ed40b54464b476f6289be38a50;SSP5-Base-2040;CAZ;cement;market for cement, type general use;cement, type general use;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;1bbba12eca72ea717fd60042ce70ab5e;SSP5-Base-2040;CH;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;7d9d615b1e5948e697f87c5f4da1f087;SSP5-Base-2040;OAS;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";af7987fe29cd4931ab91a543746a995c;SSP5-Base-2040;USA;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
"41411: Copper mattes; cement copper";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;e4c3d4f9118063ffde97605b3feef170;SSP5-Base-2040;GLO;copper;market for copper telluride cement;copper telluride cement;kilogram
342: Basic inorganic chemicals n.e.c.;metals/refinement;2011:Manufacture of basic chemicals;1df7aad9fc180c144b0950748ebe90be;SSP5-Base-2040;GLO;silicon;market for silicon, solar grade;silicon, solar grade;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";d43842d1edd2c9a24692c1fac31b46e7;SSP5-Base-2040;GLO;chromium;market for chromium steel removed by drilling, computer numerical controlled;chromium steel removed by drilling, computer numerical controlled;kilogram
342: Basic inorganic chemicals n.e.c.;metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;e792832186cc7dd78939132f03d8d615;SSP5-Base-2040;GLO;cadmium;market for cadmium;cadmium;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;4ffcf25bd53c4b66b95f24f0d8a84d7e;SSP5-Base-2040;USA;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;c0d2c98a61064eca956fa2ba7c46cf53;SSP5-Base-2040;LAM;cement;market for cement, type general use;cement, type general use;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;ef83d8e9807a4e388013cc0373e90a31;SSP5-Base-2040;LAM;cement;market for cement, CP II-E;cement, CP II-E;kilogram
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";5fcdaea26c734f5545969b65a231d67b;SSP5-Base-2040;GLO;chromium;market for chromium steel removed by turning, primarily roughing, conventional;chromium steel removed by turning, primarily roughing, conventional;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;161a0176b7f94133a15372210ade5654;SSP5-Base-2040;World;hydrogen;market for hydrogen, gaseous, 60-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";9cb2d16109b6456a8eb68cc9ff7654ed;SSP5-Base-2040;MEA;natural gas;market for natural gas, high pressure, 40-year period;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;fd013034eaf7497dabbe2b0196b03e74;SSP5-Base-2040;SSA;cement;market for cement, Portland;cement, Portland;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;2420:Manufacture of basic precious and other non-ferrous metals;aa169d28adeec792ac2f0f3aac450b75;SSP5-Base-2040;FR;magnesium;market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";784f73d972061c425989938ae16aaa52;SSP5-Base-2040;GLO;aluminium;market for aluminium removed by milling, average;aluminium removed by milling, average;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;8246c4ff731745339cbbcb2b5b76ed5a;SSP5-Base-2040;LAM;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;06392acfe526430bbbbee429a163ed59;SSP5-Base-2040;SSA;cement;market for cement, CEM II/B;cement, CEM II/B;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";chemicals/inorganics;2011:Manufacture of basic chemicals;305770a5cd853ebd8b6b640ee7529b2a;SSP5-Base-2040;RoW;aluminium;market for aluminium sulfate, powder;aluminium sulfate, powder;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;03de48e2ef9e414d87c39c0770d36a26;SSP5-Base-2040;MEA;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
15310: Natural sands;construction materials/additives;0810:Quarrying of stone, sand and clay;7a066d5d8afabf55d46ef6c7c618d64a;SSP5-Base-2040;CH;sand;market for sand;sand;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1391a5e414ba4ce7ae959ddfe96ca50c;SSP5-Base-2040;SSA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
41601: Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];;0729:Mining of other non-ferrous metal ores;37ed4cf62879b492697eb9ed155b4552;SSP5-Base-2040;GLO;cobalt;market for cobalt acetate;cobalt acetate;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f71906174bbf4394a5c4d21294784009;SSP5-Base-2040;JPN;cement;market for cement, CP III;cement, CP III;kilogram
41432: Alumina (aluminium oxide), except artificial corundum;chemicals/inorganics;2420:Manufacture of basic precious and other non-ferrous metals;c819ffd8b2666db32408aadf99fc96cb;SSP5-Base-2040;RoW;aluminium;market for aluminium oxide, metallurgical;aluminium oxide, metallurgical;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";fd171c3aa2f64c6b86da9a43267f5516;SSP5-Base-2040;SSA;natural gas;market for natural gas, high pressure, 20-year period;natural gas, high pressure;cubic meter
15310: Natural sands;construction materials/additives;0810:Quarrying of stone, sand and clay;d864a0190b9688d765c53d3834caff91;SSP5-Base-2040;BR;sand;market for sand;sand;kilogram
"34240: Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";;2011:Manufacture of basic chemicals;a4e7a4dfb3c936e112491275acb5d2a5;SSP5-Base-2040;GLO;aluminium;market for aluminium chloride;aluminium chloride;kilogram
41431: Unwrought aluminium;;2420:Manufacture of basic precious and other non-ferrous metals;1e1be921bc2277cab46773ca5ef3d347;SSP5-Base-2040;GLO;aluminium;market for aluminium alloy, metal matrix composite;aluminium alloy, metal matrix composite;kilogram
"33620: Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";nuclear power/production;2011:Manufacture of basic chemicals;5a07b5c0a0c70e0c2725623d538d4aa1;SSP5-Base-2040;GLO;uranium;market for uranium, enriched 4%, in fuel element for light water reactor;uranium, enriched 4%, in fuel element for light water reactor;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;03d450d911734a64bb0567004874324c;SSP5-Base-2040;USA;hydrogen;market for hydrogen, gaseous, 40-year period;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";a37bfe917fe24830817adea47c9ded95;SSP5-Base-2040;IND;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;a9f74c01a31170d381e5607607c3a62a;SSP5-Base-2040;GLO;aluminium;market for aluminium hydroxide factory;aluminium hydroxide factory;unit
"33500: Petroleum jelly; paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, […]";;1920:Manufacture of refined petroleum products;74858ab1bcc3a3db1a4dbaa7f1ae5ceb;SSP5-Base-2040;GLO;petroleum;market for petroleum slack wax;petroleum slack wax;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;e5a36c8ea5be4661867bc6cb812c4fbe;SSP5-Base-2040;REF;cement;market for cement, unspecified;cement, unspecified;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;dbae46e03d8d4f719395068c8e614d3b;SSP5-Base-2040;NEU;cement;market for cement, CP II-F;cement, CP II-F;kilogram
"34790: Other plastics in primary forms; ion exchangers";chemicals/organics;2013:Manufacture of plastics and synthetic rubber in primary forms;a23ff5a5512f239248b86d5706a7c4e4;SSP5-Base-2040;RoW;latex;market for latex;latex;kilogram
"34210: Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";;1920:Manufacture of refined petroleum products;43043c1ad158486985b2eb5df7153fe2;SSP5-Base-2040;CHA;hydrogen;market for hydrogen, gaseous;hydrogen, gaseous;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";cf3975674b45c9201c02c07569eb6d0a;SSP5-Base-2040;AE;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
342: Basic inorganic chemicals n.e.c.;chemicals/inorganics;2011:Manufacture of basic chemicals;a6f3597a3c9245b47db59643f4def5e5;SSP5-Base-2040;GLO;silicon;market for silicon tetrahydride;silicon tetrahydride;kilogram
39367: Waste and scrap of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium […];;2420:Manufacture of basic precious and other non-ferrous metals;ac01f20865b343b1425a1ec8c5dba7f3;SSP5-Base-2040;GLO;cadmium;market for cadmium sludge from zinc electrolysis;cadmium sludge from zinc electrolysis;kilogram
39363: Waste and scrap of aluminium;metals/chipping;"2592:Treatment and coating of metals; machining";f7d5cd7e1f2dfe51cf6b50752f98ada2;SSP5-Base-2040;GLO;aluminium;market for aluminium removed by drilling, computer numerical controlled;aluminium removed by drilling, computer numerical controlled;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";9e763090c5bd2d9dc4c8714f6135d0c2;SSP5-Base-2040;NG;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;53118f96f853b955ff48e4199823c145;SSP5-Base-2040;ZA;cement;market for cement, CEM III/A;cement, CEM III/A;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";11e30526dbac4294b3af3b1337724ee4;SSP5-Base-2040;EUR;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
342: Basic inorganic chemicals n.e.c.;;2420:Manufacture of basic precious and other non-ferrous metals;a947a6fbd36a6d46728f905616a73842;SSP5-Base-2040;GLO;zirconium;market for zirconium tetrachloride;zirconium tetrachloride;kilogram
39363: Waste and scrap of aluminium;metals/extraction;3830:Materials recovery;bd2410b63344b5d38115b350be32dfe0;SSP5-Base-2040;GLO;aluminium;market for aluminium scrap, post-consumer;aluminium scrap, post-consumer;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;a1bf0bc540a148728576dda3af96627a;SSP5-Base-2040;USA;cement;market for cement, unspecified;cement, unspecified;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;7eba4555668563087546d146e049957d;SSP5-Base-2040;RoW;cement;market for cement, unspecified;cement, unspecified;kilogram
3741: Plasters;;2395:Manufacture of articles of concrete, cement and plaster;006c2ca14e7a359ccf9f07c87830293a;SSP5-Base-2040;RoW;cement;market for cement plaster;cement plaster;cubic meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;2875e97a0c6046b88477e115246e41eb;SSP5-Base-2040;CAZ;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
34290: Compounds of rare earth metals, of yttrium or of scandium;;0729:Mining of other non-ferrous metal ores;d1209a1c88bfcdc9fcb8f31c487f0b3d;SSP5-Base-2040;GLO;rare earth;market for rare earth carbonate concentrate;rare earth carbonate concentrate;kilogram
12020: Natural gas, liquefied or in the gaseous state;;"3520:Manufacture of gas; distribution of gaseous fuels through mains";9122e2984fc04f749cbbec27cf8877b2;SSP5-Base-2040;MEA;natural gas;market for natural gas, high pressure;natural gas, high pressure;cubic meter
39310: Slag, dross, scalings and other waste from the manufacture of iron or steel;metals/chipping;"2592:Treatment and coating of metals; machining";847212a1dbb1ee03105e30f1061799a6;SSP5-Base-2040;GLO;chromium;market for chromium steel removed by milling, average;chromium steel removed by milling, average;kilogram
374: Plaster, lime and cement;;2394:Manufacture of cement, lime and plaster;669f77d6fe7f47a7b19efeba2323d7c9;SSP5-Base-2040;OAS;cement;market for cement, CEM II/A;cement, CEM II/A;kilogram
39367: Waste and scrap of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium […];metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;fee3dbb3677ca6f7d54a606dfdf44263;SSP5-Base-2040;GLO;cadmium;market for cadmium sludge from zinc electrolysis stockpiling;cadmium sludge from zinc electrolysis stockpiling;kilogram
53269: Other constructions for manufacturing;metals/extraction;4100:Construction of buildings;dc74cf748d0a8cfb8a76429444d0fd6b;SSP5-Base-2040;GLO;aluminium;market for aluminium casting facility;aluminium casting facility;unit
"41412: Unrefined copper; copper anodes for electrolytic refining";metals/extraction;2420:Manufacture of basic precious and other non-ferrous metals;6d98d1addce810689dac1580164233ec;SSP5-Base-2040;GLO;copper;market for copper-rich materials;copper-rich materials;kilogram
37: Glass and glass products and other non-metallic products n.e.c.;mortar and plaster/production;2394:Manufacture of cement, lime and plaster;fc843ed5f75f47968bb88d17e6757483;SSP5-Base-2040;REF;cement;market for cement mortar;cement mortar;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;725d4e4fa278a0803a1ea32861656227;SSP5-Base-2040;CH;cement;market for cement, CEM IV/B;cement, CEM IV/B;kilogram
39365: Waste and scrap of zinc;metals/processing;"2592:Treatment and coating of metals; machining";2769f7d71e25d8e7204236366a55486e;SSP5-Base-2040;GLO;zinc;market for zinc coat, pieces;zinc coat, pieces;square meter
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;f179d49d897e4a078be0c6ccdab0d3fb;SSP5-Base-2040;EUR;cement;market for cement, CP II-E;cement, CP II-E;kilogram
11040: Brown coal briquettes and similar solid fuels manufactured from brown coal;lignite/fuels;1920:Manufacture of refined petroleum products;6e183b093b95ebc20c86c672c353b217;SSP5-Base-2040;RER;coal(brown);market for lignite briquettes;lignite briquettes;megajoule
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;1b173c0e61fb3897e735bf28562b714c;SSP5-Base-2040;Europe without Switzerland;cement;market for cement, CEM III/B;cement, CEM III/B;kilogram
41330: Platinum, unwrought or in semi-manufactured forms, or in powder form;;2420:Manufacture of basic precious and other non-ferrous metals;90aa1cf7ab6b25320d33a20c3150da18;SSP5-Base-2040;GLO;platinum;market for platinum;platinum;kilogram
14290: Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);;0729:Mining of other non-ferrous metal ores;50faad177fd95b72f6d2f5ea917e0692;SSP5-Base-2040;GLO;tungsten;market for tungsten concentrate;tungsten concentrate;kilogram
11010: Hard coal;hard coal/fuels;0510:Mining of hard coal;97db154ff9d2fbfec42b0c42cc9d3ad5;SSP5-Base-2040;Europe, without Russia and Turkey;coal(black);market for hard coal;hard coal;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;64cda3a800ae41c887163786a3d7788f;SSP5-Base-2040;IND;cement;market for cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;cement, ZN/D, new alternative constituents 36-50%, in conformity with SIA 2049;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;c72cc1b339840b1ed9b640052a2dd157;SSP5-Base-2040;ZA;cement;market for cement, CEM II/B-S;cement, CEM II/B-S;kilogram
34290: Compounds of rare earth metals, of yttrium or of scandium;;0729:Mining of other non-ferrous metal ores;4ad0d1c39071582c4f0126a465493e35;SSP5-Base-2040;GLO;holmium;market for holmium oxide;holmium oxide;kilogram
37440: Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;;2394:Manufacture of cement, lime and plaster;5331bed31794d866c8b06a4ee0c61e1d;SSP5-Base-2040;Europe without Switzerland;cement;market for cement, CEM V/A;cement, CEM V/A;kilogram
39365: Waste and scrap of zinc;waste management/municipal incineration;3821:Treatment and disposal of non-hazardous waste;0daeb26c61b9cb38f4c19e304ba62677;SSP5-Base-2040;CH;zinc;market for zinc in car shredder residue;zinc in car shredder residue;kilogram
342: Basic inorganic chemicals n.e.c.;;2011:Manufacture of basic chemicals;27f6ee8136367ae8e578ac1b5a988696;SSP5-Base-2040;RER;silicon;market for silicon, multi-Si, casted;silicon, multi-Si, casted;kilogram
