activity type;code;name;database;reference product;unit;location;production amount;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
;208b9b7313739218784fb2dababba348;market for bulk carrier, for dry goods;SSP1-PkBudg500-2040;bulk carrier, for dry goods;unit;GLO;;30110;Building of ships and floating structures;49314;Other vessels for the transport of goods and other vessels for the transport of both persons and goods;MachElecTrans;Transport vehicles
;c52fc2a091f9166dbee48011e246c3c4;market for uranium, enriched 3.9%, in fuel element for light water reactor;SSP1-PkBudg500-2040;uranium, enriched 3.9%, in fuel element for light water reactor;kilogram;GLO;;20110;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
;e17a492637a3f0da009b56adc791bf7e;market for sawnwood, hardwood, raw, dried (u=20%);SSP1-PkBudg500-2040;sawnwood, hardwood, raw, dried (u=20%);cubic meter;RoW;;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
;0e9578f84cf0e867bb6ef1b096afb371;market for display, liquid crystal, 17 inches;SSP1-PkBudg500-2040;display, liquid crystal, 17 inches;unit;GLO;;26200;Manufacture of computers and peripheral equipment;47315;Monitors and projectors, principally used in an automatic data processing system;MachElecTrans;Metal/electronic equipments & parts
;49e7e29fe8d585e2827bf8eb8b4ac221;market for neutralising agent, sodium hydroxide-equivalent;SSP1-PkBudg500-2040;neutralising agent, sodium hydroxide-equivalent;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;f36892589470efa9b2e856c9e41a6fd7;market for natural gas, vented;SSP1-PkBudg500-2040;natural gas, vented;cubic meter;GLO;;6100;Extraction of crude petroleum;12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
;840b860a0fb54e43a4d5f0ea9ff7b738;market for methyl tert-butyl ether;SSP1-PkBudg500-2040;methyl tert-butyl ether;kilogram;GLO;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
;fb480c86bf93fa281a8293bf1737091d;market for samarium oxide;SSP1-PkBudg500-2040;samarium oxide;kilogram;GLO;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
;2f509df8e5e4d5702ca6da6967c537a7;market for hydrogen sulfide;SSP1-PkBudg500-2040;hydrogen sulfide;kilogram;RoW;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
;bc3a8b04784e8094dafa9f0bb9131e44;market for nuclear power plant, pressure water reactor, 650MW;SSP1-PkBudg500-2040;nuclear power plant, pressure water reactor, 650MW;unit;GLO;;42200;Construction of utility projects;53262;Power plants;Construction;Construction
;aa97bc0fb835ed682c17071fd163d1e4;market for nuclear fuel element, for pressure water reactor, UO2 4.2% centrifuge & MOX;SSP1-PkBudg500-2040;nuclear fuel element, for pressure water reactor, UO2 4.2% centrifuge & MOX;kilogram;GLO;;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
;3d2a7b0214c46d4d1d9f0797306ac627;market for printed wiring board, mounted mainboard, desktop computer, Pb free;SSP1-PkBudg500-2040;printed wiring board, mounted mainboard, desktop computer, Pb free;kilogram;GLO;;26100;Manufacture of electronic components and boards;47160;Electronic integrated circuits;MachElecTrans;Metal/electronic equipments & parts
;346503ada1b3a9692c801742198d53a8;market for flux, for wave soldering;SSP1-PkBudg500-2040;flux, for wave soldering;kilogram;GLO;;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
;1e7183d311f54013af4ae44575d548ac;market for cement, CP II-F;SSP1-PkBudg500-2040;cement, CP II-F;kilogram;World;;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
;21d0989c13226374f700264a51796945;market for allyl chloride;SSP1-PkBudg500-2040;allyl chloride;kilogram;RoW;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;3b068c79e45729bbb6199825acd0cc98;market for flyash brick;SSP1-PkBudg500-2040;flyash brick;kilogram;RoW;;23950;Manufacture of articles of concrete, cement and plaster;37310;Bricks, blocks, tiles and other ceramic goods of siliceous earths;GlasNonMetal;Glass & other non-metallic products
;8353ed159ecf49a42add0c5217c9cb59;market for 4-tert-butylbenzaldehyde;SSP1-PkBudg500-2040;4-tert-butylbenzaldehyde;kilogram;GLO;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;fbbc45c575d6004d4ef2227855b434dd;market for light emitting diode;SSP1-PkBudg500-2040;light emitting diode;kilogram;GLO;;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
;08cb24e0a210caa960c30734566e2bc9;market for green asparagus;SSP1-PkBudg500-2040;green asparagus;kilogram;GLO;;1130;Growing of vegetables and melons, roots and tubers;1211;Asparagus;AgriForeAnim;Agricultural & forestry products
;932667e365c8eea7098761e6090bebfe;market for sawnwood, softwood, raw, dried (u=20%);SSP1-PkBudg500-2040;sawnwood, softwood, raw, dried (u=20%);cubic meter;RoW;;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
;257250402e340a213b2785ad88262aaf;market for triethylene glycol;SSP1-PkBudg500-2040;triethylene glycol;kilogram;RoW;;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
;20624759f7a188d885855b620a3ec399;market for 1-butanol;SSP1-PkBudg500-2040;1-butanol;kilogram;GLO;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
;ab76df4845d8b838daf0933e3bca8885;market for trichloroacetic acid;SSP1-PkBudg500-2040;trichloroacetic acid;kilogram;RoW;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
;b2618aec43046797a3a467473afa77b7;market for nitrous dioxide;SSP1-PkBudg500-2040;nitrous dioxide;kilogram;RoW;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;1d61daec2368abcda6295823de7f2850;market for soft solder, Sn97Cu3;SSP1-PkBudg500-2040;soft solder, Sn97Cu3;kilogram;RoW;;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
;50faad177fd95b72f6d2f5ea917e0692;market for tungsten concentrate;SSP1-PkBudg500-2040;tungsten concentrate;kilogram;GLO;;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
;28fedd03b831e909660b2c383af429aa;market for lanthanum oxide;SSP1-PkBudg500-2040;lanthanum oxide;kilogram;GLO;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
;5bfcf5c41aafd5a0d8c2df1b65755d9c;market for lightweight concrete block, expanded vermiculite;SSP1-PkBudg500-2040;lightweight concrete block, expanded vermiculite;kilogram;RoW;;23990;Manufacture of other non-metallic mineral products n.e.c.;37900;Other non-metallic mineral products n.e.c.;GlasNonMetal;Glass & other non-metallic products
;9127bd8139126b367eac7b51774c6663;market for bamboo culm;SSP1-PkBudg500-2040;bamboo culm;kilogram;RoW;;2300;Gathering of non-wood forest products;3000;Forestry and logging products;AgriForeAnim;Agricultural & forestry products
;3e589ec10908d760d052385114ca2044;market for powertrain, for electric scooter;SSP1-PkBudg500-2040;powertrain, for electric scooter;kilogram;GLO;;27100;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments & parts
;6b91d13fed37d1ae23c886eb46dce2b5;market for drawing of pipe, steel;SSP1-PkBudg500-2040;drawing of pipe, steel;kilogram;GLO;;24100;Manufacture of basic iron and steel;41280;Tubes, pipes and hollow profiles, of steel;MetalAlloy;Basic metals & alloys, their semi-finished products
;27980de7957e679dff114e42e91b340b;market for methyl iodide;SSP1-PkBudg500-2040;methyl iodide;kilogram;GLO;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;c33009dcfbc3422ae8dd9582960f8777;market for maize seed, organic, for sowing;SSP1-PkBudg500-2040;maize seed, organic, for sowing;kilogram;GLO;;1640;Seed processing for propagation;1121;Maize (corn), seed;AgriForeAnim;Agricultural & forestry products
;ddb83d9b3333ce3cd85f35228f4bd175;market for malusil;SSP1-PkBudg500-2040;malusil;kilogram;GLO;;8100;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
;8848f572012d8739a43fbfbfb79f9a58;market for motor scooter, 50 cubic cm engine;SSP1-PkBudg500-2040;motor scooter, 50 cubic cm engine;unit;GLO;;30910;Manufacture of motorcycles;49911;Motorcycles and cycles fitted with an auxiliary motor, with reciprocating internal combustion piston engine of[…];MachElecTrans;Transport vehicles
;08ccf0139a52221078ce51def27ca896;market for non-ferrous metal smelter;SSP1-PkBudg500-2040;non-ferrous metal smelter;unit;GLO;;28230;Manufacture of machinery for metallurgy;44310;"Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; met[…]";MachElecTrans;Metal/electronic equipments & parts
;1df7aad9fc180c144b0950748ebe90be;market for silicon, solar grade;SSP1-PkBudg500-2040;silicon, solar grade;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;a4e7a4dfb3c936e112491275acb5d2a5;market for aluminium chloride;SSP1-PkBudg500-2040;aluminium chloride;kilogram;GLO;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;38bfa307891b46a64abd11ce053566f4;market for dioctyl terephthalate;SSP1-PkBudg500-2040;dioctyl terephthalate;kilogram;GLO;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
;47b9b9e5f4259513798eea1b4b183ac4;market for NPK (15-15-15) fertiliser;SSP1-PkBudg500-2040;NPK (15-15-15) fertiliser;kilogram;RoW;;20120;Manufacture of fertilizers and nitrogen compounds;34641;Fertilizers containing three nutrients: nitrogen, phosphorus and potassium;Chemical;Chemical products
;be48ac439e1256e98c07f6c1c9ca7609;market for trimesoyl chloride;SSP1-PkBudg500-2040;trimesoyl chloride;kilogram;GLO;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;0ac371e2bde82d1137c3937d6845c0d7;market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;SSP1-PkBudg500-2040;heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;unit;GLO;;42200;Construction of utility projects;40000;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
;ded06c634985a223504c8bdd47bd12be;market for charger, electric passenger car;SSP1-PkBudg500-2040;charger, electric passenger car;kilogram;GLO;;27900;Manufacture of other electrical equipment;46400;Accumulators, primary cells and primary batteries, and parts thereof;MachElecTrans;Metal/electronic equipments & parts
;97c1783a3ec0e3aa0b136ec3cde4c2b6;market for red meat, live weight;SSP1-PkBudg500-2040;red meat, live weight;kilogram;GLO;;1410;Raising of cattle and buffaloes;21110;Meat of mammals, fresh or chilled;ProcBio;Food & beverages, animal feed
;99964a681c100dbe482d86bf9e921388;market for orthophthalic acid based unsaturated polyester resin;SSP1-PkBudg500-2040;orthophthalic acid based unsaturated polyester resin;kilogram;GLO;;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
;739b62a416c112e2b66a6454e0ada1b5;market for foaming agent;SSP1-PkBudg500-2040;foaming agent;kilogram;GLO;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
;48c366d0b580d8cd8ae7ae2d54fc27c7;market for soybean meal;SSP1-PkBudg500-2040;soybean meal;kilogram;RoW;;10400;Manufacture of vegetable and animal oils and fats;21920;Flours and meals of oil seeds or oleaginous fruits, except those of mustard;ProcBio;Food & beverages, animal feed
;a4531fb9d1ff97ceb529addd3bc8f6f7;market for helium, crude stockpiling;SSP1-PkBudg500-2040;helium, crude stockpiling;kilogram;GLO;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
;6246c9bfb7903ce0751ae0716f80a5a1;market for anaerobic digestion plant, agricultural;SSP1-PkBudg500-2040;anaerobic digestion plant, agricultural;unit;GLO;;42900;Construction of other civil engineering projects;53290;Other civil engineering works;Construction;Construction
;7075675b46724f0d43360996e9a0a4c5;market for peat moss;SSP1-PkBudg500-2040;peat moss;cubic meter;GLO;;8920;Extraction of peat;11050;Peat;OreMinFuel;Ores, minerals & fuels
;d7a8acdc5c412df402e285a5c1291080;market for dimethyl hexynediol;SSP1-PkBudg500-2040;dimethyl hexynediol;kilogram;GLO;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
;b58e366aa745755d69e7aeb815267fbe;market for indium rich leaching residues, from zinc production stockpiling;SSP1-PkBudg500-2040;indium rich leaching residues, from zinc production stockpiling;kilogram;GLO;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
;94f0a61870d567d63a9617dfe8f0aea1;market for textile, knit cotton;SSP1-PkBudg500-2040;textile, knit cotton;kilogram;GLO;;13910;Manufacture of knitted and crocheted fabrics;28190;Other knitted or crocheted fabrics;ProcBio;Textile
;b039df81040a0499567c2c2314486d97;market for steam, in chemical industry;SSP1-PkBudg500-2040;steam, in chemical industry;kilogram;RoW;;35300;Steam and air conditioning supply;17300;Steam and hot water;OreMinFuel;Ores, minerals & fuels
;80df4aab8700fec40c78907945902c0b;market for glycine;SSP1-PkBudg500-2040;glycine;kilogram;GLO;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
;b511a228ce0f67d5c28c65abe352bf4b;market for fluorescent whitening agent, DAS1, triazinylaminostilben type;SSP1-PkBudg500-2040;fluorescent whitening agent, DAS1, triazinylaminostilben type;kilogram;GLO;;20110;Manufacture of basic chemicals;34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]";Chemical;Chemical products
;6e7076c9b4d3775468047d1bee36d4b3;market for anode slime from electrorefining of copper, anode;SSP1-PkBudg500-2040;anode slime from electrorefining of copper, anode;kilogram;GLO;;24200;Manufacture of basic precious and other non-ferrous metals;40000;Metal products, machinery and equipment;MetalAlloy;Basic metals & alloys, their semi-finished products
;725eb7dbb6fc4392a05c5af12f98ac83;market for iodine;SSP1-PkBudg500-2040;iodine;kilogram;GLO;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
;8ef6c4a775fc42f0b436e5fd749a4890;market for seal, natural rubber based;SSP1-PkBudg500-2040;seal, natural rubber based;kilogram;GLO;;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
;fd9419bc14e077ca33133be02728da0a;market for passenger car, petrol/natural gas;SSP1-PkBudg500-2040;passenger car, petrol/natural gas;kilogram;GLO;;29100;Manufacture of motor vehicles;49113;Motor cars and other motor vehicles principally designed for the transport of persons (except public-transport[…];MachElecTrans;Transport vehicles
;8d79fa540c2e49f0c73497a55a0df294;market for compact fluorescent lamp;SSP1-PkBudg500-2040;compact fluorescent lamp;unit;GLO;;27400;Manufacture of electric lighting equipment;46530;Lighting equipment;MachElecTrans;Metal/electronic equipments & parts
;74043d7eb0f56aed31b71917ed967095;market for switch, toggle type;SSP1-PkBudg500-2040;switch, toggle type;kilogram;GLO;;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
;22ca1e4b597f6f8618b1b2e614df2954;market for tellurium, semiconductor-grade;SSP1-PkBudg500-2040;tellurium, semiconductor-grade;kilogram;GLO;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
;b88e4f34323ee4209c0aaf466d71c075;market for furnace, pellets, 25kW;SSP1-PkBudg500-2040;furnace, pellets, 25kW;unit;GLO;;28150;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments & parts
;b8b0f0ca4e8e1a99ddae3f6ae610be2e;market for sunn hemp plant, harvested;SSP1-PkBudg500-2040;sunn hemp plant, harvested;kilogram;GLO;;1160;Growing of fibre crops;1920;Fibre crops;AgriForeAnim;Agricultural & forestry products
;4bb93ae2739a569b08365ff28bfce4bf;market for soybean seed, for sowing;SSP1-PkBudg500-2040;soybean seed, for sowing;kilogram;GLO;;1640;Seed processing for propagation;1411;Soya beans, seed for planting;AgriForeAnim;Agricultural & forestry products
;028231b9b9dedf2701eccd92ac8b3b58;market for cottonseed, organic, for sowing;SSP1-PkBudg500-2040;cottonseed, organic, for sowing;kilogram;GLO;;1640;Seed processing for propagation;1431;Cottonseed, seed for planting;AgriForeAnim;Agricultural & forestry products
;b59b9e1ffb819fa0a27e51203fbcbd10;market for furnace, wood chips, average storage area, 1000kW;SSP1-PkBudg500-2040;furnace, wood chips, average storage area, 1000kW;unit;GLO;;28150;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments & parts
;63ea017e389a07a36765e03be75c2485;market for aniline;SSP1-PkBudg500-2040;aniline;kilogram;RoW;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
;3e94674bc41b5e4877d067971c70ab68;market for propylene;SSP1-PkBudg500-2040;propylene;kilogram;RoW;;19200;Manufacture of refined petroleum products;33421;Ethylene, propylene, butylene, butadiene;OreMinFuel;Ores, minerals & fuels
;ba4d55aefa52572a7d58882ca0396318;market for battery separator;SSP1-PkBudg500-2040;battery separator;kilogram;GLO;;27200;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
;2d410abc054705d3ff8703946e57a6eb;market for gas power plant, 100MW electrical;SSP1-PkBudg500-2040;gas power plant, 100MW electrical;unit;GLO;;42200;Construction of utility projects;53262;Power plants;Construction;Construction
;2da6fef6886cc91f5bad7f76a1cc4742;market for transistor, auxilliaries and energy use;SSP1-PkBudg500-2040;transistor, auxilliaries and energy use;kilogram;GLO;;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
;77318fef8020d835fd3052d242959c7d;market for diphenylether-compound;SSP1-PkBudg500-2040;diphenylether-compound;kilogram;GLO;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
;efacd80b24db5451adfa73b0b1b6d0e1;market for borax, anhydrous, powder;SSP1-PkBudg500-2040;borax, anhydrous, powder;kilogram;GLO;;20110;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
;94ce79023f7075e5579a8e2984d5059e;market for passenger car, diesel;SSP1-PkBudg500-2040;passenger car, diesel;kilogram;GLO;;29100;Manufacture of motor vehicles;49113;Motor cars and other motor vehicles principally designed for the transport of persons (except public-transport[…];MachElecTrans;Transport vehicles
;219bfdd1d8034bf796faf6815c987a35;market for cement mortar;SSP1-PkBudg500-2040;cement mortar;kilogram;World;;23940;Manufacture of cement, lime and plaster;37000;Glass and glass products and other non-metallic products n.e.c.;GlasNonMetal;Glass & other non-metallic products
;0b39e4df490b36a711590c86b6250e1d;market for 1-naphthylacetic acid;SSP1-PkBudg500-2040;1-naphthylacetic acid;kilogram;GLO;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
;aaa83f6be7917ee9e34392b02202b0fa;market for trisodium phosphate;SSP1-PkBudg500-2040;trisodium phosphate;kilogram;GLO;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;5f81b29c31c845959d607f9972576691;market for battery, Sodium-ion, SiB;SSP1-PkBudg500-2040;battery, SiB;kilogram;GLO;1.0;-1;missing;-1;missing;;
;f92aa9782c1c6f2cf9e7e55a27d85c4d;market for furnace, wood chips, hardwood storage area, 300kW;SSP1-PkBudg500-2040;furnace, wood chips, hardwood storage area, 300kW;unit;GLO;;28150;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments & parts
;2dd3813517a48db8298b10acb4ad4114;market for argon, crude, liquid;SSP1-PkBudg500-2040;argon, crude, liquid;kilogram;GLO;;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
;af157c8354816b1c9a1394515062c88e;market for magnetite;SSP1-PkBudg500-2040;magnetite;kilogram;GLO;;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35130;Printing ink;Chemical;Chemical products
;4636e8b5f06256d23c6fbe18c64bef36;market for ioxynil;SSP1-PkBudg500-2040;ioxynil;kilogram;GLO;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
;fb3e1542af3742d3c552922bc5243917;market for tilapia feed, 24-28% protein;SSP1-PkBudg500-2040;tilapia feed, 24-28% protein;kilogram;GLO;;10800;Manufacture of prepared animal feeds;23310;Preparations used in animal feeding;ProcBio;Food & beverages, animal feed
;2e6e03e4e33e0ffb0178a83953088330;market for sodium percarbonate, powder;SSP1-PkBudg500-2040;sodium percarbonate, powder;kilogram;RoW;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
;86c4b4a51a0bad9dc60cb04216518e4a;market for pesticide, unspecified;SSP1-PkBudg500-2040;pesticide, unspecified;kilogram;GLO;;20210;Manufacture of pesticides and other agrochemical products;34600;Fertilizers and pesticides;Chemical;Chemical products
;5b1ff2a1166a5dfa3f70f8615300f0db;market for acetic acid, without water, in 98% solution state;SSP1-PkBudg500-2040;acetic acid, without water, in 98% solution state;kilogram;GLO;;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
;7bc83af8add810bea547f73525fd71b1;market for ethyl tert-butyl ether;SSP1-PkBudg500-2040;ethyl tert-butyl ether;kilogram;GLO;;20110;Manufacture of basic chemicals;35491;Biodiesel;Chemical;Chemical products
;af2bc656b4aafd9ed0828b956ab8984e;market for low voltage system, for Li-ion battery;SSP1-PkBudg500-2040;low voltage system, for Li-ion battery;kilogram;GLO;;27200;Manufacture of batteries and accumulators;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
;4867a68f77e5ec055eeee33d836e3c7f;market for sodium nitrate, technical grade;SSP1-PkBudg500-2040;sodium nitrate, technical grade;kilogram;GLO;;20120;Manufacture of fertilizers and nitrogen compounds;35490;Other chemical products;Chemical;Chemical products
;163fde5588ccb1184ec8baf92f48f22a;market for biomethane, high pressure, vehicle grade;SSP1-PkBudg500-2040;biomethane, high pressure, vehicle grade;kilogram;RoW;;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
;73fa4f2bb18548be0e00c1de8cd6a10f;market for brazing solder, cadmium free;SSP1-PkBudg500-2040;brazing solder, cadmium free;kilogram;GLO;;20290;Manufacture of other chemical products n.e.c.;42950;Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or core[…];ProcBio;Food & beverages, animal feed
;476db8d5d12f571bca72bb11b3081de7;market for purse seiner, steel;SSP1-PkBudg500-2040;purse seiner, steel;kilogram;GLO;;3110;Marine fishing;49315;"Fishing vessels; factory ships and other vessels for processing or preserving fishery products";MachElecTrans;Transport vehicles
;461b8632da46daefbb306fa8a317e3c5;market for tomato, fresh grade;SSP1-PkBudg500-2040;tomato, fresh grade;kilogram;GLO;;1130;Growing of vegetables and melons, roots and tubers;1234;Tomatoes;AgriForeAnim;Agricultural & forestry products
;7000efd5542737d4aea9cfcfc70c3dab;market for NMC111 oxide;SSP1-PkBudg500-2040;NMC111 oxide;kilogram;RoW;;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
;ef4ce0dd882a0aa383bfeee65c03abf7;market for petrol, 4% ETBE additive by volume, with ethanol from biomass;SSP1-PkBudg500-2040;petrol, 4% ETBE additive by volume, with ethanol from biomass;kilogram;GLO;;19200;Manufacture of refined petroleum products;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
;b429b7efad1f2d6f493e1fbefce87d38;market for corrugated board box;SSP1-PkBudg500-2040;corrugated board box;kilogram;RoW;;17020;Manufacture of corrugated paper and paperboard and of containers of paper a;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
;74ef75bcb4332e7da92b0c1f1d6f8a2e;market for melon;SSP1-PkBudg500-2040;melon;kilogram;GLO;;1130;Growing of vegetables and melons, roots and tubers;1229;Cantaloupes and other melons;AgriForeAnim;Agricultural & forestry products
;57fe1cebd6be2d1b02727ed2e1997e57;market for cement, CEM V/A;SSP1-PkBudg500-2040;cement, CEM V/A;kilogram;RoW;;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
