;activity type;database;location;name;reference product;unit;code;Hazardous (kg);natural resources;Gallium;Coke;Fluorspar;Rare earth;Indium;Copper;Europium;Tantalum;Vanadium;Latex;Scandium;Phosphate rock;Carbondioxide (kg);Titanium;Palladium;Nickel;Tin;Gold;Recycling (kg);Hydrogen;Electricity;Total (kg);Borates;Antimony;Cement;Strontium;Zirconium;Erbium;Uranium;Landfill (m3);Lithium;Petroleum;Tungsten;Platinum;Dysprosium;Incineration (m3);Hazardous (m3);Gadolinium;Selenium;Radioactive (m3);Natural gas;Incineration (kg);Graphite;Bauxite;Composting (kg);Cerium;Coal(black);Lead;Zinc;Digestion (m3);Silver;Openburning (kg);Cadmium;human health;Helium;Rhodium;Landfill (kg);Holmium;Beryllium;Tellurium;Aluminium;Coal(brown);Cobalt;ecosystem quality;Digestion (kg);Vegetable oil;Total (m3);Sand;Silicon;Magnesium;Water;Chromium
a23ff5a5512f239248b86d5706a7c4e4;market activity;ecoinvent-3.9.1-cutoff;RoW;market for latex;latex;kilogram;a23ff5a5512f239248b86d5706a7c4e4;0.0004068848318639265;0.7591807133017235;2.0821719433057572e-14;0.04556783329819001;1.960698708372992e-05;7.21566593188881e-07;1.4578174291704003e-10;0.00010274233039855387;0.0;3.057416828200753e-08;0.0;1.7898860047124647e-08;0.0;7.684431627546708e-05;0.0;2.3149470472443608e-05;7.114421101338347e-11;-0.0008184441299431244;1.1168774650848444e-05;2.6523240188547675e-09;0.0007706787705465588;1.221716256675703e-06;0.0632916937857029;0.5236934862787499;5.377249632507839e-07;-2.607907581566689e-10;0.002860243454366261;1.0222575897406615e-08;7.062560598805265e-16;0.0;2.0500814251268005e-07;1.84350991405894e-12;9.130556247180405e-09;0.041296925188238215;0.0;3.7250585934236217e-06;0.0;1.659159025667192e-11;1.2525531939913546e-09;0.0;9.3178734083259e-15;1.2525531939913546e-09;0.003291474157838851;0.0005204723833761082;1.8753250402016978e-07;0.00041566286995513334;1.8814596125252055e-06;4.165970325822381e-17;0.01077563862840325;9.583757379719103e-05;3.6322874897567956e-05;0.0;4.628050856327444e-09;2.6109327384393297e-05;1.127818211372021e-12;5.731869290897388e-06;2.255594715917742e-08;1.2222274888814514e-13;0.25855962242683606;0.0;0.0;1.157777386830494e-13;0.00041457651159289445;0.002046284293309747;6.377936227193667e-08;1.209619585143697e-08;1.2690292858051106e-06;1.4500716532690878e-07;0.00015225228735502873;0.006513059903885324;2.0845102866114197e-06;1.3764210827794312e-05;0.08362151624180814;7.778636402159647e-08
c4a9cde0c480f45f4a5aad5b92902c59;market activity;ecoinvent-3.9.1-cutoff;GLO;market for packaging, for pesticides;packaging, for pesticides;kilogram;c4a9cde0c480f45f4a5aad5b92902c59;0.0020103721817267524;0.059829059341879764;6.938265472789394e-14;0.07797051237321612;0.00014561851576151144;3.1289963901964382e-06;4.851289639981863e-10;0.0005083552416066812;0.0;1.1856491459633161e-07;0.0;2.467837948761739e-07;0.0;0.0002145026897825884;0.0;0.00032834983018611546;2.7922706112411634e-10;-0.002588322325157645;2.0296103518251995e-05;1.0330242551718513e-08;0.006607726676107707;3.392326166447821e-05;0.6261603298508278;1.321963852318579;1.9446484794112952e-06;-1.0684941919551226e-09;0.006560596887838822;3.899401427406189e-08;1.808449687830831e-15;0.0;2.7440847917635347e-06;2.3905684816409436e-11;1.4367270560483237e-08;0.06695384571830257;0.0;6.312684590533448e-06;0.0;2.1515117670602759e-10;1.631613523163752e-08;0.0;3.104925102687188e-14;1.631613523163752e-08;0.03344776623141316;0.03493800225679261;4.1876772286251595e-07;0.0010586476870282446;8.180336507648752e-06;1.038154120605965e-16;0.0680812194804904;0.00013900898021996402;0.00014025168395700964;0.0;1.7896446119363218e-08;0.019359108416629432;6.4675545092569944e-12;8.176225876288059e-07;8.92665879201534e-08;2.486762188190636e-12;0.49910977385763045;0.0;0.0;3.8579747912023145e-13;0.001042590935793135;0.020857155105427492;1.0200420105650462e-07;1.626771536684958e-09;5.221678669413834e-06;2.035810047147636e-06;0.007219575067576419;0.014379167911826782;4.6055800070955025e-06;2.6402413289414138e-05;0.6866483536773764;1.752277854254106e-05
ef8dc86ad1d73c78cc94b9bd68a2f919;market activity;ecoinvent-3.9.1-cutoff;RoW;market for cement, CEM III/B;cement, CEM III/B;kilogram;ef8dc86ad1d73c78cc94b9bd68a2f919;0.0005234797608841471;0.021264167549434845;4.7381517658560856e-14;0.05677565775336011;2.454166891114161e-05;8.53164643928482e-07;3.3253442564294247e-10;0.0008326579071961353;0.0;2.4256851048337165e-08;0.0;1.2859644209882049e-07;0.0;7.897499742279733e-05;0.0;2.508002587512556e-05;5.727928534203275e-11;-0.0015768321385213955;1.512715607534755e-05;2.0803252528333977e-09;0.012693221212782579;2.0204797967142787e-06;0.6330019651161831;0.49837994092793947;1.7582270631732277e-06;-7.641682258133941e-10;0.005904481261344889;5.0587777839180205e-08;2.430264290427149e-15;0.0;1.7705649926829789e-06;1.5778041745826242e-11;5.46554772106966e-09;0.06378005911498379;0.0;3.6682551101117458e-06;0.0;1.4200238452910428e-10;1.0769819479970784e-08;0.0;2.1203579505345492e-14;1.0769819479970784e-08;0.03151793615574384;0.0012555769515103761;4.7181727489418855e-07;0.0036846787176313006;1.6521811462694664e-06;1.377694009231011e-16;0.12156414027517155;7.38725994991592e-05;0.00012561711098706235;0.0;3.866196209545177e-09;0.00014690249729283964;7.012718759464955e-12;8.90915130534893e-07;2.077975471565685e-08;9.086911575777236e-13;0.20339707315648742;0.0;0.0;2.6346166979705553e-13;0.001211168762902331;0.022032442397595508;5.5573641086482137e-08;1.870164367435496e-09;1.113004260619564e-06;1.8061008835089822e-06;0.0017169818633523174;0.016471585452825323;4.966228120172176e-06;9.485961551033272e-05;0.870381217523472;4.7587372984796136e-07
9a9e031fcb3d2de282bd3c300f04eaac;market activity;ecoinvent-3.9.1-cutoff;GLO;market for oat grain;oat grain;kilogram;9a9e031fcb3d2de282bd3c300f04eaac;0.001796924299294354;0.034660895765024645;4.243972590994071e-12;0.3071441356099304;8.603414502624467e-05;3.2441755756808898e-06;2.9657989593444028e-08;0.0015310872039223033;0.0;1.5468606097698402e-07;0.0;1.094588193257021e-06;0.0;0.07238079775639093;0.0;8.567512265630666e-05;3.4648078956268525e-10;-0.007695905068047492;5.042123803602969e-05;1.2970426692077206e-08;0.029367532962204554;8.098711908729026e-06;0.7219361609984518;0.5459247728522575;2.6470477683502277e-06;-1.0306393424003684e-08;0.013485688151052003;3.516227462344709e-07;9.053282357549316e-14;0.0;2.0801518179598247e-06;1.8474254267458022e-11;1.4138954700421194e-06;0.0867476105028392;0.0;1.0019141190128459e-05;0.0;1.6626829873041645e-10;1.2560435003506704e-08;0.0;1.8992091156748693e-12;1.2560435003506704e-08;0.053652115742256055;0.004288870449714749;1.45096982399357e-06;0.0031112823125899677;2.004176131150839e-06;5.475881374604022e-15;0.12679394287258577;0.00032288574613885195;0.0009144611944453772;0.0;3.583852782895243e-08;0.0006897089791827293;1.2423206559507957e-10;1.6367454971883906e-06;1.1188239854034571e-07;1.4611459865040012e-12;0.17590396253883187;0.0;0.0;2.3598317670059105e-11;0.0030361543978762837;0.023315561299032946;1.1777424079537596e-07;3.2062083465925775e-08;1.345163712219747e-06;3.432884085663581e-06;0.000593055469203963;0.02653149450408717;2.1722096184926072e-05;5.223159926577152e-05;0.826005552346911;3.091873974001879e-07
51bfaeb001d74addb3785dd373096c2f;market activity;ecoinvent-3.9.1-cutoff;RoW;market for sawnwood, azobe, dried (u=15%), planed;sawnwood, azobe, dried (u=15%), planed;cubic meter;51bfaeb001d74addb3785dd373096c2f;2.343559685806098;38.02538960191869;3.7008409896574684e-11;129.79756188614962;0.04314434447081775;0.0018176814698644382;2.589769403419348e-07;0.2178598521350909;0.0;5.812562608711417e-05;0.0;5.8276051391047893e-05;0.0;0.20145154181714123;0.0;0.07428632518842487;1.361237228102163e-07;-3.0193016238063053;0.03593090586042945;5.0490013407463e-06;8.188823857293864;0.006510450991577996;554.2284279757054;786.956335636409;0.004602168091613904;-1.1429501621021676e-06;5.996992666011995;4.148556285769305e-05;1.142076255567418e-12;0.0;0.0015538943133997104;1.3963415864939079e-08;1.4456835453994507e-05;128.73559155779606;0.0;0.009279095760675047;0.0;1.256707505871185e-07;9.468924696525325e-06;0.0;1.6561537079990218e-11;9.468924696525325e-06;21.26508927958351;3.1911536850648883;0.000362692240011727;0.7190578331890852;0.008122808486082024;6.677463973056123e-14;63.69913906746103;0.13146226511882764;0.18863277956201935;0.0;8.853746359173083e-06;0.9052649452665891;5.8217020808581375e-09;0.008347241839016854;4.5145610297959124e-05;6.363479344733699e-10;359.8291969823094;0.0;0.0;2.0578271760199237e-10;0.7170539272276588;16.135948580259413;0.00015047759188911738;6.992983637298823e-05;0.005485178526553922;0.13689488592318186;0.5567132460753492;13.70448462604811;0.004543188322382856;0.04336240940348625;1471.9777006921884;0.00016938524699265824
b7818ea2e7442fd209097b738feab9ba;market activity;ecoinvent-3.9.1-cutoff;GLO;market for pea seed, organic, for sowing;pea seed, organic, for sowing;kilogram;b7818ea2e7442fd209097b738feab9ba;0.002362058940416551;0.03876341358020581;1.921134517614533e-11;0.27443176207219105;4.239566566537298e-05;2.880048241532264e-06;1.339437489580957e-07;0.002705305872138018;0.0;3.907129186528663e-08;0.0;1.4635828271530471e-06;0.0;0.00014425251591703854;0.0;0.0001023340575452344;6.981344365748034e-11;-0.008398007796723315;6.222746391512166e-05;2.5492711741884405e-09;0.0482070702343959;5.924029045488165e-06;0.9539658019714021;0.803563301890071;2.661739209851201e-06;-4.483898221397385e-09;0.01865939103854276;1.6398079294593882e-07;1.3319454177368206e-13;0.0;2.6232205494595637e-06;2.3402387270988317e-11;7.313626534365274e-09;0.11976050849281077;0.0;1.111312843795766e-05;0.0;2.1062149851599807e-10;1.586648657780854e-08;0.0;8.597219020767848e-12;1.586648657780854e-08;0.02769278623613383;0.006211695575549151;1.931546101752313e-06;0.0038729791630207552;2.5638374817474492e-06;8.04961654757724e-15;0.11934391593093661;0.0005273232290141484;0.0005864483261971658;0.0;2.4701902052853758e-08;0.0010756829292993333;5.470888055654588e-10;3.1258261043185484e-06;2.5387928571294873e-08;1.8671751513531513e-12;0.2455934630792927;0.0;0.0;1.0682336339727517e-10;0.003936217423221893;0.030025211949669547;1.424994190174399e-07;3.683465593188713e-08;1.71841110938878e-06;3.880042889623138e-06;0.0006565196767301986;0.0316730330300043;2.9956722376671077e-05;5.3328175989536476e-05;0.9022232239797461;3.171489423623106e-07
cfe458937a2d61f41220ba3fd59e8f7a;market activity;ecoinvent-3.9.1-cutoff;RoW;market for carbon dioxide, liquid;carbon dioxide, liquid;kilogram;cfe458937a2d61f41220ba3fd59e8f7a;0.0009746166664127138;0.04193789246447493;5.4381235884881474e-14;0.14092245165503361;0.00011781811464300299;2.8295179240295445e-06;3.804804828137992e-10;0.00493079371736204;0.0;1.141867427642402e-06;0.0;2.988435182475044e-07;0.0;0.00017056428893938476;0.0;6.888547525916422e-05;2.664643061802115e-09;-0.015503741564167027;4.9983751693842316e-05;9.986116941827334e-08;0.04603918404890068;6.915072099002538e-06;2.073705494148011;0.6585757571345694;6.500289879020199e-06;-6.36239088038002e-09;0.021271210182937886;2.248187101219402e-07;2.514742931145702e-15;0.0;6.162887337822371e-06;5.491490639248607e-11;4.397417785351328e-09;0.02126335946792113;0.0;7.280175663109667e-06;0.0;4.942341882184704e-10;3.731305106882014e-08;0.0;2.4336005169638246e-14;3.731305106882014e-08;0.17430579579209743;0.005042986171468191;1.8064801204204035e-06;0.0054656877729593305;2.1143223738630135e-06;9.446267548984531e-17;0.24654747675082106;2.715509005593768e-05;0.0007732445142861417;0.0;1.696397215863471e-07;0.0005273431829338993;1.9143349109651148e-11;1.8920768117097652e-06;8.476681873192705e-07;3.017775202845328e-12;0.1298170720339765;0.0;0.0;3.0238312151805405e-13;0.0048024128369183955;0.06168582413276702;4.6192117992990656e-08;3.72676992046892e-09;1.4198282625835703e-06;5.3482780944359616e-06;0.0008316071195361201;0.04350644623871641;1.894482289848203e-05;7.470343648676231e-05;2.6434685753884484;3.9893019982266383e-07
492d7343b3f92abd9a2ca1002fbc7e54;market activity;ecoinvent-3.9.1-cutoff;GLO;market for propane;propane;kilogram;492d7343b3f92abd9a2ca1002fbc7e54;0.007454318820993309;0.46839374683246576;5.406647736000204e-14;0.6140483137622629;0.0004558852395027581;1.2395148288219998e-05;3.797623018640017e-10;0.0050394542520078404;0.0;1.1477002615425073e-06;0.0;3.3546367906956466e-07;0.0;0.0005558614989734431;0.0;0.00024519098070064174;2.6792769400378686e-09;-0.02303354029235227;0.00016933822942762512;1.0036517622923716e-07;0.048320357615562255;2.551365718179249e-05;1.6565281537268388;1.0577922917993439;6.275002477134416e-06;-7.066229263236873e-09;0.04273253520632703;2.5081243473721406e-07;3.84407524326902e-15;0.0;6.338917072177908e-06;5.634536134751554e-11;5.764859093907467e-08;0.06844633022557149;0.0;1.0508282675988958e-05;0.0;5.071082836130649e-10;3.833298232057623e-08;0.0;2.419514840233578e-14;3.833298232057623e-08;2.800448124223936;0.010032095085770937;2.3542611634879332e-06;0.005937814768531009;5.024837066486958e-06;1.7400647614068445e-16;0.25337356236523195;0.00014563228054780664;0.0008591500351652463;0.0;1.7063344435008514e-07;0.0007449810010007147;1.519318238497886e-11;2.5087582852869737e-06;8.495349333317234e-07;4.3280533043359485e-12;0.2979818210203349;0.0;0.0;3.006329283911648e-13;0.005370641014472491;0.05372734036362223;1.594900431018574e-07;4.9912012303926384e-09;3.383020719285711e-06;7.2521642042455455e-06;0.002074686090628558;0.26345402395440704;2.0895129861310523e-05;0.00015164137421730384;1.7941928745023719;6.468041524110049e-07
1aa3a7558cc8db1a76a3770661632ffb;market activity;ecoinvent-3.9.1-cutoff;GLO;market for bisphenol A epoxy based vinyl ester resin;bisphenol A epoxy based vinyl ester resin;kilogram;1aa3a7558cc8db1a76a3770661632ffb;0.03862403913165075;0.77999792883973;6.087758075949633e-12;0.7260020961852698;0.001520462562893973;3.880267157191425e-05;4.241483970714665e-08;0.02239764640159166;0.0;4.726491863332519e-06;0.0;2.0479204618012363e-06;0.0;0.0018140703943889597;0.0;0.0008329555908536046;1.1015275306425507e-08;-0.06730003937523857;0.00024866803157827955;4.121283691045526e-07;0.17663912422841038;0.00014004584041532847;8.514074973286963;5.645644233604188;2.845876543104324e-05;-5.245850770372457e-08;0.11046897047749457;1.8706413861217114e-06;1.9610575166385414e-14;0.0;3.5801844199413715e-05;3.1201580188864346e-10;3.1795626873295774e-06;0.33528271339783056;0.0;4.917117178246593e-05;0.0;2.8081423913502113e-09;2.155612196460248e-07;0.0;2.724316753694843e-12;2.155612196460248e-07;0.611166878333014;0.0607651733270292;8.410324424780576e-06;0.023880421303852276;1.9864841674681728e-05;9.467173506507641e-16;1.4285049470866547;0.0009978867105137688;0.006261664141905734;0.0;7.304473334395574e-07;0.0031752970062987433;2.3290734148469833e-10;1.0635332017010435e-05;3.4924154581935857e-06;3.191576365740015e-11;1.9590874310148298;0.0;0.0;3.3850560034148896e-11;0.02154787299339197;0.2765871599575548;5.0688966280596e-07;2.0408036774042766e-08;1.333816052115581e-05;2.5473552969654415e-05;0.010331250708860469;0.1897074701529377;0.00010559602098205618;0.0003612210556885363;11.385802110229907;2.4858713795579057e-06
83a1fef8d65979022f9ebc479f91a83e;market activity;ecoinvent-3.9.1-cutoff;GLO;market for stone wool, packed;stone wool, packed;kilogram;83a1fef8d65979022f9ebc479f91a83e;0.002914681290193226;0.22239741666434776;1.2173781588527717e-13;10.945222290008973;0.00014352009478033693;4.194766554164469e-06;8.52668520830339e-10;0.00599571070196737;0.0;2.2352867737411143e-07;0.0;9.967728842796204e-07;0.0;0.0004991140899971761;0.0;0.0030310529765419196;5.228783499594706e-10;-0.009884583323585414;7.704444655765667e-05;1.9329919268656245e-08;0.0693636493439935;4.854550581627615e-05;1.9960301551474497;1.1744088793699587;4.418622614224457e-05;-2.998998533219781e-09;0.32221842898083913;1.35096012978485e-07;5.46467795691435e-15;0.0;6.999870834590705e-06;6.203013041631352e-11;1.8596223863752112e-08;0.07744482542375036;0.0;1.0849260396787443e-05;0.0;5.582712084088588e-10;4.2137443350563194e-08;0.0;5.447857277455158e-14;4.2137443350563194e-08;0.2503639858584751;0.00953727282171788;9.180416409634288e-06;0.13804561148796785;0.000105060548057459;2.6138678814033134e-16;0.7342489968551551;9.623891696035912e-05;0.00042234439828957423;0.0;3.525087076712895e-08;0.002523526538124485;1.8744582093940993e-11;3.947553081037705e-06;1.7110709814739425e-07;4.6319241446350595e-12;0.3063834222113984;0.0;0.0;6.769147514798243e-13;0.011222458680573163;0.07166253823699595;1.2437832196612266e-07;7.503198833668445e-09;7.081932651970082e-05;2.0788383808110956e-05;0.007564355241489386;0.06577764395424646;0.0006898035492791026;0.00012502136898839733;3.943960797107967;8.015675454757329e-07
7122956c7ead2ed4afa9e9321cb27116;market activity;ecoinvent-3.9.1-cutoff;GLO;market for maleic hydrazide;maleic hydrazide;kilogram;7122956c7ead2ed4afa9e9321cb27116;0.02104213917790527;0.9616139350115644;6.9999911170164184e-12;2.7469772475821954;0.00112715338276483;3.3119135874965805e-05;4.8788650601825606e-08;0.041434018034451695;0.0;7.345719465829513e-06;0.0;3.3432460077779533e-06;0.0;0.0017399132380576834;0.0;0.0007083375752932918;1.9637272082344364e-08;-0.12190202882067196;0.0004783722907413427;7.230986384231646e-07;0.30710450095325315;0.009067743443042772;23.429783253968345;6.667958089403417;6.46381129824771e-05;-5.563162441170466e-08;0.19227110532168729;2.0279654474562806e-06;4.190659476432692e-14;0.0;0.00010094260196438492;8.801487223976281e-10;7.993112977694145e-06;1.8703846402997155;0.0;0.00019634131791415268;0.0;7.921338993400089e-09;6.160732084561835e-07;0.0;3.1325477848966832e-12;6.160732084561835e-07;1.3923085684741976;0.050452758074814065;1.6696825848348953e-05;0.04628566986600498;2.3812524477032566e-05;2.0637342176230364e-15;2.582128077383629;0.0008145401208774415;0.006676207178241473;0.0;1.2178089935681327e-06;0.003928121141137431;3.6792243834017883e-10;1.827847056822074e-05;6.164451228755378e-06;9.095762209197832e-11;1.9183296187458843;0.0;0.0;3.892296911094167e-11;0.04213523260443368;0.7712467494393451;1.8090625546434321e-06;3.808125527281257e-08;1.6021890477188902e-05;4.69067425305565e-05;0.0431638459958152;0.3659853235247549;0.00020677246352891873;0.0006980914259000749;23.9676955682001;5.560806853810496e-06
af8a701caab7340a6cc03989a1148924;market activity;ecoinvent-3.9.1-cutoff;GLO;market for solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry;solder, paste, Sn95.5Ag3.9Cu0.6, for electronics industry;kilogram;af8a701caab7340a6cc03989a1148924;0.17675306281355668;5.043368728907796;2.550633994164901e-12;5.032542976087123;0.003125864345759671;9.467479789718712e-05;1.7997713367282355e-08;0.23855408306784878;0.0;2.3950060962296946e-06;0.0;0.0003488314877616612;0.0;0.07299384616751993;0.0;0.002333867296307926;5.960737834916691e-09;-0.18757906666639823;3.74019116018917;2.066302375813067e-07;1.376307659986366;0.001124949721211102;133.22709459181624;21.146912893911207;0.00044476851608994054;-2.7011045497679408e-05;0.6135253497710046;0.0008771518409772237;2.361302007783074e-13;0.0;0.0005030827952203928;4.4989067136553435e-09;7.742783494721976e-07;4.112034617339831;0.0;0.0004617595769423142;0.0;4.0490162936858183e-08;3.0601740407042594e-06;0.0;1.1414275725408677e-12;3.0601740407042594e-06;7.199936456971835;0.5015687152961571;9.6018320894119e-05;0.29377462625418793;0.0037595746336115893;1.2639145723554069e-14;11.711635869252913;0.09544083255160853;1.6709208267495363;0.0;0.07713477680734523;0.020809606346374826;1.3662248011846349e-09;0.0003950790358478683;2.4879794810398645e-06;3.197515750413394e-10;5.4329549361630125;0.0;0.0;1.4182624878888882e-11;0.2658944124608439;4.2453033409644805;5.535163196592307e-06;2.8958095991784873e-07;0.0025294103187443475;0.0002642072601851879;2.2144170276867;2.0155957015141284;0.0009919792961064454;0.0023722280733287416;174.3121210790713;0.00013997862987430605
ce2347e862ef8b9811a7efc3e7cefa81;market activity;ecoinvent-3.9.1-cutoff;GLO;market for gypsum plasterboard;gypsum plasterboard;kilogram;ce2347e862ef8b9811a7efc3e7cefa81;0.0006330170116084695;0.023720035817701643;6.786860169710634e-13;0.06993283181283706;2.7043254484677016e-05;9.370802730376582e-07;4.72930444272419e-09;0.00030772220808588367;0.0;3.60930519917682e-08;0.0;4.250143949232895e-06;0.0;0.000684698139564238;0.0;4.211101066636143e-05;8.551772027331295e-11;-0.0020666848302795457;1.6652364377344004e-05;3.113844264355171e-09;0.008364409704277926;4.817378500984342e-06;0.7273487178719429;0.3976538939236026;0.00016331051872792336;-1.0852339710229183e-09;0.004383255170368741;3.8590756624892574e-08;2.4550159442624755e-15;0.0;2.786197539758034e-06;2.485641239827724e-11;2.9311005093348783e-07;0.03951416520923025;0.0;3.0885055103450855e-06;0.0;2.2370772547409825e-10;1.677960688527094e-08;0.0;3.037170110023262e-13;1.677960688527094e-08;0.05994941311394035;0.006757951499864996;2.499532696443782e-06;0.0008138240252567796;0.0021245038805662773;1.4545993449750313e-16;0.23814511600393984;6.020375906076003e-05;0.00015301593724073684;0.0;5.993166079944802e-09;0.0015828746137936042;2.447099351616005e-11;1.0714195981511786e-06;2.926409775791216e-08;1.6734335893551077e-12;0.14976904656503093;0.0;0.0;3.773786913868562e-12;0.000946879598962424;0.026555312100917633;5.2870100578659546e-08;2.4144774703894708e-09;0.001435390175432383;1.663858358494086e-05;0.0005468678208217368;0.012958316104150654;0.0002841802387993488;2.1063534499612222e-05;2.24995932308366;6.06668305799098e-07
473f34ef4701ff772d1433665472a930;market activity;ecoinvent-3.9.1-cutoff;GLO;market for lentil;lentil;kilogram;473f34ef4701ff772d1433665472a930;0.0025003105560855643;0.02096532813060392;9.355728073166877e-14;0.36343432387250213;5.792057491046061e-05;4.206767986552616e-06;8.606904914039301e-10;0.00143563005714017;0.0;7.668313489743165e-08;0.0;1.5301584712853425e-06;0.0;0.08229927548849476;0.0;9.375535402572716e-05;1.7819888960707823e-10;-0.012500490474499297;7.248271877890973e-05;6.6431733479562776e-09;0.030546918498580974;1.3477305589020781e-05;0.3370527288848769;0.6058864012777698;4.902231809027457e-06;-6.88638202104662e-09;0.013291592675607606;2.4429963104216977e-07;1.8628664790102356e-13;0.0;1.1156274722238419e-06;9.866861041361139e-12;8.722374760933346e-06;0.05185056408979431;0.0;5.180585270082243e-06;0.0;8.880175488578862e-11;6.735664862919006e-09;0.0;4.186757491798958e-14;6.735664862919006e-09;0.019181991183798444;0.005070943307541339;1.1118968017586589e-06;0.001864220150693503;2.0024886079297776e-06;1.1286019401665557e-14;0.08836673949639723;0.0005535719574240322;0.0007968102958631675;0.0;1.3047812174637564e-08;0.0008146161394762115;5.24640333953161e-12;9.395133261766753e-07;5.727362918220968e-08;8.289618648801538e-13;0.20756028358981196;0.0;0.0;5.202188241596739e-13;0.0021840452806229;0.019090029745944006;1.040878398163423e-07;5.5358125536922885e-08;1.3419414608242074e-06;2.324945309594306e-06;0.0006511291203788766;0.021390806913481487;1.0050865986414189e-05;5.8663089584947896e-05;0.4319175951458745;2.674671699922112e-07
b0175530e5a50fe6ccec08a4eea4cabf;market activity;ecoinvent-3.9.1-cutoff;GLO;market for sodium ethyl xanthate;sodium ethyl xanthate;kilogram;b0175530e5a50fe6ccec08a4eea4cabf;1.061622277220378;0.3357732064411876;6.336148926180972e-13;0.46318156289967427;0.0021010991664828197;0.0001779929462357072;4.444292654102753e-09;0.011223359125684541;0.0;2.534878910779029e-06;0.0;9.944048364803197e-07;0.0;0.0026797549013142653;0.0;0.0010924600097687732;5.925075496423329e-09;-0.037766615433402734;0.00015835343475571281;2.2161926504205532e-07;0.11040021652539753;0.00012660716840123858;5.730882227838212;3.598103204658332;1.9531692860932625e-05;-2.1145626636930312e-08;0.10395095994317013;7.413206066890129e-07;3.024878285508822e-14;0.0;2.2093221315641378e-05;1.941124955582673e-10;5.198107387696273e-08;0.27612248997346284;0.0;3.384801704302758e-05;0.0;1.747012568493218e-09;1.3462070555231113e-07;0.0;2.83547349584976e-13;1.3462070555231113e-07;0.8051964392139567;1.0714003764159983;4.4921396341289855e-06;0.013552107567439882;9.134933917981953e-06;1.7040236733849713e-15;0.7743920052375871;0.00022595304385276605;0.0022310901551979593;0.0;3.782289237850672e-07;0.0014113531071739819;6.149283600034405e-11;1.1405708431204638e-05;1.8838821302835121e-06;1.6671531113597583e-11;0.792053891502958;0.0;0.0;3.5231720271265846e-12;0.012699858771619133;0.18392099691661215;4.1679132319338207e-07;1.840445823046961e-08;6.1497628001337725e-06;2.7511701824756217e-05;0.03436193812903346;0.1473461406790775;4.8674981850628994e-05;0.00022132480733041504;8.275971071748781;1.5913636242595543e-06
106606494845f6929e1c94c1fb7de7ba;market activity;ecoinvent-3.9.1-cutoff;RoW;market for ethylene dichloride;ethylene dichloride;kilogram;106606494845f6929e1c94c1fb7de7ba;0.006230402354813885;0.2411049665116875;8.730670267792097e-14;0.20732651522652942;0.0008122702231383197;1.5420059988250625e-05;6.120242179616232e-10;0.00842156941445375;0.0;1.8881306017447236e-06;0.0;6.015247777856155e-07;0.0;0.001513224766887828;0.0;0.00042537844429386924;4.40866335913474e-09;-0.02588058755938138;8.40170484458825e-05;1.6516411506248343e-07;0.07731410865590299;0.0001547978719159886;4.2239244328109695;1.466419331880968;1.2457597127572568e-05;-1.2105136801715652e-08;0.04397758162887497;4.4042555688771976e-07;5.17129500836274e-15;0.0;1.2530648472582595e-05;1.1159325618505263e-10;9.812698772080292e-06;0.054574850084852536;0.0;1.3353866042258766e-05;0.0;1.0043393680230662e-09;8.00262310282545e-08;0.0;3.9070395020291095e-14;8.00262310282545e-08;0.14179123018715495;0.013410317070130736;3.0913742455468743e-06;0.009508240070079341;4.609578047667005e-06;2.1530523536553636e-16;0.4811679299259685;9.959262442772288e-05;0.0014178354472666808;0.0;2.8048831899468e-07;0.001232615282656308;3.804138666620941e-11;3.3828733578102345e-06;1.4057905939805254e-06;6.027932428499187e-12;0.39450136975283334;0.0;0.0;4.854629148385697e-13;0.00860857687422123;0.12511996022757949;1.2230876130367713e-07;6.000176781745549e-09;3.100793381865049e-06;7.662732418137922e-06;0.01100756705709635;0.0616199652010082;3.251659372324908e-05;0.00012854547417538714;4.163761967459025;9.839235355908745e-07
