;activity type;database;location;name;reference product;unit;code;Hazardous (kg);natural resources;Gallium;Coke;Fluorspar;Rare earth;Indium;Copper;Europium;Tantalum;Vanadium;Latex;Scandium;Phosphate rock;Carbondioxide (kg);Titanium;Palladium;Nickel;Tin;Gold;Recycling (kg);Hydrogen;Electricity;Total (kg);Borates;Antimony;Cement;Strontium;Zirconium;Erbium;Uranium;Landfill (m3);Lithium;Petroleum;Tungsten;Platinum;Dysprosium;Incineration (m3);Hazardous (m3);Gadolinium;Selenium;Radioactive (m3);Natural gas;Incineration (kg);Graphite;Bauxite;Composting (kg);Cerium;Coal(black);Lead;Zinc;Digestion (m3);Silver;Openburning (kg);Cadmium;human health;Helium;Rhodium;Landfill (kg);Holmium;Beryllium;Tellurium;Aluminium;Coal(brown);Cobalt;ecosystem quality;Digestion (kg);Vegetable oil;Total (m3);Sand;Silicon;Magnesium;Water;Chromium
394fee340efc79ca725bbf0364fabe2d;market activity;ecoinvent-3.9.1-cutoff;GLO;market for peanut;peanut;kilogram;394fee340efc79ca725bbf0364fabe2d;0.0024626515808021223;0.05352319783017424;2.4922428283618175e-13;0.6181305840660402;0.00013203978065150438;4.54962384345344e-06;1.8327609003672213e-09;0.002821658905412883;0.0;3.2019869463426414e-07;0.0;1.3272198463792007e-06;0.0;0.20248216565561683;0.0;0.00011654616121174162;7.357778528794633e-10;-0.010678909740400347;6.185201621689484e-05;2.757717167379208e-08;0.0420854871639857;1.80547265756189e-05;0.7318209527669151;0.7789109776803165;0.00018566501185111778;-1.2212603437293826e-08;0.019523191956114565;4.205307398242902e-07;8.68592233291279e-14;0.0;1.9806375893547544e-06;1.7659752222420332e-11;6.8440188158443514e-06;0.12347583758598733;0.0;1.7294047784306223e-05;0.0;1.5893777986993875e-10;1.2036667449890668e-08;0.0;1.1152970940821838e-13;1.2036667449890668e-08;0.10466178608810739;0.006292969463409562;1.7869265769513843e-06;0.004063662978917899;3.07181259898796e-06;5.238935325491747e-15;0.17123944018591614;0.0004586288967866435;0.0011216654321680238;0.0;5.715733558463371e-08;0.0011832123436137452;1.233095212569626e-11;4.05377275919387e-06;2.3463688619754745e-07;1.3432162110180191e-12;0.243368206426256;0.0;0.0;1.385794481788417e-12;0.003996213101557962;0.024704254367136438;1.786674708613674e-07;5.4680422833331137e-08;2.063793831371089e-06;1.1491936740151715e-05;0.0009158403276314271;0.040238615882881856;2.342064861824327e-05;6.484738658750198e-05;1.6451924645169966;4.3017450654777333e-07
25732b5e2ffc14ebb8ed8eee500862b6;market activity;ecoinvent-3.9.1-cutoff;GLO;market for barium oxide;barium oxide;kilogram;25732b5e2ffc14ebb8ed8eee500862b6;0.004253676462060806;0.14913459600670614;2.1005585939317089e-13;14.753207757704255;0.00034054369508517736;9.552385172459016e-06;1.4728687522645607e-09;0.01364147996781252;0.0;2.6904482484644703e-06;0.0;1.1742453109150346e-06;0.0;0.0007365107662389044;0.0;0.00028241770963789703;6.289031496784989e-09;-0.04159245761592313;0.00017634303855801822;2.35214760025594e-07;0.13809613552256053;2.268485645722885e-05;6.901786974684815;2.9061477889525653;2.1019404432929844e-05;-1.6072745037605714e-08;0.07862933877715765;5.721042458514656e-07;1.1513637692087822e-14;0.0;2.5971309595001974e-05;2.2969375755461144e-10;2.6993862870046143e-08;0.2081330308347188;0.0;3.028727722543193e-05;0.0;2.067243946342895e-09;1.5597070170294196e-07;0.0;9.400155029441232e-14;1.5597070170294196e-07;0.42869365551040894;0.015423378605297794;5.6835326150238475e-06;0.01673521585493757;1.0405908774593766e-05;5.378203530690381e-16;1.2415746633966172;0.0002556490682474527;0.0019942803734083613;0.0;4.000041147481793e-07;0.0015907377387387011;5.881225124388938e-11;1.8555072354129406e-05;2.003280038107216e-06;1.7573067452835445e-11;0.8741221030768606;0.0;0.0;1.1680011574382574e-12;0.014832030413178593;0.22297279546450738;3.24020290144809e-07;1.2844983927404229e-08;7.0064071083617605e-06;1.4832692652950629e-05;0.002908661460876149;0.1546587617191575;5.9368927909577834e-05;0.0002393398404973684;8.812786430330219;1.4787912865603433e-06
5237d7457f053de443e9eeb238345177;market activity;ecoinvent-3.9.1-cutoff;GLO;market for horn meal;horn meal;kilogram;5237d7457f053de443e9eeb238345177;0.00017496726766705106;0.008712063718987412;2.172378047822892e-12;0.016950233056177134;7.7314334382386e-06;2.562714686017902e-07;1.5129461322453612e-08;0.00014894930311812365;0.0;5.729266121746405e-09;0.0;1.1014746290448139e-07;0.0;1.3037538436212919e-05;0.0;5.697957615360738e-06;5.867215423241091e-12;-0.00031222358178801895;4.017317332476584e-06;2.159514169562708e-10;0.011357923772213304;1.1778620650122427e-06;0.2605916344689625;0.12217287465737323;4.7168915329152667e-07;-1.121352057932639e-09;0.002613202323926958;3.9385179936171914e-08;2.5400251270170377e-16;0.0;6.743182935406033e-07;5.984474676397206e-12;8.436419438231332e-10;0.003409388375710373;0.0;3.7662725745024233e-07;0.0;5.386027543166075e-11;4.0585872386991305e-09;0.0;9.721552396149716e-13;4.0585872386991305e-09;0.050402047065496475;0.0008800623580577675;2.084272838080144e-07;0.00029272656442047324;5.516794975010897e-07;1.3669837939407128e-17;0.016585859830909475;2.894667961474459e-05;0.00020920535017718972;0.0;7.304116047419117e-09;0.0001222114188464086;6.259795064705985e-11;1.498435470550595e-07;2.830790862955097e-09;4.3663338756621743e-13;0.028872573290943178;0.0;0.0;1.2079358707634751e-11;0.00025933639900085665;0.005747135505301337;6.324593158248387e-09;3.2950862599423455e-10;3.715231240914046e-07;2.958595665242693e-07;7.887756602773695e-05;0.009581514453281426;5.980537194495989e-06;3.51294123476229e-06;0.33758947653966354;3.480690762327067e-08
20c34a745da0dfde20ce5120bcf7dd03;market activity;ecoinvent-3.9.1-cutoff;GLO;market for graphic paper, 100% recycled;graphic paper, 100% recycled;kilogram;20c34a745da0dfde20ce5120bcf7dd03;0.002513292741156103;0.07386382389507007;7.582298274361904e-12;0.14572545315135443;0.0009269999452891748;1.876281803827735e-05;5.286726729695179e-08;0.0012562543761621163;0.0;1.3807069617758567e-07;0.0;0.007420404282026149;0.0;0.0067311937973251815;0.0;0.0004938340325960429;3.4221618716560237e-10;-0.005087248056370156;3.492645423769843e-05;1.1985521573283412e-08;0.02255714966639647;0.0014841696823833504;4.681270379270348;0.8821827829072029;1.1727412252293932e-05;-7.1278358188793205e-09;0.01217062209923989;2.7070308860454556e-07;5.490366354645506e-14;0.0;2.040895739241982e-05;1.776960333366607e-10;3.579589618137098e-06;0.08399575682603182;0.0;7.855334908820647e-06;0.0;1.5992643993253447e-09;1.213079163143452e-07;0.0;3.3931345435623904e-12;1.213079163143452e-07;0.1949611230094922;0.03813353073985485;7.973582934949456e-07;0.0024728944806287965;0.02775626255728436;3.317084188421385e-15;0.3863662473531485;0.00010159483421498705;0.0007618827863813693;0.0;2.191644381939182e-08;0.0067540500856215924;2.474341774811146e-10;3.1993937538770907e-06;1.203622244309248e-07;1.836090249141036e-11;0.22565803808835505;0.0;0.0;4.216084800529362e-11;0.0025810426409887347;0.15562451901035979;1.3058338110124932e-07;9.069145670536285e-09;0.018753188280097078;0.00011272294286185529;0.0689725911764103;0.03864886563642983;8.910201827849227e-06;0.00010444657786205893;5.172206155937834;7.853369217946169e-07
c3f8dcd117ff5691f137f0957f08e412;market activity;ecoinvent-3.9.1-cutoff;GLO;market for strontium sulfate, 90% SrSO4;strontium sulfate, 90% SrSO4;kilogram;c3f8dcd117ff5691f137f0957f08e412;0.002141924029725222;0.07702129166256319;1.0721666253853134e-13;0.2920321066937588;8.650446706731546e-05;3.414670571088215e-06;7.585252150091168e-10;0.0021795602572708423;0.0;1.1570973532321688e-07;0.0;2.6240922965484232e-05;0.0;0.005098391098257097;0.0;8.937319341975554e-05;2.837869667236614e-10;-0.013062134850100975;8.028774172047042e-05;1.0044717477264495e-08;0.09657131509339092;1.3491616310559843e-05;6.874816959195565;1.3333764050572845;2.7950121653831386e-05;-2.4871586420985205e-09;0.04794292386831682;8.878736578203783e-08;1.0944603283683064e-14;0.0;3.879948166347847e-05;3.3343984064371516e-10;2.44626749133926e-08;0.08509192591475476;0.0;8.164773403655136e-06;0.0;3.000958752117471e-09;2.244728382096798e-07;0.0;4.7980249278124543e-14;2.244728382096798e-07;0.19750056101482205;0.00858972801831524;5.1831458061048744e-06;0.015684408155073985;0.0001275872294002662;6.384680280410461e-16;0.46716586858528547;9.380731079947108e-05;0.00027019970367537317;0.0;1.7715505169141404e-08;0.0012507722340964161;3.256011309901705e-11;3.6442583719196345e-06;1.0157253453249957e-07;1.2817947108196127e-11;0.35406512031954956;0.0;0.0;5.961708771345178e-13;0.014180678426173801;0.12900167140557806;1.3841775453778339e-07;1.3959436843317076e-08;8.619210777296813e-05;7.3828042204243935e-06;1.368753811122632;0.10449889240389518;5.195763153397518e-05;0.00010354456749279975;8.201099250323306;1.5782529065746552e-06
f59843618426b3f1f953bf36984b49f2;market activity;ecoinvent-3.9.1-cutoff;RoW;market for chloromethyl methyl ether;chloromethyl methyl ether;kilogram;f59843618426b3f1f953bf36984b49f2;0.005532127296533821;0.29981272195419467;1.2665387356468107e-13;0.5067385184995322;0.0005394864571416234;1.591167585875342e-05;8.875150237944828e-10;0.011764427909687281;0.0;2.241738239597911e-06;0.0;7.267106306049585e-07;0.0;0.0006764699451885065;0.0;0.00030084148706409087;5.247025920743006e-09;-0.03601486574771647;0.00016504494737941405;1.9650917912490289e-07;0.09275724466597618;0.011045601425637644;4.426540686562046;1.9699919094722333;1.4518871981833262e-05;-3.276161228168965e-08;0.05721039110790276;1.170170426150406e-06;6.8629843945755496e-15;0.0;1.3662909362748282e-05;1.2179814611397793e-10;2.5545101223534126e-06;0.10697834971684349;0.0;2.3693035861246042e-05;0.0;1.0961833830858206e-09;8.492943284207287e-08;0.0;5.667854493688813e-14;8.492943284207287e-08;1.5645409618934987;0.013161048965539275;4.2041016653012936e-06;0.012308677969636982;7.327848787576694e-06;2.9427165680158303e-16;0.4784702777797817;0.0005662038074142001;0.0034927621783188835;0.0;3.353075899073224e-07;0.0011984249139711726;4.1749110155329036e-11;4.306794424549583e-06;1.6701227466127208e-06;7.1266475005979376e-12;0.5722667935217497;0.0;0.0;7.042501520545332e-13;0.010803720889907128;0.13240193104475412;2.0695551567053204e-07;7.536247805796159e-09;4.933377245885909e-06;8.96594889707953e-06;0.007651009973734366;0.19721496944170705;4.145845799520663e-05;0.00022110267263743543;6.987588314934429;1.1352350899097442e-06
2beeaaafe05a7a5fe8fb8735deaef235;market activity;ecoinvent-3.9.1-cutoff;GLO;market for sodium perborate, monohydrate, powder;sodium perborate, monohydrate, powder;kilogram;2beeaaafe05a7a5fe8fb8735deaef235;0.00046328669517739225;0.40113722767798743;1.5479488681900751e-13;0.044800763213125955;2.4059113950633795e-05;8.003776965489988e-07;1.0788582184463179e-09;0.0002477872177750919;0.0;3.007821742275905e-08;0.0;2.9097172187963302e-08;0.0;7.687356921217659e-05;0.0;2.723920281671291e-05;6.954907360297659e-11;-0.0009241164663090456;1.1286835469880515e-05;2.579249050709603e-09;0.0008813085292485324;1.423075152550168e-06;0.0803179706759727;0.5819251479697233;4.980185526442683e-07;-2.905611440235808e-10;0.002540557393542249;1.1634454296381944e-08;7.700436883103065e-16;0.0;2.864893914316878e-07;2.545168048944891e-12;8.113688468461712e-09;0.048757993973774394;0.0;4.815444464261381e-06;0.0;2.2906513862727522e-11;1.7326408054993895e-09;0.0;6.927185645128252e-14;1.7326408054993895e-09;0.003787895058905019;0.0005631013449145436;2.367785325259974e-07;0.0005134910084001516;1.7176580515948245e-06;4.3819360992069947e-17;0.011028407890096707;0.00011833635473564197;3.37740390911843e-05;0.0;5.124837411671663e-09;3.490992259847414e-05;4.958186845080191e-12;1.0449561233378467e-05;2.1992477246373604e-08;2.310959655047447e-13;0.2871202349306659;0.0;0.0;8.607263205722451e-13;0.0005293757285791164;0.002400422179926321;7.412691405410438e-08;1.96149230111304e-08;1.1576735658105683e-06;1.5166513311857414e-07;0.00017218388850402297;0.006188090352666698;3.058470702376249e-06;1.3622814485673407e-05;0.09500074421831087;1.568471646175468e-06
80943a16f85ea8c50e6a4a11572952b4;market activity;ecoinvent-3.9.1-cutoff;GLO;market for lactic acid;lactic acid;kilogram;80943a16f85ea8c50e6a4a11572952b4;0.02263767667854219;0.6190978019042809;1.4620868160057282e-12;0.8859280233118815;0.0014607134831878918;3.3637153325236185e-05;1.0198120531273107e-08;0.01817245834352134;0.0;3.900298779902295e-06;0.0;1.341228683985834e-06;0.0;0.0014900477125214383;0.0;0.0007548427206661236;9.139656197735776e-09;-0.0553770066697448;0.00019299572698733034;3.4161312216657125e-07;0.1466680174513827;0.01384994775469484;7.88986515583982;7.757245382981013;2.4539566077436567e-05;-3.969612615056476e-08;0.0933291797226446;1.4149708088623757e-06;1.720157235354249e-14;0.0;3.53827823402228e-05;3.07631011448281e-10;2.167638587966562e-06;0.20221813341185674;0.0;4.171745319198213e-05;0.0;2.768679274936757e-09;2.1278318094428416e-07;0.0;6.542946612705902e-13;2.1278318094428416e-07;0.5516512387287364;0.04386698038277792;6.618154650753498e-06;0.019610694310129365;1.0184140486732083e-05;8.436010168139268e-16;0.9850722294759338;0.0005669038258044898;0.004693407510022146;0.0;5.839078304167264e-07;0.005553466847438871;9.84513736949645e-11;9.283760751561453e-06;2.8979969536354343e-06;3.262709539309261e-11;3.1446881111927176;0.0;0.0;8.129833170582943e-12;0.01771958213901781;0.26545534686451033;3.3548007413479993e-07;1.8731348129774357e-08;6.847221484122815e-06;2.320878010242505e-05;0.009756260867883277;0.15274744231356718;7.064955372733506e-05;0.00030346571249294105;11.367555661617471;2.0072146189515885e-06
50f85c1ecc6d9c078cd9fbc1424333c2;market activity;ecoinvent-3.9.1-cutoff;GLO;market for transformer, low voltage use;transformer, low voltage use;kilogram;50f85c1ecc6d9c078cd9fbc1424333c2;0.058025808088746154;0.5330248345471547;7.999041334072644e-13;1.4327940879620067;0.005195474962140493;9.7512624327092e-05;7.1826116874554445e-09;2.0928020586011895;0.0;1.7176690559306924e-06;0.0;5.892291577888345e-05;0.0;0.015720436382133995;0.0;0.0033819473657942223;4.079370582454924e-09;-0.7972885278841613;0.0019308076728046342;1.5005093080806685e-07;0.4129963746970723;0.0003894984125792755;17.643377060148666;11.978034985448703;4.8702266449278666e-05;-9.094288109352223e-08;0.7485397412200567;5.2166059342916604e-06;1.841174648262671e-12;0.0;6.687366085574924e-05;6.040048249287364e-10;7.399857614522568e-07;0.5025260436617283;0.0;0.0009988010533392823;0.0;5.436043761872632e-09;4.1880733038162564e-07;0.0;3.5796301443060476e-13;4.1880733038162564e-07;0.7582034274883442;0.0625675608861098;2.1137215345983495e-05;0.07052201277248082;0.00031328163415182003;8.698534058676019e-14;2.2121957322033383;0.0006482774343288882;0.19591726436607312;0.0;2.616044144527631e-07;0.015065654344519744;3.1401956381669657e-10;0.0001423122784678669;1.427012222034631e-06;5.0048365687958455e-11;4.052548122606975;0.0;0.0;4.447811912309387e-12;0.06073105240737724;0.6427308695024743;8.074644808698893e-07;8.730029147723684e-08;0.0002107383536841551;4.220909448742885e-05;0.04785729286937486;0.665072911150062;0.00021360066231056825;0.0018669298617912688;22.23246703539588;6.789901251293677e-06
bad56a905eb6f8bed4e273051a455157;market activity;ecoinvent-3.9.1-cutoff;RoW;market for compressed air, 700 kPa gauge;compressed air, 700 kPa gauge;cubic meter;bad56a905eb6f8bed4e273051a455157;0.00013965590993225032;0.005929001153014845;1.4013500486277392e-15;0.017551055086288618;7.2160194571192095e-06;2.539515959870236e-07;1.0108485988051875e-11;0.0006782617769217336;0.0;1.3135452177446666e-08;0.0;4.438346997663164e-07;0.0;1.7088913384316345e-05;0.0;6.548420747015093e-06;7.93547751325096e-12;-0.0008105373463005848;5.691004142390407e-06;3.2014107371276906e-10;0.0018712218163328745;1.0213093890967512e-06;1.026383560800276;0.04556847889242362;1.7902793358354643e-06;-1.6675842046810122e-10;0.0012019186800500798;7.2170740443306875e-09;4.4224604592455687e-16;0.0;1.8535394507647374e-06;1.6654368022216653e-11;5.544780617732952e-10;0.0041693878306561395;0.0;6.247163151330148e-07;0.0;1.4988932150630342e-10;1.1291028708130043e-08;0.0;6.271145087631339e-16;1.1291028708130043e-08;0.021382121221509242;0.00020128057376404363;5.28272574821133e-07;0.0003808765244434964;3.7920745351181785e-07;1.8834230245890168e-17;0.06946430240168287;9.12150024388205e-05;1.63751176464346e-05;0.0;2.5478638657193372e-08;2.0149788144656946e-05;6.140509629468263e-12;3.508746046500371e-07;7.034112599374114e-09;5.989069460074515e-13;0.01574950348863874;0.0;0.0;7.79211055336346e-15;0.0003802775632719329;0.020097137975410587;7.38358936995136e-09;5.668869966049228e-10;2.56048039190041e-07;5.352795940406273e-07;0.00012659363733311747;0.004057656564079198;1.958126800556811e-05;1.0012050110111632e-05;0.6399106145757711;7.179997122044683e-08
3f5f75acfb9c96fd5fd2136e8a37ad39;market activity;ecoinvent-3.9.1-cutoff;GLO;market for power distribution unit, for electric passenger car;power distribution unit, for electric passenger car;kilogram;3f5f75acfb9c96fd5fd2136e8a37ad39;0.9966916464561789;3.0566299922900564;2.795201970793375e-12;7.9719761764577;0.022046190009572177;0.0004338861514024526;2.214466812535292e-08;2.0946927827431563;0.0;4.240716264230788e-06;0.0;0.00016952335004963482;0.0;0.08656841534939802;0.0;0.00841784637365197;4.66406058510563e-05;-0.7402409359654716;0.01947418994339976;0.0006918274695634325;1.343601488452184;0.011422456535168376;235.324820710492;24.7283143206026;0.007479403695381089;-5.483812972771846e-06;0.8178519139203106;0.00018263304895836733;2.786106757457634e-12;0.0;0.0007850589245035002;6.978390135682173e-09;1.1581925214602337e-06;2.9078896006839807;0.0;0.04357119558654415;0.0;6.2805515120619e-08;4.754023890210397e-06;0.0;1.2508735504929576e-12;4.754023890210397e-06;8.310478232312526;1.072711309455765;0.0018105589035047284;4.80428552383531;0.0008228958987932186;1.44520421680005e-13;24.377358271858128;0.010771454583611357;0.39489239948217797;0.0;0.0010810209643276625;0.024825642130863884;2.064837793749395e-09;0.0002995165650587821;0.005751985200791616;4.990040717421399e-10;6.788891822180512;0.0;0.0;1.5542528290293915e-11;4.315726279822796;7.235037109143719;3.951954887219232e-06;3.554960330041426e-07;0.0005556903754682421;0.00027472816830891603;0.4461555183202164;2.2417003117018317;0.025867179761712062;0.004017232828053085;706.5527568507141;0.0009798395150557755
397615e871d2b0f4e7b09945fc07c4b4;market activity;ecoinvent-3.9.1-cutoff;RoW;market for wood chips, dry, measured as dry mass;wood chips, dry, measured as dry mass;kilogram;397615e871d2b0f4e7b09945fc07c4b4;0.0005903345088025332;0.01261455837244559;1.4105522722862242e-14;0.11455872354509194;1.7938573807346547e-05;5.998282483795918e-07;9.979719141002966e-11;0.00029942601511954124;0.0;5.911197723866346e-08;0.0;5.6682342037799e-08;0.0;6.917730036169604e-05;0.0;2.507343950055907e-05;1.374900190619725e-10;-0.0016812350128968215;1.185243048231377e-05;5.073538473850512e-09;0.0056185197789574755;4.899779663002986e-06;0.5568896424321721;0.19686532165567755;1.4381852330553453e-06;-7.826647841066224e-10;0.0028761899539487424;2.7784857519978086e-08;1.446306292307418e-15;0.0;1.5192426215698477e-06;1.3622437469512283e-11;5.859167952309494e-09;0.01840819006008773;0.0;2.726870076035225e-06;0.0;1.2260194483774082e-10;9.24114912138012e-09;0.0;6.3123257189427494e-15;9.24114912138012e-09;0.03964384707132122;0.0011574914002014124;4.0698380454700444e-07;0.000800205738288474;1.4879377665731654e-05;8.426277769120166e-17;0.07049077241053495;2.762493780550171e-05;0.00011090883505912488;0.0;8.876644892777709e-09;0.00016381299466855425;5.164102081440099e-12;7.273980835527824e-07;4.533343017198957e-08;5.784577155983534e-13;0.07634017538408006;0.0;0.0;7.843278885040409e-14;0.0010552018776199643;0.016123002748681364;3.5080271223566926e-08;5.0194424923872556e-09;9.735942868252685e-06;0.00020951209659573848;0.0004063723761380943;0.008112045510650857;4.209918133989171e-06;1.7084190475543e-05;0.7662818517663531;7.880705141455698e-08
7f079223063a6b92b8bb524aaa67e4bb;market activity;ecoinvent-3.9.1-cutoff;GLO;market for battery cell, Li-ion, LiMn2O4;battery cell, Li-ion, LiMn2O4;kilogram;7f079223063a6b92b8bb524aaa67e4bb;0.024575305129882943;1.34085002929147;1.2333237175076203e-12;1.1863723299656355;0.32804968701986026;0.005611593178567342;8.636833913555457e-09;0.030053283346089116;0.0;4.398897273458456e-06;0.0;0.022518694271130846;0.0;0.31652008049395225;0.0;0.000837731712573083;1.0322687553835664e-08;-0.07806298745308451;0.00035496019234162513;3.843013429656809e-07;0.24979319926141852;0.0008034832926420189;31.574770210265115;9.404493186140684;7.727549357661959e-05;-8.749736939643866e-08;0.13340324050366004;3.133834330809796e-06;4.730044323690922e-14;0.0;9.831011650240906e-05;8.654145852706734e-10;0.6922195988385051;1.836902730241035;0.0;5.009706212043433e-05;0.0;7.788731751024156e-09;5.893330417508649e-07;0.0;5.519214831497968e-13;5.893330417508649e-07;1.4608783460524608;0.11526538720644086;0.0003676887589805343;1.1491710029198745;0.00011788480572095794;2.5651997435986458e-15;3.7164299471338444;0.0016510880191760724;0.009662242810621082;0.0;6.607244867109435e-07;0.0079160886005684;2.3119282944440253e-10;2.7475447148076138e-05;3.3376289028820205e-06;6.533893009660515e-11;3.609162334689074;0.0;0.0;6.8578116968813655e-12;1.0410261391987086;0.9116335095239751;5.671552608634566e-07;4.3724850055537947e-08;7.807868100146329e-05;4.8292039767375276e-05;0.041921453656085336;0.32175193437309635;0.0036822984338188685;0.0008835918528605831;41.8526493755153;2.134260791935804e-05
e56e73e2509e29d118cff4d782cc563a;market activity;ecoinvent-3.9.1-cutoff;GLO;market for powertrain, for electric passenger car;powertrain, for electric passenger car;kilogram;e56e73e2509e29d118cff4d782cc563a;0.3911391988978917;11.029691387956479;2.2728227131828194e-12;13.024035887268825;0.006886544662448745;0.01850614226262788;3.081207130240529e-08;1.1823461418862768;0.0;2.1264381117329223e-06;0.0;5.425113402370931e-05;0.0;0.03678095268174941;0.0;0.003139775235922613;4.681813266111856e-06;-1.4323829813118991;0.009950590584402499;0.00011654165576577685;0.5906860126989821;0.0036641597386932877;70.0600163140069;12.560967391953826;0.014136921154734009;-1.3461354647883486e-06;0.5455260663344194;4.560071078879272e-05;1.3556595375506688e-11;0.0;0.00021122533143426436;1.1894070445479596e-08;5.806161471067063e-07;1.2615221157858219;0.0;0.005417896150263047;0.0;1.0704664065564629e-07;5.269131372084326e-06;0.0;1.0171049700818363e-12;5.269131372084326e-06;2.5475292007259736;0.46789324708234825;0.0009485845932058491;2.8015642898063833;0.00027815144609857683;8.086194162731334e-13;10.569180496037315;0.0031042319515992975;0.10542910021471472;0.0;0.00016385548502193746;0.012730293456939854;6.350263169915662e-10;0.00011379774892599576;0.0009690961277049747;1.3790746957138816e-10;3.7302972168884545;0.0;0.0;1.2637874360270281e-11;2.521987242160262;2.684954443563727;4.489840228663725e-06;1.313757532530654e-07;0.0001877228769869641;0.00010470092699192025;0.20052205891716307;0.9306348456662913;0.011063857742477569;0.009795318091393916;172.1948316470143;0.00017609059048586935
68100fb44f8ad49379f1607967f495e0;market activity;ecoinvent-3.9.1-cutoff;GLO;market for banana;banana;kilogram;68100fb44f8ad49379f1607967f495e0;0.0011540559862112353;0.02356644448658915;1.3258118175360365e-13;0.09399605394726974;5.451034502965939e-05;1.6063615761094398e-06;9.431718553521271e-10;0.0007987026945134754;0.0;1.0440795347457948e-07;0.0;3.787298324384803e-07;0.0;0.007350154215216026;0.0;5.097173151693406e-05;2.396522332453115e-10;-0.0033005251987577233;2.1481244141996248e-05;8.958126985399604e-09;0.007492958975444574;5.245631780468659e-06;0.3476755442654599;2.107834701600653;1.7911512935159764e-06;-2.9084851469552584e-09;0.007453120374542932;1.0091363169890709e-07;1.7789298585120303e-14;0.0;8.84863233058821e-07;8.07625400794973e-12;3.7770920160448327e-06;0.07406164263104227;0.0;7.15371999644125e-06;0.0;7.268629058450627e-11;5.512529888679847e-09;0.0;5.93310591797236e-14;5.512529888679847e-09;0.019496333808448525;0.1603813572660358;7.765203038137198e-07;0.00183976184503888;0.1709924844186026;1.0701666780843146e-15;0.04540169171540903;0.00015645203722737975;0.0003194976232828153;0.0;2.2055571391580077e-08;0.024481313173229036;6.889397252599938e-12;1.2078171679674379e-06;7.715900035674661e-08;5.814957509608273e-13;0.3763894836031464;0.0;0.0;7.372085415284327e-13;0.0017490582715930236;0.014803106686289947;9.236047850988797e-08;3.8775381606213755e-09;0.11552904755617548;7.104919641855551e-07;0.0006619025950474868;0.014103680743638596;1.2008519563790462e-05;3.805880494199912e-05;1.1396218337984436;9.55640319863537e-07
00dda7e95d471e3da6295521c7be8681;market activity;ecoinvent-3.9.1-cutoff;GLO;market for flax plant, harvested;flax plant, harvested;kilogram;00dda7e95d471e3da6295521c7be8681;0.0003161203498654068;0.006979691898488348;6.730942516787954e-14;0.06902878161605534;2.952285659794949e-05;8.268258098706599e-07;4.783050878266374e-10;0.00045020161909895614;0.0;6.00109544786666e-08;0.0;1.461288326335475e-07;0.0;0.03331679372071471;0.0;1.726989746070606e-05;1.3659884537930576e-10;-0.0019852387476741464;8.646517111436855e-06;5.122653627554181e-09;0.0036913312138456868;9.996443507553942e-06;0.14918509748740943;1.3051339702274773;1.4983975532347188e-06;-3.5882785467404947e-09;0.0021476511318839313;1.2072047826186603e-07;8.566168961629303e-15;0.0;3.95393735784829e-07;3.570026397391171e-12;2.291690329607678e-06;0.013030125493666972;0.0;2.1103826964158683e-06;0.0;3.213023957142829e-11;2.4358182231847412e-09;0.0;3.012146546868502e-14;2.4358182231847412e-09;0.016977853678561167;0.0595736947928672;2.011910753548839e-07;0.00039161259082290433;4.439998514211091e-07;5.147718752024588e-16;0.02541259606143665;4.2916966896345765e-05;0.0002989396091642353;0.0;1.1532032044393662e-08;0.07141482198834549;3.138334787134653e-12;6.024675304535359e-07;4.376098610528824e-08;2.659311406859272e-13;0.2920725077969326;0.0;0.0;3.742694287591152e-13;0.0003658493069598367;0.005562630059235631;1.8538301105546324e-08;1.6897890939929266e-09;2.9810684901572333e-07;4.0647773969615634e-07;0.00016268217234572258;0.004605776888898523;3.5376734758746874e-06;1.1728722216563004e-05;0.4300241659084615;9.524230670076442e-08
