activity type;database;name;production amount;code;unit;reference product;location;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for latex;;a23ff5a5512f239248b86d5706a7c4e4;kilogram;latex;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for C3 hydrocarbon mixture;;14f38952361f9a77c5d86fed4c3a0b52;kilogram;C3 hydrocarbon mixture;GLO;19200;Manufacture of refined petroleum products;33420;Ethylene, propylene, butylene, butadiene and other petroleum gases or gaseous hydrocarbons, except natural gas;OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for battery, Li-sulfur, Li-S;1.0;5cd726c7c3394f6c9737d75bd555addd;kilogram;battery, Li-S;GLO;-1;missing;-1;missing;;
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for magnesium, for reuse in titanium sponge production;;0359b9f53c1748fac3950af176ff31bf;kilogram;magnesium, for reuse in titanium sponge production;RoW;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for millet;;e6b790ff49c932d4eedf89beb4ed1556;kilogram;millet;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1180;Millet;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for copper, anode;;6d673652ae29f74dc59fb0fc229bf6db;kilogram;copper, anode;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41412;"Unrefined copper; copper anodes for electrolytic refining";MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for mandarin, processing grade;;071c1d06be86bcac5ce6df770846da52;kilogram;mandarin, processing grade;GLO;1230;Growing of citrus fruits;1324;Tangerines, mandarins, clementines;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for pendimethalin;;cb83827bac85512b36c595a45f6ec799;kilogram;pendimethalin;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for argon, crude, liquid;;2dd3813517a48db8298b10acb4ad4114;kilogram;argon, crude, liquid;GLO;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for methylene diphenyl diisocyanate;;c15d7becd2020002d3237cad9dca28f5;kilogram;methylene diphenyl diisocyanate;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for ammonium sulfate;;fdc3aa0957da0e3ac1ddc7ecd32be77b;kilogram;ammonium sulfate;RoW;20120;Manufacture of fertilizers and nitrogen compounds;34612;Ammonium sulphate;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for styrene;;c5f4f6f732ea64b4b69918a520f6f026;kilogram;styrene;GLO;20110;Manufacture of basic chemicals;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sulfur dichloride;;263c75bcf7764e076e48cd3517b65ac9;kilogram;sulfur dichloride;RoW;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for electrolyte, nickel-rich;;c57acd5f9990d38f116360f889bd5068;cubic meter;electrolyte, nickel-rich;GLO;7290;Mining of other non-ferrous metal ores;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for styrene-acrylonitrile copolymer;;b514dd013a92ede4431098a60d8e8c69;kilogram;styrene-acrylonitrile copolymer;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for butyrolactone;;a4e8ea1cb1dc451e519d19afcc9bfd61;kilogram;butyrolactone;RoW;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for inorganic potassium fertiliser, as K2O;;f2b044bc47b18e6ee3fa11966585a9eb;kilogram;inorganic potassium fertiliser, as K2O;RoW;1610;Support activities for crop production;34630;Mineral or chemical fertilizers, potassic;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for soft solder, Sn97Cu3;;1d61daec2368abcda6295823de7f2850;kilogram;soft solder, Sn97Cu3;RoW;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for pyridazine-compound;;455b2215d53fb94619c5a5d278f79ad2;kilogram;pyridazine-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for tert-butyl amine;;dd5dd245e75dc87e0219510c31f84652;kilogram;tert-butyl amine;GLO;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sulfuryl chloride;;a7d5ae11aeac1ec3ce1f409805e56898;kilogram;sulfuryl chloride;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for uranium, enriched 4%, in fuel element for light water reactor;;5a07b5c0a0c70e0c2725623d538d4aa1;kilogram;uranium, enriched 4%, in fuel element for light water reactor;GLO;20110;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for grass, organic;;39005c9bb3043a49b53c1c137a70c44c;kilogram;grass, organic;GLO;1190;Growing of other non-perennial crops;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for silicon, metallurgical grade;;1ffe09506f70be4dcd98071865e8a549;kilogram;silicon, metallurgical grade;GLO;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for dioxane;;8a893e1628f163b629bbadda4ad92902;kilogram;dioxane;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sawnwood, board, softwood, raw, dried (u=10%);;6acf5ebec1c9b2608349c40a18cf5729;cubic meter;sawnwood, board, softwood, raw, dried (u=10%);RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sawnwood, hardwood, dried (u=20%), planed;;ea7a5ee2f9592688844b115ca75dc7a2;cubic meter;sawnwood, hardwood, dried (u=20%), planed;RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for skimmed milk, from cow milk;;53a765a2aa42f94cfc5c92eb81a18291;kilogram;skimmed milk, from cow milk;GLO;10500;Manufacture of dairy products;22110;Processed liquid milk;ProcBio;Food & beverages, animal feed
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for synthetic graphite, battery grade;;698b12a3fade05d79f3d414c79a931ee;kilogram;synthetic graphite, battery grade;RoW;20110;Manufacture of basic chemicals;37950;"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in t[…]";GlasNonMetal;Glass & other non-metallic products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sodium sulfate, anhydrite;;25d47ea413b0aa231026b5c31e293962;kilogram;sodium sulfate, anhydrite;RoW;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for tin;;ddff069daa805b575e737187192b3402;kilogram;tin;GLO;24320;Casting of non-ferrous metals;41443;Tin, unwrought;MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sawnwood, beam, softwood, dried (u=10%), planed;;28005687919d1644a4c871d7f78fc595;cubic meter;sawnwood, beam, softwood, dried (u=10%), planed;RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for used nitrate salts, for solar power application;;afee9b708d26656398e819c28a1ec87f;kilogram;used nitrate salts, for solar power application;GLO;42200;Construction of utility projects;35490;Other chemical products;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for capacitor, tantalum-, for through-hole mounting;;0a7a9c9f24165e3360770b1c14eeef7f;kilogram;capacitor, tantalum-, for through-hole mounting;GLO;26100;Manufacture of electronic components and boards;47110;Electrical capacitors;MachElecTrans;Metal/electronic equipments & parts
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for rape seed, organic;;fd54b5dfec29f8cc88a88de2e5f80a43;kilogram;rape seed, organic;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1443;Rape or colza seed;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for potato seed, at farm;;11c00e1eb590d1f2420d36b8a601ccdc;kilogram;potato seed, at farm;GLO;1130;Growing of vegetables and melons, roots and tubers;1510;Potatoes;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for dimethyl carbonate;;2c27b8f0ec0b09c9831ebe8d75501621;kilogram;dimethyl carbonate;GLO;20110;Manufacture of basic chemicals;34180;Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) an[…];Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for diazine-compound;;7c11445e42c932601a46c9d6a32cb91a;kilogram;diazine-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for ryegrass silage;;6706d6a0e7fcb0523210743ad64d8be5;kilogram;ryegrass silage;GLO;1610;Support activities for crop production;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for wheat seed, for sowing;;f3be03db6ad2528cb4cb89ad5f469528;kilogram;wheat seed, for sowing;GLO;1640;Seed processing for propagation;1111;Wheat, seed;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for acetamide-anillide-compound, unspecified;;00b1b052ebf9b51c3d8a715d9eb6a989;kilogram;acetamide-anillide-compound, unspecified;GLO;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for maize starch;;a44812cf30b7ee87658605fe10086c35;kilogram;maize starch;GLO;10620;Manufacture of starches and starch products;23220;"Starches; inulin; wheat gluten; dextrins and other modified starches";ProcBio;Food & beverages, animal feed
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for magnesium-alloy, AZ91, diecast;;f770ed86e91a27cead5080d19cbcad57;kilogram;magnesium-alloy, AZ91, diecast;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for biomass, used as fuel;;43f2f785cf5f4c7e9b7771afa4d72323;kilogram;biomass, used as fuel;World;-1;missing;-1;missing;;
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for wood preservative, organic, indoor use, dry;;14ff2382cafb9e0c715a810d9577df77;kilogram;wood preservative, organic, indoor use, dry;GLO;20210;Manufacture of pesticides and other agrochemical products;34500;Miscellaneous basic chemical products;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for electrostatic paint;;9291eac91d350e0a56be6f433a25ad3a;kilogram;electrostatic paint;GLO;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for 4-tert-butylbenzaldehyde;;8353ed159ecf49a42add0c5217c9cb59;kilogram;4-tert-butylbenzaldehyde;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for hydrogen fluoride;;a8545fdf18ae8f75037b9a345930690e;kilogram;hydrogen fluoride;RoW;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for isoproturon;;feae0dc7e3f6dac0a7511d106e600998;kilogram;isoproturon;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for polyurethane, flexible foam;;c677cbb539471e96d0fcef9ae05893fa;kilogram;polyurethane, flexible foam;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for electronics, for control units;;23810b0bbe04fca71b0f53fc97d56360;kilogram;electronics, for control units;GLO;27100;Manufacture of electric motors, generators, transformers and electricity di;48200;Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instr[…];MachElecTrans;Metal/electronic equipments & parts
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for lime, from liquid packaging board production;;5bc7a9db28fc5744a0eb1f65377be520;kilogram;lime, from liquid packaging board production;GLO;20120;Manufacture of fertilizers and nitrogen compounds;16100;Chemical and fertilizer minerals;OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for silicon, single crystal, Czochralski process, photovoltaics;;67ece99ef0c5d14c8608c570092a6ee5;kilogram;silicon, single crystal, Czochralski process, photovoltaics;RoW;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for borax, anhydrous, powder;;efacd80b24db5451adfa73b0b1b6d0e1;kilogram;borax, anhydrous, powder;GLO;20110;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for krypton, gaseous;;6f9e8e79e0025011427a5d3b01e0c80a;kilogram;krypton, gaseous;GLO;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for gallium, in Bayer liquor from aluminium production;;2a83bda414e1adbc7fe1967a99f30491;kilogram;gallium, in Bayer liquor from aluminium production;GLO;20110;Manufacture of basic chemicals;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for gadolinium oxide;;6ca84afd2a960b89a878add572e23ed8;kilogram;gadolinium oxide;GLO;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for grass silage, organic;;eaa04a47f3430fe07d301f6cd0b3128d;kilogram;grass silage, organic;GLO;1190;Growing of other non-perennial crops;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for wood wool;;48625ffdb1c24080a04f2ae1114e9ce2;kilogram;wood wool;RoW;16100;Sawmilling and planing of wood;31220;"Wood wool; wood flour";ProcBio;Wood, straw & cork
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for cast iron;;e6ba5991b1ecab06c9e5ebc33af41364;kilogram;cast iron;GLO;24100;Manufacture of basic iron and steel;41110;Primary materials of the iron and steel industry;MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for acetyl chloride;;2c9017acfa79e72ed82355d9d5cc06b0;kilogram;acetyl chloride;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for trifluoroacetic acid;;344b5bec8245cb674052f8ce2265332d;kilogram;trifluoroacetic acid;RoW;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for paper, woodfree, uncoated;;54f1c7cbc3547d041b94a049be49e07f;kilogram;paper, woodfree, uncoated;RoW;17010;Manufacture of pulp, paper and paperboard;32113;"Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood";ProcBio;Pulp & paper
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for concrete, 35MPa;;6eda1c55d42490a13d4ef702a552aad9;cubic meter;concrete, 35MPa;RoW;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for olive;;e8116896f1da1458c9d41ca5714e05bf;kilogram;olive;GLO;1260;Growing of oleaginous fruits;1450;Olives;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for maleic anhydride;;a2abb49211b06be19f1fc62dd113cdd8;kilogram;maleic anhydride;GLO;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for kerosene;;bc7f779d70f586e74ee4ab7ce9315c36;kilogram;kerosene;RoW;19200;Manufacture of refined petroleum products;33340;Kerosenes;OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for titanium tetrachloride;;85cd26020de18a824dd8d611628a6cbc;kilogram;titanium tetrachloride;GLO;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for lithium carbonate;;98916038b56e9f9d8144eb118f5a0dd0;kilogram;lithium carbonate;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for imidazole;;467950d5933b8a5d975f2e292eb340f0;kilogram;imidazole;GLO;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for barium sulfide;;2becdfda6ad89a83d56231acb50ff1e0;kilogram;barium sulfide;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for lithium hexafluorophosphate;;d971937192fae29417d670b40a21f603;kilogram;lithium hexafluorophosphate;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for platinum;;90aa1cf7ab6b25320d33a20c3150da18;kilogram;platinum;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41330;Platinum, unwrought or in semi-manufactured forms, or in powder form;MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX;;2a484ad3fb21bbebd8fb7fc24da60985;kilogram;nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX;GLO;20110;Manufacture of basic chemicals;33710;Fuel elements (cartridges), non-irradiated, for nuclear reactors;OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for paper, woodcontaining, lightweight coated;;2dac070d17fb9e86ef8eb23b567657fb;kilogram;paper, woodcontaining, lightweight coated;RoW;17010;Manufacture of pulp, paper and paperboard;32100;Pulp, paper and paperboard;ProcBio;Pulp & paper
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for natural gas, high pressure, 20-year period;;f83931996cbd4645b1bed3ed58fc59b6;cubic meter;natural gas, high pressure;World;35200;"Manufacture of gas; distribution of gaseous fuels through mains";12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for marine fish;;886ae267a92f0d7d50575513fec540d6;kilogram;marine fish;GLO;3110;Marine fishing;4211;Wild freshwater fish, live, fresh or chilled;AgriForeAnim;Live animal, fish & their products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for cathode, NMC811, for Li-ion battery;;80310b5021efcb8abcf6d15a9f5ce58e;kilogram;cathode, NMC811, for Li-ion battery;RoW;27200;Manufacture of batteries and accumulators;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for propylene glycol, liquid;;73af3e0b44a59173a69d0b0c78739f68;kilogram;propylene glycol, liquid;RoW;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for sodium hydrogen sulfate;;fdcd0934b7a2eac597e3eff81d3a3c13;kilogram;sodium hydrogen sulfate;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for metallization paste, front side;;1c36337e0d7c65ba5305fdfcd3ae7ddb;kilogram;metallization paste, front side;RoW;20290;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for grape;;b4b5806ca5fe8eeda791c16a92de27ac;kilogram;grape;GLO;1210;Growing of grapes;1330;Grapes;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for beet seed, Swiss integrated production, for sowing;;6203b16fef3134c1d0f01f552cf0bc04;kilogram;beet seed, Swiss integrated production, for sowing;GLO;1640;Seed processing for propagation;1803;Sugar beet seeds;AgriForeAnim;Agricultural & forestry products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for section bar extrusion, aluminium;;51591c2b1893caa90b7fc3479e401c9d;kilogram;section bar extrusion, aluminium;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41530;Semi-finished products of aluminium or aluminium alloys;MetalAlloy;Basic metals & alloys, their semi-finished products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for cement, CEM IV/B;;27797437155ad8afaf5d6cd64caae922;kilogram;cement, CEM IV/B;RoW;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for bitumen seal, VA4;;1d572900ac71ab7e5f3f14bff6287e6c;kilogram;bitumen seal, VA4;GLO;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for isophorondiisocyante;;539b6e9fa7f0886f65b8121e5e895539;kilogram;isophorondiisocyante;RoW;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
;ei_cutoff_3.9_remind_SSP1-PkBudg500_2050 2025-09-04;market for agricultural trailer;;3bb2539929f70cf3e9e6a3d134148cab;kilogram;agricultural trailer;GLO;28210;Manufacture of agricultural and forestry machinery;44100;Agricultural or forestry machinery and parts thereof;MachElecTrans;Metal/electronic equipments & parts
